state,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,gender
Alabama,0.0,0.0,0.0,0.0,0.011988395233414054,0.0,0.01610491199815944,0.0167500179464478,0.031938677738741615,0.03135989964832113,0.03905980745812559,0.05145235979231957,0.07568053354776151,0.16185081163421716,0.27928333057205745,0.44569721499469983,0.5558883431172876,0.5216731480603244,0.5943840951014553,0.5543211856059738,0.4245383145828911,0.35406814599248215,0.3576940980473822,0.3002927223175533,0.27292857510685414,0.2229654403567447,0.15092768482135888,0.1611477881166502,0.13139568496570572,0.1686429512516469,0.12165786490447093,0.07177102173226538,0.04606039669516653,0.040946447895645055,0.04953235628332508,0.03647484638478157,0.03097544492002703,0.020183962400161473,0.015288182235132243,0.016328130102540656,0.02354286483032321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
Alaska,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0844187168355041,0.06863417982155114,0.11392116655274549,0.19389238972370335,0.16636805733299206,0.17402945113788487,0.2338877338877339,0.19623233908948193,0.14701951349906442,0.11022320198401765,0.19236460491269608,0.23734177215189875,0.08358408559010365,0.11980147184665411,0.10649627263045794,0.12444444444444445,0.1840942562592047,0.09312721177127957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
Arizona,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015710507711240867,0.017639350871887914,0.049799556783944626,0.059050759048298596,0.07127245082200893,0.09550037755963221,0.16806355858215472,0.1632823948084572,0.20223066552273566,0.21982454371281637,0.2187183106993021,0.1966747769667478,0.18228436360722727,0.12220208150878836,0.1117541408900419,0.1381624395539327,0.10587918222769799,0.08306610516555267,0.09543441746831578,0.0962517353077279,0.06971256971256971,0.05629199201016888,0.04441049508819924,0.045178105994787145,0.027367268746579094,0.03193599354556762,0.012706682126463253,0.019385167116294847,0.0,0.0,0.012044081337695968,0.0,0.0,0.012584156546907444,0.0,0.0,0.0,0.0,0.0,0.0,F
Arkansas,0.0,0.0,0.0,0.0,0.0,0.020089196030374866,0.02705418566901136,0.040051265619993594,0.04171090550583953,0.03305178112376056,0.05053057099545225,0.09215528164957953,0.10824184320395856,0.16696435505164248,0.3030538503380216,0.3859774780152004,0.3896310432569975,0.5216902764958465,0.47334037476039587,0.48290212398413884,0.3546677537708928,0.35963613285381846,0.2866800735954816,0.2602443650478585,0.2996914940502424,0.19446004926321248,0.21798840301695951,0.1793761211007569,0.1775883502042266,0.19502470312906303,0.10269691016252902,0.06740967104080532,0.04941155331955799,0.06719827972403906,0.03156708004509583,0.053163211057947905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
California,0.001881198549219679,0.0,0.0038412619826033514,0.0,0.0,0.004328084547164318,0.004171470177780474,0.005179698541544882,0.0062850698166505466,0.012793512704942233,0.014723342136012356,0.02140672782874618,0.02381555306346393,0.04529078744209984,0.09500519998875678,0.15030364652118897,0.16186140617096612,0.19205174010516035,0.20299076248405157,0.18842276685374354,0.15165906860022535,0.13280611926174607,0.11343563368942189,0.1016593591234925,0.09132607513365418,0.08409116751859658,0.0777162943333013,0.0662878787878788,0.08254043633362165,0.0733786253365512,0.043654416799817394,0.023725334941701422,0.018627860505548845,0.018414171546422126,0.01823174831071457,0.014937572221752486,0.012786706371757859,0.008599319171144242,0.009140220436902536,0.007554557040190243,0.006694695123584072,0.008086798301772356,0.005853107655864814,0.005452785691890344,0.006692473784875714,0.002526036216142093,0.004587576841912102,0.002034397594528284,0.0,F
Colorado,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01599829351535836,0.017697772608904507,0.02175805047867711,0.03670650852279245,0.034366623135610695,0.06948787436592314,0.11266180764720758,0.13794689044717784,0.11664444867644258,0.14997218257903774,0.19992685602828233,0.22198370493242914,0.24305214573308456,0.17153499313860027,0.13821526399115422,0.10440539852304559,0.10229132569558103,0.11608832807570979,0.09095272984512771,0.06583920602794509,0.09751920652665129,0.06211323011801514,0.04774571993724848,0.05595094221386688,0.022354861064538486,0.020814542426975648,0.013897252976328347,0.0,0.0,0.0,0.0,0.0,0.013961800513794257,0.0,0.0,0.014429181576820964,0.0,0.0,0.0,0.0,0.0,F
Connecticut,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04552956576176655,0.08395130824122009,0.07476435876211583,0.11243887770310905,0.12371771740811383,0.15357444521231667,0.11454448588172617,0.1216376855665828,0.07658053719828686,0.07296713560212481,0.10199796004079918,0.05484126500517945,0.05804017670009351,0.06733358984224702,0.07200130911471118,0.05954349983460139,0.027043472381853832,0.0,0.0,0.017849493074396684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
Delaware,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14394702749388225,0.09961576775295289,0.12129380053908356,0.15461925009663702,0.30284675953967294,0.1772630583786339,0.25603511338697876,0.15505879312572685,0.10774410774410774,0.16409134418159443,0.15836452634609846,0.16212232866617537,0.0,0.13327410039982232,0.0,0.10083549409392106,0.0,0.08870490833826139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
Florida,0.0,0.0,0.0,0.0,0.0,0.0,0.00855275215346081,0.0,0.00782358923921183,0.011207449897604662,0.01453685577500824,0.024902924710157624,0.019631288704870346,0.046866745061949315,0.11961041180156064,0.18898918694778477,0.23279577740728505,0.2785413230712846,0.31345123743582953,0.2815496162861419,0.2000752055737263,0.1820817037020852,0.1711272364052998,0.1414501257334451,0.11175647731419536,0.10798469702579291,0.10410160316468875,0.10174508232102114,0.0963069395363287,0.09059695015645104,0.06588624662907575,0.03938193527463108,0.03401000649969013,0.023075262574157197,0.024716667030147063,0.016298878920589024,0.01854744936903004,0.01054113678630857,0.012881514221996796,0.016743967985533213,0.008504052180864181,0.008606666724044445,0.00937151230649957,0.0050508876935121344,0.009163612129290236,0.0059027397144760475,0.0,0.0,0.005635072692437732,F
Georgia,0.0,0.0,0.0,0.0,0.011919762966999285,0.010381700522545593,0.008181163688723084,0.01156737998843262,0.018986140117714066,0.027092113184828417,0.034836872557632306,0.03914365722200476,0.06286766356818896,0.07928816844330895,0.17690848877692547,0.31110679018346965,0.29964660512489755,0.4130704463272363,0.41999213307786987,0.3855234076753064,0.2644434312512213,0.21834350064179756,0.2235991379310345,0.19902787744215328,0.15546843314857375,0.11527143031503004,0.1255882819523029,0.09400950540554656,0.10025635168405289,0.09789949811016792,0.0659392612314468,0.052511158621207005,0.04807218223054926,0.036837839829072426,0.030597882626522247,0.024839430822185163,0.021472795161463488,0.012503438445572534,0.02115422754015998,0.016858431322965398,0.010090962822009832,0.01911849052164066,0.009030432557719514,0.007433507277403624,0.012042933056345873,0.0,0.0,0.0,0.0,F
Hawaii,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0639269406392694,0.08514664143803216,0.06963788300835655,0.18498685619705968,0.29813425658780535,0.4291436200648484,0.42863657090743273,0.4091341579448145,0.30750917567701613,0.29801664782653375,0.2343417128248828,0.26710022064800837,0.18126888217522658,0.15896145184792687,0.12206700122067002,0.11550678602367889,0.11407386282617994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
Idaho,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04365858982754857,0.03481651695564376,0.08920606601248886,0.042351944660125644,0.09172369999294433,0.06691449814126393,0.06924674924982688,0.18527468986628,0.17217630853994492,0.2888347323765683,0.27593818984547464,0.3535490889311939,0.2808988764044944,0.2626970227670753,0.24905530745448298,0.2685377685377685,0.2302515054906128,0.16392028297817274,0.11066655316250956,0.17118890695882907,0.16753224995811694,0.07526342197691922,0.1084327300025023,0.0582653570834027,0.04119294776734223,0.04012841091492777,0.0,0.0,0.06114805472750898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
Illinois,0.0038876218121501136,0.0,0.0,0.0,0.0061692217526759,0.0038536536490246403,0.0037335444030435856,0.006832467887400929,0.007966223213574444,0.016043638697256536,0.022066726934931627,0.022209962959513385,0.021991716453469194,0.04551193587221423,0.11334469217775373,0.14731212038799746,0.16884761502743773,0.19948557565837546,0.21274340036046224,0.2200909616442745,0.14966859097712207,0.14949774648717118,0.13071407230355542,0.1178725151713334,0.09673669675385972,0.07130210461380697,0.06560764985197273,0.05360426854913862,0.07110055291135853,0.07757240090751368,0.0389546601629321,0.04019749202604098,0.023616468550736045,0.012573081033507263,0.01015744032503809,0.01394998465501688,0.016096503271377575,0.008924498740654065,0.012428664643556256,0.0,0.00793012427637616,0.00580463906754278,0.00946029043091623,0.0,0.0,0.0,0.0,0.0,0.0,F
Indiana,0.0,0.0,0.0,0.0,0.0,0.009082652134423252,0.011511453896627144,0.013169061484884843,0.012660720817038517,0.029003121288291026,0.03463403371045948,0.04044255712511194,0.06789685712992441,0.13228720007298606,0.1834083640277083,0.26480988208171724,0.24668321763468745,0.2925350511557408,0.32332425231266654,0.32276130401462005,0.26924342597301587,0.22739662020091894,0.224176309931642,0.1862679991577447,0.1389068355084636,0.09004731577137806,0.09315943571998936,0.07968392044888609,0.12107139895513724,0.08737511952256916,0.04741182247659041,0.03505450976268097,0.04519066986477561,0.02459160372387142,0.023226728604609614,0.019689972434038593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
Iowa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01504664459825459,0.01547628259692022,0.021257373651485358,0.027433336991111598,0.04491984614952694,0.13683873409613648,0.1781695423855964,0.1603592046183451,0.16436237068548776,0.24701523260601072,0.2413112288069197,0.1747629373118871,0.19906439733253706,0.20003390405153418,0.1687051876845213,0.18436178288688862,0.14409740984905797,0.08218461653405058,0.10786684024549004,0.09391787820729554,0.07853403141361257,0.06246827782766565,0.019770660340055358,0.03578955740247346,0.028312570781426957,0.0325626831650928,0.019929052572840687,0.028898154646410438,0.021516481624924692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
Kansas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.053646269907795474,0.09469056476158268,0.08762091686527408,0.15007678347061287,0.18064336830403668,0.15854002254791433,0.14394330848158263,0.13814733226300266,0.16932845872618818,0.16413302590957052,0.099589690475242,0.08571778439936323,0.11799169989421435,0.11154934066371856,0.11454753722794961,0.09809307070548536,0.03982318505834097,0.0636841267314122,0.02767454732347592,0.032350681386226696,0.0,0.024465829391616373,0.0,0.02519314746388982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
Kentucky,0.0,0.0,0.0,0.0,0.010892534257020237,0.010739062265083013,0.014271442842871414,0.025140893758773125,0.02243661655822302,0.03231996768003232,0.03769870358347121,0.05489285337274359,0.10386740331491712,0.11461055333975154,0.2198921371201074,0.245203066228634,0.20261250953470633,0.2185845436440472,0.26066128123238774,0.2386076541592589,0.20426850743114744,0.17833903696920037,0.18714442559137637,0.136226034308779,0.11318327974276526,0.10350359674998708,0.10085859108306611,0.07434753627647028,0.06511773286101272,0.08200712436892955,0.07669725741186427,0.03796919071382079,0.02449179524859172,0.0,0.047151494979752594,0.0,0.016533480297602647,0.01442002653284882,0.0,0.0,0.01646741099364358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
