state,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,gender
Hawaii,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041788549937317176,0.04154894465680572,0.1350492532570702,0.2170243549553894,0.16501650165016502,0.15463498006022625,0.2567600096285004,0.2596993782954277,0.38482259678288305,0.4596774193548387,0.5703893527320824,0.6448193622471513,0.81799591002045,0.9273107986838169,0.8255933952528379,1.1618974457461109,1.154480483782298,1.0116884392495826,1.01956745623069,1.2160603836880175,1.016025976746622,0.9444732745199792,0.8511947492564864,0.5566238234996458,0.6319437366221589,0.6832110921330252,0.6641996394344815,0.8129294493370754,0.6090246378148935,0.6778451658936854,0.5662100456621004,0.6433301797540208,0.4476721050537207,0.4770713659818907,0.6058857472590883,0.39099752050352854,0.4742362061103511,0.3139866793529972,0.34718777899017955,0.3185695200904326,0.4047720494247976,0.3135524329346185,0.29003021148036257,0.19870181480990862,0.27126000271260003,0.10106843777071904,0.15685156138599743,0.12243648607284971,0.10553294135383687,0.11648223645894001,0.14958863126402394,0.16012810248198558,0.0,0.09669621273166801,0.09528346831824679,0.0,0.0,0.0,0.0,0.10195412064570944,0.0,0.0,0.0,0.0,0.0,0.0,F
Idaho,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038141734686093526,0.04547176960970064,0.125421337305009,0.09317493594223154,0.1569242840329541,0.13896394657608277,0.21103642332343286,0.2559795216382689,0.31467373302418017,0.4181057989456462,0.36027263875365145,0.6837786661056175,0.9060146272241021,1.0398230088495575,0.6494936151475121,0.9324009324009324,0.9919284255567441,0.8758833482631632,0.9110933119743693,0.7543842461056138,0.675059295748951,0.7192997660109195,0.6428513304581333,0.592781571246342,0.6548788474132285,0.6475872153749739,0.6107184519316544,0.4941060210347992,0.5856205461087984,0.6468401486988847,0.5693621604985766,0.467214435314967,0.5423553719008265,0.4422781839516202,0.44150110375275936,0.41700661771371594,0.27212078651685395,0.4290718038528897,0.20611473720371004,0.2772002772002772,0.2922422954303932,0.2329393494952981,0.1702562356346301,0.21398613369853636,0.217791924945552,0.1338016390700786,0.12511468846442572,0.166472448809722,0.10710166419508979,0.08025682182985554,0.13479226133840785,0.1251858227055786,0.1070090957731407,0.1060927553804183,0.09984639016897082,0.08404067568703252,0.10638297872340426,0.1796690307328605,0.10478186321204039,0.06771135616173342,0.057131974861931056,0.11805213969503198,0.10050251256281408,0.07302315877321093,0.0,0.06648936170212766,F
Illinois,0.00416194979023773,0.0072366040590770035,0.022771196188452084,0.02032908475996279,0.027502421408841432,0.02889099839035866,0.03125104635199839,0.05660757344016199,0.0705999913107703,0.1131402887918787,0.188769011188017,0.29121277782439375,0.3670408763100922,0.3826267819125453,0.4265944267968784,0.5215187168891456,0.5590503046676264,0.6692833112447752,0.6865878790427724,0.8260748603591072,0.9946630628979797,1.1732076822140045,1.2483979098885931,1.170682049541907,1.207531595304947,1.2772093247743617,1.1649906697076509,1.0512814970133229,1.047252780927282,0.9916632793146555,0.8660045035318795,0.8077258048355647,0.7295345763547165,0.6475661231058881,0.6141233895555572,0.5943121813070683,0.5452617042631492,0.5280239581019796,0.5080086500751383,0.4822797075491088,0.4731226828323011,0.45175716918985886,0.3961994475424526,0.3551281676555695,0.3032123546665724,0.292525961679099,0.2686907561827382,0.2430258933042684,0.2188527039139528,0.21749380218710554,0.19737406676392347,0.17945698239879507,0.17632055897717674,0.1443191845553732,0.14638349128809108,0.12928733484585614,0.14396287451518386,0.1415650806134487,0.1530697035695855,0.1266288875517517,0.15605521953922155,0.14414984143517443,0.174220976584322,0.19038930646728675,0.15742975215171257,0.16482376955235611,0.184658608149902,0.13118484292646684,0.14781703798306609,0.1274787535410765,0.14950746934494025,0.10944910616563297,0.07202881152460984,0.06520845441787278,0.09480812641083522,F
Indiana,0.0,0.008094871898652203,0.013129155079192675,0.008655546350450707,0.010865234870160443,0.010856322601657399,0.015629186389211396,0.028161081385525203,0.06457445434586077,0.08442072789427606,0.1944162807956434,0.31188888331745473,0.4624699246637479,0.534841075794621,0.5807105767162711,0.8068406951558762,0.7421572174272573,0.9080104078551466,1.007074672236012,1.0714876260816844,1.3141903967592041,1.4735038550972954,1.3659932955843765,1.3581534262799468,1.3109859366963155,1.2423027352140914,1.196623944982807,1.1045147038519951,1.0395190242073848,0.9239931685813129,0.8541820873427092,0.812897366030881,0.6935650972717854,0.6818647391062597,0.5176828067411304,0.604922244012927,0.5382706072500577,0.5185313574255423,0.452645714199496,0.37405346227533987,0.43957376502508605,0.4174649905758836,0.3589557077120132,0.3349753694581281,0.27093374846570667,0.2520191003949773,0.27073922278397705,0.22583910910365235,0.18628735614037858,0.17654966876690584,0.1582891846491795,0.12770346600304525,0.11644929464998668,0.09462465553305222,0.10282776349614395,0.09726664248738831,0.10329004182400053,0.09289445087110457,0.08864323704244446,0.10539258738802038,0.10184027157405753,0.10560985214620701,0.12192015139935218,0.0868498064759747,0.06948028744987493,0.09396141317965422,0.07216079122185198,0.10672358591248667,0.08013890743956191,0.09148110134321032,0.09082033467293328,0.08449315840120168,0.05667956332092955,0.074707609871709,0.05101355886696201,F
Iowa,0.0,0.0,0.010790978741771878,0.009442335656147905,0.020273134410881147,0.01639433848844199,0.027589536668218576,0.05852827980064913,0.0635658633152322,0.09232440260680666,0.18771453089244852,0.3485012639942217,0.49837758376508123,0.5850335098307846,0.6307722893961575,0.7956456483607892,0.7037994171661076,0.7891426175136289,0.7340848008343696,0.7410050799781687,0.9300205151584227,1.1757691390412592,1.1493118926651211,1.1113346072613899,1.0912549431846623,1.1077148795696297,1.0621913006532475,0.9636005758101002,0.8561110765207646,0.7432715938380388,0.7447056085641145,0.6558419045417774,0.5584192439862543,0.49784714747039827,0.4935808910030178,0.4890159494432741,0.5055585648327272,0.45969070521337085,0.36486338198178425,0.33128386535276116,0.3464640288817073,0.41260315078769694,0.42655548428479795,0.29971961713236006,0.24068150869303606,0.24757905293177473,0.23625360044014368,0.2256063169768754,0.17630106797762332,0.2249402502460284,0.13375266601597802,0.20894124428113406,0.1120699316373417,0.1153059326762135,0.10894473872046283,0.09723261032161556,0.05856401046343653,0.11466982997232107,0.07555573229411063,0.08089305937550557,0.0651253663301856,0.0837020208059309,0.10320769516575157,0.09467251914966865,0.11412919424788862,0.09530162965786715,0.06507483606147069,0.0610593802472905,0.08703220191470844,0.10671273946846892,0.05704802406389379,0.053772113781792766,0.03985878601526022,0.04169148302561048,0.08073531238355484,F
Kansas,0.0,0.0,0.0,0.0,0.0,0.024919013207077,0.017953781835902433,0.05359448464030792,0.08749733960791733,0.09618687736173136,0.1757347330450667,0.29806598407281,0.4016903501439584,0.517608359133127,0.4894889924093736,0.6155430757534884,0.623045101402482,0.853418847625944,0.7973293604811564,0.9084761708758416,0.9138552243694728,1.126439240009981,1.3480482927190578,1.278084714548803,1.1992684813955123,1.1826770567547065,1.296398891966759,1.1156022635408245,0.9453298197180743,0.8635223487807887,0.7934618741569468,0.7059990841092963,0.7251470642643086,0.5611547975043379,0.5776173285198556,0.63990125381667,0.5277548165575126,0.43827140601334147,0.4465433050629658,0.4784061865128777,0.4124056999161777,0.47683462969225565,0.44861909435020325,0.32807482898227003,0.2362259431668172,0.2536640360766629,0.29895917915405623,0.1680170257252735,0.2270540696555705,0.24229160967603267,0.1792614428554356,0.15919017102738886,0.1830905688013671,0.13943667582964822,0.11849745230477546,0.10986423919014361,0.15132810322169568,0.15124980098710397,0.07907013520993121,0.16579724210441182,0.13884918528198634,0.10601859403033763,0.12612392692949265,0.16375545851528384,0.12642225031605564,0.20775936046249038,0.14321176245942335,0.14229473983778398,0.1043374571471158,0.10457646531547235,0.12154360376785171,0.08333767383717902,0.09482902883918112,0.14580660212294413,0.07333170373991689,F
Kentucky,0.0,0.0,0.0,0.012075836251660426,0.0,0.0,0.012054001928640309,0.007641520968333537,0.018632383081796162,0.037302854414419793,0.10731722063513657,0.17346845613074044,0.34914081000667924,0.4248127877951596,0.5222739002116908,0.7688535223299742,0.8524335603254453,0.9505766062602965,0.9496081385310696,1.0645933014354065,1.3647361258127928,1.5272097193399554,1.5260415594044114,1.431727242414138,1.4976132429165556,1.4136615001168316,1.4273457608610873,1.3056392503792977,1.2750054957133434,1.0530963682525665,1.0587543297823672,0.9085246676260228,0.905217231747844,0.7814627810018647,0.6730984967466905,0.7292192707807292,0.674387919659874,0.5890425419613639,0.543646408839779,0.44010452482464585,0.6481031409855796,0.592772461076989,0.5291762013729977,0.44445523874289594,0.3686830734548187,0.38598296996350706,0.3780141344415487,0.31570829517520604,0.3218884120171674,0.2749747729566095,0.21864951768488747,0.20183201366247477,0.1887865935657391,0.19484181920730143,0.1823296520108356,0.14863791291868483,0.11107878659649309,0.14645259275330874,0.11157373391025117,0.11861414542645922,0.12203916347700672,0.10998075336816059,0.10746762193441721,0.10094018572994175,0.09641748772183555,0.08630334025891002,0.08563053716694662,0.05092514004413513,0.06219120339978579,0.07439685407588478,0.07888414787192083,0.04844961240310078,0.04295364910773556,0.06605292490608099,0.06030843456534849,F
Louisiana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011441647597254006,0.012522087571132415,0.020938023450586266,0.05228442728442728,0.07527733755942947,0.10578468130690948,0.12871565906439805,0.2023959302007549,0.19276973794490698,0.24093994926088128,0.28884359925516473,0.3793926787466858,0.5494155492562984,0.6381568042433283,0.693252680407116,0.7625499392044467,0.8471633914311506,0.9015195534660961,0.8959717989204274,0.8358435237088312,0.8877108839244394,0.9310189842261842,0.8793572467893971,0.9213707996331193,0.7902593221331147,0.840727724598567,0.9181556090126155,0.7893128437963852,0.7103203337815938,0.6767595748947263,0.6375741414970173,0.6132411444851728,0.665788317962231,0.6092221704704238,0.5458105088298693,0.5095592513090055,0.4637598979323194,0.348280365694384,0.38450975006866245,0.29036262079971625,0.30514586897221324,0.26683333733983994,0.24926577654927318,0.17610576554962865,0.1704791226686344,0.16659831863850727,0.1631279129984464,0.10820225905204264,0.13574535279940161,0.08537522410996329,0.0884450784593438,0.040535062829347386,0.07075616809204455,0.07480326740672033,0.07702106229819,0.06844839924084503,0.09525926396342045,0.08482915408367547,0.07188334360238242,0.07951049192795658,0.05474764756201882,0.07128551546216777,0.1396077363116317,0.09858807788458153,0.049207010106362845,0.03632694248234107,0.051048623814183014,F
Maine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03792804508019073,0.047058823529411764,0.078976465013426,0.17052501033484913,0.2874432677760968,0.41700569568755086,0.3987482333939027,0.5082404026448238,0.487252682350625,0.5417879000702318,0.7314358403561774,0.6460089784298697,0.7633587786259541,1.024196645755985,1.1381789137380192,1.1792119757096455,1.0624169986719787,1.1284366023799755,1.0230527895239394,0.961896950264708,0.7976389885937624,0.7383789226380265,0.7307853842923141,0.641187884923648,0.5427841634738186,0.4375303840544483,0.6168019987507808,0.5673869112389243,0.6099915064473785,0.5702396547738307,0.39056517077653546,0.36443702072735557,0.3278188610200503,0.5267234701781565,0.43333591271376615,0.34596755593142153,0.3796337650736936,0.37537537537537535,0.3737153534724385,0.2628336755646817,0.32473231525364227,0.2666911899944822,0.17535314174378958,0.19904458598726116,0.19213267266659925,0.16328196754770896,0.19937040923399793,0.1169466298107591,0.08423712751395178,0.0,0.0764525993883792,0.09765625,0.0,0.09034443817052512,0.08007320979180965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
Maryland,0.0,0.0,0.0,0.013349352556401014,0.0,0.010964671827372206,0.01615704649190128,0.03471686468137633,0.04329004329004329,0.05172383041717945,0.08807779030439684,0.11103898322457208,0.21511425876590604,0.2878739415161361,0.44725682480784523,0.6926479178836685,0.6696986356139737,0.751011971406425,0.8141843017192073,0.9246517872126195,1.2007591209804722,1.3492810602285104,1.547187282969365,1.4390068657193038,1.4974448361922117,1.479784903405696,1.4089317735462386,1.137078434218803,1.090909090909091,1.0913754058552292,1.052039381153305,0.8757824613794293,0.8904670854957661,0.777371665484698,0.8271277281043057,0.7922316594645608,0.6681246845634358,0.6893111423518208,0.627015406664278,0.5906028523930353,0.616245320321373,0.5485974536797433,0.49456183028085476,0.3938764818875027,0.38617923915263364,0.3554846198491004,0.28372213774431626,0.2853122048078962,0.25322097074791344,0.2746061569590981,0.23474674844030877,0.22907527067620426,0.14579548258304734,0.16790167677807874,0.1380684004436296,0.14711782800588472,0.13472165136776726,0.12259437453737972,0.14091229346121503,0.1321923050163501,0.14854357665080653,0.16640831585666088,0.18841911764705882,0.17205213415352705,0.1819880969947371,0.15615555107797705,0.15655878654107744,0.1639728273600375,0.1117675235510139,0.13625763173754685,0.14774619889324664,0.11855201124865596,0.1282798833819242,0.11926414025462895,0.11651341478775665,F
