state,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,gender
Michigan,0.0,0.0,0.01011605878349795,0.010845692904205418,0.016642319569518668,0.027341329153147898,0.02941825402662352,0.04814088649254254,0.05866316988163843,0.06545793655063574,0.08634267605366529,0.0988935670224224,0.10203050813213455,0.12174057811166837,0.14361243790091807,0.1336797507519486,0.216143047398642,0.21237560460332464,0.21912350597609564,0.20399743284129457,0.2185700976996393,0.20670344065087548,0.21922304413853916,0.25869612082630583,0.25810488443940405,0.24522022662660506,0.27164977195716516,0.28346979086563834,0.23748886770932612,0.21809906122577993,0.21189182194616976,0.2425116340040637,0.17404883127023113,0.17980473541817205,0.16725291399406855,0.17395085888236572,0.1582576585402615,0.15526404841053407,F
Minnesota,0.008591951060246761,0.0,0.0,0.010667614899102142,0.033052994968599654,0.02621821041986591,0.05005097784780795,0.06536897152818129,0.05835901738004487,0.07261893678428452,0.08129923927140396,0.08700638705977734,0.08470303519209438,0.1085051331274518,0.16621081422259626,0.14478764478764478,0.17832880434782608,0.1720695075838042,0.18773994852972198,0.20731654645186368,0.2571249540848296,0.21992569500790027,0.18647816470792317,0.2174438270113554,0.28058727569331154,0.23360812237471643,0.22475592910823403,0.26224204695848247,0.24237685691946834,0.2331551922875406,0.25135135135135134,0.17142857142857143,0.17461681310457605,0.1490271060623102,0.16857524850316807,0.19361381726543533,0.10526651567833105,0.09310058187863675,F
Mississippi,0.0,0.0,0.0,0.0,0.0,0.0,0.01903456677326024,0.0,0.033474670832403484,0.026937581774801815,0.024189646831156264,0.05393071976768306,0.06777650696827213,0.06122359732365418,0.09953399990951455,0.11802088061733998,0.17408382805874215,0.1865586749783865,0.20383204239706482,0.3008595988538682,0.27184466019417475,0.37958869882759944,0.37810848805080227,0.38359986050914163,0.36140054444757347,0.3527336860670194,0.41055718475073316,0.46054008792128953,0.4584264512062346,0.5055147058823529,0.5025429886170986,0.29502077187067255,0.28978507606858245,0.40172865055694196,0.35698348951361,0.3776585171934009,0.29138337727209657,0.28015334709525214,F
Missouri,0.0,0.0,0.0,0.010990046158193864,0.020967403751552396,0.01461703371662444,0.0321316110789795,0.039191710169464954,0.05341712490180675,0.05595970900951316,0.08020586171172676,0.09022812393598911,0.10032738409546942,0.11238560750664502,0.15793251974156497,0.1611851637206607,0.19464454631448738,0.24794004697811417,0.27223568898004846,0.2544676421259615,0.25673433920530847,0.30372956235331244,0.27977300686535184,0.3281837829184343,0.32252958170089835,0.3263760174067209,0.3281139676870042,0.41061900265694645,0.36773155596414614,0.2851890261148298,0.2808920744848294,0.24948743917199814,0.23307686524147264,0.2050388292282851,0.1840942562592047,0.1732279064569305,0.15204980348280117,0.11898587424108369,F
Montana,0.0,0.0,0.0,0.06382978723404255,0.0,0.13210039630118892,0.0,0.06444129398118315,0.0,0.1484079870480302,0.1093045498018855,0.25157232704402516,0.11604293588627793,0.31441832609672105,0.24821594787465093,0.3293084522502744,0.22577003709079183,0.27891714520098443,0.22537025112685125,0.31927407158460763,0.437636761487965,0.26298487836949375,0.41757140471020543,0.29044934221766616,0.35409624979880894,0.3386386725364037,0.43933761405880367,0.39675383228133454,0.3478579274990846,0.4348648137644167,0.2696975534579079,0.38454143433955007,0.40540540540540543,0.2734909161945692,0.2663934426229508,0.11032656663724624,0.0,0.1277139208173691,F
Nebraska,0.0,0.0,0.02826189354686764,0.0,0.061056273532105416,0.04231908590774439,0.053205639797818574,0.05803524322042841,0.06869220607661823,0.08169934640522876,0.11920304251575183,0.1229796205200281,0.1196386911527188,0.17168906518264165,0.2245554409176428,0.26256335104109424,0.26442012052638053,0.3156721960881406,0.25471526472193584,0.28732042473454095,0.30306778822365166,0.28278109055142314,0.303443150854595,0.33108366229466446,0.2716189754279578,0.2770440048965917,0.2275617428552306,0.3651143565720584,0.20626151012891344,0.3189792663476874,0.23859001000538752,0.3177309361438314,0.22201806767723165,0.17354263627041097,0.18494692827275652,0.26351581094865695,0.18861146039159332,0.14215314632297196,F
Nevada,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05439956480348157,0.09769441187964048,0.09224484417210252,0.05328715113568241,0.050333459166981245,0.1040391676866585,0.13615106848990707,0.09344702721644668,0.1501251042535446,0.17468202412795458,0.17240478553889557,0.17197352649955705,0.17331022530329288,0.1908684514541162,0.2517915940344761,0.2275471347636296,0.21245230662504336,0.2464864864864865,0.23022377751174142,0.3074970714564623,0.28898751161110536,0.2801271346226364,0.2753455586761386,0.24824846913444032,0.25713973082394137,0.22546054440472918,0.152896540007928,0.16976934785153963,0.20796378983424063,0.16145698785843451,F
New Hampshire,0.0,0.0,0.0,0.0,0.0,0.04442141112015992,0.036153289949385395,0.049091801669121256,0.036010082823190494,0.07844983133286262,0.11468829360203163,0.06824773929363591,0.07035441034209833,0.09145783793671117,0.14006910075637313,0.1156515034695451,0.25103794535097035,0.23875845602865103,0.18888557510686946,0.26080850636974623,0.21651716671821836,0.1973001038421599,0.16659725114535612,0.23676280671545416,0.3513780608323268,0.31746031746031744,0.23386342376052385,0.24712714691708884,0.30777122339061297,0.24800939825088109,0.31767955801104975,0.2202036884117809,0.11519078473722101,0.14539110206455366,0.11976047904191617,0.0,0.1471550032701112,0.1004016064257028,F
New Jersey,0.0,0.0,0.0,0.0,0.0,0.0,0.008110300081103,0.00877799357011971,0.0,0.01828090901820093,0.011649716329407379,0.016862390846130684,0.018366372396566712,0.022533800701051578,0.03332606995911147,0.04461766597115599,0.07114624505928853,0.07512946416592879,0.07116864282740933,0.09712323707645378,0.08802816901408451,0.1129492141765038,0.11595842466237714,0.12807265212265867,0.12504965206773277,0.1363173347714063,0.1889644746787604,0.21402431054764084,0.2241845500907006,0.26028928796031026,0.20855807263574253,0.2410075201594636,0.21546651215846746,0.21474194258864987,0.17723476063879934,0.1612213977700944,0.1852112817828599,0.15160448075465344,F
New Mexico,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036467830164105236,0.0,0.04211856375697589,0.037153017355766677,0.032188841201716736,0.08346316492321389,0.08688097306689835,0.1159285879897983,0.08398824164616954,0.1132907995945382,0.12681159420289853,0.16773311797229296,0.131521262604121,0.13711436584605796,0.18313861698768552,0.225140712945591,0.26425066062665153,0.25978845796993877,0.22212624174739312,0.2550207204335352,0.32825001709635504,0.20279568334902587,0.24928236893790603,0.2995391705069125,0.25322659696128086,0.2410840468866905,0.24944090830896268,0.2861626511584972,0.15672445881085317,0.3376239713019624,0.2209212415773777,F
New York,0.0,0.0,0.0026408218237515516,0.005139353572107701,0.013246180260134601,0.013935409377535124,0.01902123550240448,0.013459726575268713,0.02319034168649441,0.03162858457291826,0.034012264132342214,0.03773854329222892,0.046499234591250826,0.05262015840295106,0.06427423674343867,0.056263406514833615,0.07282544983036998,0.11228832744725166,0.09548962607954649,0.10240751909931643,0.10872467859459048,0.13297198723468923,0.12644438392405555,0.15263087428035882,0.149078333277373,0.16725665500124268,0.17207387333412288,0.23733162283515072,0.22089910323741532,0.2406855439642325,0.2635125925701564,0.23683154873946985,0.1941066417212348,0.2006407816266971,0.18083777207864798,0.17226897958484033,0.17589360231892381,0.15374602665559947,F
North Carolina,0.0,0.0,0.0,0.0,0.0,0.0,0.010991577703584627,0.024710946949498627,0.018018249913126297,0.01868859461768475,0.03630691445015195,0.0447127207690588,0.05054688926019012,0.05782792665726376,0.07499687513020291,0.09597455303279588,0.1228599663470527,0.13780857858401685,0.16153239551270637,0.1501956495961845,0.22719071992729897,0.2243979323333378,0.2553168736381986,0.26289583748257317,0.2891703135690588,0.28117657632210763,0.3246838604516655,0.33571882512226797,0.3105499504286464,0.2931503995476258,0.2527174740431751,0.2741287172932099,0.2426258526238689,0.2513841550870591,0.23731924184412873,0.2056404230317274,0.15902328921719502,0.16147635524798157,F
North Dakota,0.0,0.0,0.0,0.0,0.07731389441130991,0.0805523590333717,0.10756543564001435,0.1734820322180917,0.17177589852008457,0.12298442197321673,0.23936919177696422,0.2302820955670697,0.13458950201884254,0.16558783682071354,0.29973181889887995,0.30719482619240096,0.32843560933448573,0.3445774392455568,0.24440684339161498,0.4830917874396135,0.3501945525291829,0.38197097020626436,0.20782165123748347,0.528003017160098,0.3228869895536562,0.43909889270714014,0.42471042471042475,0.502815768302494,0.4989024146876871,0.46805046805046807,0.2713178294573643,0.2074297567414671,0.2357207615593835,0.2434001123385134,0.16901408450704225,0.2880658436213992,0.28047464940668826,0.2099860009332711,F
Ohio,0.0,0.0,0.004518786856355297,0.008274782975010156,0.019237132282216424,0.0268668631785802,0.03368524203611977,0.03862173419159409,0.06075060750607506,0.08197094585363632,0.06953773212169104,0.10474203183175812,0.10204081632653061,0.1200006857182041,0.1498919895957325,0.16109833263225726,0.18065453225001135,0.23105699405853447,0.19677292404565133,0.22703739942433196,0.2312741730718131,0.22590886020520887,0.23747885113235626,0.2727757281857801,0.27595504671223786,0.2866073263321833,0.29539277130085134,0.31271757472769973,0.27274085882235727,0.22485403651322936,0.223001786622501,0.18850762599032417,0.20147661148151585,0.1779166100774141,0.19362714147409185,0.13083425211319366,0.148356606457336,0.10923870262976113,F
Oklahoma,0.0,0.0,0.02209456473707468,0.020121736505860455,0.03996270147861995,0.03414231655617833,0.052105948762483714,0.07034409988862184,0.09672313734685503,0.11835370003254726,0.14292665125897092,0.18298838970217063,0.1682738981295709,0.2136400986031224,0.2621710417150632,0.313800832532821,0.28557829604950025,0.3058900097624471,0.35315081807872994,0.354295837023915,0.3449076377143236,0.39213057613030805,0.41313918049441245,0.45816664957089615,0.3798574694097082,0.38499206376008915,0.36181760136213686,0.3807382696352165,0.36596523330283626,0.3881803057910164,0.27868653822852296,0.3068462580696581,0.1994058519513287,0.22683218542500103,0.18871970834226892,0.1932633903920486,0.1503030303030303,0.11255499846515912,F
Oregon,0.0,0.0,0.018612153736389865,0.025379905459852165,0.03873466752743705,0.06520605112154408,0.0544069640914037,0.05214404024292989,0.07989347536617843,0.11437515049361907,0.14838629899839248,0.1390600802755918,0.13735824948091357,0.15624501769713975,0.1416698148847752,0.2032192509919035,0.17190882465299887,0.2594959291576113,0.2268602540834846,0.1806563848650095,0.21327014218009477,0.2521347408054864,0.25079016078054145,0.28137701045610863,0.2723404255319149,0.21085566589579646,0.27674294837679614,0.30022141329230306,0.25520376425552277,0.20860602094240838,0.20718518211577508,0.17121857512736993,0.16723107153309083,0.1381692573402418,0.13935461394417106,0.15494412620903372,0.16862570054059417,0.10278548668927946,F
Pennsylvania,0.0,0.0,0.004561731633328011,0.006005960916209338,0.012849778530287683,0.01960666023166023,0.01941370607649,0.020458863071752154,0.03342901784092148,0.03587846171095414,0.04443855395386186,0.04427200721231245,0.06328218023764123,0.07094468909787771,0.07449157257992138,0.12801325313679535,0.11409497227775055,0.18494384606539155,0.15702239022971795,0.1665847123403145,0.1709874267928083,0.1806011876823868,0.23600560513312188,0.2300662505591888,0.2357006495099346,0.2171972947109233,0.23914397579640503,0.3099458168794196,0.25993537386576365,0.25676117577240304,0.24107407773711798,0.1983826130907253,0.21260535916467482,0.19003542156837397,0.14731485201553504,0.14792486533255186,0.139797003101746,0.12109103018193927,F
Rhode Island,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043088590141330575,0.05895233282802762,0.0,0.07994315153668503,0.06526806526806526,0.08704061895551257,0.09122237989053314,0.0,0.08822232024702249,0.1636839807944129,0.1573387278040009,0.23983554134307905,0.2331002331002331,0.22046878626131353,0.2302555836979047,0.17732592505024233,0.20698892000487035,0.2679938744257274,0.2616431187859759,0.3227617176536626,0.1661631419939577,0.23441162681669012,0.2542103590721322,0.2569043031470777,0.1670564650851988,0.11994516792323509,0.17179178835251677,0.10520778537611783,0.15068751177246187,0.0,0.10326311441553077,F
South Carolina,0.0,0.0,0.0,0.0,0.014268591975343872,0.0,0.013619153978154877,0.015543236101756385,0.03087690407575134,0.032421041255774996,0.030782146355114035,0.029520295202952032,0.05937685552673521,0.07784877874728341,0.09127954360228198,0.09742157563161655,0.14385269484048335,0.18857069803119406,0.16395023628122288,0.18767797048925705,0.1839157331549908,0.23343744862732208,0.2189971889913055,0.2901290911461729,0.24986889594965606,0.24291497975708504,0.29065224864831074,0.3780216865072786,0.34649307013859726,0.2826255917473327,0.32528552840826946,0.3100153184039682,0.2752526167107312,0.2541388324135928,0.16538244690847587,0.22151022507021084,0.2009020090200902,0.2,F
South Dakota,0.0,0.0,0.0,0.0,0.09383063570255688,0.08243052284503062,0.07356547327121138,0.07443245254931151,0.1011378002528445,0.11498658489842851,0.15527950310559005,0.06802721088435373,0.15309672929714682,0.22935779816513763,0.23749443372420959,0.2490272373540856,0.2840460785860817,0.4286589099816289,0.30556449018977166,0.24111879119112684,0.5143040822886531,0.32608695652173914,0.2971071149335418,0.47318611987381703,0.31560675398453525,0.4652655222204396,0.46449900464499,0.3106662064204349,0.36042530185619026,0.3632401017072285,0.12799414883891022,0.28808066258552395,0.3879549233327175,0.37835792659856227,0.2361739814997048,0.30612244897959184,0.19455252918287938,0.18046469659372885,F
Tennessee,0.0,0.0,0.0,0.0,0.009318101343670214,0.014583105472310329,0.010601830582747288,0.015570126118021556,0.015235644637053087,0.027384599585807932,0.038539020758518,0.05897174717203667,0.05914720484648611,0.09945930306153818,0.09209932279909706,0.1399033395108834,0.1366265658823947,0.21125510385229893,0.26050896717941446,0.2577460926789142,0.2848575712143928,0.3595513990834234,0.3422863983241059,0.3921129285234148,0.3413729128014842,0.40970806004152194,0.39714362088058963,0.4388740329461716,0.4094846068090215,0.3514320857494289,0.38444542642509943,0.31538634827663886,0.3028603477285474,0.2872718224795856,0.23157353044373233,0.25470972702806616,0.2073237747914273,0.17318926743524787,F
