state,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,gender
Alabama,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02070631542620499,0.0167500179464478,0.029657343614545785,0.02687991398427525,0.04595271465661834,0.05145235979231957,0.06385545018092378,0.09996667777407531,0.11597358642398996,0.09636696540425942,0.07188211333413203,0.08536469695532581,0.091093347908269,0.0618457521130632,0.06603929337956084,0.09700497150478962,0.07349878727001004,0.08832138891692742,0.0695195427158968,0.05963029218843172,0.07286164094824221,0.059780631075531526,0.04730244658765406,0.04479578392621871,0.047004175076727404,0.025837567823615536,0.034545297521374904,0.05557017928694686,0.03205034818332799,0.016834544485283803,0.022527596305474205,0.025950808800207604,0.02140345512918514,0.016328130102540656,0.0,0.01748068384435199,0.0,0.0,0.017588293232024765,0.017921789311444853,0.0,0.0,0.0,F
Alaska,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17452006980802792,0.11464133639043562,0.0,0.0878348704435661,0.1414245307276935,0.10853835021707671,0.17158544955387783,0.1594896331738437,0.16965584100824044,0.12797542871768622,0.08032128514056225,0.11694386694386695,0.07849293563579278,0.12028869286287089,0.11022320198401765,0.11837821840781297,0.14240506329113925,0.18388498829822802,0.0,0.10649627263045794,0.08888888888888889,0.0,0.1490035388340473,0.09498480243161095,0.09674922600619196,0.09976057462090981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
Arizona,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01857562135453431,0.0,0.0,0.0,0.0,0.02284371634631074,0.0,0.0,0.015789806101181077,0.030712530712530713,0.10968304412633237,0.12044722578617999,0.0932365688942647,0.10955902492467817,0.091036586866127,0.12591466311888247,0.14658197485897037,0.11349746813340317,0.11722838601632825,0.08988029578788251,0.0907532519915297,0.07953393116338257,0.1013787510137875,0.07812187011738313,0.08554145705615186,0.0698463380562762,0.06315997236751208,0.05390212913410079,0.06374840628984275,0.07253015727592,0.05738084220268395,0.06971256971256971,0.06537134556019611,0.046186914891727215,0.053866203301476984,0.03762999452654625,0.030255151780011428,0.015883352658079067,0.008077152965122854,0.018748615159107567,0.018712224696394157,0.014051428227311962,0.0,0.01034853878632337,0.0,0.010430138929450541,0.012883277505797475,0.0,0.0,0.017272009474930912,0.020739895782023697,F
Arkansas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034127104504777794,0.0,0.027208768997551213,0.026878623814460698,0.06958404205968764,0.062126271647122776,0.09324733856554511,0.09947873144721658,0.0715648854961832,0.08427304466471366,0.09388569416735125,0.09422480467983196,0.06930289441500204,0.08885127988153163,0.06846091309742844,0.0661638216223369,0.030850594975760245,0.06049868199299944,0.039237912543052714,0.09187557422233888,0.09767359261232463,0.0693421166681113,0.02679049830326844,0.0404458026244832,0.0449195939268709,0.0,0.02254791431792559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
California,0.0,0.0018789281341304166,0.0015481218186096627,0.0,0.003743145365050252,0.0028636610952549138,0.004376957004814653,0.002483608185972581,0.0028578369032479316,0.005004378831477543,0.011052815186568065,0.012868836081507143,0.006772314777190844,0.008557492084319822,0.017072275478237118,0.015198005364485135,0.020016176338428608,0.022427347198942373,0.029579515806079724,0.0499470930791828,0.06704074471093917,0.07544892108042855,0.07612281146917026,0.06697247706422019,0.09978415270894381,0.1014631277111977,0.09781600472215195,0.07901993181077213,0.07054814578175332,0.07540371350637388,0.064392116872889,0.05966720950368546,0.06596829441355093,0.06455210326485566,0.055275838450353894,0.04921406627494258,0.05412865689101413,0.04495439773006735,0.05519779208831647,0.04651292335115865,0.04268358180266051,0.04268794553799367,0.03224149737502853,0.027727198666807683,0.028506271379703536,0.024646660377518847,0.02193507218632847,0.018883346016177673,0.011650110249823828,0.012750714633075947,0.013237560632755397,0.013138360069896077,0.00836836890448009,0.008086798301772356,0.005508807205519824,0.004430388374660905,0.005988002860151955,0.0046912101156924586,0.008028259473346178,0.024005891615433754,0.014491456433993546,F
Colorado,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014679114555809992,0.0,0.025617214768324313,0.022351363433169423,0.02853971777390201,0.03762817095732338,0.03393071963971745,0.04685075107610319,0.08314935344209652,0.12265358361774745,0.09607362273405304,0.14263610869354995,0.08947211452430659,0.14663092537860561,0.16677089847821555,0.15404777780332468,0.13564777560639155,0.1523519329651495,0.10401296533707459,0.12190661952944046,0.13660535688149486,0.17431012471766671,0.11027249558910018,0.12062423039228005,0.14514896867838042,0.11507774140752863,0.09589905362776026,0.10863798287056921,0.07559316247652954,0.11416882715315271,0.08511813016172444,0.04774571993724848,0.08280739447652298,0.073771041512977,0.03469090404495941,0.046324176587761154,0.041743970315398886,0.026240458015267178,0.0,0.03344309528709611,0.021728502362974633,0.0,0.0,0.02017930756147482,0.0,0.0,0.0,0.0,0.022927516294913367,0.0,F
Connecticut,0.0,0.0,0.0,0.0,0.0,0.016532341392849762,0.015169574168382273,0.011358989504293699,0.02145308924485126,0.026793326026062596,0.0,0.04319861764423539,0.029736159169550174,0.04990798215789637,0.07364263238936868,0.051168343851270684,0.17416141279738062,0.1206786398807411,0.16706111652512878,0.1959099501632583,0.24980278727320537,0.2787772699277124,0.2210572854165351,0.23562238412649203,0.3582705853777022,0.4389712164511092,0.28740538387115133,0.2882328249615223,0.32575899174921896,0.21964804016421308,0.23712562503221812,0.26107655686093834,0.2903569525839105,0.23498189257180768,0.2552684573276229,0.2656003735917343,0.20099598008039837,0.27725306197062943,0.23538516106149035,0.21482621521097858,0.18327605956471935,0.1587826662256037,0.18930430667297682,0.12096495472454552,0.18525506878452092,0.10709695844638013,0.11814657559534797,0.09462886558915933,0.06535696436123178,0.10630468558344919,0.06901608937583574,0.03156850365292685,0.023092554960280804,0.0,0.03326996197718631,0.023415913454783874,0.02884060757546626,0.0,0.0,0.026403337381845065,0.027572515716333956,F
Delaware,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1011804384485666,0.10364484366902746,0.11501807426881366,0.09604610212902193,0.15698587127158556,0.10396554284865588,0.07453786523553965,0.10313835273316635,0.16501650165016502,0.36683785766691124,0.33107816323592915,0.24192400740002845,0.14824797843665768,0.1803891251127432,0.30284675953967294,0.24816828173008743,0.1463057790782736,0.2455097557824008,0.2962962962962963,0.2324627375905921,0.1151742009789807,0.16212232866617537,0.19307886529036092,0.1776988005330964,0.2050380785002929,0.10083549409392106,0.16724950585373272,0.13305736250739209,0.18737388296339003,0.16269782576541933,0.0894854586129754,0.07595321282090232,0.09185548071034905,0.07923930269413629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
Florida,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0054571450400008725,0.008782908460136574,0.0,0.012147863798151096,0.01194200960137572,0.013906974980087741,0.010270235573528467,0.02565825646038243,0.04662673505254475,0.05700043588568618,0.06011268581442501,0.0717151551567073,0.066407799227087,0.11243374440062107,0.1499735841982378,0.15378481517343512,0.11482887308219833,0.10833070829843958,0.08722741433021806,0.0982147210632266,0.10182255540445423,0.09152376425181097,0.09686746636950933,0.10649549046681747,0.10178421745898694,0.09503101812431577,0.09178699247192397,0.10255935719187853,0.08941234506998828,0.0869869131295872,0.08450639888542912,0.06512012748222604,0.06872533802827778,0.049881342866212194,0.05731597478097109,0.037075000545220595,0.030471817112405573,0.02996126436535622,0.01957639688885877,0.017712082055245593,0.020092761582639854,0.01785850957981478,0.00774600005164,0.013631290627635738,0.010943590002609626,0.017494168610463177,0.016021722082149272,0.019165766456424017,0.05968907418628418,0.06762087230925279,F
Georgia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009578849899422077,0.010216939685999387,0.01557255078381839,0.011453629164212317,0.03800710567627861,0.04271881526485665,0.028597230583985552,0.049983338887037654,0.042154707777543585,0.07783615489394824,0.09690776143071095,0.09906875371507827,0.0888876543381342,0.09137205896185217,0.08182226093382955,0.09643323901485833,0.08288125376732972,0.1289650231225168,0.11777316095224231,0.08485991379310344,0.09206731745623419,0.08516966337704475,0.08814874082914062,0.08725080640896832,0.07572987935446807,0.0609152516561334,0.06691864427783631,0.06096271321397913,0.052511158621207005,0.05177004240212997,0.0515729757607014,0.039165289761948475,0.037850561252853576,0.026244527419566486,0.017504813823801545,0.03305348053149997,0.019668169876792964,0.0,0.011765224936394253,0.009030432557719514,0.007433507277403624,0.013548299688389108,0.007865345288658171,0.01457914857772306,0.02242655303879794,0.01791280048722817,F
