state,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,gender
Alabama,0.9904622157006602,1.0515315786036183,0.7962507962507963,0.7695789950203712,0.6029197574772212,0.6037993791119591,0.6677970523020738,0.6475535373619582,0.563951075413198,0.5658570558022112,0.5263157894736842,0.5230147762304667,0.5045157271877919,0.46614119840664464,0.5327693840616549,0.4919142834382219,0.46849055111884247,0.41484968934511635,0.38102534120920106,0.38145116394152456,0.3827418232428671,0.3458582408198121,0.32432214656943714,0.3121452894438138,0.28102856454623926,0.28220116911912924,0.2773064028806755,0.24374521574473226,0.22922064979071158,0.22534200135604035,0.19633129944372799,0.18277401970944585,0.2029220779220779,0.1634436443077919,0.21125080922689016,0.1804232062780269,0.14130802076613522,0.12529602907969378,0.155430070727812,0.13730369861838154,0.11339846475924634,0.09546677466948246,0.09592394805789797,0.07786702043288296,0.09314589513205222,0.06365096127417652,0.03971349549677328,0.061431204194465475,0.04697937311898995,0.044270641186453186,0.04216169008146241,0.03659038587611105,0.05324980422866093,0.03746111373519879,0.034166897157639556,0.03171694389625035,0.02630738297912321,0.025334710502211914,0.009969692135906844,0.0138189714736946,0.02475530334767871,0.009814120556656918,0.021554511359227486,0.01357926898268643,0.0,0.011988395233414054,0.0,0.018405613712182217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
Alaska,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2345679012345678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12411347517730498,0.0,0.08181966944853543,0.0,0.0,0.0,0.0,0.0,0.08528057308545113,0.08928571428571429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
Arizona,0.0,0.6610009442870632,0.0,0.0,0.3601008282319049,0.3000545553737043,0.29666818804198997,0.24101225145611568,0.26223776223776224,0.10432968179447052,0.13827008757105547,0.24429967426710095,0.27652955409609403,0.24582104228121926,0.2922177791448785,0.30823425803610743,0.14692918013517484,0.21279614129663785,0.21845985800109227,0.15523932729624837,0.18234865061998543,0.1784243755146857,0.16794961511546536,0.16923076923076924,0.23048112935753384,0.1616161616161616,0.16891891891891891,0.1635514018691589,0.06709908297919928,0.06778895040108462,0.09638038123795245,0.12344409011418578,0.13309671694764863,0.062111801242236024,0.0468055230517201,0.08962763790434287,0.08394543546694648,0.1253058058356704,0.08143796172415799,0.03385813441679363,0.04393431819429952,0.04643723234095248,0.03278995690462807,0.062472110664881744,0.055463117027176934,0.045582628874523454,0.0312256049960968,0.036779579977196664,0.04353662518593767,0.028061313971026694,0.01666944490748458,0.023320895522388058,0.0,0.030566499116967804,0.0244140625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
Arkansas,0.955172039509389,0.8131892614459173,0.6721662083715246,0.5809240745744394,0.5580538549059978,0.5192107995846313,0.5008827031243586,0.5198915009041591,0.4561122523589011,0.49905180157700363,0.38415981048116016,0.33081285444234404,0.35488202570496835,0.2820382811509697,0.2876086100935485,0.29659221596755647,0.3121523056001978,0.2974233743464513,0.24133538915331504,0.22250691119951455,0.2806632685979741,0.23089117099731202,0.26275314022045626,0.19303124488794374,0.1983377408386853,0.19517333250720284,0.20357083263807776,0.1610824742268041,0.17006276862187317,0.1431683784624961,0.11436614762030438,0.1589870255230957,0.10246177906004798,0.08490315733616344,0.11164140779815233,0.10918963583780913,0.09331651954602774,0.08513575701794754,0.07457121551081282,0.07992443507956114,0.06691283983048747,0.08076932784774982,0.05745175358420599,0.042505711705010364,0.06907178152064183,0.035976200359762005,0.04393069932181983,0.04674567602496769,0.02565930149679259,0.049035161094926304,0.04072964245192447,0.026200110622689295,0.017353077279037482,0.023459034660723712,0.0,0.0,0.0,0.0,0.0,0.033815517565282734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
California,0.18289894833104708,0.26502703275734124,0.13788968824940048,0.10268948655256724,0.097442143727162,0.10790812394018806,0.08588266650872153,0.10335195530726257,0.1242606491376311,0.0892834999131966,0.10118949281348091,0.10452895452040215,0.07494333552679681,0.09112749565073315,0.07114313393073383,0.05957472809483075,0.06784888203546646,0.048421020775644225,0.04995836802664446,0.04195804195804196,0.051901061747434606,0.04631630951645773,0.03317325919373183,0.032708064173221904,0.020336013515627444,0.030497102775236352,0.016017473607571896,0.01954804910469935,0.022627398206480964,0.017430915471680575,0.0137404741520542,0.012290471103211596,0.020603766673788958,0.0074729783895052205,0.009875112740870459,0.005682607432850522,0.007950389569088886,0.005151452709664125,0.005696247596895545,0.009759271307742354,0.005064106990769515,0.0025951557093425604,0.002397669465279748,0.004551436926566357,0.004409235879422096,0.002879956224665385,0.0040778876541951265,0.003911521386243179,0.005944714158327554,0.0019421309708389034,0.0034447015792390965,0.003405868000941258,0.001561416767117812,0.0034312165846293974,0.0028636610952549138,0.003366890003703579,0.002838409355397235,0.0025006072903419403,0.0032171006773784204,0.002072402847481512,0.0037251893920152257,0.0,0.0020374981153142434,0.0021340344347796397,0.002875298312199891,0.0,0.003934622315603925,0.0030337964929312545,0.002959827738025647,0.0031425349083252733,0.0022962715111434777,0.0021928381904699253,0.0,0.003014626970058725,0.002058672156459084,0.003372965680074205,0.001657760807218996,0.0026621941804435213,0.0015181955739538367,0.0019150071932457697,0.0020188153591472525,0.0,0.0,F
Colorado,0.3425635169854411,0.17069701280227598,0.27967138612130743,0.2738059020383328,0.23367359488377812,0.22522522522522523,0.18809290153745503,0.15261350629530715,0.11616782834495012,0.1439055979277594,0.0998502246630055,0.13546145238235466,0.1128869348226487,0.13321223130487436,0.08863152918931695,0.11600219793638195,0.12965123816932453,0.07626310772163965,0.08061515564926205,0.12130498627338313,0.0629643621710112,0.031551713258029905,0.09208103130755065,0.06836204539239814,0.15723270440251574,0.06413545407901487,0.07053995126330641,0.0477754553598089,0.05179558011049724,0.0,0.04964147821290678,0.04946957621063046,0.030272452068617558,0.024013063106329842,0.028903126354834045,0.0,0.0,0.0,0.027616680475006903,0.0,0.0,0.0,0.0,0.0,0.020193278523005915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
Connecticut,0.27303754266211605,0.16496700659868027,0.07755695588948133,0.12174336498660823,0.11067746257354227,0.10682204418548191,0.09092877246157177,0.08263487191594852,0.09202101146428435,0.05806719203649938,0.07673977139625995,0.039621221126035104,0.06811119152015666,0.029860933367460117,0.053508952459353776,0.0646579593948015,0.04823292116109796,0.06150061500615006,0.057731592503774756,0.04153590548273953,0.027379757232819206,0.029502876530461724,0.0,0.0,0.02730300879156883,0.0,0.0,0.0,0.0303060915243964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013138014845956775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
Delaware,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25109855618330196,0.1638448935008192,0.16497113005224084,0.18878101402373249,0.0,0.1744186046511628,0.1548467017652524,0.28735632183908044,0.20154517971111857,0.23600809170600134,0.0,0.0,0.0,0.16170763260025875,0.0,0.1707067258449983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
Florida,0.904977375565611,0.644122383252818,0.46093569946992397,0.4526837680534598,0.38629078655379306,0.5248599191432016,0.46560111188325226,0.3901520247544733,0.45257170815240655,0.5335862927610127,0.4,0.31942189872754884,0.35240040858018384,0.2726859566732313,0.3440879435159532,0.2582234228507866,0.2432413649315449,0.25574513170874286,0.23593691791878804,0.17668666015715814,0.16034451163643026,0.21343198634035287,0.21082851119185397,0.18195229899188592,0.18462958689129935,0.18746185369256257,0.17804412020149385,0.15471461425883337,0.11451587426946769,0.11851058949460967,0.10290621340619567,0.10144642974016624,0.07975659468880159,0.07777025162439477,0.06976095246953772,0.08550761479975041,0.06624780954823267,0.0437836705945061,0.05213764337851929,0.043707954847782296,0.030825581606194127,0.03161502878631568,0.029656916305060406,0.021614455748004267,0.025825744189207557,0.02455795677799607,0.022608281770585433,0.020206102242877347,0.01197304975346402,0.01582345246634879,0.014469985116586736,0.01552537881924319,0.012656625743576764,0.014984319979450074,0.013039509714434737,0.012764130472620941,0.0,0.012403716153359546,0.0,0.00812187452864121,0.006548574048001048,0.005489317787585359,0.0,0.006073931899075548,0.0,0.0,0.008986456126837409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006509410166071326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
Georgia,0.9432586181747459,0.9829587552482094,0.7133412206834157,0.6620377845955111,0.6502324123883637,0.533610690302304,0.5377021634110482,0.5137022204516386,0.4905502528805567,0.5501017069072256,0.5395652547469714,0.4115875017514362,0.43268895247400374,0.4432540505875474,0.4120413922859831,0.4199426510036074,0.4075060628950821,0.3938722566229241,0.35302789308298094,0.3630276506060545,0.3584018801410106,0.3002155910620378,0.2972391059962273,0.3063350079647102,0.28388383780258564,0.25941583397386625,0.26449366965518584,0.2258664540864746,0.1914747271949882,0.16914318971318407,0.14911595540722858,0.1842500341203767,0.16350401685349097,0.14342437006506936,0.15529132347791666,0.14706580008539305,0.11232261245959126,0.1018729901563689,0.10552949104270766,0.08298024818637867,0.0815535960038738,0.0605828315673644,0.07281234706423004,0.052089499230496036,0.05720103877086408,0.051427395945235536,0.046017778575918114,0.028291744468963955,0.0349577011815703,0.030640143301593287,0.03176209018080864,0.020159138611865433,0.0325650396207982,0.025362625152477686,0.021622660548254572,0.0218598909577204,0.017627835708571196,0.007055071891182571,0.014073010779926256,0.006837793854190884,0.014323662690765146,0.0,0.010337749028990002,0.0,0.009578849899422077,0.013622586247999183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
