state,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,gender
Nebraska,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043045135899643344,0.0,0.060646491600460914,0.08744534665833854,0.1855517070757051,0.29507592057539805,0.3777557592271489,0.439322551890997,0.48007074726801846,0.547645125958379,0.6425272739441805,0.5511160099200882,0.6482504604051565,0.5468215994531784,0.6003232509812977,0.4804711717296962,0.5435614760373603,0.5442928137571981,0.4985525892569958,0.48452907174430465,0.4939823962636968,0.42645943896891586,M
Nevada,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03275287952399148,0.04701948696515334,0.05732450883318568,0.1886023040065246,0.2561655532673665,0.2711601781909742,0.38079316429831894,0.5549774540409296,0.5275675675675675,0.6952758080854591,0.7321358844201484,0.7173082877489937,0.7918978613370684,0.7269122749050058,0.772328570640481,0.7057664952401794,0.6543854825405554,0.7588198652245314,0.684931506849315,0.6300079515566701,0.5231206406613278,M
New Hampshire,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09941346058256288,0.21065302437556424,0.2577585318074028,0.3842159916926272,0.385256143273636,1.0546706844597502,0.6917755572636434,0.7709750566893424,1.028999064546305,0.9885085876683554,0.7566042575019236,0.6134969325153374,0.6491712707182321,0.6193228736581338,0.5183585313174947,0.5815644082582146,0.43413173652694614,0.331387091683762,0.3433616742969261,0.25100401606425704,M
New Jersey,0.0,0.0,0.0,0.0,0.0,0.006259389083625437,0.007690631529025725,0.010498274346154352,0.013175230566534914,0.020123963615873784,0.014770850398141558,0.050613517913081545,0.09903169014084506,0.2038595572941776,0.22060383228452238,0.2896188383228304,0.37809130095773325,0.4374138654203367,0.5653187200806249,0.6371716115540452,0.6417496662901735,0.7424358884773951,0.6921970514203524,0.6541632690042585,0.6192398920856796,0.6735922472652522,0.5920395195806701,0.6701371353094285,0.5999234996879593,0.5474606249473596,M
New Mexico,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031061688513387586,0.06889208993549195,0.1184169523215955,0.214714240606252,0.3252032520325203,0.36491757896061405,0.5443186738417765,0.5923366446597149,0.6821804271597067,0.9505573411748616,0.9343086840008692,0.8762652968726393,0.6912442396313364,0.8168599901976801,0.7731315986366281,0.765525546189575,0.6830979414751223,0.6171025565677344,0.7385524372230428,0.6075334143377886,M
New York,0.0,0.0,0.0,0.0,0.00365724317009838,0.0037973310187696644,0.007893327319369661,0.014065851628708404,0.009473229246226992,0.013885115759606386,0.03444878915527943,0.06157016485725775,0.10363814392349853,0.1747631832227344,0.2470528732054624,0.3126255188110858,0.39351307793036294,0.4755731395216057,0.575437325400751,0.6713705366688048,0.7285281682929327,0.8032786885245901,0.7905377777104693,0.7351806708427192,0.711724352977861,0.7890813348559826,0.7430788452686263,0.6616500111417748,0.6829338334933726,0.6564861015478357,M
North Carolina,0.0,0.0,0.0,0.0,0.0,0.007052186177715091,0.0,0.009597455303279588,0.010683475334526321,0.007950494918308666,0.025438172521686044,0.032937642455303624,0.09889478396835366,0.18966968090079742,0.24729644828830757,0.32662816172077275,0.3989001200573177,0.4609241593590715,0.6204485106606725,0.6051228205907546,0.6065200909780136,0.703858573533132,0.6987790396735987,0.6683812545238939,0.5844383745593823,0.661618420443855,0.5964623611682435,0.5695913304608956,0.5642761875448856,0.548309821666223,M
North Dakota,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11594202898550725,0.17509727626459146,0.42016806722689076,0.6801435858681277,0.6977182726758439,0.6457739791073124,0.8209240168003054,1.1196911196911197,0.8045052292839904,0.9978048293753742,0.7122507122507122,0.8333333333333334,0.6222892702244013,0.3626473254759746,0.5616925669350309,0.6572769953051643,0.2880658436213992,0.4962243797195253,0.4666355576294913,M
Ohio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012529870315842231,0.011801552358040942,0.01283649966991858,0.033863247393902784,0.06649630945482525,0.11317672299258938,0.2716877481763084,0.35061255274476627,0.49434068747844445,0.5835079995365641,0.6381068774942948,0.7300581800211156,0.8071653626933835,0.8007870877752318,0.6847827475630166,0.6703094638828393,0.5760687591452563,0.5964768103071193,0.6165964959934809,0.5612380912292517,0.49099595736861446,0.4511876175764342,0.46908384070426834,M
Oklahoma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0388789891462822,0.06889085719909457,0.12934036414287137,0.234608037001039,0.2438198442262106,0.297466406810955,0.46725830307919863,0.5335854918780183,0.7023518144088539,0.7252157516861266,0.8501067398597134,0.8120098233383506,0.7593198432893089,0.6176775324778832,0.6022870630366663,0.5361488019136388,0.5704482093073129,0.5705871525860482,0.5139393939393939,0.5474265834441829,M
Oregon,0.0,0.0,0.0,0.0,0.0,0.0,0.02518574486840448,0.03870842876036257,0.04138545778683306,0.05838658406046256,0.08750324086077262,0.1371650329530628,0.1861882193635748,0.352988637127681,0.39164490861618795,0.4759092645986035,0.6093617021276596,0.5883553258060128,0.7237892496008514,0.6304649679138364,0.5901587048408964,0.5726439790575916,0.5013881407201757,0.5387121022300175,0.49333166102261805,0.44473229706390327,0.5617732874624396,0.4742229317306789,0.5356345781877696,0.43169904409497384,M
Pennsylvania,0.0,0.0,0.0,0.0,0.0,0.004325895676699861,0.009872377088905242,0.013177834881728932,0.014144004827820314,0.02203994020468397,0.04943297470194823,0.08228883380666138,0.13719949215710367,0.3071240536293696,0.39193787995322027,0.44096031357177856,0.5119290125102652,0.5903035385955292,0.7318917956931839,0.7633850674993112,0.7762290292963859,0.7242602976976275,0.6750074176639304,0.6128380085923679,0.5774311234117498,0.5972541820720325,0.5075666264898889,0.49680426470177785,0.45142782251605484,0.4434958980413526,M
Rhode Island,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05456132693147098,0.0,0.057103700319780716,0.08158508158508158,0.1856579252726851,0.3108450379921713,0.2482562950703393,0.5600876658955315,0.7401735579377233,0.7326007326007326,0.7437552624193096,1.1027190332326284,0.875136740115643,0.7467429297743883,0.674373795761079,0.5178750417641163,0.5997258396161754,0.8074214052568288,0.4909696650885499,0.5462422301751743,0.43145714846048244,0.4750103263114415,M
South Carolina,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03857652618381715,0.048537406161014755,0.09362982778799532,0.1611047180667434,0.20919134470811268,0.2673099491459121,0.41336335873152974,0.42665836188103395,0.5375503953495641,0.6665119209470438,0.7524849503009939,0.9044018935914647,0.791528119126789,0.6966226566489168,0.6881315417768281,0.7079581760092942,0.6389776357827476,0.6684862149440292,0.5576055760557606,0.5319148936170213,M
South Dakota,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16074586079408454,0.16072002571520413,0.2639751552795031,0.4222048475371384,0.6466876971608834,0.662774183367524,0.7380073800738007,0.7465162574651626,0.9147393855712806,0.8469994593620472,0.6356701779876499,0.603400987383434,0.6301764494058336,0.42490301126916685,0.6053726825576996,0.5313914583743358,0.4897959183673469,0.3026372676178124,0.5188360027069705,M
Tennessee,0.0,0.0,0.0,0.0,0.0,0.0,0.009029345372460496,0.0,0.012420596898399519,0.008876264867743653,0.017721698447579214,0.02559181062060141,0.08620689655172414,0.1751182979991803,0.24502468951069878,0.37904249757263425,0.39888682745825604,0.5530140182623233,0.6529957612555848,0.7838494355875809,0.74178886887917,0.7599718854331401,0.7247017233760495,0.653300292858752,0.6236679753224902,0.6899047705218394,0.6666510724895324,0.5983275663206459,0.4671029624818904,0.4730393423977667,M
Texas,0.0,0.0,0.0,0.0,0.0,0.0034758881980561096,0.005154417765559898,0.005169450272042321,0.008098270379936748,0.013867002836432399,0.019625560657292734,0.04214283943578175,0.07971401569626495,0.1777457416789191,0.22660340314136126,0.2988051896879374,0.4122117737987891,0.4972189448845441,0.6150318367012673,0.6581559804327439,0.6627102318376116,0.6889551306488579,0.7031897787815348,0.6220486741736287,0.6143578868583547,0.6497197722650039,0.6022105533727463,0.5834871187386497,0.5636584624734123,0.48151252192834054,M
Utah,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038492493963677085,0.020346569907423107,0.03338117969089027,0.03944902856767152,0.08863793046846788,0.14324315525604714,0.25887454292463513,0.2921034695400993,0.4338254338254338,0.4617981464377846,0.414504493102139,0.5301886186176537,0.5619891008174387,0.5450372920252439,0.5730553090801538,0.503845133916733,0.47769473765313203,0.5567584287039901,0.4926878861343552,0.5052327679538073,0.4645662640425712,0.375452554418272,0.43428571428571433,M
Vermont,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20811654526534862,0.13304949441192124,0.5589566143199362,0.6226312939902545,0.9903791737408036,1.084725886836705,0.9217960154623848,0.8541600759253402,1.1352253756260433,0.9828009828009828,0.7681053401609363,1.0534236267870578,0.9255831173639394,0.43431053203040176,0.5564387917329093,0.4407227853680035,0.4572473708276178,0.5368472425573451,0.2515090543259557,M
Virginia,0.0,0.0,0.0,0.0,0.0,0.0,0.011120113107436179,0.008103859057683268,0.020928585227638612,0.01603000817530417,0.04090880483353264,0.06536989795918367,0.14870482890949793,0.2353914177561472,0.3348930376676421,0.3809763700193637,0.4828191622774015,0.5453145380541543,0.6305668516109914,0.6843135586007321,0.7423229104660528,0.7014328263513157,0.6789094905519907,0.6706715681879315,0.6567089601513286,0.6527533498939275,0.6126808064153489,0.5967521033065937,0.538293128728383,0.5502387222472006,M
Washington,0.0,0.0,0.0,0.0,0.00921709956310948,0.013170520611864757,0.011306035538638376,0.02654934385193052,0.03198314300227645,0.05106672719019519,0.09103840682788052,0.08965987720495078,0.17312054761810003,0.3233357137189558,0.34752561760266903,0.4785551239437748,0.5633093942972183,0.5464904461067401,0.6802322172051839,0.6927849956826443,0.6206197753947479,0.6070028965752258,0.6235218232638142,0.5528861975909958,0.5481835979986949,0.4994632960196281,0.43777636007655585,0.4976751793266198,0.39735420250526976,0.42253162623768675,M
West Virginia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08291873963515754,0.296551724137931,0.2950888779596712,0.5282964249529599,0.5402248503431158,0.6583707133555202,0.8868666615254107,0.9925558312655087,0.9079338141705559,0.9783903352050366,1.0129481194397958,0.6813699121391429,0.6244087038789026,0.6825938566552902,0.5995451726276617,0.5857175039423294,0.6755182855811787,0.6247703050349137,M
Wisconsin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012636367465565899,0.023345642854110955,0.04039545019666206,0.09381477037198648,0.13938053097345132,0.2914550673437845,0.36292322257788195,0.4225256127757207,0.5400478523413468,0.6003925643690105,0.7241147036181678,0.7699399496673561,0.6541614123581336,0.5988348462267985,0.5917650637391809,0.5797182625255551,0.5029552170947943,0.5466367454974395,0.47930931824947903,0.4729107817310439,0.47934261584113214,0.4366662082244533,M
Wyoming,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29017047515415306,0.1765536723163842,0.4734528238079134,0.4912280701754386,0.7350591243208693,0.8552423186569529,0.7951070336391437,0.6341154090044389,1.1003667889296431,0.6211180124223602,0.7748934521503293,0.7459903021260723,0.8393742846241892,0.8637612877895563,0.6461421512732801,0.614304519526108,0.8819206271435571,0.6489994591671173,0.468384074941452,M
