state,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,gender
Alabama,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007340527049842179,0.008854128237290636,0.0,0.0,0.0,0.0,0.021150936335681627,0.014096419509444602,0.01127459270533852,0.011692943308713191,0.023927261126176425,0.035534498075214686,0.02285104924401112,0.019628241113313835,0.03233176703884123,0.03621138395383049,0.04832251829352478,0.02877214856019373,0.024362909905959167,0.06441964799263776,0.026321456772989398,0.029657343614545785,0.022399928320229377,0.02986926452680192,0.03274241077693063,0.02838020008041057,0.035702384919312616,0.040235734065465906,0.028910089621277828,0.031148915778123877,0.021341174238831452,0.03871467286101432,0.013743500469569599,0.021226915729144556,0.021826118588577664,0.026949555332337016,0.012617341273846774,0.01802358514856584,0.015555728396982188,0.026022014624372217,0.03378905234703956,0.013139568496570574,0.013175230566534914,0.0,0.014354204346453075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
Alaska,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08528057308545113,0.08928571428571429,0.0,0.0,0.0,0.1043187982474442,0.0,0.17403411068569438,0.10704727921498662,0.14915832090347325,0.2054794520547945,0.11005943209333038,0.10214504596527069,0.0,0.14657383657017223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06398771435884311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
Arizona,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022067747986317998,0.018140260494140695,0.024553649724648356,0.046674445740956826,0.03997867803837953,0.04642063728903478,0.02717022143730471,0.06626674107142858,0.08604564160119717,0.05922533264895171,0.08672343109429202,0.09040169797971857,0.10402347958539213,0.11834719686210861,0.11047504268353922,0.11720500534316936,0.11542639869636068,0.08158470123682407,0.11349601094902695,0.11831985801617037,0.09473883660708647,0.09828009828009827,0.07030964367072587,0.05236835903746956,0.0680374962201391,0.049799556783944626,0.04674851757990306,0.05464221229687352,0.02665126815617643,0.02400907979745067,0.014653548252041031,0.016341871961433184,0.01815065039830594,0.0,0.0,0.012018749248828172,0.01018350679239903,0.01197365795250449,0.0,0.0,0.013522389212996947,0.0,0.0,0.0,0.0,0.008882099017639849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
Arkansas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014555617012605165,0.0,0.0,0.0,0.0,0.01818181818181818,0.04543217355090296,0.04635889511299981,0.02630095810633102,0.0438965504627428,0.0327475166466543,0.042556484060662335,0.03551276486603796,0.10448512054487057,0.04378806576171331,0.09241030173972438,0.06956790600602922,0.03204101249599487,0.04550280600637039,0.062431142122658836,0.06219147199440277,0.057597051030987216,0.05412092160197928,0.050477595713287256,0.050508975056336926,0.03979149257888663,0.04373409669211196,0.0441430233958024,0.04303094316003599,0.019630167641631658,0.0,0.0719272265707637,0.021394035342946385,0.026465528648934762,0.03525782282944028,0.038892009852642496,0.03051837642237433,0.021875136719604497,0.022198543775528327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
California,0.002650129856362962,0.0,0.0033228110981890677,0.004647272051305883,0.007365973804755656,0.004325259515570934,0.00679339681829262,0.011757878726963092,0.009553344405414542,0.013679792067160579,0.021408910184524416,0.036181572822749405,0.03930116582449883,0.044345323834154966,0.04822582210934735,0.043657035284792485,0.04777935307380505,0.04554160194144473,0.06650057432314188,0.07272482407999731,0.07166983622378019,0.07287484103282225,0.08292970635019928,0.08600471817048277,0.08771127750290396,0.08239649645582194,0.06845993667455857,0.06956952257381625,0.06900715949279737,0.06740141011919837,0.06177357035498163,0.05157454037983132,0.040697631397852645,0.028631984720296932,0.029523490857559,0.025374270489723422,0.026605504587155965,0.019896538002387585,0.014410705095213588,0.016864828400371026,0.014643553797101128,0.01357719032026196,0.011892531995971721,0.007181276974671635,0.008748199889638094,0.007480940603598559,0.004627390915043416,0.0057679135774282315,0.006711009037492171,0.0064133479728689735,0.007404253743775798,0.0035700064534732044,0.005291889483065954,0.0036747454532091834,0.003069067979855754,0.003423875827436658,0.002858474089361617,0.00282240310690134,0.002266359574944262,0.0031335817409040667,0.002536568867844762,0.002273192243868064,0.0023722259782466876,0.0025214401205248377,0.0016422950087370096,0.0023431432932544253,0.0026955994339241188,0.0,0.0017039955287157325,0.0,0.0,0.0,0.0,0.0,F
Colorado,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014905795373241115,0.0,0.019668998847958637,0.013513148293289371,0.02701023687977744,0.07054290908104295,0.05345163962904562,0.06547930853850184,0.06431199032747666,0.07123634636694633,0.06496494599788864,0.11096568599556138,0.11046933686835211,0.14127619496114904,0.12483984362166957,0.16711659596349146,0.18242532929317914,0.15559861429158595,0.17098714543067386,0.1472989849178648,0.13410818059901655,0.14586966862216585,0.15364836474240381,0.12029982417718005,0.12591139351702732,0.08601657252630673,0.0799914675767918,0.07079109043561803,0.06769171260032879,0.050471449218839615,0.04353105597177355,0.04169272461955389,0.029889867334973445,0.027589378089435568,0.028565987430965528,0.01693234319440749,0.012190661952944045,0.02439381372883837,0.022095649612098596,0.012252499509900018,0.0,0.012732365673542143,0.0,0.0,0.0176852530254415,0.0,0.011892586161786742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
Connecticut,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017517353127942368,0.0,0.020094847681054576,0.024573546577109744,0.03454091066095048,0.046553992510879466,0.04682791758286505,0.05655516222953017,0.053665785997357995,0.08472824963835504,0.08668328096218442,0.08405652233177337,0.10011441647597254,0.10960906101571063,0.1350634315759008,0.14159546894499375,0.1351643598615917,0.15284319535855767,0.09707437905871326,0.16714992324748423,0.18112786930927585,0.11357989635834458,0.08005011833495754,0.08248840006874034,0.05916381803839075,0.03889915394340173,0.02842165098212594,0.024802356223841266,0.024289531212047608,0.038299502106472615,0.034147174321324913,0.01958863858961802,0.021361245360604523,0.015689145726015218,0.015464714676014228,0.012797870434359723,0.0,0.01935144997650181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
Delaware,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05924872615238773,0.0,0.0,0.0645244547683572,0.089058524173028,0.0612369871402327,0.0,0.0,0.0,0.0,0.11804384485666106,0.1381931248920366,0.0985869208018403,0.11205378581719225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07752939656286342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
Florida,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008155498165012914,0.010340192327577293,0.008329366968110423,0.017960979771446534,0.030476853917908414,0.01793324612852863,0.022738548040350588,0.034155833402335016,0.027422689111082983,0.044952959938350225,0.05650454209588387,0.06962252985065967,0.04694609625153477,0.07566266853549324,0.07452111024237686,0.09398169097427686,0.08294860460801327,0.08782908460136575,0.08610724480407653,0.07410196916872168,0.08239986624949247,0.09861309531334943,0.08087810514153668,0.07208748243631255,0.0693423239242973,0.05364746906888111,0.04381094050881822,0.04748706219836024,0.03966021342728807,0.03033926436207235,0.03493702813708949,0.0309196982888388,0.0207329909731747,0.026122298454942877,0.02125710097122961,0.011841491192020229,0.014350829956332476,0.013480244347165956,0.01019657540731677,0.00807896824231029,0.013471440546042391,0.012163970319912419,0.010027150438109343,0.008482352850456119,0.00924955293827465,0.009320026406741486,0.004567913453266439,0.005362834027948027,0.008494142902371412,0.003778889611076681,0.005210543161906463,0.006542647155038929,0.0056691752767266184,0.0035668171863519303,0.0,0.0,0.004185991996383303,0.0,0.004303333362022222,0.0,0.0,0.0041652782405864714,0.0,0.0,0.0,0.0,F
Georgia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008156796942366405,0.016498538700857924,0.007058242262401921,0.008300821781356355,0.016885576099673144,0.019323904878078238,0.022823919467602045,0.027003394712478142,0.02847573460615347,0.035275359455912855,0.03940443018379352,0.050599674521012536,0.05599249960935466,0.058225345628359806,0.04725828127538287,0.0543410756427773,0.07184137424566557,0.0817355174879951,0.08824445444163755,0.06381307677204005,0.0512269685202016,0.039554458578570977,0.04214328717639976,0.03635151919057284,0.030110505555388276,0.04490547397727783,0.038175784806037644,0.0396275014860313,0.029166261579700283,0.026874134988780052,0.027713991606619682,0.016495159305173136,0.017580872011251757,0.015632124014850517,0.014556233376119838,0.014816810344827586,0.01489324252968494,0.0135189941868325,0.0,0.010575855322299191,0.01175118817569332,0.011421609685525013,0.007435404919759588,0.007464822026201526,0.0,0.008628340400354994,0.007367567965814484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
Hawaii,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.057755775577557754,0.05697078212745178,0.0641900024071251,0.1023058156921382,0.046178711613945975,0.05645161290322581,0.16533024716871952,0.20316226481759564,0.1850228844093875,0.06979758699770665,0.13415892672858618,0.24006145573266757,0.20157595748579804,0.19644435713584127,0.1956745623069001,0.14676590837614006,0.16759191369016443,0.15568240788790866,0.12306430109732336,0.12144519785446818,0.10192640913260625,0.0803777755450618,0.1328399278868963,0.06774412077808963,0.055365876164990314,0.053514092044238314,0.0,0.06622516556291391,0.06963788300835655,0.0,0.08655510675129832,0.04768262445164982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
