state,1962,1963,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,gender
Alabama,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011406670620979147,0.0,0.01608345012981642,0.03274241077693063,0.0402052834472483,0.038082543913933446,0.059170197155096915,0.05541100510744917,0.03594105666706601,0.030826140567200986,0.036437339163307596,0.03206816776232907,0.040095285266161934,0.03152661573905663,0.01959967660533601,0.0,0.1441886811885267,0.326670296336626,0.2368003330817872,0.18973852471799135,0.22600057814101387,0.16073781291172595,0.1824867973567064,0.19521717911176184,0.14969628925929124,0.19010850808692345,0.24474811339995922,0.38158300833309955,0.29567470150934894,0.3344770912026758,0.2568414615502217,0.32656260205081317,0.3363266404331887,0.28318707827850226,0.23526933071142636,0.2708051244662015,0.23568312930913182,0.2831642711208287,0.28740995110298234,0.22577834112334627,0.2223030596984762,M
Alaska,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10247401551749377,0.0,0.1326579835986493,0.10295126973232671,0.11392116655274549,0.0,0.07678525723061172,0.0,0.0,0.0,0.0,0.0,0.10358094110683633,0.0,0.31761952524239384,0.462091391408523,0.4792332268370607,0.5511111111111111,0.40500736377025043,0.2980070776680946,0.4369300911854103,0.42569659442724456,0.27932960893854747,0.25193798449612403,0.32542113323124044,0.4033807145601229,0.5316119232959939,0.5462422301751743,0.5781460782424359,0.4508919819643208,0.5553351844506148,0.39591581579495727,0.40192926045016075,0.28559771521827826,0.2717959439682208,0.2204585537918871,0.39379768643859214,0.0,0.0,M
Arizona,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015119443604475355,0.03734966758795847,0.022144034643111977,0.030884728689537205,0.03331408519522054,0.030557010651300856,0.037680552648105506,0.026555541937328918,0.03025108399717657,0.02187183106993021,0.020275750202757504,0.020031248748046952,0.02036701358479806,0.013969267611255238,0.1302674430079937,0.2387094290224464,0.22794884673337712,0.1965948999847305,0.14437760296159186,0.17517517517517517,0.17250771745051752,0.1598777823175173,0.1407471763683753,0.12999452654625068,0.11765892358893335,0.23983862513699394,0.23908372776763648,0.26077619266758706,0.1964783593121386,0.20274203585121547,0.19841679928900646,0.1924828214256147,0.18666498877912707,0.16896825065709875,0.14386326548140513,0.14850278165658176,0.1442523707049448,0.1480457954994078,0.12443937469214217,M
Arkansas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019434834998250865,0.030718427216526515,0.03865780114427091,0.031063135823561388,0.058279586603465695,0.031833194063109305,0.019879134860050888,0.036117019142020146,0.03520713531275672,0.04711240233991598,0.036689767631471665,0.029617093293843873,0.05134568482307132,0.026465528648934762,0.20713970912296167,0.37163476081413943,0.2615860836203514,0.28875180469877937,0.25750310779612856,0.2080263500043339,0.19199857117342384,0.23818083767751216,0.2695175635612254,0.24191380700654067,0.2029312288613303,0.2879673932305511,0.2518212069430704,0.35717642635586055,0.2558803267394941,0.2942412778478352,0.3234358430540827,0.2584974150258497,0.26360067302299495,0.249514832270585,0.18776671408250356,0.2554809577565207,0.28310789556464294,0.19038865546218486,0.13108872636953223,M
California,0.0018737001205413743,0.0015596439021042716,0.002483608185972581,0.0017861480645299573,0.004289467569837894,0.0031086042712222687,0.007450378784030451,0.009405992746098393,0.005297495099817032,0.005975296417382991,0.0078043811331139894,0.008986854682559782,0.008262706862768242,0.006446817547478915,0.004809720074291676,0.010475116361084244,0.010497241193798754,0.018169230721036524,0.03302752293577982,0.03436674745866946,0.03999705903977649,0.03907018579419288,0.0389573789696464,0.03354364667358837,0.02479719437457933,0.02728885250375222,0.02310422022135189,0.026069944527691947,0.021285998209199717,0.017303740732284693,0.014664797526371778,0.10004822837675598,0.15601820388670434,0.11259251122492414,0.10667335115864528,0.09921812723664795,0.08928197759580375,0.08987674047021228,0.10776447316893295,0.11487180645088454,0.10425254044743604,0.10112922891099489,0.1434570615258871,0.15912345707076447,0.17406208115385072,0.17429454833127941,0.15141959980555225,0.16067268296601772,0.15634476716759887,0.13289997383316576,0.1281404637594231,0.12222570543957226,0.12052801374163702,0.13495121876624766,0.12938768701199888,0.1099645811755981,M
Colorado,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01599829351535836,0.012641266149217506,0.012087805821487285,0.027529881392094332,0.04353105597177355,0.048641512056146204,0.045984411284574526,0.027589378089435568,0.04284898114644829,0.03144578021818534,0.04144825064000975,0.02927257647460604,0.014730433074732397,0.03920799843168006,0.025130047998391674,0.025464731347084286,0.19435351882160393,0.32555205047318614,0.25264647179202143,0.2877417152332415,0.2021739647503746,0.2553543904851734,0.22053975399586204,0.20366142965847545,0.22354861064538484,0.16189088554314393,0.16676703571594015,0.2319109461966605,0.24093511450381677,0.3090052972336668,0.2932702202099197,0.28247053071867023,0.2568971294538144,0.23309360698143777,0.221972383176223,0.19335103312940088,0.22257551669316375,0.19387815051994595,0.15624511734008312,0.16049261406439358,0.1036234790747426,M
Connecticut,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024802356223841266,0.02732572261355356,0.0147305777332587,0.0313015764612145,0.01958863858961802,0.026701556700755653,0.018304003347017754,0.02061961956801897,0.02815531495559139,0.01864677677144379,0.0,0.0,0.023349483392679934,0.09599808003839923,0.1127292669550911,0.12897817044465223,0.07695267410542517,0.10145639011618394,0.10254713860403572,0.11155432357514705,0.10368424690675329,0.0891968849703249,0.10352705983150078,0.11076241462063872,0.21575381354328327,0.2037599477144285,0.20034344590726963,0.2458698184014148,0.21195995309822316,0.24478108257897654,0.2586166361028824,0.2376425855513308,0.15454502880157356,0.2451451643914632,0.22522522522522523,0.1734339930626403,0.22178803400749852,0.15440608801147018,M
Delaware,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07197351374694112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1151742009789807,0.10316875460574797,0.10396554284865588,0.10365763364430625,0.1903925014645577,0.0,0.12163600425726016,0.16262566528681255,0.14413375612568463,0.10353498003253957,0.10439970171513796,0.1822877107701656,0.1990202082057563,0.09508716323296355,0.30135610246107486,0.2958579881656805,0.1738828029907842,0.27262813522355506,0.26590693257359926,0.32751091703056767,0.24440684339161498,0.21048603138155378,0.36667345691586883,0.43946385409800043,0.23375409069658717,M
Florida,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005489317787585359,0.0,0.0,0.0,0.0,0.006418897233455292,0.0,0.0,0.006705933633610139,0.007132013571202967,0.009691237183338825,0.026747585799798933,0.027662270447771847,0.041754009237009386,0.0358017559133923,0.035086600108449495,0.0384151447866807,0.03665017408832692,0.029952007132757048,0.027334914202538047,0.024832029060568868,0.016023189925783495,0.019830194776579806,0.01796192072805652,0.13228317722904756,0.21288411699370602,0.18738288569643974,0.15955478818523772,0.15300376684400607,0.12028838760268289,0.16548173571953909,0.14903359819615292,0.15569025197635927,0.13994030206263072,0.14757304138587807,0.22747565797865557,0.23255648055014588,0.2725636797602644,0.2697067040230579,0.26288029737287144,0.23131021931950577,0.2263553348423689,0.2206565170348535,0.22308087313011926,0.2307564145284905,0.2167148723743349,0.19252883576680488,0.214338039123475,0.17374807468349676,M
