state,1921,1927,1978,1979,1980,1981,1984,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,gender
Alabama,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011856207910461918,0.0,0.011452917057974667,0.025944008113398902,0.07275372862859221,0.05389911066467403,0.09336832542646613,0.09269272362119574,0.1503720411708278,0.16133649067110775,0.18713936684514215,0.1445352534622763,0.21870882740447958,0.2046064091575193,0.23540895128183045,0.1640901632265308,0.17548477669562165,0.17773374901663705,0.12345332622541456,0.2111962153638207,0.2652749344021222,0.2629567344442746,0.199203187250996,0.18834291864258568,0.1852952487501311,0.19664302268417727,0.1840086102142138,0.14774166314900802,0.125452525180114,0.17543204807584636,0.15447991761071062,0.1616749525079827,F
Alaska,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14727540500736377,0.0,0.24696048632218845,0.30959752321981426,0.0,0.11627906976744186,0.1339969372128637,0.11525163273146369,0.1139168407062844,0.13185157280090412,0.23125843129697438,0.1960399921584003,0.2380007933359778,0.27088976870181286,0.1607717041800643,0.18359853121175032,0.0,0.2865961199294532,0.0,0.13003901170351106,0.1651073197578426,F
Arizona,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010015624374023476,0.03666062445263651,0.017960486928756732,0.02960623704727129,0.0596773572556116,0.06374840628984275,0.08398228737211788,0.0999537251272559,0.08758758758758758,0.10713637189032142,0.09592666939051037,0.09730668983492614,0.09749589490968802,0.13110565771338287,0.10483012754332185,0.12923444744196566,0.18237289291131903,0.16466757732826856,0.2147861171889114,0.16741417440009923,0.14901895852305655,0.15100987856288933,0.11473152822395595,0.14815769131667098,0.07535962054214597,0.10878047626930262,0.10363205684958546,0.10110699193736553,F
Arkansas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02387489554733198,0.0,0.02006501063445564,0.0,0.03140826822661066,0.040766408479412965,0.0676962132430717,0.1283642120576783,0.11909487892020643,0.14543851917144116,0.17285337712285553,0.20054933077560275,0.24937655860349126,0.2175457290001776,0.29903787813122995,0.30362564743704235,0.2516627718856732,0.1841703351001707,0.24191380700654067,0.21645997745208567,0.1949317738791423,0.19336271247414336,0.35717642635586055,0.29524653085326247,0.39407313997477933,0.3552492046659597,0.2364976350236498,0.2916432978126753,0.17743276961463822,0.27880512091038406,0.19012536391182935,0.13211701793016672,0.17069327731092437,0.07589347316130812,F
California,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013814673393491633,0.001597316508266113,0.0030363911479076734,0.0016756312940900484,0.0011215640884151403,0.0020402565282541525,0.00832930364707815,0.012256816352034992,0.012676350404151878,0.010004822837675597,0.01613069565608299,0.02361696576913043,0.02896613190730838,0.032790036351712716,0.05273216801752159,0.053355398310887925,0.045163890611913546,0.04939205437077346,0.06317477315157129,0.05668934240362812,0.05467715115132042,0.054840762883317046,0.08955153067881247,0.07847982375133557,0.09032622548053551,0.0836836890448009,0.07278118471595121,0.06851578961865282,0.05486865602464659,0.05353979027900571,0.04691210115692458,0.043964278068324314,0.04190859044728265,0.03750729900563035,F
Colorado,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012252499509900018,0.03266906239790918,0.03819709702062643,0.06137479541734861,0.06561514195583597,0.09600565928096813,0.07803165158867566,0.12130437885022477,0.18403920034967447,0.13868994838915036,0.14771048744460857,0.1296581941743232,0.1503272508614908,0.1366563209338954,0.16233766233766234,0.12643129770992367,0.1545026486168334,0.1569252932702202,0.19827258406214351,0.21221936780967274,0.1904545325336138,0.1297241200380524,0.14429181576820962,0.0867177337765573,0.0822513365842195,0.09062216805724821,0.062231829943336286,0.10696617194812141,F
Connecticut,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01828042166839315,0.02257117982781414,0.019238168526356292,0.019636720667648502,0.07277538868673503,0.033804340477317285,0.04838598188981821,0.05145974132903359,0.04997858060831072,0.11814657559534797,0.0681327832241947,0.038445273153665756,0.11857061084307792,0.09921062847776388,0.13980337332010462,0.08775170884906706,0.15987210231814547,0.09980988593155894,0.12176274996487614,0.1009421265141319,0.03916960438699569,0.09181799632728015,0.06336800971642816,0.09926105657880224,F
Delaware,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07404116688879016,0.0,0.0,0.0760225026607876,0.0,0.07206687806284232,0.0,0.0,0.12152514051344372,0.09185548071034905,0.2377179080824089,0.30135610246107486,0.3132613992342499,0.1738828029907842,0.1817520901490367,0.15194681861348527,0.12736535662299855,0.1128031584884377,0.13394565633371602,0.18333672845793442,0.10986596352450011,0.0,F
Florida,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003665017408832692,0.004179349832477727,0.005466982840507609,0.004256919267526092,0.014566536296166816,0.02570580804371456,0.028439707819422826,0.03040992579978105,0.040879921016907315,0.05783422398038263,0.049330949004131465,0.05126014523707817,0.09668750142747295,0.08963594018141702,0.07490289650272972,0.083135571443687,0.10569958985581682,0.11849460958570504,0.10984027098657823,0.09131051997060942,0.16865818858093712,0.16021383313608514,0.15571890226545887,0.13181280880339483,0.13598533423990225,0.1090503250210859,0.13469033849365694,0.10579806731089637,0.1003465751460928,0.08014775063595497,0.0777766724245521,0.0760734813479094,F
Georgia,0.0,0.0,0.0,0.0,0.007525586995785672,0.0,0.0,0.00833321759420008,0.006718533747195013,0.006598569430147545,0.0,0.0,0.0,0.023819290979105186,0.05387931034482758,0.04603365872811709,0.06353927267811275,0.06645058924042908,0.11104648088414151,0.12665169478247246,0.1104088936267418,0.15366503500836484,0.14431989250656282,0.13502869359738945,0.1380534464056799,0.12524865541884625,0.14931766721742856,0.14430526477650427,0.14434490080761567,0.2488184250668934,0.2036094400740398,0.21354013009089504,0.22055961596678633,0.1588305366413224,0.19716444417687606,0.162050458647399,0.1505366632043234,0.13213780084945728,0.12797252640445797,0.11558300412303552,0.09135528248486369,F
Hawaii,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07129616426636247,0.0,0.12060907583295642,0.08736167734420501,0.11967090501121916,0.09607686148919135,0.30284675953967294,0.12892828364222403,0.2064475146895347,0.22256462934429036,0.0,0.2582200034429334,0.20639834881320948,0.15293118096856415,0.0,0.0,0.0,0.0,0.0,0.0,F
Idaho,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06011679835108211,0.0,0.0,0.1121559830903287,0.12769217672597258,0.17974835230677053,0.16753224995811694,0.21742766348887776,0.3419801484694303,0.2164141834526386,0.2553962761575218,0.14446227929373998,0.3488740881699968,0.35990924027853843,0.38217534204693115,0.39405880569869656,0.29185867895545314,0.39499117572905285,0.3900709219858156,0.3120567375886525,0.24766622213755002,0.3869220352099052,0.16187392877547135,0.20659124446630595,0.23115577889447234,0.12518255789693303,0.13352620451763658,0.13297872340425532,F
Illinois,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004947520938615401,0.004178942309701414,0.003563537880407669,0.012519515715674433,0.023155064236629816,0.031179181432417224,0.03900673256204021,0.06248948494243758,0.08282965793811559,0.08989023495163245,0.09870429698282714,0.20268917656479382,0.1702149281032468,0.16515926071569012,0.13382665512083758,0.19398467880268347,0.18006371485294798,0.18134980051521943,0.21398880819596075,0.2776510719314599,0.2413232384957173,0.2226758211170904,0.20051885670265432,0.19851865610996305,0.16555508254103402,0.09915014164305949,0.1410675315593388,0.11951339179005901,0.10937708416700012,0.10064783181889062,0.08577878103837472,F
Indiana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03738026633439763,0.058412137094864466,0.07936636485851731,0.06460783046905284,0.12279179423369735,0.13973915357998404,0.1709884126299014,0.17911932996102495,0.2340993768340532,0.21335320114465686,0.21032705857608583,0.18250078214620918,0.2090286316529071,0.23762730033946755,0.1933197293523789,0.1910688939840594,0.23789294817332202,0.2302775241195855,0.25056376847907796,0.18252435426703736,0.15899636268594952,0.14469524954365345,0.1115623187112321,0.09763185977340326,0.13143380195742485,0.1133591266418591,0.12623009943840488,0.10739696603570949,F
Iowa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016181753454804364,0.049766099333134264,0.027123241227326667,0.07380851961197807,0.11929291833857499,0.12248279837169929,0.1830475550076581,0.21945322670634182,0.21788947744092566,0.3739715781600598,0.3709053996017647,0.24515618821668644,0.24655028432815046,0.3033489726581459,0.33783783783783783,0.32285065168001914,0.29310985427073444,0.4604527067733884,0.3971695959826524,0.39550176308014867,0.3303799369274666,0.29512033786190406,0.29181385347872835,0.2744041872046344,0.1607717041800643,0.1344302844544819,0.11388224575788636,0.1310303752233472,0.1304185815426655,F
Kansas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05600567524175783,0.04618048874350587,0.09769822970807768,0.0796717523801936,0.15102657251316381,0.17088453088127592,0.2191147763037329,0.19354583876446657,0.29427921211645613,0.22300983632670943,0.18309186435281005,0.2174428718273108,0.2507177807432569,0.2613631722955037,0.19980427336486706,0.23597379877130886,0.24773261672824992,0.274641440341776,0.2213088839709137,0.24823372159633378,0.2513873737134184,0.20370646395389277,0.19919326726756637,0.08102906917856781,0.12500651075576852,0.13387627600825572,0.08165169718884871,0.09166462967489611,F
Kentucky,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014035744362309347,0.0,0.016869908902491928,0.027447849086735202,0.04036326942482341,0.041157556270096464,0.07504010764374063,0.11120306196338058,0.12305799107829565,0.11721191914982289,0.18707875246662053,0.16397344688053742,0.13018008244738555,0.12518028682613547,0.19860973187686196,0.22743662284351254,0.16497113005224084,0.2507577845136401,0.31724058372267405,0.3223959745698876,0.3164455809493367,0.2733590224944834,0.3225258869461891,0.23148947932142486,0.2054770255429199,0.17928215425436553,0.1267143709004174,0.16790971923932993,0.14861908103868224,0.1464633410872749,F
