state,1969,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,gender
Alabama,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015555728396982188,0.0,0.02339242085564277,0.013139568496570574,0.026350461133069828,0.013824757375508059,0.037320931300777994,0.034545297521374904,0.03509695533912433,0.02913668016666181,0.07856120759799108,0.07321468799279117,0.06920215680055362,0.06421036538755542,0.07837502449219516,0.06390206168230586,0.038457504457574385,0.035114825479317366,0.0590216296913516,0.04572956240326439,0.0752715151080684,0.06345414504871039,0.035649211756317835,0.06871185481589265,M
Arizona,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01309208975936739,0.0,0.0,0.0,0.01663023852513542,0.0,0.0,0.0,0.0,0.022184128264596148,0.019883482790845643,0.02230332522303325,0.09414686911582068,0.10998187335790953,0.1816004789463181,0.19145366623902102,0.1559311592807916,0.15260982111810842,0.1736906397923347,0.14622859787135586,0.15372515372515372,0.17250771745051752,0.15632494271046135,0.16681146828844481,0.16591406677613574,0.13782902477560763,0.16042186184659857,0.19708253234899764,0.1465800821530228,0.13472801781403793,0.08430856936387177,0.11987681623710808,0.08071860253332229,0.11535476834665156,0.11264550043806583,0.10521343296401271,0.09530775539153756,0.09459171849504576,0.06662060797473351,0.12443937469214217,M
Arkansas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02644336712208021,0.0,0.03487814448271352,0.0,0.03107796128573966,0.039004940625812605,0.06251116270762637,0.05392773683264426,0.05839547210493217,0.07167816503897499,0.05411499436302142,0.0708842814105972,0.049464879935245974,0.05169658802519034,0.10333628579864186,0.10508617065994115,0.0689289501590668,0.06599934000659993,0.056085249579360626,0.07208206265594677,0.03982930298719772,0.04753134097795734,0.04403900597672224,0.052521008403361345,0.048295846557196084,M
California,0.004144805694963024,0.004138636808283294,0.006519993969005579,0.005121682643471135,0.007393624231371148,0.008578361287897974,0.010623480252130597,0.011376736848492204,0.0077695478123173236,0.00872926363423687,0.011809396343023599,0.018482493319675084,0.02629969418960245,0.0274331054275344,0.02382177781045511,0.02895128875397026,0.03923367243751623,0.02848547773074568,0.038460954540163864,0.05266269781425867,0.06505071712807814,0.07548949154540364,0.12193175061139402,0.20596258066066644,0.28086815601356124,0.2783393020225134,0.2845348938679557,0.21969270482912026,0.23145053475935828,0.18967339993102786,0.19000320857106986,0.21570417712850945,0.19523378030339844,0.19305237251205165,0.20907167078860817,0.19200309939721283,0.19728868972125924,0.1781614421131595,0.1731724964120082,0.1667302279697049,0.14386504276536202,0.15297378357389604,0.12601927353595255,0.11120904546143145,0.09644614692531046,0.09756922307424067,0.08841126756497326,0.08716395999632995,0.09480292790501806,0.0984566598897797,M
Colorado,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017185505253854465,0.022054499117820033,0.06031211519614003,0.06875477463712758,0.09973404255319149,0.09842271293375394,0.070741012101766,0.08047014070082177,0.06421996527364841,0.08971911017046631,0.145510765523043,0.10966384673917909,0.11400979142914627,0.1433890700524989,0.11349423264001483,0.15306122448979592,0.09780534351145038,0.14469295664116147,0.07203128215682239,0.1032103862241295,0.08377080308276556,0.051166889337388784,0.08071723024589927,0.04617338104582708,0.0664835958953606,0.052875859232712534,0.07187275397643823,0.049130392060528646,0.04679770022730312,M
Connecticut,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013319126265316995,0.01935144997650181,0.031199478117820572,0.032105539664934915,0.059998800023999516,0.06398147583937602,0.0548157224389772,0.07374631268436578,0.10145639011618394,0.04631161098246775,0.040565208572780745,0.09677196377963641,0.08233558612645374,0.09995716121662145,0.08491785120915636,0.07191793784776108,0.08073507362269809,0.09403876032382043,0.1035241340637536,0.1352935870839722,0.0831331978570109,0.07053180984624066,0.0855513307984791,0.06556455767339484,0.05768121515093252,0.05385820603211908,0.05611099775556009,0.036964672334583094,0.038601522002867546,M
Delaware,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08643042350907519,0.10643150372510264,0.0,0.0,0.0,0.11931394481730052,0.07595321282090232,0.10716472749540723,0.20602218700475436,0.13393604553825547,0.0,0.0,0.10905125408942204,0.0949667616334283,0.09097525473071325,0.0,0.0,0.1425952332450601,0.0,0.16362786348761105,M
Florida,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00775298974667106,0.0,0.005353987828601003,0.005964858462429913,0.006509410166071326,0.007176804567637396,0.009219634748803367,0.008796041781198461,0.01671739932991091,0.014350829956332476,0.02979843487268264,0.022578131259058564,0.05949058432973942,0.06511196263920488,0.08666828852937598,0.10181414291003331,0.09947486524625813,0.1009742862428316,0.09941361500524253,0.09135826906532878,0.09499877420936505,0.11737361101458675,0.12243602339888446,0.0990003200762228,0.13376078628079588,0.14314667573734713,0.11556487683780255,0.11068193625623998,0.09983173522047517,0.09125462552115601,0.09694619486185167,0.08692733391284889,0.07497209845199657,0.05640157924421885,0.07497500833055648,0.06493013685923651,0.06446666898978987,0.06782849339350475,0.0760734813479094,M
Georgia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009118739008662802,0.01720282126268708,0.020204741379310345,0.016247173668747207,0.037853183723131,0.05695764792036778,0.04626936703505896,0.05745025330338956,0.06599152262747784,0.0917033273437016,0.094554412331886,0.09877098883512747,0.09367912434671137,0.1031459515214028,0.11504803867572365,0.13129413434583584,0.1419590346785642,0.12003300907749631,0.11370397302835988,0.09693598010705104,0.09226023151551846,0.0794152683206612,0.07826374883356912,0.052034550941825373,0.05118246548946996,0.03618058832782759,0.06155640510594182,0.05520382286473338,0.053738401461684515,M
