state,1953,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,gender
Alabama,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016371205388465315,0.011825083366837736,0.0,0.0,0.0,0.0,0.0,0.0,0.022905834115949333,0.018868369537017385,0.0,0.06124898939167503,0.050469365095387096,0.0643699469591637,0.05963029218843172,0.06505503656093055,0.0857722098040235,0.06569784248285286,0.04743083003952569,0.047004175076727404,0.07177102173226538,0.06045427066240608,0.05557017928694686,0.0757553684333207,0.05892090569849331,0.06758278891642261,0.06343531040050748,0.058095092493502525,0.052250016328130096,0.04372246325631453,0.059434325070796774,0.059695203314839525,0.0590216296913516,0.059800196988884204,0.0501810100720456,0.04852375797842559,0.05941535292719639,0.07679560244129179,F
Alaska,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0731957253696384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08358408559010365,0.0,0.1419950301739439,0.12444444444444445,0.12886597938144329,0.1490035388340473,0.17097264437689969,0.23219814241486067,0.23942537909018355,0.23255813953488372,0.1531393568147014,0.1536688436419516,0.20884754129485475,0.13185157280090412,0.28907303912121796,0.13722799451088022,0.21816739389131298,0.22921441967076475,0.18086816720257234,0.10199918400652795,0.2508885636629731,0.2865961199294532,0.24612355402412012,0.13003901170351106,0.0,F
Arizona,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020028707814534166,0.0,0.0,0.015356265356265357,0.0,0.01309208975936739,0.0,0.0,0.0,0.01663023852513542,0.011104695065073512,0.0,0.0,0.0,0.010083694665725522,0.017895134511761078,0.016220600162206,0.022034373622851648,0.03055052037719709,0.03192975454001197,0.03552748445672555,0.044276748931582795,0.04636247730170382,0.10879523591387998,0.1147616844053679,0.16266266266266266,0.12529507899037587,0.15454852290693336,0.17028670721112077,0.1488095238095238,0.18153091068006857,0.21124859035245158,0.17769736523270277,0.18066847335140018,0.20583447166033572,0.2127787702992954,0.19841679928900646,0.1862736981538207,0.15730195683634304,0.16271016729942844,0.1889547367516963,0.19061551078307512,0.21756095253860525,0.2047966837741808,0.20739895782023698,F
Arkansas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02748223469828432,0.0,0.0,0.0,0.026465528648934762,0.05288673424416042,0.05617734756492805,0.07411605702576624,0.056875355470971695,0.04439708755105665,0.0693421166681113,0.07144132880871584,0.0808916052489664,0.04042763453418381,0.04031896783442344,0.0721533258173619,0.08417508417508417,0.08094253080312977,0.07989472694802144,0.07873240822753666,0.0735603194619588,0.05832449628844114,0.1044989550104499,0.07291082445316882,0.06653728860548933,0.1422475106685633,0.14853544055611667,0.10695187165775401,0.12473739495798318,0.13108872636953223,F
California,0.0,0.0016513094884243206,0.002913196456258355,0.0034447015792390965,0.0015481218186096627,0.003122833534235624,0.0024954302433668344,0.0031818456613943486,0.0026935120029628634,0.004257614033095853,0.005358444193589872,0.007506568247216315,0.010362014237407562,0.01456210398696861,0.014673348683913495,0.011409989445759763,0.015791854817369333,0.017662546774942185,0.02205864331173765,0.018886187114898843,0.034888659668709424,0.019608858764419913,0.028282814174927458,0.026571141771803097,0.026627320884277664,0.022629969418960245,0.01838922451735822,0.014998897139916183,0.014616184613654888,0.015196140732840795,0.015706945664616775,0.016953183909151178,0.01819256833583481,0.023552845856717942,0.024936468678661866,0.0316976277680474,0.04037539504199762,0.03653771587079071,0.048741444593804195,0.06267171918838801,0.07497013552293728,0.12171345811051694,0.12607203631779199,0.15177936191286637,0.1497945674503538,0.18122725726552652,0.20123734152206557,0.18782454977350568,0.2051071684955389,0.24632902116625802,0.21851060444181766,0.22091354422422282,0.23323321114854748,0.2302497602249287,0.2554026189647324,0.23889749983152503,0.22104088912148298,0.2423081641833772,0.2553707102123628,0.28435950547428135,0.2871058506896657,0.2925463740931673,0.28769803214546014,F
Colorado,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023425375538051595,0.014336095421051123,0.01599829351535836,0.012641266149217506,0.012087805821487285,0.0,0.0,0.0,0.0,0.0,0.016663492668063228,0.0,0.0,0.0268331951017222,0.01964057743297653,0.03920799843168006,0.025130047998391674,0.03310415075120957,0.05114566284779051,0.07066246056782334,0.08084687097344685,0.11704747738301349,0.15936065456794235,0.1403298902666268,0.1500579769456381,0.19247124121570205,0.1810743746227617,0.22664723976040152,0.17834807986288045,0.27133580705009275,0.2719465648854962,0.20845595448302923,0.24181930438361804,0.19284045847139986,0.21780408801519044,0.22172318712868475,0.26233099829917267,0.17892185155257992,0.24859083682613092,0.2438164620175078,0.23124277366332302,0.24237660083194132,0.2941569728573339,F
Connecticut,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016736961906674702,0.0,0.0,0.0,0.020882639565641098,0.020622100017185084,0.026295030239284777,0.01620798080975072,0.0,0.01860176716788095,0.015180957007529755,0.0,0.0,0.0,0.0,0.0,0.015464714676014228,0.020476592694975558,0.031965903036760786,0.024880435684073755,0.03403579431034972,0.04378028136127488,0.047999040019199614,0.06093473889464384,0.08383581078902395,0.10580992689495959,0.14072983145148094,0.14224280516043664,0.17916300452978162,0.18663164443215594,0.20583896531613435,0.20348422104812225,0.24736939265275984,0.2725311328967788,0.27680596670639346,0.32709134025676667,0.27606435750334296,0.3337241814737981,0.2955847034915943,0.25391451544646637,0.3231939163498099,0.2950405095302768,0.3028263795423957,0.3035644339992166,0.3264639869414405,0.27987537624755765,0.2040366163008713,F
Delaware,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13327410039982232,0.10251903925014645,0.18726591760299627,0.13684050478941767,0.17740981667652278,0.1585471317382531,0.14790711433219939,0.1789709172259508,0.15190642564180465,0.1837109614206981,0.20602218700475436,0.2846140967687929,0.15663069961712495,0.20865936358894105,0.16357688113413305,0.1899335232668566,0.2547307132459971,0.13160368490317728,0.1722158438576349,0.26481971888368305,0.24170511975390024,0.23375409069658717,F
Florida,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006548574048001048,0.005489317787585359,0.00825685909080186,0.0,0.0,0.0,0.010270235573528467,0.009774573889669498,0.009564458472316871,0.022353112112033797,0.008150872652803391,0.00775298974667106,0.011067966537847834,0.009815644352435173,0.007669103737409888,0.004882057624553495,0.003987113648687442,0.005378120270135298,0.008063038299431922,0.00905525797036841,0.012984084246205573,0.012770757802578275,0.01820817037020852,0.03378477628602486,0.03891749491078913,0.03345091837975916,0.06016290262865605,0.06708769981724386,0.08864154899179873,0.10562696594307018,0.11039124178727226,0.11261951458690857,0.12355116948903869,0.13452847015432984,0.12207558265037999,0.1766514731860511,0.18779143104156923,0.18333440337848925,0.15811705179462854,0.15779854921946074,0.16241648945967216,0.16923063839919722,0.18934666792897778,0.20702522640721777,0.2020355077404854,0.2015994668443852,0.19226066498579125,0.18207478133602817,0.2116248993877348,0.23573387430031184,F
