state,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,gender
Hawaii,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0730593607305936,0.0,0.0,0.0,0.0,0.0,0.0,0.09514747859181732,0.07935720662632675,0.0,0.1171708564124414,0.17419579607478808,0.2537764350453172,0.1854550271559147,0.14919300149193002,0.24545192030031765,0.2138884927990874,0.2295684113865932,0.3618272274988693,0.23296447291788003,0.17950635751682872,0.2081665332265813,0.10599636583888553,0.30620467365028203,0.2540892488486581,0.15408320493066258,0.13377926421404682,0.20657600275434668,0.1891984864121087,0.15293118096856415,0.1573701696100717,0.0,0.16809861785580874,0.14432989690721648,0.15493581230633025,0.18744142455482662,M
Idaho,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18465799799953836,0.1288867407765426,0.12052341597796143,0.04513042693383879,0.05518763796909492,0.09065361254645997,0.10533707865168539,0.1138353765323993,0.09446925455170044,0.16458766458766458,0.17711654268508678,0.2329393494952981,0.18728185919809315,0.17118890695882907,0.1842854749539286,0.10871383174443888,0.12511468846442572,0.166472448809722,0.0906244850881529,0.08025682182985554,0.11100539169045354,0.11736170878647993,0.1299396162959566,0.12124886329190664,0.09984639016897082,0.07563660811832927,0.07978723404255318,0.06619385342789598,0.07620499142693847,0.06771135616173342,0.08569796229289658,0.05902606984751599,0.07035175879396985,0.0,0.05563591854901524,0.05540780141843972,M
Illinois,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004223176794246827,0.0038876218121501136,0.0,0.0038304783501363652,0.0,0.0,0.004624384378829568,0.0,0.0,0.007242021103249494,0.0,0.0035591495056341337,0.0,0.0065975149360407576,0.013213142672578325,0.010968841178492296,0.010576254797086997,0.00888671658039146,0.015345044281413499,0.011308619288263775,0.016715769238805658,0.015679566673793742,0.010310189412908358,0.017179563788467286,0.02889777791297206,0.029645116747150556,0.055279159756771695,0.04674545051953058,0.0329872421840853,0.04266033174681511,0.04170559188576004,0.03302677709465983,0.04369292611526194,0.053355725244255504,0.03951539753387996,0.046170183295627686,0.023249974425028134,0.03787412534441783,0.041647660789718974,0.052821824735114084,0.039295733138310064,0.06570674400425962,0.05108082379437647,0.04493637954685209,0.051935788479697834,0.0470225105197796,0.06793392796487564,0.05068694144324396,0.0680436046099542,0.0526711813393529,M
Indiana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007298524238398996,0.0,0.0,0.0,0.010242603377132656,0.00984722730214107,0.00690550506864072,0.00865850842761487,0.0,0.007544095236658267,0.04105464829851291,0.02425234565655647,0.014019346698443852,0.007906513385727162,0.010610079575596818,0.014968715384845673,0.023580734539880917,0.017949561731534388,0.03270773304259793,0.03473154097532482,0.05183109541780722,0.0533014601369686,0.10805677892565366,0.08650519031141869,0.07304359374481224,0.08126710340824281,0.08902370668337234,0.06773117496655773,0.056087215620289545,0.07300031285848368,0.05269629369401019,0.06074682865820976,0.06980990226613683,0.07460785384139462,0.054753138865288396,0.09925755349982134,0.05428881650380022,0.10399643440796315,0.10454555354692571,0.07346066515293176,0.07809362309786247,0.08400880957246327,0.08684019057901285,0.08871583824145494,0.06440311195836983,0.0724929520741039,M
Iowa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01454503141726786,0.0,0.0,0.013455328310010763,0.0,0.0,0.0,0.0,0.0,0.03649737499649064,0.04367193641366058,0.031257814453613406,0.02245028864656831,0.022559541074478714,0.0190011717389239,0.034473032686702806,0.03236350690960873,0.049766099333134264,0.054246482454653334,0.10192605089273163,0.08314354914506741,0.12248279837169929,0.12327692480107587,0.08926910916868142,0.12021488410533829,0.13089005235602094,0.12103228829110216,0.1265322261763543,0.1352049946315664,0.05662514156285391,0.08140670791273201,0.07573039977679462,0.0866944639392313,0.09036922282468371,0.08673818762839534,0.09530162965786715,0.10512088902237572,0.0763242253091131,0.08703220191470844,0.09654962142385284,0.062234208069702306,0.043017691025434214,0.0683293474547318,0.0,0.10557694696311018,M
Kansas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01758458183864388,0.0,0.018467220683287162,0.0,0.0,0.0,0.0,0.0,0.0,0.018459039391590062,0.024067388688327314,0.016241148574027156,0.0,0.0,0.0321254176304292,0.08191886755357494,0.06370494551550712,0.054108894149475825,0.03504836674610963,0.055842524082088514,0.07295212950739943,0.04580045095828636,0.047981102827194214,0.09707650375238024,0.1192995959207235,0.1485013091562781,0.17527785523642594,0.19184456508428915,0.17088453088127592,0.14342058085335246,0.1224473673816013,0.1412540218158989,0.17920433276253434,0.11144722177997134,0.11069818929390368,0.10513971450523676,0.08167599134234492,0.09378567933452944,0.10984987184181619,0.10497144776620759,0.09590653472252496,0.1129126959035274,0.11456940996753867,0.1090926338756344,0.11427435782779352,0.09959663363378318,0.09115770282588878,0.07812906922235534,0.05578178167010654,0.09331622535868425,0.036665851869958445,M
Kentucky,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011049723756906077,0.020629899601155275,0.02546119482443349,0.011903061467409418,0.011918382913806255,0.02671588866760577,0.02113469847830171,0.02105361654346402,0.021131224906670423,0.012049934930351376,0.019962072063080146,0.035317860746720484,0.05144694533762058,0.10350359674998708,0.0853418847625944,0.08460236886632826,0.09897895394873932,0.08713256964198765,0.06611832535505541,0.04881753091776958,0.0517049010803603,0.0827540549486925,0.0526987296832529,0.0769865273577124,0.07991182143841279,0.10094018572994175,0.07231311579137666,0.08630334025891002,0.13503277014787735,0.10185028008827025,0.11747227308848426,0.11690934211924754,0.10756929255261931,0.07453786523553965,0.10152680698192042,0.07843784832597119,0.08615490652192642,M
Louisiana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013887924449690992,0.014086243022907752,0.012852054492711049,0.0,0.010517901468299045,0.027823555850437685,0.01897893338394382,0.020845493204369216,0.0,0.05824903403685222,0.04039884679655508,0.024447742949445562,0.02758525568083859,0.0300782033286545,0.015383826470437414,0.05211681114604868,0.03337725076855512,0.04471355379599441,0.061304803527992564,0.048147330832346985,0.06075457178152656,0.06633911727512076,0.05492996429552321,0.06649525667169076,0.10171528965740441,0.14423423639991345,0.15795059108072756,0.19141931038003115,0.15775680008142284,0.11277424646298954,0.15018125323666495,0.1240367359864879,0.14405629276671192,0.13375451777227582,0.1369472182596291,0.13318663501071282,0.10459607457084846,0.1316537506358278,0.1718162158959623,0.14623067110544166,0.13336296954878862,0.17644464049404499,0.18826589991100157,0.13482213848653507,0.1984602224123182,0.1663328694117248,0.19408880414056115,0.1690081335164255,0.16654680343692038,0.16952573158425832,0.14038371548900327,M
Maine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07961783439490447,0.0,0.07143586080212266,0.0,0.1275781416117372,0.08423712751395178,0.0,0.0764525993883792,0.0,0.0,0.0,0.0,0.0,0.0768836494105587,0.09514747859181732,0.0,0.08593526210254941,0.10298661174047373,0.09196811771919068,0.0,0.07865345288658172,0.0,0.0,0.0,M
Maryland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015311925802782397,0.0,0.0,0.0,0.00970139117949514,0.0,0.014509576320371444,0.011126358342914365,0.015422281340967363,0.01012883882991654,0.02890591125885244,0.044411547002220574,0.023771962051304215,0.03140210394096404,0.022386890237077166,0.027160996808582874,0.046810218001872406,0.03425126729688999,0.048575129533678756,0.0477283574626696,0.04174493842621582,0.034814900777532784,0.031913923588948664,0.04136029411764706,0.06363572085130453,0.06394176380896169,0.06296594801531331,0.06416343710699896,0.07547955545144583,0.09846186598541701,0.06812881586877342,0.06984365765862569,0.04686939979598026,0.08746355685131195,0.08646650168460598,0.08187429147247764,M
Massachusetts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014032899352927418,0.028727377190462512,0.017985611510791366,0.011478608792614337,0.0,0.02179562410931344,0.010258689965291432,0.012208734477466164,0.0,0.014796182584893097,0.013537557051133286,0.013856995803309841,0.01215386796848097,0.014760770090462434,0.019850459868986967,0.023016019149327934,0.025328697414170254,0.016539861065167055,0.028694404591104734,0.031014409771924798,0.01219422969051045,0.022246391140992684,0.020539680094482527,0.02119205298013245,0.046189376443418015,M
Michigan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004239893154692502,0.0045618703668504085,0.0,0.0,0.005503324925475808,0.0,0.0,0.0,0.005466771142737394,0.005275745638716939,0.0,0.004429914325456946,0.0,0.0,0.0073571336607257815,0.012653308388239654,0.005547439856506222,0.01093653166125916,0.00735456350665588,0.008752888453189552,0.012940405120949653,0.014346944997399615,0.016129950471563844,0.02349946147067463,0.038387715930902115,0.035377603895698495,0.05531738348776103,0.053903125303205075,0.03384057812807022,0.03891699560793906,0.04316069057104914,0.0424039607591455,0.040608652031626974,0.049272331783057524,0.03919071180130309,0.027898601265582003,0.043017480739900665,0.0485050997722955,0.04861101182391376,0.04975799520513865,0.07499648453978719,0.07111925909536303,0.07763975155279502,0.07209805335255948,0.08295785415683915,0.08738174057705557,0.08448858541968411,0.08335145321446691,0.09231696748181921,0.09753767143738679,M
Minnesota,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0106332075070445,0.012445550715619164,0.009181387491277681,0.0,0.012976179442024286,0.009079023823358512,0.014589754345011217,0.0,0.0,0.013841925214055487,0.022184128264596148,0.03755946915950255,0.056806227645697455,0.03986906160819204,0.05307404891304347,0.05523218761949271,0.050626502974307055,0.03671230510085086,0.05833927529655798,0.02775761199128838,0.043367015048354225,0.04392804586087988,0.03262642740619902,0.05615579864776837,0.03277690632828413,0.04901720503896868,0.059942663539223354,0.039295818924866395,0.11081081081081082,0.04625850340136055,0.08315086338313146,0.03936565065796873,0.04650351682846015,0.043025292725652295,0.038278732973938565,0.04987531172069825,M
Mississippi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020077633516262884,0.0,0.0,0.0,0.0,0.05534417156693186,0.03895873915353285,0.03291157756161779,0.030478512648582746,0.01903456677326024,0.025870352575947962,0.02975526296213643,0.057723389517432465,0.04031607805192711,0.06637627048330222,0.07624857033930614,0.07434293960729435,0.09953399990951455,0.10894235133908306,0.0758826942820158,0.0864540201119352,0.07247361507451193,0.10506208213944604,0.11165048543689321,0.11531808571977706,0.12603616268360077,0.1494544911074578,0.11733783910635501,0.12531328320802004,0.12218963831867058,0.11513502198032238,0.1031459515214028,0.16659007352941177,0.17558730927585373,0.12643747365885966,0.19319005071238832,0.20695112301418223,0.22311468094600626,0.18551646458623203,0.22200638268350215,0.15482158655263933,M
Missouri,0.0,0.0,0.0,0.0,0.0,0.007664244765320825,0.0,0.0,0.0,0.018063040009633623,0.0,0.0,0.0,0.010532783287983849,0.012197671987175019,0.0,0.011635251487650012,0.01734031149505013,0.0,0.01258950350145566,0.007862624229462826,0.012751849018107626,0.05652819949609148,0.03297013847458159,0.025806035386526024,0.021113493146235302,0.03534477218687745,0.03448870494912916,0.03927729772191674,0.03357582540570789,0.026735287237242257,0.05617977528089888,0.08976660682226212,0.08919492659257541,0.12921751615218952,0.12315270935960591,0.07822164010769118,0.13422318332649788,0.09882528435577102,0.12916160623060166,0.07307054269689549,0.07494625564562254,0.09722608040001587,0.10005603137757144,0.0949780363290989,0.1349826738657426,0.0955268513519126,0.13833688324806218,0.12181107791312343,0.11077590270576033,0.11138823643363925,0.08892621594249438,0.12029773689882459,0.10764538534484967,0.08152745634336209,0.08661395322846525,0.1118857044496084,0.10983311468407725,M
Montana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.11702127659574468,0.0805616296466797,0.12009126936471717,0.10335917312661498,0.15465910555483955,0.1722082395019208,0.24284943335132217,0.2322721683290067,0.16771488469601675,0.27560197272991005,0.31441832609672105,0.35681042506981075,0.31362709738121375,0.2741493307531043,0.13125512715340443,0.17707662588538314,0.23525457906234246,0.30297929641474497,0.09861932938856016,0.25054284282612327,0.18793780967025456,0.20923869306293258,0.0,0.15207840486650895,0.19837691614066727,0.1647748077627243,0.0,0.1541128876902331,0.17304364545279755,0.25096525096525096,0.17581558898222308,0.0,0.0,0.0,0.0,M
Nebraska,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07536504945831371,0.05814516910553348,0.04070418235473695,0.04760897164621244,0.06384676775738228,0.05275931201857127,0.0845442536327609,0.065359477124183,0.03973434750525061,0.09369875849144998,0.10169288747981096,0.11248593925759282,0.15172664926867754,0.14654698662758747,0.11683679744188906,0.09903441445902451,0.09703438656073747,0.11242973141786385,0.07422068283028203,0.07376898014384951,0.061927173643794894,0.0764039220679995,0.13896784789337377,0.08375748985245796,0.0870089016799411,0.11022320198401765,0.06629834254143646,0.10632642211589581,0.10775032709920726,0.06199628022318661,0.09186954524575103,0.08677131813520549,0.08041170794467674,0.12750765045902754,0.06287048679719777,0.0,M
Nevada,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06573387172504461,0.045158959537572256,0.0,0.04024144869215292,0.05191722910331529,0.08839929280565754,0.0,0.05930025696778019,0.06660893891960301,0.11325028312570783,0.1346389228886169,0.24270407861244303,0.10512790561850252,0.15568529329997222,0.10371745182597303,0.14105846089546,0.12507165563604147,0.06116831481292691,0.06027424782761565,0.08715862870424172,0.06501346707532275,0.03902185223725286,0.06054054054054054,0.05525370660281794,0.08297540023428349,0.06708638662400661,0.06464472337445457,0.07158984525579602,0.0717162244166161,0.109421162052741,0.0769865273577124,0.05096551333597599,0.12293642430628732,0.08563214875527556,0.05812451562903642,M
New Hampshire,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04397150646381145,0.0,0.0,0.0481881264456438,0.04827652795210968,0.04974134500596897,0.0,0.0,0.0,0.06230529595015576,0.0,0.0,0.0,0.0,0.05846585594013096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,M
New Jersey,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007346548958626685,0.006259389083625437,0.017944806901060026,0.00656142146634647,0.007905138339920948,0.010732780595132685,0.012085241234843093,0.02188692666511634,0.0,0.013774294411768756,0.007070635650144948,0.010187597327938757,0.013240551395406999,0.020971897657139433,0.015747039556563366,0.019605280355509083,0.02395865420816648,0.03843197540353574,0.025170801869830995,0.01812086617740328,0.02897028734903764,0.04404962924895382,0.024511190301110545,0.03496367662483975,0.05032915265838585,0.03790112018866336,M
New Mexico,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02845435920783064,0.0,0.0,0.0,0.030206917384080954,0.11717356971827399,0.08639967473063631,0.06707946336429309,0.05150391429748661,0.05714285714285715,0.08856473039854128,0.0474058467210956,0.05264820469621986,0.07961360861950002,0.09120171673819742,0.08346316492321389,0.11584129742253113,0.1623000231857176,0.077989081528586,0.0775147576173156,0.10869565217391304,0.06212337702677517,0.06262917266862905,0.05609224057338735,0.0884117461319861,0.06879299562226392,0.0440417767711086,0.030927197377373664,0.04319121367310421,0.08925725215173733,0.04786979415988511,0.10864054465126384,0.06798610061942892,0.04608294930875576,0.049011599411860805,0.0,0.06881128505074832,0.0646173728422413,0.0,0.0,0.0,M
New York,0.0,0.0,0.0,0.0,0.0,0.0022957895220166217,0.0,0.003870658089288341,0.0,0.0,0.0034561074355682828,0.0,0.0031976294906709162,0.0038228387308175413,0.0,0.0,0.003376192217876938,0.0033524235228383848,0.0038600457691141195,0.0,0.0048013059552198195,0.0031750063500126996,0.005809808012253413,0.0,0.0,0.003483852344383781,0.0024386199362057023,0.004326340684907801,0.00510187517102877,0.0052714307621530435,0.003943450913894749,0.0045898228328386526,0.008881876270238924,0.011934468916133232,0.021988554675386913,0.015824083082296953,0.017762304836675607,0.015092517130006942,0.01873530638269583,0.021989344591877766,0.02034613868436781,0.016463198419532952,0.02917947321324359,0.01941357611460704,0.028204008998421917,0.03828766801233266,0.029956180378005196,0.03278454849975056,0.0351097912430329,0.038002980625931444,0.05906316730020748,0.04782917270959978,0.0608044901777362,0.044410607790889484,0.042743473400407704,0.043710039596153515,0.05384498030171137,0.05942331091596789,M
North Carolina,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007675657420058028,0.0,0.0,0.0,0.014575842969585074,0.019130212983037877,0.007816041643869879,0.0,0.0,0.010909884355225835,0.015154040824985983,0.0131916452913155,0.0,0.0,0.006869736064740393,0.018208066173314778,0.011583160658438334,0.016018795386586928,0.016136406422289754,0.0223563603845294,0.033697926173460076,0.03808180535966149,0.07638570615113259,0.06718218712295711,0.04941107342218424,0.03710230961877377,0.057235888173793596,0.07114530770345583,0.060138719980755616,0.05743518506150908,0.05614297744923739,0.05576578370842461,0.05680131159392225,0.053924274911089136,0.06703998738070827,0.08151197811610622,0.09476876421531463,0.08630823946072232,0.09286605973875711,0.10010318328122834,0.07782338669067493,0.09099181073703368,0.09650982501661234,0.09955607781694739,0.12653466023733798,0.10646792653713069,M
