state,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,gender
Hawaii,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05471956224350205,0.0,0.18847336573752604,0.26718733943068546,0.1278227524499361,0.16258274300313552,0.29003021148036257,0.27818254073387205,0.37976400379764,0.20213687554143808,0.45629545130471977,0.33670033670033667,0.3618272274988693,0.5969714618520676,0.38893044128646226,0.33626901521216973,0.3331314354936402,0.35455278001611606,0.38113387327298714,0.35952747817154596,0.36789297658862874,0.41315200550869335,0.5331957344341246,0.356839422259983,0.454624934429096,0.5571531272465852,0.5229734777736272,0.4329896907216495,0.5090748118636566,0.28116213683223995,M
Idaho,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07358351729212656,0.045326806273229985,0.05266853932584269,0.08756567425569177,0.1975266231535555,0.2858627858627859,0.28338646829613884,0.4141143991027521,0.39158934195964934,0.4365317127450141,0.4523370748869157,0.45158053186151526,0.42538994077904746,0.2746795405360413,0.5272697314219805,0.5858747993579454,0.44402156676181415,0.40685392379313046,0.3363143010012994,0.41679296756592904,0.3379416282642089,0.46222371627867886,0.4343971631205674,0.5106382978723404,0.40960182891979424,0.3675759334494099,0.34279184917158634,0.3738317757009346,0.4522613065326633,0.44857083246401,0.20028930677645487,0.24379432624113476,M
Illinois,0.0,0.0,0.0,0.0,0.0,0.0036652860755781985,0.005138444372669348,0.012431353335624602,0.012087148339527997,0.021476231735946028,0.03872796890071025,0.03675301268685727,0.048754326946516505,0.10191718337965933,0.1848469673314284,0.23752614281446072,0.24182877306118725,0.25978483886318776,0.2900153019123385,0.2673511731467889,0.2927617743837571,0.3228801579268752,0.3194648338449219,0.3294209305082736,0.3373093896098222,0.3813622328933673,0.4526309172062614,0.3481231820490327,0.3394496266054107,0.3190895060267202,0.3351645082601194,0.38218143778935487,0.384224946241254,0.31154059657192057,0.3482783440525668,0.32992762877820353,0.37063267233238906,0.3243347520466849,0.3409276755274315,0.3161264505802321,0.36289922458642243,0.33559066967644846,M
Indiana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018975632125745188,0.01667298219022357,0.023949944615753078,0.03537110180982138,0.05534448200556437,0.14484853204579082,0.22733372274758062,0.2899301899933592,0.2503553430675798,0.2750536190834821,0.2628426936385414,0.30213486503535975,0.31180031511733974,0.29179992746216493,0.2861642142337064,0.3365232937217373,0.3684777696666319,0.44440541015281926,0.38592102912274434,0.3418895213546701,0.30752993412672414,0.345511186632682,0.34740143724937467,0.3904618725465631,0.3374578177727784,0.3441291137586305,0.40069453719780956,0.3636931589986166,0.39279794746043645,0.3943014058722745,0.31789842036521354,0.27822144366015766,0.3544099879178413,M
Iowa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02565747273893522,0.03545070740275227,0.03166861956487317,0.04074085681155787,0.09385417003786531,0.21565309711024852,0.3559925411086625,0.3549838324195136,0.32895925966091893,0.3854605713462301,0.42960140460980983,0.45750418448949226,0.4921296818062287,0.32535527299925204,0.40604380587982664,0.44286279161724,0.4692408637213186,0.5177155800032357,0.45994789970693584,0.35872294631113233,0.44585724311604674,0.41741974352353906,0.43369093814197673,0.41932717049461543,0.3954547729889373,0.38162112654556557,0.4044437618389392,0.3912800447177194,0.31117104034851156,0.3979136419852664,0.41567019701628516,0.4169148302561048,0.2918892063097752,M
Kansas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016909029421711193,0.056077386793775406,0.03490157755130532,0.06253039672062807,0.05989289740698985,0.11441647597254005,0.23895754769816674,0.28862805464691166,0.3009105475008793,0.27885113333067757,0.3714437323972407,0.3621124582960371,0.3784709772519023,0.38709167752893314,0.32959271757043085,0.44203735414758466,0.3900652762298997,0.4230252233731319,0.4569533745804521,0.4941397476211868,0.44038492904909476,0.3539606981569633,0.3778972119583473,0.35746981123850213,0.3974526895804164,0.37235058239450064,0.3984252715457952,0.3130123714413474,0.46312434639709177,0.3342449103615922,0.45314860148966096,0.34026886818764995,0.3091099965006415,0.24443901246638963,M
Kentucky,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014302059496567507,0.012143585758002623,0.0,0.0,0.03991453593482191,0.08675953149852991,0.1197724323784809,0.11856710393541878,0.1517684887459807,0.17078093463747865,0.20430329988621082,0.2691893554837717,0.20056261721191918,0.21526870146844007,0.24860490333500831,0.26307224994575834,0.33472120173075354,0.4606642392143882,0.4770621845010262,0.393181193291174,0.4160925874896666,0.3085885678029648,0.4218265087830305,0.46348090139044273,0.3556960774627013,0.3598709896452215,0.4353384237985005,0.4357530024444681,0.3549786654236437,0.44350029815146097,0.4295364910773556,0.4499855509226768,0.3446196260877057,M
Louisiana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009887871536772995,0.010030693923405621,0.022276676319893073,0.018657876733627714,0.05492996429552321,0.10860891923042823,0.15950806787183872,0.1826966994398904,0.21965004072163674,0.23225542992777112,0.3155136001628457,0.30500307566126716,0.28223718280683585,0.3404412540905732,0.3075047787904812,0.4012635533168275,0.46504992867332384,0.4169320748161446,0.46145327016550786,0.4218904281739026,0.39399235714074116,0.34224199620422513,0.34928396786587496,0.3834277764582132,0.3080714725816389,0.3180419677118263,0.3421727972626176,0.3598221256661801,0.3473168074094252,0.33449526425125875,0.3747303077330709,0.33905146316851664,0.28927553494703706,M
Maine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11678604796013703,0.17248459958932238,0.421274354923644,0.34026117344123596,0.4286410131514856,0.33837579617834396,0.3842653453331985,0.5510766404735177,0.5456453305351522,0.4784180310440145,0.6423080972938823,0.6921163620633719,0.6662297946701616,0.8572048611111112,0.8163721762469246,0.8582721626199887,0.7778540379775795,0.7308311656137743,0.7944643772424398,0.7611798287345386,0.6163328197226503,0.48696648524778,0.7650434015006621,0.8583690987124464,0.6598586017282011,0.550574170206072,0.5543045210462498,0.5728607232366631,0.5645464809936018,M
Maryland,0.0,0.0,0.0,0.0,0.0,0.0,0.010937089859130283,0.0,0.0,0.0,0.013581947651293195,0.016709678617181263,0.045342426001160764,0.07788450840040055,0.17542845025350376,0.24309213191799692,0.276670864906159,0.28550280215713225,0.2787802822380222,0.3072920171365767,0.32684859746132666,0.32366854530227923,0.37448174401497925,0.37448052244599717,0.4047927461139896,0.48637469033387126,0.4754284654096802,0.4317047696414065,0.371569253214188,0.390625,0.36060241815739236,0.398406374501992,0.36520249848881725,0.3131175730821549,0.3461648577600791,0.38320293788919046,0.42187459057202004,0.39488529522376836,0.4300956687160542,0.37900874635568516,0.3935716628402755,0.3369441995213503,M
Massachusetts,0.0,0.0,0.0,0.0,0.0,0.01076194575979337,0.009006304413089163,0.012945542418227323,0.01877120785502852,0.03789739630851288,0.055026687943652675,0.0819228075738957,0.08172088364000633,0.1415438085094456,0.3024337356272647,0.45087272889603147,0.39223436763610386,0.4521712013721057,0.43889048485428833,0.3924133420536298,0.47226276175327553,0.40076144674882275,0.4224997904266913,0.4462530134901773,0.4935816938747035,0.5353987828601003,0.5308130502330399,0.5337665351589695,0.5047905614062871,0.5124880993376142,0.5081922274002066,0.4962614967246742,0.5431780519241391,0.49966612171590413,0.41822220121922404,0.5308464849354375,0.5105448993224545,0.45118649854888665,0.4325687166304133,0.4749801021849085,0.519205298013245,0.48906398587148486,M
Michigan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00739658647534163,0.018227552768765268,0.01654776788997573,0.019256354597017016,0.029331584940819215,0.07532146123634799,0.17837827580317664,0.23205718202291198,0.26063238710980907,0.29550704430524627,0.30318181334638256,0.31371618926465356,0.3809794118289195,0.3524767887919053,0.3552456839309429,0.4435225084807921,0.4586388935336694,0.5023374313492207,0.5535688041934061,0.5427546064395045,0.47188872811648613,0.42037753135989436,0.4718127618203394,0.4960721340148671,0.45935346780619657,0.4456806903309416,0.4189311594202899,0.4735531231565839,0.44569513801909655,0.44194995714933877,0.45003103662321536,0.4366891353192723,0.40129620558423457,0.36825447379421544,M
Minnesota,0.0,0.0,0.0,0.01205503986773899,0.0,0.012581103183019105,0.0,0.0,0.011017664989533217,0.041200044945503576,0.03892853832607285,0.058105752469494475,0.0893622453631937,0.14151382552834932,0.24002632546795455,0.3598900555654426,0.34687909650095794,0.4215007094566397,0.3723963812329055,0.4469531643444687,0.43733016304347827,0.41211709223775334,0.38602708517909123,0.431909471774716,0.4710356301722089,0.54020583336892,0.472700464027061,0.5161545388653386,0.5002718868950516,0.4088142141557537,0.4565354810011003,0.5391892554286555,0.41699244201198854,0.42963428691187255,0.38918918918918916,0.4054421768707483,0.421297707807866,0.3880328421999775,0.4069057722490263,0.4241064568671441,0.4083064850553447,0.31255195344970904,M
Mississippi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022174587922241112,0.0,0.023089355806972987,0.052410901467505246,0.09126737191454054,0.06777650696827213,0.10495473826912145,0.1402524544179523,0.14979573309123922,0.17408382805874215,0.20930973290257995,0.16306563391765186,0.23400191021967529,0.2621359223300971,0.3651739381126273,0.3005477725532018,0.3138544313256613,0.24406270534121843,0.33880998793279493,0.1906158357771261,0.20410299351057148,0.2807862013638187,0.2355238970588235,0.22402518769677887,0.33716659642362573,0.2958222651533446,0.23738511169273846,0.3314846688340664,0.3047770489630955,0.2636325794366588,0.20642878207018578,M
Missouri,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007850032970138475,0.016128772116578767,0.024361722861040734,0.028918449971081547,0.039191710169464954,0.03770620581304006,0.08473898792869133,0.16041172342345353,0.2791964589717399,0.2728200795578555,0.2550974900547657,0.2961234745154343,0.35496957403651114,0.40748017172378664,0.33742216919577944,0.35614394928211823,0.36627918184797487,0.4384232561813729,0.5325128690610024,0.5020040477796738,0.4302409349235572,0.4313585816613241,0.4391973567571924,0.3883374174523404,0.45892712061658725,0.4573661227304068,0.45017441312340906,0.37775141051408095,0.42981004372205617,0.3834490363650034,0.39469974626444887,0.4076372817168104,0.41351177670364053,0.4073787187652408,0.3508557830185801,M
Montana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06004563468235859,0.10335917312661498,0.10310607036989304,0.14571466419393297,0.2023745277927685,0.3279136494056565,0.44723969252271134,0.449666376559327,0.44916903728103014,0.46540490226497055,0.43907793633369924,0.43541364296081275,0.6890894175553732,0.6278171281390856,0.40329356410687284,0.5217976771587275,0.5588428665351742,0.534491398029063,0.6492397061336067,0.5311443746982134,0.558753809685066,0.3210544102737411,0.5590622182146078,0.43939948736726475,0.39705048213272826,0.46233866307069926,0.3653143626225726,0.42471042471042475,0.4883766360617308,0.389344262295082,0.4192409532215357,0.46533271288971617,0.48531289910600256,M
Nebraska,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.053205639797818574,0.036931518412999895,0.1215323645970938,0.20152505446623092,0.3121984446841119,0.4392129304286718,0.5024825028414189,0.43218281925285656,0.5826303331917219,0.3907919643402332,0.5042430205386792,0.43327556325823224,0.4063314937230882,0.4747033104309807,0.4762493814943098,0.682363066330608,0.5821154322516721,0.5220934674646632,0.49902090834438756,0.4510018684363121,0.48189545545813534,0.3857812069440617,0.44935543278084716,0.4784688995215311,0.546448087431694,0.4494730316181029,0.3291992037972745,0.3391969708921669,0.5387584432293342,0.37402244134648077,0.4580564038081552,0.3695981804397271,M
Nevada,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04450048208855596,0.08159934720522236,0.07164256871173635,0.14495618369901825,0.2531139678944915,0.23908393104316092,0.18971848225214197,0.22494524359202034,0.35042635206167505,0.3224909646927996,0.21835253015994324,0.2559949845880571,0.2032414404085674,0.21408910184524416,0.3968054648651364,0.3486345148169669,0.3854369833751277,0.29916753381893857,0.26810810810810815,0.22101482641127176,0.33678250683326827,0.35091340695634227,0.3232236168722728,0.28085246984966133,0.24824846913444032,0.2735529051318525,0.30244707176244157,0.32278158446118127,0.29270577215782695,0.2752461924276714,0.2518729010591578,M
New Hampshire,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05182497964018657,0.07953723788864786,0.0350655726208009,0.09362621534029529,0.20396956146544287,0.30310477594822643,0.5630438491724962,0.5540409814440242,0.4298518383025425,0.6910075637314409,0.6071703932151118,0.5793183354253162,0.7461201750895344,0.6859528780196839,0.5517103019360016,0.8351376430559853,0.7684319833852544,0.9266972094960434,0.8932414980628498,0.6478532996596025,1.0204081632653061,0.7249766136576239,0.8402322995181021,0.6668376506796614,0.8745594569899491,0.6077348066298343,0.8395265620699147,0.6767458603311736,0.7560337307356789,0.6586826347305389,0.48919046867602967,0.6376716808371484,0.6860776439089692,M
New Jersey,0.0,0.0,0.0,0.0,0.00810558880348,0.008082332022199473,0.0,0.006385532936578887,0.011139716803643925,0.02751360727316227,0.04055150040551501,0.0482789646356584,0.05971271549102651,0.1256812495001314,0.2458090145504957,0.2878651008732309,0.2754955859485007,0.3154732098147221,0.3294153838266019,0.32675878902405414,0.3675889328063241,0.34344897904424593,0.2752749392380927,0.3378794303927335,0.36999339788732394,0.33884764252951144,0.4397935374390157,0.41187000625809544,0.34131199152604713,0.31308047216729584,0.3527336860670194,0.3675990066657953,0.3371324913577711,0.30396198728250995,0.3164329377921611,0.34610854398840263,0.3114305890021547,0.3413846266793921,0.3789807115787092,0.41956411949807704,0.37243572967205524,0.30952581487408404,M
New Mexico,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030902348578491962,0.0,0.0,0.03160389781406373,0.04211856375697589,0.1326893476991667,0.1072961373390558,0.12241264188738038,0.11004923255140459,0.07535358219336888,0.155978163057172,0.14906684157176078,0.1570048309178744,0.1739454556749705,0.1252583453372581,0.1807416640698037,0.23365961477739183,0.20637898686679174,0.25166729583490627,0.16700686583781776,0.1851052014561609,0.22314313037934333,0.2667031388907885,0.1520967625117694,0.19640429067835022,0.2688172043010753,0.25322659696128086,0.23277080389059773,0.29244796146568036,0.1938521185267239,0.2644725242433147,0.28487022578603083,0.26510548989285315,M
New York,0.0,0.0,0.0049629159888610105,0.003798897234402813,0.002667392197344344,0.004233341800016933,0.009506958565505586,0.00616722428652924,0.007132558601610939,0.024386966410686467,0.03657929904308554,0.036052839040898337,0.05009113804282792,0.08482211317282626,0.1907644379596585,0.21674163377293637,0.19644620456528442,0.2479114679396767,0.2841597834973078,0.27838664681818714,0.29367010663303666,0.26743940354372303,0.2870732429606619,0.30345295536791317,0.2950190109233332,0.32039916924167977,0.3533958422492835,0.348105502744678,0.3350904878622033,0.308316484520363,0.29189859484614367,0.3078896728672226,0.3298857468876633,0.30700447093889716,0.2960730565946298,0.31860400530749533,0.2946679139382601,0.2989785560208095,0.33537186821858356,0.3419667803699069,0.29973705701285996,0.24712551523783471,M
North Carolina,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00991599733684643,0.012365524916532707,0.015606913862841238,0.028314392720627034,0.05206108500640751,0.08875023532259366,0.1481108875475073,0.1825304334395754,0.1607898448519041,0.17777037067899948,0.20154656136887134,0.24839080152773696,0.24381517749479908,0.231487369947343,0.2674536567370654,0.2873294399080546,0.3673180439980232,0.36893956609498857,0.37973843191927237,0.3511353807624285,0.3915929487590997,0.3562320898072929,0.37578403470476085,0.406776695631889,0.35416139640779154,0.38059860548670954,0.35113116597107785,0.3479163169700762,0.3655094770284234,0.3512324779293105,0.3476302389345868,0.3026572278649841,0.3105314523999645,M
North Dakota,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05975857535556352,0.0,0.0,0.15031429352282044,0.18304702900591382,0.44617156016119747,0.3738597278301181,0.19569471624266144,0.29973181889887995,0.4203718674211803,0.3975799481417459,0.5803409503083061,0.37601052829479226,0.5603864734299517,0.5642023346303502,0.5156608097784569,0.5101076894010957,0.8862907788044503,0.6457739791073124,0.45819014891179843,0.5019305019305019,0.502815768302494,0.6984633805627619,0.4273504273504274,0.6395348837209303,0.4148595134829342,0.43517679057116954,0.5055233102415277,0.3755868544600939,0.43209876543209874,0.6256742179072277,0.4199720018665422,M
Ohio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0076948529128865704,0.014584868582657824,0.009186884191669027,0.019689511548655815,0.034500345003450034,0.07058609226285349,0.150138285262742,0.2070291722924594,0.2542656406825025,0.27000154286595923,0.2803861923026055,0.27386716547483736,0.3604012527801734,0.31082667057874275,0.31575190137558,0.36857954383531716,0.38676914900945764,0.4846590965635978,0.5544570601545141,0.5236039839887964,0.46027616569941965,0.4758763154194741,0.4211874115506436,0.41892354350314487,0.49691142771744545,0.42287889821522107,0.4394830531683207,0.4099711306502854,0.4718794321540766,0.4413961700393861,0.4672307109483521,0.4498346196251378,0.431304773412049,0.424103198444955,M
Oklahoma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013320900492873319,0.03983270264887472,0.03473729917498915,0.03517204994431092,0.04982707075444047,0.08580643252359677,0.15204962899890523,0.30918727915194344,0.2329946281794059,0.24979457682826625,0.2488965585902499,0.24975984630163303,0.31730921783277805,0.2766026684022128,0.3077919974080674,0.31492963291014664,0.29847776340662624,0.4289975533733284,0.4063664070436844,0.38636441344411393,0.3731343283582089,0.3444665833642903,0.32989251888900717,0.27920806439915874,0.36977737114974074,0.37233621167709735,0.3635041802980734,0.35466645413246195,0.3336995889797746,0.3299377242545469,0.3731503324040317,0.308301122768268,0.28606060606060607,0.23534226951805998,M
Oregon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022595222724338282,0.035863328116849245,0.02240286756704858,0.03374026133366051,0.07693445776002367,0.14748374668914038,0.1978483986645233,0.26231787870168455,0.3002715221210669,0.33162207837760277,0.29278428409520213,0.3032160252895068,0.3756526168343308,0.34707580524830517,0.3240860772621208,0.3312033722525175,0.42315504400812454,0.4370335507295099,0.38477394530713205,0.37516934727481155,0.3029787234042553,0.3774996599102163,0.31931878658861096,0.37902953428153263,0.37483052875029904,0.343586387434555,0.30663406953134714,0.3006765221748935,0.36372758058447263,0.29360967184801384,0.38758002003222575,0.4037937834538454,0.3223726627981947,0.2466851680542707,M
Pennsylvania,0.0,0.0,0.004520216669052337,0.0,0.004437311876465237,0.0,0.0038014430277733425,0.00825819625978784,0.004535215951866242,0.015082046332046331,0.01866702507354808,0.02338155779628818,0.03342901784092148,0.06278730799416975,0.14033227564377432,0.22940949191834634,0.23231221429344615,0.26560999454937145,0.2889914020570444,0.3322696938035938,0.3432278504884396,0.3603051094330944,0.3625084811476204,0.4154582584872904,0.4290043821927346,0.5009897353223272,0.5394413831614214,0.5719702618068722,0.5300598317033371,0.4892315301656936,0.49608471258231,0.5223160988153182,0.5162936554306223,0.5752903702447709,0.4796756008307783,0.4637351528936063,0.5044659705623349,0.48995527057424315,0.5517610820945494,0.5205280638588853,0.5271511991961673,0.4434958980413526,M
Rhode Island,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05371050040282875,0.0,0.0,0.1306392614527086,0.11547344110854503,0.3076923076923077,0.2998065764023211,0.3142104196229475,0.32786885245901637,0.37494486104984565,0.39284155390659103,0.4495392222971455,0.35404294198264047,0.45454545454545453,0.32490136922719887,0.47202394658070457,0.5437995034874099,0.5479118470717156,0.7146503318019397,0.5363683935112507,0.4771260174010665,0.6344410876132931,0.593842787935615,0.73085478233238,0.5459216441875401,0.5178750417641163,0.35983550376970524,0.4294794708812919,0.3682272488164124,0.489734413260501,0.5687389684251815,0.45435770342833537,M
South Carolina,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012865376698229724,0.02971928781779375,0.058765915768854066,0.11217712177121772,0.17813056658020562,0.22057153978396965,0.18255908720456396,0.1948431512632331,0.1790166869126015,0.2077473791869087,0.24753270967949334,0.24592285788247475,0.2574820264169871,0.3156337333552523,0.3922337713277113,0.40748467857608556,0.33007372674831104,0.31454375583930244,0.2719004906710004,0.368073747388666,0.46199076018479635,0.4062742881367908,0.412028335983808,0.46319935808592894,0.5106660388975408,0.46471100784199826,0.42097350122157495,0.387642893872869,0.4510045100451004,0.3872340425531915,M
