state,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,gender
South Dakota,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12776287210936502,0.10351966873706005,0.4761904761904762,0.19485038274182323,0.415711009174312,0.3710850526940775,0.4357976653696498,0.5680921571721634,0.4439681567666871,0.48247024766806046,0.3857900659058029,0.5143040822886531,0.6832298136645962,0.656763096168882,0.5678233438485805,0.5680921571721634,0.625701909193005,0.5474452554744526,0.2934069727304108,0.4865741575058569,0.4903741373047585,0.45712196013896506,0.5941663665826431,0.6096434509514133,0.35944003026863414,0.5510726234993112,0.3877551020408163,0.34587116299178555,0.428603654410106,M
Tennessee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009114440920193955,0.010601830582747288,0.017300140131135063,0.020314192849404118,0.04621151180105088,0.07007094683366909,0.1197305169856502,0.14697184234581398,0.18264344744027922,0.16613995485327315,0.17442494276681567,0.2235707441711913,0.2485354162968223,0.22683774012901398,0.2778539438808153,0.26049475262368815,0.34651067476433545,0.4638635343408649,0.3622376577787736,0.32282003710575136,0.3013099634386081,0.2673082063619353,0.34701667721325197,0.33444816053511706,0.3733965911087682,0.311533362792753,0.3626943005181347,0.4127874369040942,0.35060734239634467,0.3649037449416388,0.34602076124567477,0.302243093370635,0.29985007496251875,M
Texas,0.0,0.0,0.0,0.003626144501858399,0.003874884291649624,0.0021668847997365066,0.004298505409669058,0.005043161053348238,0.008090580435273227,0.011760298972933889,0.01702722172498854,0.020126497175867047,0.030102096276537923,0.06070416835289356,0.11144952442531181,0.1507388781763602,0.14909136613632326,0.15163562264019778,0.17181392551866329,0.17274579659074754,0.18540776922486765,0.18615400777392582,0.1790832409977962,0.1970797491261558,0.19723055430003697,0.2240251628994672,0.22905759162303663,0.20563379125502287,0.18356305551977328,0.19222588748966637,0.20350920295641134,0.1972778195520484,0.21306156147491867,0.21219818023984824,0.20064959160020338,0.20977115873592445,0.2200817955823257,0.2060628669384565,0.21756692248375134,0.20559109888442353,0.21270130659374048,0.18167337313836848,M
Utah,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05011565150346954,0.042110098767322565,0.061274509803921566,0.0835898020441506,0.14382336935396098,0.21509506433647013,0.3698424317139885,0.352773399384523,0.3623984186250824,0.4281903692264495,0.45491129229800187,0.5052731527010071,0.4473078078579297,0.38462802853479733,0.4169265618331637,0.3808965719308526,0.482153836197133,0.4414007984161501,0.4273504273504274,0.3949170355743814,0.28477407923047715,0.3084733781048167,0.35422343324250677,0.33706253585771656,0.3068618751848566,0.28033488654013716,0.27351876107558365,0.34797401793999383,0.21897239383749117,0.38894903564697864,0.24917645071374273,0.25477137621239887,0.23314285714285715,M
Vermont,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08389261744966443,0.0,0.1536622844459621,0.13207858675912168,0.23505708529214236,0.19706198495163021,0.26440037771482533,0.6884343036978757,0.6363094054483992,0.5120213713268031,0.6602914389799636,0.5216978894949016,0.5476190476190477,0.6656804733727811,0.7005253940455342,0.7804370447450572,0.5854177754124534,0.8783603939313283,0.7038440714672441,1.245048104131296,0.8501905599530929,0.7136485280999109,0.8225245175577348,0.9015025041736227,1.2285012285012284,0.8412582297000731,0.7900677200902935,0.8515364679748241,0.579080709373869,0.7154213036565978,0.617011899515205,0.7315957933241883,0.5368472425573451,0.5030181086519114,M
Virginia,0.0,0.0,0.0,0.0,0.0,0.009930650954170046,0.008109642364771713,0.0,0.00921545739386865,0.01779491362052347,0.021823578193880668,0.028166633805593894,0.048424140125626056,0.07408251652609985,0.13649300110356044,0.21973094170403584,0.22269034005416793,0.2639429008730419,0.2573511890578087,0.2852558388304511,0.3284177989567905,0.33182116922879634,0.28793504940524894,0.33003826530612246,0.33098816757275346,0.40398256831122564,0.4632165380823461,0.40616489035122244,0.4091422121896162,0.3850203510756997,0.37208383410988,0.37960677504468465,0.44294268006582865,0.46174723744734847,0.3740206331761619,0.4016856451179055,0.44256473401502583,0.4061576399339994,0.4084538709435659,0.40892193308550184,0.40572840299676627,0.35754811912561285,M
Washington,0.017550787591593172,0.009993404353126937,0.01133165876598236,0.012931591878960301,0.0,0.011136064143729469,0.015041835103882673,0.022220576253610843,0.02453709820501689,0.05241482590789966,0.03857457751653196,0.08638166593212869,0.09291011368819366,0.17920540997464074,0.3158721486135774,0.41492291733733944,0.35762346304864784,0.3273815123520668,0.390058226083024,0.4684062808162027,0.4778657836810717,0.43123014071720384,0.388809862494073,0.4327063639021538,0.43777609742508056,0.45425692295485204,0.4309317658273096,0.39445757078210725,0.38328268065583926,0.3352583233208015,0.34598017944056764,0.36948533103074355,0.4348560330997214,0.3663315726699608,0.35261234143195014,0.35542684130849733,0.2893191211659778,0.32640364520580956,0.2881844380403458,0.2593518540152807,0.2616722796985923,0.23417415430040472,M
West Virginia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033973161202649906,0.05208634758955958,0.059520266650794594,0.08678403173816018,0.12093437718795749,0.09106875691146815,0.13416515730864695,0.14849814377320283,0.1537947174857907,0.1856308009625301,0.2003869541182974,0.28965517241379307,0.4777629452680391,0.5644811115935736,0.4234194772959556,0.3906815222109681,0.46271304079586645,0.41623309053069724,0.48366567670767924,0.4679258124893653,0.36994626970844713,0.4751658597812444,0.5392620624408704,0.5558264261335935,0.47550134380814557,0.5406623113313809,0.6172839506172839,0.5757687124831556,M
Wisconsin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008526603001364257,0.021022757134598204,0.024660043683505953,0.03501339262267817,0.03837365474176275,0.07713419556209303,0.146859256780622,0.25741743574098086,0.24309741684289582,0.2634939295052395,0.2984705955002985,0.3740964619351566,0.37909102396697697,0.39263126618277516,0.4379717231848624,0.4123486418675684,0.48451327433628316,0.5078383749172003,0.5928497362607638,0.513391335953295,0.4990315597584596,0.4318208059115576,0.44745958429561206,0.4858844342560985,0.46237915090374104,0.42270695027774013,0.3650139645494013,0.4508919819643208,0.3523528074562401,0.3596294378272628,0.42274486454301874,0.4284762116355096,0.3684742557146118,0.3369550268188695,M
Wyoming,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15965939329430548,0.27593818984547464,0.3518029903254178,0.3331314354936402,0.43791054113231154,0.29041626331074544,0.39853869146462967,0.37787701820680175,0.48763497039359105,0.3989844033369605,0.423728813559322,0.5410889414947582,0.5614035087719298,0.862895493767977,0.4751346214760849,0.3058103975535168,0.3487634749524413,0.5001667222407469,0.6211180124223602,0.65865943432778,0.8205893323386795,0.5723006486074018,0.47114252061248524,0.45610034207525657,0.4387889425186486,0.39196472317491426,0.3785830178474851,0.819672131147541,M
