state,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,gender
Massachusetts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010824463287028685,0.0,0.005944031004065717,0.0,0.010307608487579332,0.007901016070666688,0.011492743153608721,0.0084758692003865,0.024478520098613465,0.10220942711616102,0.16535898084873027,0.19453969928778686,0.20890245862124376,0.2477043955697201,0.3876088702205201,0.25213701494373036,0.26418492945061545,0.2848019332010011,0.3090029600750848,0.3312513158818163,0.29301711329995045,0.2986218469629101,0.28206885643486057,0.25365771623969957,0.25107706353961595,0.25296489740041367,0.22044179576447698,0.22296717860762452,0.19630374413482718,0.23217789404839764,0.27384680976665626,0.25882510102528133,0.25316455696202533,0.2496281224887582,0.24417468954932328,0.2159441757535738,0.17200562254938226,0.1527810010056471,0.19201837041729353,0.12558996900763666,0.11597747928220484,0.14557003903923774,0.11738169766157246,0.08059130995417808,0.06852228155569208,0.059780009564801534,0.057257371886630395,0.05121576470014389,0.029661854854656913,0.01797222008267221,0.018543046357615896,0.04075533215595707,F
Michigan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004241097935433525,0.0,0.004586104104563174,0.0,0.012509743165349935,0.043960069603443536,0.07380141042695482,0.06506752954417558,0.06595676360575212,0.09657213229496141,0.11761642679499727,0.11392925180232343,0.13518733101583622,0.11659119872020823,0.13313855655614934,0.0993401625897707,0.11491505479149812,0.14004621525103284,0.08885744849718762,0.1120855077921845,0.10626790898912652,0.09106041319886418,0.05657137084553995,0.06451210122156786,0.0670191376870951,0.07762050043661531,0.09497194506910028,0.11563907266359037,0.12394864984506418,0.13408820023837903,0.12660344456918998,0.12498347574238984,0.13471807181697937,0.10525381386560483,0.11471328197306845,0.09835756342715478,0.09722202364782752,0.12967235114066433,0.10936987328718965,0.10746910263299302,0.053377329192546584,0.0639050927443141,0.04879873773931714,0.04705170646456838,0.03965790744189254,0.04711169094730738,0.037680394890538454,0.02985847084817963,F
Minnesota,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012484914062174871,0.06051614414555108,0.06096167034976758,0.07420948795453311,0.09526613894999394,0.08266313052163879,0.10138502251091178,0.10064882546415284,0.09038226380987824,0.05511601031202774,0.07895993242498806,0.08801827783812127,0.0778570766521457,0.09079023823358513,0.08024364889756168,0.0688948887440648,0.06581366988637463,0.07711929762116627,0.024200867197741255,0.03755946915950255,0.03366294971596886,0.05036091992613732,0.033967391304347824,0.05098355780260866,0.08437750495717841,0.06910551548395456,0.07346427259566561,0.07473203228423794,0.04553536580077193,0.0702848733774078,0.0543773790103317,0.05615579864776837,0.07960105822583288,0.09313268957404049,0.08600469116497264,0.06549303154144398,0.043243243243243246,0.04897959183673469,0.04434712713767011,0.03936565065796873,0.029064698017787598,0.033805587141583944,0.025519155315959045,0.0,F
Mississippi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0199203187250996,0.0,0.02677017802168384,0.0,0.039196472317491425,0.04877572919715149,0.034147174321324913,0.03459010722933241,0.028333628475296618,0.08045052292839903,0.01904907040536422,0.049489873610476624,0.051740705151895924,0.033474670832403484,0.03463403371045948,0.052410901467505246,0.02074258452603194,0.0,0.026238684567280363,0.0,0.022696323195642305,0.04910056688836316,0.03185148109387086,0.05888481224804095,0.07640878701050621,0.06310679611650485,0.052854122621564484,0.07271317077900044,0.0747272455537289,0.042241622078287806,0.06033602524830595,0.039100684261974585,0.0680343311701905,0.07449429832101312,0.06893382352941177,0.04238314361830952,0.06020832078993316,0.030185945423810673,0.0,0.05099764135908714,0.0,0.0,0.0,F
Missouri,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01650982334489021,0.014959609055550016,0.03468062299010026,0.03989810637448976,0.03462113462900307,0.04403069568499182,0.049413414945167045,0.04845274242522127,0.04082017144472007,0.049999193561394165,0.055219905151692325,0.06265664160401002,0.05643606264402953,0.05341712490180675,0.06555280198257254,0.04344484176051867,0.03745318352059925,0.029922202274087373,0.03567797063703017,0.052045944005743,0.043465662126919734,0.04911591355599214,0.06524738078371425,0.11001305239604697,0.12723382106298076,0.10071885614977487,0.12819754255172278,0.08333664034287075,0.08404706635716001,0.10487158178004671,0.11483600612458698,0.08722016862565934,0.12516194198634198,0.11261778901401975,0.15084378240784388,0.1186526866358331,0.0642244892918015,0.06265507130147115,0.046133736576364145,0.04733852303808121,0.044703975859853036,0.037295234816536134,0.021356438966348354,F
Montana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07426267769997878,0.0,0.060156406657309,0.0,0.06934812760055478,0.10645504693699798,0.08006405124099279,0.06999999999999999,0.10638297872340426,0.0,0.0,0.10335917312661498,0.1288825879623663,0.06623393826996954,0.09444144630329196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14766201804757997,0.09658725048293626,0.11762728953117123,0.0,0.09861932938856016,0.1837314180724904,0.10251153254741158,0.08047642040882022,0.08465966813410092,0.1013856032443393,0.0,0.14646649578908824,0.09453582907922103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
Nebraska,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04935346954890929,0.04436338541923399,0.0899536028785153,0.09940357852882703,0.11313752998144545,0.11927152621679894,0.09866102889358704,0.06594441827602449,0.043608876829150114,0.05088022794342118,0.10579771476936098,0.07980845969672785,0.06331117442228554,0.05812417437252312,0.10893246187363835,0.10785037179996596,0.04684937924572499,0.047855476461087516,0.04144218814753419,0.0,0.04274287109971301,0.043045135899643344,0.09903441445902451,0.07884043908059919,0.12492192379762648,0.08659079663532904,0.09835864019179935,0.09908347783007182,0.09550490258499936,0.08211736466426632,0.05798595451324013,0.12716685630145239,0.10333425186001655,0.09576427255985266,0.1291106554264449,0.06157161548526129,0.06199628022318661,0.0,0.0,0.05628819556127373,0.06800408024481469,0.0,0.0,F
Nevada,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10873110796999022,0.0816743236345074,0.11670881151526939,0.12988310520531524,0.06688324097076247,0.093905531035778,0.11741329479768786,0.14597286622016142,0.06438631790744467,0.1112512052213899,0.09519923840609275,0.039077764751856196,0.09224484417210252,0.07326983281156331,0.03775009437523594,0.03671970624235006,0.08287456342863908,0.04672351360822334,0.04448151237142063,0.09825863857197445,0.1515072357766052,0.12507165563604147,0.13253134876134162,0.07031995579888493,0.08715862870424172,0.09287638153617535,0.03902185223725286,0.06918918918918919,0.04604475550234828,0.12202264740335807,0.07740736918154609,0.0808059042180682,0.04956220056170494,0.04964969382688807,0.02735529051318525,0.0,0.0,0.029270577215782696,0.0,0.0,F
New Hampshire,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0670690811535882,0.11173184357541899,0.18019821803984384,0.12636080870917574,0.1256619693025761,0.2139418791228383,0.31252712909106695,0.2845962290999644,0.27782601146032293,0.26595744680851063,0.23768024084931072,0.3035463093210928,0.2386117136659436,0.4137737569254506,0.20885848037450486,0.25103946026516044,0.2457606291472106,0.2047432178809077,0.23744613490458183,0.23779037863544905,0.17742086095807266,0.28912875867386273,0.22207202857970457,0.28849980103462,0.25847499751466346,0.24074631357207343,0.27837921435199503,0.23883696780893043,0.22907122032486466,0.23676280671545416,0.19765015921818382,0.11337868480725624,0.1403180542563143,0.1482762881502533,0.23082841754295974,0.1696906409084976,0.09668508287292818,0.11010184420589045,0.1007919366450684,0.0,0.0,0.11046236389458736,0.0,0.0,F
New Jersey,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006274247351744764,0.005167424555601488,0.0,0.0,0.0,0.00825695648583932,0.0,0.01760072749673653,0.05850790570238027,0.1127265369829754,0.10024708789269327,0.12981574539363486,0.15051635471687594,0.2215527606284533,0.17107602780322215,0.20687734560451945,0.17751781563689306,0.15843152787404693,0.19977271367904778,0.1737921445950643,0.17336537300986427,0.16365707208651709,0.14967494258652012,0.14096156758582928,0.14814814814814814,0.11509593368515139,0.1126690035052579,0.1345860517579502,0.14697584084616092,0.15151515151515152,0.18111567254286406,0.2175343422271757,0.19971820581918664,0.16917913732394366,0.13223322635298007,0.12444318744255108,0.11497431270102312,0.10298206640872111,0.11384744442447121,0.10550516502897454,0.11273036204417722,0.0872779546154636,0.07861085877995946,0.05213951815893563,0.05436259853220984,0.0344022162269822,0.040378826811541,0.03205309500914456,0.04079095606231304,0.02214482716968977,0.0168449423060726,F
