state,1916,1917,1918,1919,1920,1921,1922,1925,1926,1927,1928,1929,1935,1936,1939,1941,1942,1949,1950,1983,1985,1987,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,gender
Alabama,0.018260075648884832,0.013434720692156808,0.012206733234051904,0.0,0.0,0.0,0.0,0.0,0.011860520281489682,0.009647667194072474,0.0,0.0,0.0,0.010347253838831174,0.009970885015754,0.01130560946656366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014699757454002009,0.01514080952861613,0.01802358514856584,0.01814834979647922,0.01561320877462333,0.012995789364245985,0.0,0.05006587615283268,0.04423922360162579,0.06602933999368416,0.048939171488614444,0.08774238834781083,0.08449637248331925,0.12906484105384247,0.1267177292182924,0.13840431360110725,0.20486164195077208,0.2155313173535367,0.3127837756028655,0.28318707827850226,0.2984760165741976,0.34371419643787104,0.4256366962149993,0.4731352378221442,0.38819006382740473,0.5743484116295651,0.49310860514934723,M
Alaska,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09498480243161095,0.0,0.0,0.0,0.11485451761102604,0.0,0.0,0.15068751177246187,0.11562921564848719,0.15683199372672024,0.0,0.0,0.3416398713826367,0.22439820481436148,0.3136107045787163,0.3306878306878307,0.31996062023135613,0.31209362808842656,0.49532195927352773,M
Arizona,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009868745682423765,0.0,0.013522389212996947,0.0,0.00925497454881999,0.010725010725010725,0.016342836390049027,0.01954061783880767,0.02780191138140747,0.029077723043240286,0.03529767707668,0.060356740100700454,0.06946351550005654,0.09033423667570009,0.09917479089088903,0.13047754782503965,0.16741417440009923,0.18213428263929135,0.23700161496675687,0.23572113980558218,0.29631538263334195,0.2637586718975109,0.28613994844751345,0.33063560994867747,0.31628341067586135,M
Arkansas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05823850909416719,0.09470124013528748,0.09303561935140882,0.13940102527205683,0.2020866622802895,0.27064265328215725,0.2942412778478352,0.3711558854718982,0.38499615003849963,0.4094223219293326,0.46021624618796786,0.5120910384068279,0.4753134097795734,0.4403900597672224,0.663077731092437,0.593348971988409,M
California,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014054023666975855,0.0,0.0014362553949343272,0.0011215640884151403,0.0022669516980601697,0.0016195868202651955,0.002643627056321273,0.001988447122219902,0.0025653391891475893,0.006875378476363243,0.004393854096582405,0.006963012477718361,0.004805436361888933,0.0083701853996066,0.015692764209084685,0.01629330230936122,0.022861465165900857,0.02917937952740737,0.037602980890848806,0.04171246582678053,0.05455661385283353,0.06731191213274977,0.079740543811598,0.0857277994560719,0.12820341161663498,0.13882337084709212,0.15493520265524507,0.1751707403519773,0.2197949285138129,0.19991772339181707,0.20797015016668194,0.21076359079313023,0.23058464502325027,M
Colorado,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015278838808250572,0.0,0.0,0.0,0.019507912897168914,0.01664962062650144,0.0,0.03637769138076075,0.020142339196992078,0.015648402745176936,0.04625453872661255,0.07875110019919396,0.057977736549165125,0.10019083969465649,0.10545418873847362,0.1414900185223297,0.16296376772230975,0.2233888082207081,0.2757326814292618,0.256565481853037,0.26261110469814153,0.3006214770920653,0.3525057282180835,0.3499890628417862,0.40286921489633487,0.3543254445781521,M
Connecticut,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01728070781779222,0.0,0.021419391689276025,0.036920804873546244,0.022710927741398237,0.038445273153665756,0.07768419331098209,0.06470258378984602,0.09921529719491295,0.09237021984112322,0.07053180984624066,0.10456273764258554,0.187327307638271,0.22111132474524128,0.23012142577359967,0.28055498877780044,0.2165073665311295,0.23160913201720526,M
Delaware,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12182387747998608,0.0,0.0,0.0949667616334283,0.1455604075691412,0.1692047377326565,0.1148105625717566,0.30556121409655734,0.17578554163920018,0.2805049088359046,M
Florida,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004966405812113774,0.0,0.005141161608742913,0.00449048018201413,0.0,0.008484511909169443,0.013109090768886729,0.008478756860085096,0.006213350937827658,0.007613189088777397,0.006128953174797744,0.013127311758210362,0.012848224677660718,0.020097809338782073,0.024716667030147063,0.024093994926088127,0.030674627802626607,0.054964498957180405,0.050720962249112385,0.06781307034140951,0.08163890093629614,0.11532933410219556,0.10990228068531314,0.1447921138806812,0.16577807397534156,0.16274696641341102,0.19601352057706378,0.20258110026860082,0.22070701378714452,M
