state,1919,1929,1952,1956,1961,1962,1963,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,gender
Alabama,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011505361498458282,0.014386074280096865,0.0,0.013804210284136661,0.0311071761862602,0.025094675366154125,0.03359989248034406,0.05973852905360384,0.08887225782309743,0.10406073362817209,0.09044604179559194,0.07573785235852405,0.0674568757829816,0.13657601533485086,0.11144835435834204,0.13436268816469676,0.08017041940582266,0.136795679143376,0.12125621438098702,0.08574858514834506,0.07065711113354194,0.0695195427158968,0.0492598065904436,0.06245283509849332,0.041586525965587144,0.03416287809108349,0.09749670619235837,0.04147427212652418,0.04306261303935923,0.06045427066240608,0.052645433008686494,0.052446024299991255,0.05892090569849331,0.06195088984005406,0.06343531040050748,0.04892218315242318,0.02285938214355692,0.04708572966064642,0.027969094150963183,0.056183720766907794,0.01735930285039753,0.02462361052483467,0.046596652209756624,0.03359337090814079,0.027727164699358316,0.02829311668889697,F
Alaska,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1414245307276935,0.0723589001447178,0.11439029970258523,0.1594896331738437,0.07270964614638875,0.0,0.13386880856760375,0.0,0.11773940345368916,0.09355787222667736,0.0,0.11837821840781297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1139168407062844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.167259042441982,0.0,0.0,0.0,0.0,F
Arizona,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04339553359815736,0.016433313613357,0.015789806101181077,0.042997542997543,0.02812385746829035,0.034039433374355214,0.042838423546013506,0.08714922437190309,0.06643210392933592,0.09502993442934524,0.07551192644249989,0.08294045748210233,0.0711743772241993,0.07353842382644932,0.07260260159322376,0.059650448372536934,0.07704785077047852,0.04607187212050799,0.03666062445263651,0.03392536419876272,0.049343728412118815,0.0404265968505756,0.04636247730170382,0.05153458543289052,0.04072188801480796,0.032175032175032175,0.02179044852006537,0.028422716856447518,0.022589052997393572,0.02223590585659551,0.011765892358893333,0.0238250289871186,0.032308611860491415,0.04090606943805287,0.02058344716603357,0.030110203344239916,0.043403674844470164,0.04139415514529348,0.050336626187629775,0.02920438900246151,0.03220819376449369,0.02659751313252211,0.03310710147326602,0.0320765890248717,0.031109843673035542,F
Arkansas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03091906933601299,0.052066645305991664,0.05308660700743213,0.03672420124862284,0.10883507599020485,0.14207272587643513,0.15849698469151074,0.19802749087520385,0.1709534540368327,0.13529107476821456,0.17096055979643768,0.16453308720253623,0.1525642530219458,0.11778100584978995,0.16714227476559315,0.09731330653691558,0.10269136964614264,0.11909487892020643,0.11018069634200088,0.1123546951298561,0.06975628896542704,0.11375071094194339,0.0754750488367963,0.060674352084597385,0.05358099660653688,0.03145784648570915,0.06288743149761927,0.08511782098378282,0.03607666290868095,0.04430267588162325,0.026980843601043258,0.07519503712754959,0.06397008168487353,0.0,0.03181336161187699,0.05499945000549994,0.039259674705552444,0.03881341835320211,0.03413940256045519,0.04158992335571267,0.0,0.0,0.0,F
California,0.0,0.0,0.0,0.0020389438270975633,0.0015481218186096627,0.002185983473964937,0.0015596439021042716,0.0017861480645299573,0.002144733784918947,0.0024178033220617645,0.0033865358109229325,0.003386157388595422,0.0032599969845027894,0.0034144550956474234,0.0045183259191712575,0.01225480183985425,0.011410404715251383,0.008722164917177356,0.032928083585535325,0.02164857381290744,0.02591506419719068,0.04197718821756714,0.06391437308868501,0.06179985288620386,0.06823027718550106,0.05705933608792197,0.05608757397757602,0.05138034768255997,0.04377463904900229,0.04859330752861141,0.039927681547578996,0.0414852160745011,0.03030941049353438,0.025474951633641354,0.025601256698581244,0.02796219716170872,0.020361697795383448,0.022243886363948428,0.022560160427807487,0.01696036363019623,0.018414407879134523,0.017690025108422734,0.014864065264680407,0.01636993802002777,0.009915323140381146,0.011679713761551521,0.010428116456695133,0.017617239889977498,0.013936827622199291,0.018910800903936282,0.018393704097854506,0.01573253354042257,0.011456297594177507,0.021690928371734308,0.01772155349864362,0.014441653956837067,0.015517079613444286,0.012998134385417621,0.010985747010452735,0.011507921285818406,F
Colorado,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028221128217992535,0.0,0.0,0.017203314505261347,0.047994880546075085,0.04298030490733952,0.07494439609322115,0.07800133061093395,0.1214287350791578,0.09959928659115651,0.08277194031223414,0.09886193815381078,0.06189297276709198,0.09433734065455601,0.0828965012800195,0.06830267844074743,0.049101443582441326,0.04900999803960007,0.05779911039630086,0.053475935828877004,0.05114566284779051,0.055520504731861195,0.04294990020464364,0.048769782242922284,0.03805627571771757,0.025305390048080245,0.034104085669463206,0.02461841457410143,0.015648402745176936,0.02775272323596753,0.011581044146940288,0.02782931354359926,0.040553435114503815,0.022071806945261917,0.020580366330520683,0.04074094193057744,0.030715961130347372,0.02842604963188266,0.02882758223067831,0.028858363153641927,0.03468709351062292,0.047000763762411135,0.02187431642761164,0.03275359470701909,0.02005615724027276,F
Connecticut,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03410323980778174,0.021253339810541658,0.02356892437321392,0.017073587160662457,0.013991884706870015,0.0,0.031378291452030437,0.0180421671220166,0.02815531495559139,0.0,0.016586957122715837,0.014181580962645716,0.0,0.020999580008399833,0.01523368472366096,0.0,0.0,0.019636720667648502,0.016539861065167055,0.0,0.0,0.0,0.017849493074396684,0.02584456341148237,0.0,0.019222636576832878,0.020443208766047917,0.0,0.04509786236132407,0.0,0.02351060328208022,0.03326996197718631,0.0374654615276542,0.033647375504710635,0.0,0.025504998979800044,0.0,0.027572515716333956,F
Delaware,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.075007500750075,0.0,0.0,0.0,0.0,0.06442468754026544,0.0,0.0,0.060960741282614,0.0,0.09427609427609428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07595321282090232,0.10716472749540723,0.0,0.08371002846140968,0.0,0.0,0.09087604507451835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
Florida,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006108287724784988,0.0,0.0054571450400008725,0.0,0.0,0.0,0.0,0.008849893169146745,0.00770267668014635,0.007330930417252124,0.023911146180792178,0.013411867267220278,0.017320604387207207,0.04457969104335859,0.0645631381374457,0.050862884371709535,0.068169810999199,0.06346674911919543,0.04944020924372429,0.06069592876295551,0.058640278541323074,0.05293843121138454,0.0574033198253299,0.06385378901289138,0.04661291614773381,0.05361497106260466,0.045653215183810325,0.03649191095973726,0.04242255954584721,0.0431828872386857,0.03160263920577172,0.034950099025280575,0.02588484290184315,0.02834640843343957,0.022393649469888262,0.03703311818855148,0.027541442427219877,0.023262745440138413,0.027637229474042267,0.03566817186351931,0.03689397875207999,0.02817831236061799,0.03683672956817306,0.044221071340493745,0.02323800015492,0.036634093561771046,0.020203550774048538,0.028323892035988004,0.02361095885790419,0.016552252848729833,0.013565698678700947,0.017844396859386154,F
