state,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,gender
Hawaii,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.055365876164990314,0.1337852301105958,0.0639269406392694,0.14191106906338694,0.22881018702745723,0.3310291110894752,0.32698595883823817,0.4482166698455083,0.3283173734610123,0.37107516650808753,0.41662533478821545,0.38022813688212925,0.42607584149978694,0.41806991057949133,0.2416918429003021,0.2119486024639025,0.18988200189882,0.23101357204735778,0.14259232853272494,0.24487297214569942,0.10553294135383687,0.0,0.10471204188481677,0.14411529223378705,0.07571168988491823,0.11281224818694602,0.07940289026520565,0.1369628488272556,0.0,0.10328800137717334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
Idaho,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07548205585672134,0.09882120420695983,0.11289070768362379,0.08921933085501858,0.16926983149957683,0.14499758337361043,0.21522038567493113,0.38812167163101363,0.257542310522443,0.48046414649623786,0.45646067415730335,0.6742556917688266,0.5925798694606664,0.5803880803880804,0.46935883811547996,0.4399965490466741,0.2638971652336767,0.2653428057861851,0.2596749874350812,0.20906506104699782,0.20018350154308115,0.1914433161311803,0.1400560224089636,0.13643659711075443,0.10307643514113542,0.05476879743369063,0.07643506840938623,0.09851470142467414,0.0,0.07563660811832927,0.044326241134751775,0.0,0.0,0.06771135616173342,0.057131974861931056,0.0,0.0,0.0521593991237221,0.0,0.0,F
Illinois,0.0,0.0,0.0,0.0,0.0,0.0036027467341100856,0.004596574020163638,0.0,0.005398069033591413,0.009248768757659136,0.0037335444030435856,0.0037958154930005164,0.0057936168825995955,0.009765693120069197,0.014948427923663361,0.022926413377562207,0.03372063189531943,0.04037349149954488,0.06654430314951992,0.08234369806303449,0.16144201787711152,0.20679273960190572,0.3710640703961551,0.3733188463333264,0.4162212244316157,0.3984151765988158,0.3943830295787272,0.3406895922371443,0.27850807049296705,0.2587705594411197,0.19600285393276856,0.1995728152137161,0.14721996838116588,0.13596022954757775,0.12702606574869163,0.11971861755581772,0.09446587420294418,0.06376348238421539,0.07387229327300429,0.0734699191830889,0.055864334883016294,0.056521825357475755,0.06525048937867034,0.041478829423771735,0.05437799503800795,0.053402679421393574,0.041388770635258504,0.03068932955618508,0.04461109972389347,0.04906339241907685,0.03734827264239029,0.038274527593099246,0.042136945071482315,F
Indiana,0.0,0.0,0.0,0.0,0.0,0.006903216899074968,0.0,0.0,0.0,0.0,0.0,0.0,0.0070337337872436205,0.00690550506864072,0.00865850842761487,0.02888754080365138,0.03319401904129638,0.0699449563604294,0.05456777772725206,0.09657772170039099,0.20715065070605163,0.2607048124289503,0.456545819237793,0.425927017626599,0.563915397732372,0.5544739506268982,0.6046445542522457,0.5134517889826528,0.4118749192402119,0.3651009348548601,0.2927867979771094,0.29051429330323053,0.23550874865245877,0.1961818721355798,0.14731530555226305,0.1489816664913941,0.15469113915250113,0.12120147549622344,0.10005360014293371,0.10381985465220347,0.07642755759362375,0.08873784574719154,0.0674951363798785,0.0772571619477157,0.061548910159814924,0.07405310042907239,0.06233026134188148,0.015618724619572493,0.027246100401879983,0.03755251484497853,0.03696493260060622,0.02318512030501314,0.0,F
Iowa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023016725487187355,0.03009328919650918,0.03353194562666048,0.08237232289950577,0.10973334796444639,0.16844942306072602,0.1863335953649518,0.2813203300825206,0.4554201411161001,0.6381127332495408,0.7758811793393926,0.6988623899213388,0.7637787630667658,0.8526591685743672,0.7357179182912358,0.6959088991986504,0.5567002855800166,0.47552145250189126,0.34368112368784787,0.4017109912590664,0.29678049513505395,0.17202692595362754,0.19521336821145513,0.16211941478845393,0.15111146458822125,0.11729493609448308,0.13432106805600783,0.07971621029136275,0.11972092639227182,0.09036922282468371,0.0730426843186487,0.08577146669208044,0.06006907944135756,0.05088281687274207,0.056314954180105466,0.06097870826769653,0.07779276008712789,0.043017691025434214,0.02847056143947159,0.035735556879094695,0.0,F
Kansas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022198379518295164,0.018459039391590062,0.04813477737665463,0.0519716754368869,0.06040567177465505,0.09345493216460958,0.1156515034695451,0.18677501802215085,0.19111483654652137,0.24687182955698342,0.4626384410486471,0.4292894038810554,0.5558257486278052,0.5390360766629086,0.6385177530080461,0.7131389314117164,0.5772561092938233,0.5510180155535582,0.46209616380512286,0.3632801338830156,0.268532834242005,0.29879287677781763,0.19354583876446657,0.16872008161343482,0.12345187368085699,0.14328928514567743,0.15814027041986242,0.10513971450523676,0.06942459264099317,0.09786331756646549,0.06102770657878677,0.08397715821296607,0.06539081912899429,0.04516507836141096,0.062058430399083445,0.0616610539297064,0.029810702042033087,0.05477814849858075,0.030385900941962928,0.03646023230376582,0.02789089083505327,0.0,0.04277682718161818,F
Kentucky,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018849351791735604,0.0,0.01767955801104972,0.027506532801540366,0.013887924449690992,0.0428510212826739,0.1263348588863463,0.17001020061203673,0.3264136764982153,0.30410779451670256,0.4883660867319387,0.6097267074757796,0.67621519113684,0.6357214934409687,0.5530546623794212,0.6029084510686746,0.426709423812972,0.4178844280367123,0.2813086059595749,0.2844622126547244,0.21422337415037954,0.28205684530266867,0.20954091490461807,0.2013682003751517,0.12481278082875688,0.1402254605444047,0.1267566822816203,0.11824421756936032,0.11148272017837235,0.11507112034521336,0.09880446596186147,0.08827024274316754,0.06219120339978579,0.053140610054203424,0.053784646276309654,0.044722719141323794,0.05466828068257253,0.033026462453040493,0.025846471956577927,F
Louisiana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014690489744201845,0.0,0.0,0.01169707907225453,0.0,0.01389781630561298,0.029863855950812472,0.03912435957149511,0.09096841813831155,0.11836218829618633,0.18428886773729725,0.20523664406990483,0.34225593137979843,0.438868694033159,0.4184197142725045,0.4062597658597562,0.38006860978800067,0.3930476506469972,0.32823592275005725,0.3280705351650605,0.2951838425686173,0.21904359759315953,0.18838130592570018,0.19920885625658102,0.20542082738944367,0.15055880479471886,0.1415123361840891,0.1316537506358278,0.10960689634742424,0.10889518061043527,0.10796049915854317,0.11536764955379865,0.07872937632641884,0.07605351401804543,0.0855431993156544,0.07128551546216777,0.0681013347861618,0.06689905285025176,0.0681327832241947,0.03229061553985873,0.051048623814183014,F
Maine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03860705737008725,0.05394158896509209,0.04594884362076888,0.08351681725001897,0.060989555538614015,0.08520526723470179,0.20892981505842298,0.369032059660183,0.3945213637040345,0.2927927927927928,0.5060728744939271,0.49281314168377827,0.5529225908372828,0.5149898841272761,0.4188991719434973,0.3980891719745223,0.22246941045606228,0.29594856618022247,0.26232948583420773,0.1488411652136934,0.12635569127092766,0.14058613604412243,0.1529051987767584,0.13020833333333331,0.16774770744799822,0.09034443817052512,0.08007320979180965,0.061934844543540195,0.11532547411583803,0.09514747859181732,0.12606807676145118,0.10025780578630766,0.0,0.0,0.10997643362136685,0.09438414346389806,0.0,0.0,0.0,F
Maryland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013604825177996462,0.013436044428520245,0.024061597690086624,0.023135489841416734,0.05382465583272954,0.09851028326732475,0.16492365005141738,0.29149106032193983,0.2829367382472432,0.36346103920186923,0.4414628033851908,0.41528239202657813,0.4088121735180559,0.3468330337316274,0.34145181855509693,0.18841262364578426,0.19476594506257136,0.17428306285507345,0.14043065400561722,0.14157190482714527,0.12259437453737972,0.1250028409736585,0.09740485632783692,0.09051874202158523,0.0706665450898149,0.05514705882352941,0.0730632350514978,0.1008312429295165,0.09822687890388877,0.07186304955983883,0.07808229874287499,0.06652828782798446,0.07598983308440112,0.04298071240530812,0.06341154090044387,0.06705539358600583,0.08348489817824026,0.03778813452575891,F
Massachusetts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008517452259680085,0.008436682696363789,0.0,0.0,0.0,0.020075359812218176,0.023061312342414365,0.04052836985890123,0.03739823365265671,0.04476211103891416,0.0926380798652537,0.1485720574478622,0.2814444840845126,0.3137027468761533,0.3797858624362352,0.4507974549915832,0.4359924408136541,0.4226401325691351,0.3710922273329695,0.3239809760924383,0.22073250490516677,0.200055753242707,0.20038072337441137,0.17268840640456032,0.1521705678184896,0.12906376447607087,0.08744846786714972,0.08322852704002368,0.08702715247157114,0.07918283316177052,0.08912836510219377,0.09910802775024777,0.0771962328238382,0.07825446510771497,0.06447304796334247,0.04253107131042957,0.05499760879961741,0.06918599102967841,0.0487769187620418,0.022246391140992684,0.0641865002952579,0.058278145695364235,0.029887243581035183,F
Michigan,0.0,0.0,0.0,0.0,0.0,0.0,0.004466638675730965,0.0,0.0,0.0,0.0,0.0,0.007034327518289252,0.004339260763536324,0.005315897190548335,0.01616103574282405,0.02241231182996526,0.03954459342640108,0.04790181032690726,0.074890438062834,0.16495935255732566,0.19305729204971686,0.3658707373433233,0.3804479105559198,0.47075913272717496,0.5341860067935555,0.5218838734945658,0.4667138094757046,0.3621001810500905,0.35637160516153743,0.2986233141797562,0.25435015173678577,0.2157113470840051,0.15493581230633025,0.16044741908865864,0.1361584215178081,0.11056230546442178,0.10165090873462988,0.09257263147215845,0.09907056170401365,0.08084183295382584,0.10865990878286605,0.09046908219116116,0.07968376482352389,0.05531497929639346,0.08410973084886128,0.062266500622665005,0.03903899019145372,0.05377337881664958,0.051727705358990274,0.04711169094730738,0.04333245412411922,0.039811294464239505,F
Minnesota,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01045347159791767,0.010404095051812393,0.009760668410572756,0.011430313190581421,0.01990986262194791,0.029445897493634493,0.06544164499629739,0.09622985187476371,0.14558133683207822,0.19671433888032325,0.2578006933949684,0.3415476146755298,0.4756732461889958,0.5227546575215497,0.6609529343404997,0.6237119982492295,0.7243273438227353,0.6116799907086584,0.5655415158885527,0.46384995462337403,0.36933478006844167,0.3387334315169367,0.19724693637737117,0.21441915760869565,0.155074988316268,0.12023794456397924,0.12741329417354122,0.13612497569196863,0.08754323781867873,0.08456567934429074,0.08565968942871577,0.1022294725394236,0.07187942226914351,0.05853018987193594,0.05146806529091712,0.033880635913474066,0.07597191658807503,0.06756756756756757,0.05714285714285715,0.04434712713767011,0.04217748284782364,0.023251758414230075,0.030732351946894495,0.025519155315959045,0.04987531172069825,F
Mississippi,0.0,0.014341852393655164,0.0,0.0,0.0,0.0,0.015846353754001202,0.03255208333333333,0.016849199663016005,0.0,0.0,0.0,0.016731361263552402,0.0,0.0,0.026013722238480797,0.02731773945705993,0.0,0.021250221356472462,0.04753894536678124,0.07238646754038404,0.10659357393025734,0.2069628206075837,0.2008480249944209,0.30016162549064884,0.3507498790517658,0.41485169052063886,0.4363112636082518,0.3585953557528316,0.3257476360675022,0.24965955515206537,0.32138552872383164,0.23206079082677347,0.18118403768627986,0.21489971346704873,0.20388349514563106,0.1970017297712858,0.22298705705560135,0.09465451103472326,0.1079508119778466,0.1299545159194282,0.1270772238514174,0.18316935315051286,0.11460661280155865,0.13786764705882354,0.13925890046015985,0.09031248118489976,0.13885534894952908,0.1278227524499361,0.13386880856760375,0.06625588020936858,0.07631469404745386,0.09584193453258626,F
Missouri,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008254911672445105,0.0,0.009458351724572798,0.007672712764324956,0.015736879376819578,0.017297773304818215,0.02869166029074216,0.0646036565669617,0.048670204414858545,0.08709536942952532,0.19814201260313127,0.30364372469635625,0.5016538901691514,0.5090337784760409,0.5979694619873691,0.6600274036694183,0.6077630234933606,0.5720421022987292,0.5244661683643435,0.41277817659727206,0.3187481889307447,0.29287637342647166,0.24794004697811417,0.214432220771956,0.17542845025350376,0.1619401216525792,0.16172613060371183,0.13095757768165403,0.11006163451532858,0.13059479995251097,0.08058667096462245,0.0830668272625327,0.06807052985222108,0.06435302229372558,0.07070802300367682,0.09201636922778894,0.049403453301385764,0.05513646274529461,0.03844478048030346,0.05785819482432149,0.047497974351093854,0.037295234816536134,0.024407358818683833,F
Montana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07993605115907274,0.059441252229046955,0.14516597309590631,0.2702161729383507,0.33999999999999997,0.23404255319148937,0.48336977788007823,0.4083103158400384,0.7493540051679587,0.6444129398118315,0.702079745661677,0.7555315704263357,0.8061210547889056,0.8805031446540881,0.6962576153176675,0.5090582422518342,0.31026993484331367,0.3449898071193351,0.22577003709079183,0.16406890894175555,0.17707662588538314,0.2688623760712485,0.20198619760982997,0.0821827744904668,0.0,0.0,0.0,0.0,0.0,0.09017132551848511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
Nebraska,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023672000757504027,0.04518344478583047,0.04525501199257818,0.0825725950731685,0.13624618275781067,0.1931229392369289,0.2035080918693672,0.32054543604355346,0.37029200169276344,0.3937217345038574,0.659491400232141,0.6869220607661823,0.7352941176470588,0.7208945904524039,0.6500351370344343,0.5264102410719627,0.40258125629033215,0.4976634096012624,0.3724735910117848,0.3505103923256672,0.3094825451844516,0.20013342228152103,0.24359775140537165,0.2041068777832756,0.09835864019179935,0.14243249938072827,0.08277091557366612,0.09475080538184574,0.14174344436569808,0.09370189411685964,0.06888950124001103,0.04419889502762431,0.0835421888053467,0.06926806742091896,0.054246745195288285,0.05359056806002144,0.03944150824327522,0.0,0.0,0.0,0.047384382107657316,F
Nevada,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.048628671464695586,0.06993705664901588,0.05732849226065354,0.0751244248286224,0.11741329479768786,0.2747724540614803,0.19315895372233402,0.25958614551657644,0.2651978784169727,0.33867396118275367,0.3294458720432233,0.30640111903017386,0.3460425317729961,0.3427172582619339,0.26638252530633993,0.2336175680411167,0.13900472616068948,0.08734101206397729,0.09926336137087927,0.08338110375736099,0.06626567438067081,0.05525139384198101,0.05326360643036994,0.02786291446085261,0.030350329517863338,0.06054054054054054,0.05064923105258311,0.03904724716907458,0.04644442150892765,0.03770942196843183,0.03304146704113663,0.0,0.0328263486158223,0.03299422601044817,0.03397700889065066,0.040978808102095775,0.0,0.051666236114699046,F
New Hampshire,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06076916398992968,0.08004268943436499,0.07813856572321584,0.056415215989684075,0.15053081920456346,0.21470348708077291,0.2386117136659436,0.39273441335297005,0.5257472092185812,0.48638895426374834,0.6062095518964529,0.6056986862310186,0.4485093659308768,0.4298518383025425,0.4482211224203941,0.30840400925212025,0.2896591677126581,0.22881018702745723,0.14912019087384432,0.1404353495837095,0.13403443653984948,0.17653167185877466,0.1457725947521866,0.05380972879896685,0.09882507960909191,0.13605442176870747,0.07015902712815715,0.07413814407512664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1004016064257028,F
New Jersey,0.0,0.0,0.0,0.0062009094667217855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006754657336233333,0.009429387359232717,0.023870462954367632,0.017879492222420884,0.02846816516486781,0.0669896524911777,0.09616498667593558,0.18653236336504384,0.2145234593566508,0.305062669241228,0.3506564615151621,0.31918096958747366,0.30733063143588296,0.2528793189784677,0.25891792814386605,0.15484954660577668,0.18708827404479578,0.15294212348064073,0.12488082609337862,0.10122703582616309,0.09490536971830986,0.07713604870590504,0.08484762780173938,0.05530409978023897,0.06767392935430244,0.05542572952243993,0.061413454270597134,0.06371716115540452,0.05133997330321388,0.07162322688840751,0.05573534699748293,0.057986771767690494,0.06518314653533469,0.049555832905073045,0.04902238060222109,0.042733382541470806,0.07650031204074648,0.04632359134169965,F
New Mexico,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035241403614761115,0.04585052728106373,0.05590567188452938,0.07739938080495357,0.12875978574371652,0.18701298701298702,0.197968220890857,0.23702923360547798,0.22112245972412342,0.23884082585850008,0.2843347639484978,0.20031159581571334,0.1911381407471764,0.21446788778112683,0.09598656188133661,0.1371414942460199,0.06642512077294686,0.049698701621420135,0.08768084173608066,0.04985976939856653,0.06315124723713293,0.0375234521575985,0.0,0.0,0.03702104029123218,0.0,0.0,0.05794162381400739,0.06798610061942892,0.0,0.0,0.0,0.0430070531567177,0.0,0.04897639337839161,0.0,0.06627637247321329,F
New York,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00328565483100782,0.0028134935148974483,0.0,0.002757175549367228,0.0,0.005334784394688688,0.008466683600033865,0.014260437848258378,0.014390190001901561,0.03209651370724923,0.059225489854524284,0.06535501429031283,0.14805699232795586,0.1637238123066505,0.20510657874559116,0.22822722164165862,0.23714084636333038,0.20741793407557954,0.17521970272322882,0.1939503284187974,0.13714205337990693,0.16222905084163722,0.10926982402125027,0.12752095634673613,0.09989445114595899,0.08583527257467669,0.0759839927055367,0.07132760118792877,0.051546391752577324,0.054393445925527986,0.051721937490344115,0.06060901611363842,0.04490057729313662,0.05485904881723891,0.05514157973174367,0.05527706683224546,0.050143487518128804,0.05300904271905207,0.04678974749397284,0.051785362004340106,0.058280052794871355,0.05384498030171137,0.049047812184608415,F
North Carolina,0.0,0.0,0.0,0.008748250349930015,0.0,0.00849569551427277,0.0,0.007675657420058028,0.0,0.0,0.02523141942503903,0.0,0.0,0.0,0.0,0.009181752796608872,0.017144103986783454,0.022731061237478974,0.023451813851227556,0.029326803231813716,0.08216112079101327,0.11266367146174243,0.18338123788838456,0.2187930346593907,0.34306920119607004,0.33751983433289406,0.3688799463447351,0.3397874222490558,0.28067700987306066,0.2860991903115148,0.2563891631018975,0.22702385085868432,0.18418646560748406,0.14499758337361043,0.12911555842479017,0.12695951995937294,0.11620607210119278,0.10961247978184444,0.09825399986722431,0.08520196739088338,0.09115770282588878,0.09333017851039777,0.08289353706722666,0.05977722050504461,0.07737980089582,0.06698535456566088,0.06160195894229436,0.04272656524193918,0.06168936321154824,0.034806822137138885,0.04569787178482831,0.0427481960261277,0.042587170614852274,F
