state,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,gender
Missouri,0.0,0.0,0.0,0.0,0.0,0.0,0.008800647727672757,0.014271188254812066,0.01615218951902369,0.036221385105766446,0.06912610056028523,0.06897580254278364,0.06526198023494313,0.0944614732134251,0.10466861521447192,0.1597538607183007,0.15476804635104568,0.1941087008724886,0.1741263999366813,0.1913933435409783,0.22635710429040162,0.23056147208010366,0.22753390025281542,0.214481003111153,0.20340460566142818,0.24454709384185955,0.2305706623894138,0.16915703411333521,0.22354302545760574,0.18440390042189378,0.19508276673265054,0.2349208286298319,F
Montana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13962147067949116,0.15681354869060687,0.14513788098693758,0.09844134536505333,0.17707662588538314,0.08401949252226516,0.3871402120855075,0.34516765285996054,0.3507599799565726,0.32461985306680335,0.17704812489940447,0.25397900440230275,0.23656640757012504,0.2705139765554554,0.31124130355181256,0.37814331631688414,0.2696975534579079,0.23072486060373007,0.21235521235521237,0.21488571986716157,0.3483606557377049,0.37511032656663723,0.32573289902280134,0.38314176245210724,F
Nebraska,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02960156296252442,0.048552527765976815,0.030530622214080726,0.036895830771122864,0.0804654617479574,0.16374552732124448,0.1311680199875078,0.12370113805047006,0.1659802053236614,0.16101065147386673,0.17190882465299887,0.22108521255764005,0.21905805038335158,0.24094772772906767,0.18600165334802976,0.16942909760589317,0.1670843776106934,0.23089355806972986,0.18598884066955984,0.1607717041800643,0.16565433462175594,0.24123512383403023,0.22101326079564773,0.12574097359439554,0.29378316906747537,F
Nevada,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029598058367371102,0.029202196005139586,0.055601890464275786,0.07096457230198155,0.057468261846298524,0.0677471468028558,0.04587623610969518,0.11552564166959667,0.11621150493898895,0.1439583913810718,0.1734304543877905,0.13405405405405407,0.12432083985634036,0.18547442405310424,0.1857776860357106,0.11312826590529547,0.15970042403216034,0.11033265294864016,0.15866068497647445,0.14847401704701677,0.152896540007928,0.21074815595363539,0.12844822313291335,0.15499870834409715,F
New Hampshire,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07724244472337549,0.0,0.0,0.07021767479185476,0.09279307145066501,0.10384215991692627,0.10412328196584757,0.07533362031855359,0.13176677281212254,0.09070294784580499,0.16370439663236672,0.21005807487952552,0.15388561169530648,0.20885001957968935,0.23480662983425415,0.15139003578309937,0.14398848092152627,0.17446932247746438,0.08982035928143713,0.11046236389458736,0.24525833878351863,0.2008032128514056,F
New Jersey,0.0,0.0,0.0,0.0,0.0,0.006022282445046673,0.0,0.0,0.0,0.0,0.007905138339920948,0.01207437816952427,0.009399632071544628,0.017783127915407027,0.02200704225352113,0.023416300500006888,0.04949444955101463,0.05967021292078415,0.052962205581627994,0.0629156929714183,0.05196523053665911,0.0506469742517318,0.07016463018105898,0.06987631891551953,0.05573534699748293,0.07973181118057443,0.07242571837259411,0.06974524631084354,0.07541904708034014,0.08158191212462608,0.09864513921043626,0.10317527162469468,F
New Mexico,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030193236714975844,0.0,0.031314586334314526,0.04362729822374571,0.06315124723713293,0.06879299562226392,0.06920850635459921,0.09896703160759573,0.04319121367310421,0.051004144086707046,0.10941667236545169,0.10864054465126384,0.09820214533917511,0.10752688172043011,0.13886619833360564,0.17457810291794829,0.06881128505074832,0.15692790547401458,0.15672445881085317,0.09495674192867694,0.14359880702529548,F
New York,0.0,0.0,0.0,0.0,0.0,0.0,0.0026123165500702714,0.0,0.0028190454712034504,0.006446848663158019,0.005328691451002682,0.01026291164840472,0.013296023884493814,0.01759147567350221,0.0209819555182543,0.029127197203789066,0.03955439702239687,0.04083545320658723,0.04700668166403653,0.047019943173040105,0.04876587503396195,0.05844202123868576,0.0519332328803195,0.06631892697466468,0.07117868879768594,0.0794581417594964,0.06626130339881509,0.07296028422788986,0.0994607746432564,0.11741716518966729,0.10140804623488975,0.11507371320235052,F
North Carolina,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0083329861255781,0.008226390259953932,0.010683475334526321,0.019876237295771662,0.03052580702602325,0.019762585473182173,0.04009247998717041,0.05075667517063592,0.07619404082396503,0.07037110801301202,0.08778384519060713,0.07831858975181995,0.11699135052711833,0.12434030560083999,0.14725607978071964,0.14285501703843695,0.15071704777273695,0.1355243096730476,0.09918666931164452,0.10641415153992073,0.16454134101192924,0.1550463506985246,0.16073321705824015,0.15260402803655398,F
North Dakota,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07526719855486978,0.0,0.0,0.0,0.1088139281828074,0.09400263207369806,0.0966183574879227,0.21400778210116733,0.2291825821237586,0.28339316077838655,0.33943051103149163,0.3418803418803419,0.24818633066055745,0.42471042471042475,0.2413515687851971,0.19956096587507482,0.3256003256003256,0.3488372093023256,0.22628700735432775,0.3263825929283772,0.1872308556450103,0.3380281690140845,0.2674897119341564,0.517799352750809,0.23331777881474566,F
Ohio,0.0,0.0,0.0,0.0,0.0,0.0,0.007527601204416192,0.01200006857182041,0.014107481373715999,0.025954731368530336,0.039035903953520044,0.037592606176190126,0.059489488664964355,0.06554636217689917,0.09546210548070583,0.12041837922832717,0.14982571294616467,0.15049695348180972,0.15377647641216308,0.17196439579931,0.20216995754430891,0.1770099479590753,0.2054896881538308,0.19674728194907565,0.20213612237712078,0.19641703687103707,0.21340614768765825,0.18470732038571236,0.20625499852675003,0.17934582873943403,0.19729899209274582,0.22008385676878345,F
Oklahoma,0.0,0.0,0.0,0.0,0.01824595547986863,0.0,0.022652255517442235,0.036154478225143796,0.07964689874887997,0.060838936919628564,0.10153894970648897,0.14318255776114547,0.16847561963388952,0.1705868844929961,0.21556727357145228,0.18768642960083118,0.32170673890958346,0.25985571169692623,0.31934919994621486,0.27692411603795886,0.34408144443262034,0.3045906157081732,0.31259530344617265,0.23766141170878555,0.27060866755523244,0.2550410456682872,0.22382289504740976,0.25157751474409207,0.2187432983058117,0.2852935762930241,0.24242424242424243,0.2455745421058017,F
Oregon,0.0,0.0,0.0,0.0,0.01854828737479906,0.01580228184949907,0.03194377894904967,0.02550939064443098,0.02518574486840448,0.0677397503306345,0.1050553928434993,0.10704207077751468,0.09074410163339383,0.11374661269278377,0.1083276912660799,0.10757748941034087,0.11680637625395081,0.17021572237468302,0.16680851063829788,0.16324309617739083,0.2270711371296789,0.14635793897999774,0.2193157349070899,0.24950916230366493,0.13674222019641155,0.1545143238954314,0.17141184832141812,0.10362694300518134,0.16548360405870313,0.187811062071556,0.2033427565342459,0.20043169904409497,F
Pennsylvania,0.0,0.0,0.0,0.0,0.0,0.004829673514070449,0.005828621863993272,0.006056253947379805,0.0053849329575846785,0.017884204482346407,0.02074454041413646,0.023956456744221703,0.040709508578075024,0.06924304308121507,0.07679076053569234,0.12040079178825785,0.15066429256266264,0.13527043435656008,0.14717959109670126,0.1516080126447534,0.1379248976686243,0.14693727615024335,0.18958589194796524,0.17561495512735112,0.1446444466422708,0.16679302501895374,0.1572524845892565,0.1460816505933759,0.17276014463640016,0.17304418208713612,0.1645527224010135,0.1770956316410862,F
Rhode Island,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07305491294289541,0.0765696784073507,0.09157509157509157,0.08419870895312938,0.09063444108761329,0.0,0.0,0.09633911368015415,0.10023387905111927,0.0,0.0,0.19288093985621604,0.0,0.0,0.10326311441553077,F
South Carolina,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019180359312064448,0.01598056762976221,0.022502973607226667,0.029122443696608855,0.05015883631499749,0.06246917639322702,0.08825259854873505,0.09127656800104315,0.10488324027516426,0.09342883836810963,0.12188642685251741,0.15916702589780152,0.1399972000559989,0.14484561577050803,0.1554141969061732,0.16412575680210081,0.1666002680091268,0.1851582921870462,0.15034767900770532,0.14635497013567503,0.19680196801968017,0.19148936170212766,F
South Dakota,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07421701053881549,0.0,0.0,0.10716472749540723,0.11257639112254746,0.19289503295290145,0.14464802314368372,0.2484472049689441,0.23455824863174357,0.2050473186119874,0.331387091683762,0.27274185785336114,0.26542800265428,0.2934069727304108,0.3243827716705713,0.2724300762804214,0.23770341927226182,0.25207057976233344,0.2955847034915943,0.28376844494892167,0.2558551466246802,0.4285714285714286,0.28102031993082577,0.3383713061132416,F
Tennessee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009029345372460496,0.012718485410080306,0.014194967883885164,0.03017930055032842,0.03189905720564259,0.05301160771410292,0.05622188905547226,0.09128507023361526,0.10474337872213078,0.14004033161550525,0.1261595547309833,0.19107461096106854,0.18711574445335472,0.1530955928881994,0.2401166280764943,0.16912669126691268,0.1988510826336721,0.20274836674926783,0.19293325855300056,0.18774457689610713,0.1824518724708194,0.2282775855440215,0.24479192686216716,0.2455668717365455,F
Texas,0.0,0.0,0.0033446773640597696,0.0,0.005104558370624968,0.005153465920559323,0.006067671877641062,0.009558692544654301,0.010738370344916455,0.021108588610839477,0.027704609194520453,0.027734005672864798,0.03720679207945081,0.044208664898320066,0.057525578337510784,0.07290032723236775,0.08589659685863875,0.08291023120461999,0.0945993816823393,0.1039384235069386,0.11260569580083123,0.1127905306646615,0.13094408465646043,0.12538983377809215,0.12277189623026144,0.12395568470759172,0.1104864074988194,0.11635446365921465,0.1207175118422502,0.11013808868808403,0.13420439582700294,0.1270151949735298,F
Utah,0.01914095398514662,0.030637254901960783,0.04559443747862761,0.034984062815828346,0.06529671595928559,0.057787879955310706,0.10883434661862942,0.13544183322351563,0.0772146567457532,0.19946110508450854,0.21703007901251314,0.1936108422071636,0.17752062855452183,0.22323626932799318,0.23114236416316697,0.2912338607902145,0.22394599331407614,0.26547526547526545,0.2420459250294595,0.19617769902543983,0.20243565438128594,0.279291553133515,0.2761044176706827,0.25140490979000296,0.20835701026631812,0.30819015332460126,0.21651716671821836,0.19942128724485803,0.2766750872127992,0.2322831320212856,0.16090823760783085,0.21485714285714286,F
Vermont,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11904761904761905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14867677668748142,0.2847200253084467,0.0,0.17550017550017552,0.36576444769568395,0.0,0.33320992225101814,0.18096272167933405,0.0,0.0,0.0,0.29282576866764276,0.0,F
Virginia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008049455856784082,0.019236009810365003,0.014160740134684373,0.02072704081632653,0.03997441637352095,0.057257371886630395,0.06259682947058731,0.07084271343335274,0.051730624529721596,0.091147674948533,0.1070152620227531,0.10383862456379266,0.10679645645855947,0.11455561234380784,0.1294005034211366,0.12373352461221196,0.10350304263254635,0.11604503998114267,0.1442704039571311,0.12326354920759147,0.12252194347922149,0.15201147579591925,F
Washington,0.011021307861866276,0.0,0.0,0.015215553677092139,0.0,0.02503845190828773,0.02396445886408465,0.030104047112833734,0.039571124385234316,0.0758552681483729,0.07149173141685324,0.08511121198365865,0.10810810810810811,0.11889679368482604,0.10546424165240578,0.1091010076965802,0.1270950830089761,0.14016258860277922,0.14711860469618074,0.12790201930157746,0.18374088625657264,0.15863772364906925,0.1646542261251372,0.1639972738115522,0.15695549344227047,0.13602755655016566,0.15662388514248424,0.15991587986593353,0.11659370393998723,0.16355522325287974,0.1671795120296562,0.1679945019981164,F
West Virginia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03374957813027337,0.06018054162487463,0.034376074252320386,0.13819789939192925,0.0896551724137931,0.2107777699711937,0.21710811984368217,0.19710906701708278,0.21704529011720447,0.35474666461016424,0.28816137036740574,0.2969876962240136,0.3403096818104475,0.25543909098916584,0.31378877532723687,0.3500473036896878,0.27303754266211605,0.29977258631383086,0.47307952241495826,0.395993477754484,0.3062599534484871,F
Wisconsin,0.0,0.0,0.01046554220229893,0.0,0.0,0.011440774921821372,0.013834812340652607,0.01824188742728581,0.024701014800024703,0.03381662932747179,0.03580304115243671,0.05942527271955516,0.04039545019666206,0.054543471146503764,0.08185840707964602,0.11923161845882094,0.11270907533474596,0.11585379705140728,0.10254073145721772,0.1085325020205519,0.12990762124711316,0.13455261256322726,0.13398486759142497,0.11922503725782414,0.10231452036612006,0.15683199372672024,0.12502841554898841,0.16399102364923185,0.17862459065197975,0.17456438251817055,0.16630254018978055,0.23724384541328564,F
Wyoming,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1717622810030917,0.24381748519679552,0.0,0.1765536723163842,0.2029083530605343,0.3157894736842105,0.44742729306487694,0.34843205574912894,0.3669724770642202,0.2536461636017755,0.3667889296432144,0.3288271830471319,0.30995738086013175,0.37299515106303616,0.38153376573826786,0.35335689045936397,0.19004180919802355,0.35103115401491886,0.34296913277804997,0.2704164413196322,0.0,F
