state,1952,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,gender
Alabama,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02070965069722491,0.03596518570024217,0.026799200896555082,0.027608420568273322,0.0646072120791558,0.08212802847104987,0.044799856640458754,0.02986926452680192,0.03274241077693063,0.04257030012061585,0.035702384919312616,0.04733615772407754,0.028910089621277828,0.021564634000239606,0.030826140567200986,0.03871467286101432,0.03893991799711387,0.03537819288190759,0.021826118588577664,0.029399514908004017,0.05551630160492581,0.04892115968896442,0.031111456793964376,0.04423742486143278,0.04678484171128554,0.018395395895198802,0.04743083003952569,0.06635883540243868,0.060287658255102926,0.07484814462964562,0.04972068673042613,0.061187028349989805,0.06453242052692124,0.08729443568371255,0.08073584960064589,0.07644091117566122,0.06857814643067076,0.04035919685198265,0.06293046183966716,0.0948100287941569,0.062493490261431105,0.04572956240326439,0.03942793648517868,0.06718674181628158,0.027727164699358316,0.06466998100319307,M
Alaska,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09160864785635764,0.10471204188481677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06888950124001103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09312721177127957,0.11398176291793312,0.0,0.0,0.1744186046511628,0.1339969372128637,0.11525163273146369,0.2278336814125688,0.09417969485778867,0.0,0.1176239952950402,0.1190003966679889,0.14586372160866848,0.0,0.0,0.20907380305247752,0.13227513227513227,0.0,0.0,0.24766097963676387,M
Arizona,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020369364475828353,0.02284371634631074,0.020028707814534166,0.0197199763360284,0.031579612202362155,0.05835380835380836,0.03374862896194842,0.028802597470608256,0.03527870174377583,0.0,0.0,0.030884728689537205,0.015546573091102918,0.026191723415400735,0.023027004396064477,0.030641009927687216,0.03630130079661188,0.03976696558169129,0.04055150040551501,0.03605624774648451,0.04277072852807593,0.039912193175014966,0.04539623013914931,0.038501520810072,0.03477185797627787,0.06871278057718735,0.08144377602961592,0.05898755898755899,0.06718721627020156,0.0941502495869824,0.08688097306689835,0.09749589490968802,0.1227014488856019,0.1175368096697851,0.11146471091869538,0.15851101907245488,0.13659924028367731,0.12244816026657566,0.12814418287415,0.14694925076579188,0.11325740892216699,0.10847344486628561,0.13097998797560764,0.08644191768069685,0.09932130441979806,0.0814251875246743,0.08555207010084774,M
Arkansas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03204101249599487,0.03791900500530866,0.04406904149834741,0.027208768997551213,0.03839803402065814,0.0,0.0,0.019426528867821896,0.02785404480522064,0.0,0.0,0.023471423541837812,0.019630167641631658,0.036689767631471665,0.046541146604611804,0.05134568482307132,0.03528737153191302,0.022036139268400177,0.04321334428071388,0.03051837642237433,0.0,0.0,0.026003293750541737,0.05358099660653688,0.0629156929714183,0.05839547210493217,0.08063793566884687,0.0721533258173619,0.06645401382243488,0.049464879935245974,0.06109596766613404,0.09349473477019979,0.06305170239596469,0.05832449628844114,0.05499945000549994,0.056085249579360626,0.08871638480731911,0.05689900426742533,0.06535559384469133,0.0817867253853413,0.09847689075630252,0.11039050641644818,M
California,0.0,0.0,0.0016513094884243206,0.002589507961118538,0.0031315468902173606,0.0015481218186096627,0.001561416767117812,0.002807359023787689,0.0028636610952549138,0.003030201003333221,0.003548011694246544,0.0032150665161539234,0.0067916569855766655,0.007253409966185294,0.00812768594621504,0.0105347118756302,0.02078248077620528,0.02005992368692861,0.04559401609345541,0.0396238592821954,0.037772374229797685,0.04816151932528366,0.07288575804888155,0.05516894616837702,0.04264504234980744,0.03320583545568744,0.03394495412844037,0.028638956215557888,0.025880449966914194,0.02248643786716137,0.02182718396171678,0.018102920427015945,0.01619408612217426,0.021304455024859188,0.019066589503057386,0.018362308754287373,0.023368324120969255,0.023071654309712926,0.02261858601525139,0.02539685797256113,0.022477198865033673,0.02499004517431243,0.032586898395721924,0.03787814544077159,0.03710782193825593,0.045081031727916006,0.05402516028893456,0.060963907109068946,0.07677293060123687,0.06722957189575998,0.0808883627857163,0.09888386260826078,0.09785432160267586,0.09644508461007505,0.10280766754693679,0.10644565246498675,0.09198733068266056,0.1067331396069466,0.08247338358984146,0.08946780743991743,0.07361591258471242,0.08142948894393981,0.1188088195204518,0.10911214256183377,M
Colorado,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015965259595121014,0.034881877279213575,0.0,0.015423054381689751,0.03513806330707739,0.034406629010522695,0.02666382252559727,0.030339038758122012,0.02901073397156948,0.03211819495744339,0.0,0.025478887267505152,0.022992205642287263,0.01609380388550408,0.01904399162064369,0.03144578021818534,0.03169572107765452,0.019515050983070693,0.024550721791220663,0.034306998627720055,0.037695071997587516,0.04074357015533486,0.03324468085106383,0.032807570977917984,0.040423435486723426,0.0512082713550684,0.03329924125300288,0.05061078009616049,0.050019325648546026,0.08504543216507766,0.08047749983233854,0.08094544277157197,0.0764348913698059,0.10899814471243043,0.11211832061068702,0.12016872670198156,0.13119983535706936,0.10592644901950134,0.0642242823634536,0.09380596378521276,0.11242757069964542,0.09811843472238253,0.07226477814713109,0.058750954703013926,0.06249804693603325,0.07533326782614393,0.08691001470784865,M
Connecticut,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021834742194079666,0.016736961906674702,0.044345898004434586,0.01741614127973806,0.028394974089586144,0.04524571905888904,0.058429283382024404,0.06902445437812253,0.03241596161950144,0.015789806101181077,0.04340412339172221,0.021253339810541658,0.0147305777332587,0.0,0.0,0.016020934020453393,0.0,0.012887262230011857,0.020476592694975558,0.013319126265316995,0.013822464268929864,0.04254474288793715,0.032105539664934915,0.03899922001559969,0.03351410639205411,0.03224454261116306,0.019238168526356292,0.032727867779414166,0.03307972213033411,0.037184774525049015,0.05875440658049354,0.030875844797420154,0.05354847922319007,0.06645744877238324,0.07570309247132745,0.06535696436123178,0.040886417532095834,0.1035241340637536,0.0676467935419861,0.0600406428967301,0.108148775097569,0.04752851711026616,0.06088137498243807,0.0,0.04896200548374462,0.05611099775556009,0.05280667476369013,0.07168854086246829,M
Delaware,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10989010989010989,0.0742611020347542,0.07453786523553965,0.07367025195226168,0.0,0.0,0.0,0.0,0.0,0.06442468754026544,0.0,0.0,0.0731528895391368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07202535292422932,0.0760225026607876,0.0,0.10089362928797925,0.0,0.07457121551081282,0.0911438553850828,0.09185548071034905,0.09508716323296355,0.11719403984597354,0.10442046641141664,0.1564945226917058,0.0,0.11396011396011395,0.0,0.0,0.0,0.0,0.13183915622940012,0.0,M
Florida,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013362650177966203,0.014330411521650864,0.024021138601969732,0.019256691700365876,0.02077096951554768,0.06456009468813888,0.08158885920892336,0.0509429540800212,0.03101195898668424,0.03781555233764677,0.029446933057305516,0.021303065937249687,0.020341906768972896,0.0207329909731747,0.019975875289073967,0.027854132307128462,0.025076098994866368,0.018451067086713183,0.021284596337630458,0.024034784888675248,0.022768001410147187,0.026194467728415757,0.037252159104731786,0.030081451314328024,0.03701390334744488,0.03391502744034038,0.04116344996310823,0.0517696858036863,0.06435400833537631,0.06023119512590636,0.08993757274362502,0.07815814742859695,0.08505441301550608,0.07865980696458183,0.09487733715696137,0.07077620413664325,0.09017059955397756,0.08539423672621937,0.08163890093629614,0.08004200053361334,0.06986036446663316,0.07407968617151131,0.06664445184938354,0.071676125104352,0.06708018259748405,0.06692411348159134,0.04789811788572073,M
