state,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,gender
Hawaii,0.0,0.0,0.09045680687471733,0.0728013977868375,0.10471204188481677,0.16012810248198558,0.18170805572380377,0.16116035455278002,0.28585040495474034,0.1712035610340695,0.16722408026755853,0.3270786710277156,0.2235982112143103,0.22090059473237042,0.227312467214548,0.19769949676491733,0.16809861785580874,0.0,0.3098716246126605,0.23430178069353325,F
Idaho,0.0,0.0416181122024305,0.04119294776734223,0.1043338683788122,0.1585791309863622,0.17213050622017056,0.26752273943285176,0.37890269778720825,0.31490015360983103,0.21010168921758132,0.2127659574468085,0.2742316784869976,0.35244808534959043,0.18378796672470496,0.2475718910683679,0.1967535661583866,0.1708542713567839,0.17734195702065514,0.24479804161566704,0.13297872340425532,F
Illinois,0.005004671026291205,0.022017851396439882,0.05068379429370384,0.055105093285050775,0.08801156723455082,0.11911907290271942,0.17111981176820706,0.25659719920843077,0.23600341114174087,0.2143944651013454,0.2608800061126696,0.2741557249832901,0.2403120573962711,0.18802327231446006,0.1817752596789424,0.1663873449161432,0.1648026770999761,0.17740429505135388,0.18711991267737407,0.13544018058690743,F
Indiana,0.0,0.06095805746990196,0.10165807831177481,0.14252442034275384,0.182680484805902,0.2930141147043059,0.39021945369276484,0.37667867671143135,0.36816765788728406,0.3573271925993568,0.4196943122024555,0.3501920750472229,0.30928059590965523,0.31832954899603755,0.2655183185327324,0.2452149036169198,0.2276621212476823,0.2538258705241628,0.2215467051367922,0.2309034769767754,F
Iowa,0.0,0.06637254519189474,0.0711743772241993,0.0914622022507655,0.09302701828183142,0.1872354281992836,0.2550918729323608,0.23531354497791354,0.21946811257423185,0.28304040173476375,0.33832078528542836,0.3053511538269009,0.2187961125527909,0.25085752316592436,0.20326236089232178,0.2178197282439581,0.17744797547991611,0.21637626693998407,0.16081000595592615,0.18010185070177617,F
Kansas,0.0,0.09159332563418422,0.07960515841426524,0.1502332568988693,0.14962190141129847,0.2123575774900968,0.3099005056271407,0.3498921843850441,0.27712462210278804,0.32695409564497147,0.3206720563660178,0.27687607408821846,0.2466442157188256,0.21861181497490934,0.1842537722224989,0.1671224551807961,0.16146674305953435,0.15618898867629832,0.1866324507173685,0.1344414568565143,F
Kentucky,0.0,0.06611832535505541,0.07322629637665437,0.11429504449342803,0.15999117290080547,0.22743662284351254,0.30244707176244157,0.2976026453568476,0.34031262617523217,0.35252643948296125,0.35480262106440785,0.38204393505253104,0.35647598030894584,0.37314722039871473,0.36135614836858326,0.2940227329771595,0.26833631484794274,0.30458042094576127,0.2724683152375841,0.24984922891358666,F
Louisiana,0.0,0.024932819901930907,0.04837929366231253,0.06276747503566334,0.09554693381203312,0.1599704669907094,0.26031537057538673,0.26661136949373465,0.25512585171587693,0.3429333502683136,0.41735943809168335,0.38680084890805777,0.2834721886127147,0.31137724550898205,0.22064564309718593,0.2928357395804958,0.27463821696419144,0.30659752450887623,0.32694248234106965,0.3105457948696133,F
Maine,0.0,0.06317784563546383,0.06488590894344112,0.09829619921363039,0.07595486111111112,0.2348467904271975,0.31620553359683795,0.41180507892930684,0.3592220983525331,0.49974372116863147,0.2718499388337638,0.3501891021151422,0.30077341735892293,0.22068559658672943,0.3218884120171674,0.17282010997643363,0.23596035865974516,0.17322016282695307,0.26852846401718583,0.22581859239744073,F
Maryland,0.0,0.06393569895419464,0.06245373797187268,0.09772949385213299,0.12755397852454833,0.2181733782058721,0.2097200692988055,0.34696691176470584,0.23097409790473494,0.25330775662780974,0.27453153334676605,0.25922028591227575,0.2160276931886208,0.19692373197083402,0.14149830988129863,0.16117767151990545,0.173692481596868,0.15160349854227403,0.11926414025462895,0.173195616576395,F
Massachusetts,0.0,0.03590541487852001,0.0749965117901493,0.07138650438134671,0.08692757268624694,0.13730950723292334,0.15836566632354104,0.2025644661413495,0.15182506378761362,0.17865413882088269,0.19103295893942185,0.12664348707085127,0.18430130901186145,0.13151602104256335,0.09304322931577441,0.09023729970977733,0.09887284951552303,0.0949960204369817,0.08211920529801324,0.0760766200244532,F
Michigan,0.0,0.05157238470706886,0.09196665313044933,0.12137818317289782,0.1812570420810268,0.27644977617713073,0.36499680627794506,0.36513561217478,0.366012324321233,0.3784623271663576,0.4609158945674422,0.3935265669943421,0.3251164596273292,0.3359113849380612,0.261886559201002,0.2352585323228419,0.244844472032554,0.21743857360295715,0.1921700139417461,0.19905647232119753,F
Minnesota,0.0,0.04535049453634518,0.056178561396685464,0.10035444335311952,0.16262630643132833,0.20206901096004745,0.2914627514953779,0.26280913767155595,0.2715800810057828,0.23283172393510124,0.23455824863174357,0.20171853714764748,0.1810810810810811,0.1741496598639456,0.1247262950746972,0.14340344168260039,0.16276230889961052,0.13214911337164634,0.10526651567833105,0.12967581047381546,F
Mississippi,0.0,0.033428844317096466,0.0,0.05765904285988853,0.11149352852780067,0.11956359288596621,0.17835351544165962,0.1578019121878771,0.18084066471163246,0.2145698136906008,0.36674116096498766,0.38488051470588236,0.3693388229595544,0.29502077187067255,0.23545037430572324,0.26781910037129464,0.2804870274749793,0.24514675677466377,0.2705702788955182,0.3170156296077853,F
Missouri,0.0,0.030844562681934726,0.07702030176159254,0.09664122438514486,0.14881542918369778,0.1941087008724886,0.2196367090110412,0.2901120154726408,0.24089379906134484,0.2854570606706045,0.30797517811997244,0.3134722353163006,0.25183427367605393,0.2890102018131067,0.21803964812911955,0.281928390188892,0.22354302545760574,0.27660585063284066,0.21229595203259027,0.21356438966348354,F
Montana,0.0,0.10082339102671821,0.10099309880491499,0.26298487836949375,0.1837314180724904,0.22210832051939178,0.49895380653468535,0.35557060616322383,0.4562352145995268,0.3787195671776375,0.5492493592090809,0.3403289846851957,0.3852822192255827,0.13458950201884254,0.28957528957528955,0.3125610470795077,0.16393442622950818,0.19858781994704322,0.2791996277338297,0.15325670498084293,F
Nebraska,0.0,0.0,0.14225630875804057,0.15983279031167394,0.15481793410948724,0.2992486947663313,0.28425241614553726,0.2641582372269828,0.3480356067197644,0.24111325434003858,0.24309392265193372,0.22024758866864128,0.24628646194104517,0.2324860508369498,0.13780431786862654,0.19720754121637613,0.2090704406561595,0.11900714042842571,0.14370396982216635,0.11372251705837756,F
Nevada,0.0,0.06253582781802074,0.07646039351615863,0.0803656637701542,0.1355800890954871,0.23219095384043836,0.23846687478321196,0.34594594594594597,0.2118058753108021,0.302616165560328,0.28382702033233564,0.3178365565910683,0.23679718046147913,0.21514867324984832,0.16960280118174856,0.22546054440472918,0.14723370519281953,0.2517269640557312,0.23854670010398188,0.18729010591578402,F
New Hampshire,0.0,0.0,0.06186204763377668,0.0,0.1457725947521866,0.23676280671545416,0.21961128802020424,0.2834467120181406,0.1753975678203929,0.16063264549610773,0.17953321364452424,0.19579689335595873,0.17955801104972377,0.20644095788604458,0.12958963282937366,0.18900843268391973,0.0,0.1262427015938141,0.1798561151079137,0.18406961178045514,F
New Jersey,0.006714022908246163,0.0383021216639536,0.030259683098591547,0.046832601000013775,0.05939333946121757,0.06985781024872291,0.10298206640872111,0.16777518125711546,0.15432098765432098,0.1519409227551954,0.18140123900468905,0.16945007337013487,0.11326860841423948,0.11959771677086165,0.11225986347752087,0.1156302767785038,0.07918999943435714,0.10489102987451926,0.11877680027379059,0.08001347595384486,F
New Mexico,0.0,0.11899542807039519,0.1932066064194453,0.22102936532996525,0.31894934333958724,0.4844595444821945,0.5195769159398775,0.6355278583328191,0.6311762830729997,0.5881146139643029,0.6808140798145867,0.6874150173742257,0.5913978494623656,0.49011599411860807,0.332529719843711,0.38706347841045935,0.40616634357980247,0.31344891762170635,0.21101498206372651,0.4418424831547554,F
New York,0.0,0.03455468435866506,0.05913096555144394,0.06775239349577022,0.08299939047322621,0.12384522693801045,0.1719101500856193,0.20487260953967476,0.17346718404937894,0.20525978191148175,0.20919583948973772,0.19597615499254845,0.15598733928003514,0.1350016971641929,0.11771125662613034,0.10309605380027914,0.09781679489708688,0.10798950959049693,0.11486929131031759,0.07262849111951632,F
North Carolina,0.0,0.042160182342788635,0.05880230398118327,0.07747071473412852,0.08287772861554091,0.16464183761534887,0.2594787188722358,0.26705355194063196,0.3062807266608828,0.3094692050509795,0.3163818743803581,0.3496971771253404,0.3227476174527297,0.25102798268984955,0.24567775014115023,0.21899723940099627,0.24681201151789386,0.27092309701005357,0.26332888752094663,0.25729748913139916,F
North Dakota,0.0,0.1352657004830918,0.13618677042801555,0.1336898395721925,0.24560740600793501,0.2828587591929097,0.3418803418803419,0.45819014891179843,0.25096525096525096,0.2815768302493966,0.3592097385751347,0.2849002849002849,0.25193798449612403,0.320573260418631,0.271985494106981,0.1872308556450103,0.15023474178403756,0.22633744855967078,0.28047464940668826,0.23331777881474566,F
Ohio,0.0,0.07789567678993815,0.10136697798466701,0.12539434531214236,0.19059461442811423,0.32816696800894624,0.3612693932148763,0.39908718270405896,0.37064492216456635,0.3386790337616974,0.3387466374414666,0.3398362142756762,0.3077685476193581,0.25837408876995477,0.23461421205413358,0.21594458780388429,0.24554166491279764,0.21462697537669972,0.20341679029717202,0.1574322479075969,F
Oklahoma,0.0,0.055768789161171804,0.05637913308791828,0.12400710527197775,0.19979681679647815,0.20514924607652066,0.2622025010084712,0.3106953497011246,0.37955375829165333,0.326347088258757,0.4574565416285453,0.35253109403469857,0.4240882103477523,0.3108312744082251,0.2848655027876124,0.2969439518290923,0.3259704053184645,0.27148904840787774,0.2715151515151515,0.2302261332241891,F
Oregon,0.0,0.04349135191194674,0.07109004739336493,0.1143010824984872,0.10993541294489488,0.2049536249001285,0.20425531914893616,0.2720718269623181,0.31931878658861096,0.21390775697076597,0.2392535289895526,0.2781413612565445,0.23619110761198361,0.20045101478326235,0.19649650905138172,0.14680483592400692,0.16548360405870313,0.1737252324161893,0.21326191538957495,0.11306403535820743,F
Pennsylvania,0.004846370068818455,0.04515850635731417,0.06143260842855387,0.11938044609513702,0.14328911740225259,0.2087638199518565,0.2698292503439523,0.3053664935539714,0.26027762947143623,0.29846634218018187,0.30405284557692536,0.2725059648527862,0.23242013648501633,0.21733636593378822,0.1887029815071078,0.18227887374925666,0.14999330387036292,0.174439699684613,0.14270944066636573,0.1513637877274241,F
Rhode Island,0.0,0.06993006993006994,0.058018101647714086,0.0690766751093714,0.20096938172360798,0.20698892000487035,0.31904032669729454,0.3139717425431711,0.18243053606511367,0.2416918429003021,0.25003906860446945,0.2065459167461074,0.3211303789338471,0.2672903441363181,0.2570253598355038,0.10307507301151005,0.15781167806417673,0.13185157280090412,0.19611688566385566,0.20652622883106153,F
South Carolina,0.0,0.05177323323841575,0.08025413810399598,0.10521124445175078,0.08498398378767077,0.2673099491459121,0.2745473054261653,0.3924011211460604,0.31565459261805795,0.368073747388666,0.3429931401371973,0.4910619656609906,0.4264854705797311,0.3246042745641549,0.3766614754988954,0.2868138251524833,0.3533170456681075,0.2887544005379534,0.24600246002460024,0.30638297872340425,F
South Dakota,0.0,0.09644751647645072,0.11250401800064287,0.15527950310559005,0.2501954652071931,0.4100946372239748,0.4418494555783494,0.4492218835231831,0.38155275381552756,0.3106662064204349,0.4865741575058569,0.25426807119505995,0.36569756811117204,0.19805545552754772,0.27711065952336966,0.170261066969353,0.35426097224955716,0.20408163265306123,0.28102031993082577,0.2932551319648094,F
Tennessee,0.0,0.04204368887670231,0.04310344827586207,0.09128507023361526,0.15898548556037706,0.18672044215400702,0.2207792207792208,0.29396093994010547,0.3188605033031657,0.33681030435403864,0.36660663750964756,0.36680723950096644,0.3667697746354397,0.31088082901554404,0.2781828379136287,0.26465199393788597,0.2994082009777549,0.25230680507497116,0.2622770644951791,0.27658584500853023,F
Texas,0.005315256011350116,0.042556004528289414,0.05506019640876032,0.06798569843018565,0.11166557591623036,0.1625368888961857,0.19644467345098543,0.23556700617209636,0.21456503490776568,0.23487466310693558,0.27254124738666674,0.26823319753262204,0.24554379246052288,0.23519796585543046,0.18711407721574252,0.17497579649515485,0.18084676679029119,0.17915795759928338,0.1585131165805733,0.1681389671165989,F
Utah,0.0,0.0393946357637635,0.05534394634892731,0.08413422645050643,0.08113985265002759,0.11655011655011654,0.16242555495397942,0.11707378812808507,0.16708974647344235,0.16348773841961853,0.1757028112449799,0.17006802721088435,0.15910898965791567,0.12712843824639802,0.11985771729044231,0.11339641823727223,0.12029351617947792,0.11402990117408565,0.058105752469494475,0.11885714285714286,F
Vermont,0.0,0.0,0.0,0.0,0.1353546291283162,0.311262026032824,0.43975373790677225,0.29735355337496283,0.18981335020563112,0.5008347245409015,0.4212004212004212,0.25603511338697876,0.3762227238525207,0.37023324694557574,0.32573289902280134,0.27821939586645467,0.3085059497576025,0.2286236854138089,0.0,0.0,F
Virginia,0.0,0.054209183673469385,0.06236008954269268,0.0811146101727264,0.14084286630882145,0.18419105492671714,0.24924755455229497,0.26558546666038063,0.25354385156159964,0.285981785683888,0.3046325151440877,0.2625967113727287,0.24816534902683732,0.2133954989688873,0.19272980352267252,0.15593552247466047,0.1555122536161283,0.1721776560360008,0.16068451603832326,0.16271650930267412,F
Washington,0.0,0.04677906636780041,0.06168663190989772,0.12893755455050385,0.19858606720152516,0.1601858155460334,0.24390716041735225,0.29843804503701404,0.26974725854688325,0.22691218699170665,0.2512032424216837,0.2385414891804396,0.16985594495807355,0.1667434564163321,0.17620187078529476,0.1511533659006769,0.12319334755923181,0.12383466903432325,0.13083613984929615,0.11708707715020236,F
West Virginia,0.0,0.07562736335510484,0.06909894969596463,0.1310344827586207,0.18267406730836788,0.3546099290780142,0.47452182800408815,0.5426132252930111,0.4087298527030154,0.5763227407348115,0.6618582944420873,0.6295729113493279,0.5901523826301418,0.41240810471579703,0.48249763481551566,0.5070697220867869,0.4651643580731859,0.4956071187204325,0.47752154670393665,0.3675119441381845,F
Wisconsin,0.0,0.03927129922548271,0.09292035398230089,0.10377566791786266,0.18484288354898337,0.2839553849299198,0.32585165774182523,0.3463803255975061,0.31995765973826024,0.30897266588592925,0.33627574611181166,0.28722395339384904,0.2488731576473191,0.25485198980592044,0.2102750625142078,0.1611139881466137,0.16969336111938077,0.19043387183800425,0.21847588613167246,0.14784761380827946,F
Wyoming,0.0,0.0,0.24717514124293788,0.16909029421711194,0.3157894736842105,0.38350910834132307,0.5701615457713018,0.581039755351682,0.4121750158528852,0.5001667222407469,0.6941907197661673,0.38744672607516467,0.3356956359567326,0.22892025944296068,0.23557126030624262,0.3800836183960471,0.0,0.0,0.0,0.0,F
