state,1918,1920,1937,1982,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,gender
Alabama,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013664002186240351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015767482195884686,0.04479578392621871,0.07188873835264191,0.06890018086297477,0.07484814462964562,0.07896814951302975,0.11654672066664724,0.11503605398277265,0.09574228429826537,0.12975404400103804,0.15899709524537534,0.15675004898439032,0.2017959842599132,0.13285319721707511,0.26687267364281203,0.19442419192445232,0.21809483607710708,0.15771174594071471,0.17543204807584636,0.20597322348094746,0.1616749525079827,M
Alaska,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1303780964797914,0.0,0.0,0.0,0.09689922480620156,0.09571209800918837,0.0,0.0,0.1130156338293464,0.13490075158990172,0.1176239952950402,0.17850059500198334,0.22921441967076475,0.2612540192926045,0.1631986944104447,0.18816642274722975,0.1763668430335097,0.19689884321929607,0.18205461638491546,0.0,M
Arizona,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009868745682423765,0.009625380202518,0.0,0.0,0.022211938917167977,0.02681252681252681,0.032685672780098055,0.03197555646350345,0.041702867072111204,0.04447181171319102,0.052106094732241905,0.04288505217681348,0.04200119541863884,0.054541425917403824,0.07484889878557663,0.032117550233855915,0.07027261641485646,0.09520655683417502,0.1552045974118585,0.11681755600984604,0.13312720089324057,0.11525589024092914,0.09222692553266962,0.11596920647453611,0.1088844528556244,M
Arkansas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03107796128573966,0.039004940625812605,0.0,0.02246989034693511,0.05390351271224508,0.05823850909416719,0.06764374295377677,0.04430267588162325,0.06745210900260815,0.10339317605038068,0.09349473477019979,0.08406893652795291,0.06362672322375398,0.14299857001429986,0.24677509814918677,0.22179096201829776,0.1934566145092461,0.2020081991563187,0.1698647373387858,0.1838235294117647,0.15178694632261625,M
California,0.0,0.0,0.0,0.0,0.002058672156459084,0.0022486437867161365,0.0013814673393491633,0.0023959747623991693,0.0020242607652717825,0.0021543830924014907,0.0015701897237811963,0.003627122716896271,0.002313695457521708,0.0028839567887141157,0.004971117805549756,0.0035914748648066246,0.005553190307831849,0.003844622334509605,0.01253342245989305,0.015546999994346545,0.015345339899278769,0.01512211823784524,0.016579149718297378,0.02116802330176005,0.020680531121366388,0.021080458984263722,0.023674642766551113,0.015912345707076447,0.031431994211768614,0.025844761235379585,0.02266367112057073,0.03079559756848673,0.035042792641013544,0.06507278511520292,0.07702059789795111,0.07925297903142292,0.0757810864842628,0.06460837385692877,0.06632136158162207,0.06989996632867475,M
Colorado,0.0,0.0,0.0,0.0,0.0,0.0,0.011495574203931486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012632323589601072,0.03170035845789949,0.03092072402064553,0.025305390048080245,0.04547211422595093,0.046998791459648186,0.0648290970871616,0.07863271583524133,0.07411868254041784,0.07421150278293136,0.06440839694656489,0.08828722778104767,0.07203128215682239,0.11679070020098865,0.15357980565173684,0.1648710878649194,0.18161376805327337,0.17603601523721576,0.19656019656019655,0.22325362787145292,0.18436923846129807,0.18014477088860503,0.2072469581494852,M
Connecticut,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019636720667648502,0.016539861065167055,0.016902170238658643,0.020736849381350658,0.05145974132903359,0.03926888476367271,0.036920804873546244,0.037851546235663724,0.05766790973049863,0.0735955515577725,0.0517620670318768,0.0676467935419861,0.04156659892850545,0.1504678610053134,0.19011406844106463,0.2013768557111413,0.17304364545279755,0.1664708186447317,0.1275249948990002,0.2165073665311295,0.17094959744127053,M
Delaware,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09097525473071325,0.0,0.15308075009567548,0.1425952332450601,0.15381234893430015,0.0,M
Florida,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0043980208905992305,0.0,0.005466982840507609,0.0035474327229384093,0.0,0.00807896824231029,0.0,0.006842233304950735,0.0,0.005397860904835712,0.010791145094653759,0.015533377344569143,0.021316929448576712,0.025281931846040696,0.03474876641879213,0.050637120788427525,0.05359415823675219,0.05379509883032008,0.05243987130972122,0.05278889435800857,0.0639997590597306,0.06360247647110917,0.07702225273345277,0.08589092702672824,0.09467333396448889,0.15590788655358373,0.1506848161897787,0.17244251916027992,0.16527671200532934,0.13328919399240338,0.1284219474917023,0.12209324166948421,M
