state,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,gender
Minnesota,0.0,0.008626787901792646,0.0,0.01678943944259061,0.0,0.021299254526091587,0.014634860237084735,0.016646552082899828,0.021473470503260064,0.01905052198430237,0.018099875110861734,0.020785339407271404,0.018943634077875558,0.06701721826992474,0.06829741727924657,0.191397735126801,0.13867899368832784,0.14873847735869844,0.24158208172590734,0.2650848086013532,0.2832655432887856,0.31185599912461476,0.3481984917605437,0.46650277772400844,0.2709062506179431,0.19562367651507515,0.1418913279358985,0.1367557332211235,0.08603323820715125,0.08067255434782608,0.05098355780260866,0.059064253470024884,0.03671230510085086,0.04321427799745036,0.02989281291369518,0.036861962791101086,0.04173164356783588,0.043501903208265365,0.0516633347559469,0.04682415189754876,0.05882064604676242,0.04430544696377378,0.06025358901812847,0.051351351351351354,0.04081632653061225,0.03880373624546135,0.030930154088404004,0.04069057722490263,0.04609852792034175,0.02232926090146416,0.0,F
Mississippi,0.019469321911331147,0.0,0.0,0.0,0.0,0.03255208333333333,0.0,0.0,0.0199203187250996,0.01712035610340695,0.0,0.0,0.0,0.0227620069586707,0.047806044049854876,0.05188516084399862,0.08500088542588985,0.08410736487968991,0.1409631209996952,0.20938023450586263,0.2697908197206002,0.3756601948969724,0.342492111136766,0.516045799064667,0.5393071976768306,0.3304104714703266,0.34547601346919143,0.2805049088359046,0.2587380844303223,0.1473017006650895,0.22751057924193474,0.14494723014902386,0.10028653295128939,0.07281553398058252,0.09609840476648088,0.07271317077900044,0.0747272455537289,0.09856378484933823,0.06961849067112225,0.0635386119257087,0.05756751099016119,0.057303306400779325,0.040211397058823525,0.030273674013078226,0.1023541453428864,0.05433470176285922,0.04869438188568994,0.05737234652897303,0.05963029218843172,0.04162619675315665,0.0,F
Missouri,0.0,0.0,0.007526266670680676,0.0,0.0,0.010321160098395059,0.01228824716931449,0.008712622847982156,0.008254911672445105,0.011635251487650012,0.009458351724572798,0.007672712764324956,0.01258950350145566,0.033023021763743866,0.0749171129813823,0.08075457070870211,0.11775049455207713,0.11935291366268286,0.2208796206067693,0.32452927189769293,0.41229679098277133,0.4697564807541241,0.5532016947797586,0.5998730073856231,0.4528430371127001,0.2886612454676664,0.28720766362809286,0.2494615936826992,0.18472906403940886,0.14007130903005166,0.09134633309719996,0.07831437628193175,0.05590576986100669,0.06122126550280433,0.05719582667692247,0.06151037739592841,0.04802689506123429,0.055403854525307696,0.052381336127004595,0.035303401586576404,0.03513317669792056,0.041369800045966444,0.04006787970208353,0.03390076761023803,0.027171899315762173,0.020049622816470766,0.030755824384242767,0.028929097412160744,0.036321980386130596,0.02581977794990963,0.015254599261677396,F
Montana,0.0,0.0,0.0,0.0,0.0,0.0,0.07190795781399809,0.0799543118218161,0.0,0.05310674455655868,0.0,0.08992805755395684,0.0,0.14516597309590631,0.2502001601281025,0.16,0.26595744680851063,0.276211301645759,0.27620991953884955,0.2583979328165375,0.3737595050908622,0.31792290369585374,0.45871559633027525,0.5875119551851345,0.3913347309573724,0.24659123875834058,0.17966761491241204,0.17064846416382254,0.18817625842872823,0.08063215610385421,0.08203445447087777,0.0,0.13443118803562426,0.0,0.0821827744904668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
Nebraska,0.0,0.0,0.0,0.0,0.0,0.026106934001670842,0.0,0.026041666666666668,0.0,0.02957559027948933,0.0,0.0,0.0,0.16055782375338318,0.1738313366220343,0.23080546396608573,0.16474464579901155,0.2238730029510532,0.3808717731696995,0.4788507581803671,0.4273504273504274,0.41215323645970936,0.4956427015250545,0.4938411761366861,0.38065120637151556,0.2273135131901657,0.23089219110769046,0.16386478121017176,0.0976979910850583,0.1106874923133686,0.06189650903689032,0.05458184244041482,0.05621486570893192,0.06185056902523503,0.04303190508391222,0.061927173643794894,0.04456895453966637,0.0,0.03865730300882675,0.03346496218459273,0.0,0.0,0.0683526999316473,0.03848225967828831,0.04649721016738996,0.05359056806002144,0.0,0.04020585397233837,0.0,0.0,0.05686125852918878,F
Nevada,0.0,0.0,0.0920951650038373,0.0,0.0,0.0,0.0,0.0,0.08916629514043692,0.0,0.0,0.05436555398499511,0.0,0.11670881151526939,0.179838145668898,0.23886871775272311,0.234763827589445,0.25289017341040465,0.3091190108191654,0.4346076458752515,0.48950530297411554,0.5711954304365565,0.5014979809821545,0.6918363312907689,0.4129754213015387,0.3145841197936328,0.2692778457772338,0.23678446693896882,0.16937273682980958,0.11676396997497916,0.08734101206397729,0.06269264928687111,0.09901506071186618,0.05097359567743908,0.07534280978451956,0.06779004454774355,0.07430110522894028,0.06503642039542144,0.06486486486486487,0.03683580440187863,0.07321358844201484,0.08256786046031583,0.04309648224963637,0.044055289388182164,0.0827494897114801,0.038297406718459354,0.049491339015672264,0.05096551333597599,0.029270577215782696,0.04281607437763778,0.03874967708602429,F
New Hampshire,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12153832797985936,0.13340448239060831,0.15627713144643168,0.2578981302385558,0.11884012042465536,0.33316058340119936,0.48445408532176426,0.4628655585945719,0.6409794742527908,0.6354436337961874,0.8273941181289425,0.4009554683501109,0.272623340075631,0.33839400036583134,0.17742086095807266,0.17347725520431764,0.1351742782659071,0.1392757660167131,0.06958942240779402,0.09027986758952752,0.05155170636148056,0.07268951194184839,0.10412328196584757,0.05380972879896685,0.0878445152080817,0.0,0.0,0.0864945014209811,0.0,0.0,0.09668508287292818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
New Jersey,0.010457078919574606,0.005167424555601488,0.0,0.0,0.0,0.00825695648583932,0.0,0.0,0.008562132541811747,0.013006908113420238,0.0,0.011166945840312675,0.008362019706493109,0.024316766410439998,0.051188102807263325,0.09680798864826873,0.061301116191157315,0.08169125656005545,0.1579041808720617,0.19812304483837329,0.2940627845990103,0.32067939800736456,0.4056076688413331,0.5754959866727245,0.3288166214995483,0.21182549497373607,0.2215823735603405,0.19226578822564314,0.17978294817789325,0.1541501976284585,0.14220934288550807,0.1356232627465725,0.0766042433279072,0.08940360915492958,0.08540062535296629,0.08767588206179736,0.09896523118569078,0.10298206640872111,0.07190364911019234,0.05511463844797178,0.08822376159979087,0.10439127904986822,0.11354901823771923,0.08629989212513485,0.08698015765153574,0.0959640768436872,0.08993465971661405,0.07353357090333164,0.07769705916631055,0.06844764761540474,0.04000673797692243,F
New Mexico,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03663450970814507,0.0,0.02845435920783064,0.0,0.03149771641555987,0.12100433598870627,0.10068972461360318,0.168118600030567,0.19312868469201058,0.09803921568627451,0.1854140914709518,0.2649350649350649,0.25006512112529306,0.3318409270476692,0.4527745603874908,0.5095270951648001,0.3916309012875536,0.2782105497440463,0.17955401100492324,0.18548574078367724,0.155978163057172,0.08944010494305646,0.07246376811594203,0.06212337702677517,0.04384042086804033,0.03116235587410408,0.06315124723713293,0.05628517823639775,0.050333459166981245,0.06185439475474733,0.05553156043684828,0.03825310806503028,0.034192710114203655,0.05069892083725647,0.04532406707961928,0.06144393241167435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
New York,0.0034835922803595066,0.00651278613159659,0.005225092636538201,0.003949837069220894,0.006369021081459781,0.005862320732896679,0.008737917099011522,0.008831874234110906,0.01314261932403128,0.014067467574487241,0.008939796060902361,0.009925831977722021,0.00922589328354969,0.02720740041291231,0.05080010160020319,0.06073890194628569,0.0770903035816155,0.07336345990228395,0.14084717335151573,0.17509291141956942,0.2345838060261119,0.3075039307629159,0.33928845269130503,0.47814342330973836,0.35851616127617475,0.24190051253650713,0.21590539221004665,0.22383221041355397,0.21274600588421458,0.190056661752429,0.1732620966524797,0.15653046300381354,0.14387314032971452,0.12080519843843385,0.13803758674839167,0.12968654761441595,0.1278618288927567,0.13430480475439008,0.11754985793260025,0.10867823578997235,0.0969282303470886,0.11410682153985693,0.11624441132637854,0.11434023413245294,0.08717252445459314,0.10056127221702525,0.07533942393097323,0.11014664299335833,0.0882771387922316,0.07538297242239593,0.058480083758571576,F
North Carolina,0.012962770921912269,0.0,0.0,0.0,0.0,0.012281051872092845,0.013027618551328815,0.0,0.012615709712519515,0.009717228646390049,0.0,0.0,0.0,0.02295438199152218,0.04831520214457155,0.037885102062464954,0.07182117991938439,0.07038432775635292,0.16148909948578472,0.2363189206270695,0.3238434626539557,0.3912534266850281,0.5166061512174285,0.6010811392302935,0.4932372009836799,0.3538282248213308,0.3159379407616361,0.26943321806035864,0.19743336623889435,0.13220800726476323,0.1113069288563213,0.07249879168680522,0.06982780200524367,0.06815721597818969,0.0627779929742076,0.06015319012418292,0.06240456748323707,0.0722925783922647,0.07960250105922682,0.05126587270289455,0.05249924014257689,0.053945296553332946,0.06398714304846653,0.06850774898760771,0.05698181202162229,0.05951200158698671,0.0493514905692386,0.0379710786950606,0.04569787178482831,0.03419855682090216,0.028391447076568183,F
