state,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,gender
Hawaii,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0406934158053227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04581271761040865,0.0,0.06179196704428424,0.05241639584862145,0.0,0.06227296315516347,0.14357501794687724,0.08096346523631212,0.09173376821934563,0.1306138852607254,0.047442831388177245,0.11613277847672505,0.11995939835747901,0.1337852301105958,0.136986301369863,0.12298959318826869,0.20891364902506965,0.1655145555447376,0.15387574533564147,0.1907304978065993,0.1823985408116735,0.13320647002854424,0.0892768574546176,0.1027643613194944,0.13847464848743077,0.1858088491464406,0.14501510574018128,0.10597430123195126,0.20344500203445,0.15882183078255846,0.1996292599458149,0.19895928986838077,0.18091361374943465,0.17472335468841002,0.11967090501121916,0.17614091273018415,0.12113870381586916,0.16116035455278002,0.1588057805304113,0.08560178051703475,0.16722408026755853,0.13771733516956447,0.0,0.16992353440951571,0.0,0.08986340762041696,0.2614867388868136,0.14432989690721648,0.13280212483399734,0.0,M
Idaho,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08001280204832772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.055357848952155,0.0,0.06927873142945115,0.0,0.06062902614626753,0.04703300148937838,0.06211662396148769,0.05492349941153393,0.04632131552536092,0.05471314678755667,0.06399488040956723,0.07452798940046373,0.0,0.0,0.07363770250368189,0.0,0.05530973451327434,0.09907529722589167,0.06357279084551812,0.0875230963726539,0.08957897879964169,0.17020424509411294,0.11756637601645929,0.05473453749315819,0.10399514689314497,0.1301977378143055,0.14256771966684173,0.13825220112057046,0.13230276443144628,0.1441021066355589,0.14823180631043975,0.07055669230226487,0.11152416356877323,0.20004616449949986,0.1288867407765426,0.12052341597796143,0.2437043054427295,0.28513612950699047,0.20850330885685797,0.24578651685393257,0.1926444833625219,0.24905530745448298,0.19923769923769924,0.15054906128232376,0.15529289966353205,0.2724099770154082,0.23110502439441924,0.3015580499246105,0.15888944639571834,0.19184252231211943,0.2247378058931247,0.18948755972977427,0.20064205457463882,0.19822391373295273,0.20342696189656523,0.1681571505006497,0.09851470142467414,0.2380952380952381,0.12606101353054877,0.07092198581560284,0.12293144208037825,0.09525623928367308,0.07738440704198103,0.0,0.12788981800295132,0.1507537688442211,0.0,0.10014465338822744,0.06648936170212766,M
Illinois,0.0,0.0,0.0,0.0,0.0,0.007522261191714228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008394719721295305,0.0,0.0,0.0,0.0,0.0,0.0047529872524881885,0.0,0.0,0.004239443784975412,0.0,0.0,0.0,0.0,0.0,0.004087137777414477,0.0,0.002989393631395808,0.0029480610602406797,0.0,0.00326582154462473,0.0,0.0030997339395035257,0.0035809839520762033,0.0029614858761802757,0.0,0.0,0.002410138004502138,0.0033990977823314898,0.002957938119934531,0.0040778876541951265,0.0,0.003210135467716738,0.0045810618901461365,0.005964451866873435,0.004313319530710835,0.004398697985396323,0.008754760400968026,0.004223176794246827,0.006479369686916857,0.01513153628326236,0.016854104740600007,0.007669476251466787,0.014651901662605262,0.016956076055708418,0.020161139776435362,0.01670158816920227,0.01665664853747384,0.02441423280017299,0.01708391762704384,0.010746756270732283,0.02125865923835355,0.022755967936107114,0.03217526745691073,0.04079412564590699,0.038509105181696326,0.053342296787770735,0.0452344771530551,0.055022740411068624,0.047038700021381226,0.05007806286269773,0.06348969226172692,0.07528631614169037,0.08191413838028444,0.09773996362791516,0.11563348286410195,0.149267270882986,0.1363457661711934,0.12761911117042574,0.1329539488169639,0.14506051470266965,0.1556937556307784,0.1365077369352217,0.12465949489819475,0.11810987007914292,0.1429748231751773,0.13783392499454614,0.14292964340089695,0.13207732527043106,0.1280148633186437,0.12073649260488982,0.16200747362944043,0.13220018885741266,0.1410675315593388,0.13083571311753828,0.09737228224623183,0.11340600768325701,0.1143717080511663,M
Indiana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010564793880871384,0.0,0.0,0.0,0.018488132929675764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007930088341184121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005211156042856548,0.0,0.006017148874291732,0.0,0.006112469437652811,0.011265990024477925,0.008212119034665406,0.006201870897720812,0.0053538349519761,0.013121494100794943,0.009921181722978558,0.008340283569641367,0.008566882878472647,0.006277542718678201,0.009011444534558889,0.006272659984192897,0.01551386701035849,0.0087527352297593,0.019329007317409913,0.012975965628108824,0.01751645817215759,0.02516654330125833,0.02573418104753255,0.030217566478646256,0.027801352023645785,0.030948428663871926,0.02347871723337845,0.028861694758716232,0.025998786723286243,0.04375575237261795,0.03649302070978925,0.05456777772725206,0.06075050235992336,0.08697164724299877,0.08336491095111784,0.07783732000119749,0.09432293815952367,0.12265533849881832,0.09189315473872751,0.13576875108536066,0.1992257730121965,0.18736270836025326,0.2226624535437712,0.24953420282140004,0.35027723363989505,0.31345882743179365,0.37258069834152135,0.3403491542069526,0.28394152907771586,0.35283484548267113,0.3126646759177938,0.330534214757906,0.2899795940285684,0.27841467409105797,0.22656471254602095,0.24020327946956763,0.21924329741919318,0.2228495023027782,0.21126913945941236,0.1424691687814434,0.16288098531839887,0.1362305020093999,0.14786302720210295,0.130609428522142,0.13911072183007883,0.08323264867767485,M
Iowa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022952230669918233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014741652539249651,0.0,0.0,0.0,0.0,0.013219269918607066,0.0,0.02003752481920688,0.024140844584691255,0.015962258127449763,0.0,0.010861694424330196,0.00893878718535469,0.021668472372697724,0.016134526093114145,0.016662346798978045,0.019881075023947658,0.016274570080107048,0.012829676875423838,0.013342991117380198,0.01805126559428778,0.020991645325160586,0.011397310234784592,0.023849272597185785,0.014798007201696838,0.030171980287639545,0.025028783100565652,0.03667930064800098,0.029210260767964312,0.047004906137078056,0.062262623746964695,0.04195888029730864,0.046544100535257156,0.037559228013405756,0.045640034364261166,0.05651237890204521,0.048590864917395525,0.07272544889156385,0.049008228223580697,0.055800605835149064,0.07681334357511248,0.08141722114601757,0.08443241039974378,0.0937734433608402,0.09300833867864015,0.14180282961100907,0.16150995978085314,0.15356169105894887,0.18123563869380885,0.24219501675458677,0.21698592981861334,0.21791086742584004,0.23135596283844848,0.25217046723585146,0.34368112368784787,0.35335689045936397,0.28175363462188663,0.33283470456245323,0.2732987154960372,0.2846975088967972,0.28233984173062393,0.24672383109529203,0.2605014653207424,0.25907768344692894,0.20641539033150313,0.2237714088992168,0.1871718785665373,0.16201277041837414,0.20523602142463832,0.14247188724367782,0.09727128449290944,0.1270389755577011,0.1763302561974899,0.12905307307630262,0.11388224575788636,0.0655151876116736,0.09936653831822133,M
Kansas,0.0,0.0,0.0,0.0,0.02413377003964834,0.0,0.0,0.0,0.020299073008999257,0.0,0.032494493988518613,0.0,0.0,0.0,0.0,0.019204916458613403,0.0,0.0,0.0,0.0,0.0,0.021362043920362297,0.0,0.0,0.0,0.0,0.0,0.0,0.017442874585731728,0.0,0.0,0.01636616568015057,0.019919751856805442,0.0,0.0,0.015388955859344942,0.0,0.01655355073663301,0.018321309973663116,0.011561495595070179,0.0,0.01625336676883069,0.014512383900928792,0.021282130104755374,0.01716653996125267,0.017657148622742407,0.018102824040550324,0.02758925122772168,0.01470026166465763,0.0,0.0,0.02592400562921265,0.0,0.03165224730955898,0.024136266464381766,0.018467220683287162,0.0,0.05019450370184465,0.0370081006620338,0.06347694993255575,0.0763242253091131,0.04069702911687447,0.06645254180972422,0.03782018222451435,0.07470928344052491,0.0699434094232848,0.06445167735490316,0.0481881264456438,0.06881184874500294,0.10729253981559095,0.11836320595197836,0.15771765035749336,0.1186653636744381,0.1320086152991037,0.17967869222096955,0.2029969734996678,0.1680170257252735,0.17702520685010584,0.27355504318261753,0.22706449428355177,0.24490795542675212,0.2197086825616405,0.31074459184893033,0.30019354583876445,0.25896570666248137,0.24690374736171397,0.18309186435281005,0.15418676365936584,0.24667394556997854,0.18377098052027607,0.12640678519001794,0.20342568859595592,0.13856231105139402,0.17001612973538516,0.12646221941195068,0.13843803704410923,0.1517810558269696,0.1838326625925374,0.16433444549574225,0.08609338600222831,0.10938069691129747,0.11714174150722373,0.0,0.06722072842825715,M
Kentucky,0.0,0.0,0.0,0.0,0.0,0.01217952621643018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010684445584118641,0.010991426687183996,0.011038745998454575,0.0,0.0,0.0,0.010475372399488802,0.0,0.0,0.014660606949127693,0.012667581547556213,0.0,0.0,0.013887924449690992,0.02142551064133695,0.014302059496567507,0.024287171516005245,0.030527897801991357,0.035089360905773366,0.03756662205630297,0.04096977876319468,0.05988621618924045,0.06559031281533803,0.06945337620578779,0.09315323707498836,0.11896141512361642,0.1743321540275855,0.1823296520108356,0.2485840957433177,0.17984184496575073,0.17899761336515513,0.17688518790649577,0.19585126337857223,0.18305874521551008,0.1732196865548529,0.16257922292642601,0.1759243237007556,0.19584802193497847,0.15342816046028449,0.1844350031288081,0.14259039212357835,0.18311854334381372,0.14525100081482267,0.12549750797805587,0.11180679785330948,0.07809754383224647,0.07430954051934112,0.05600068923925218,M
Louisiana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015958826228330905,0.012621481761958856,0.014981914688697216,0.012652622255962547,0.018760943883932294,0.017561318269624773,0.0,0.014690489744201845,0.010477604121190955,0.013792627840419295,0.008355056480181807,0.008546570261354119,0.02779563261122596,0.015810276679841896,0.05030274802049371,0.06328237783534717,0.06419644110979598,0.08100609570870208,0.09121628625329105,0.07816956457439841,0.09752637645181311,0.09478015627167229,0.10577177335993654,0.18263037093709122,0.19141931038003115,0.21882394850003817,0.26655730982161163,0.31071983428275507,0.3615538900031669,0.3019641521456077,0.327271692421526,0.4051355206847361,0.30980369448144074,0.30763551344367196,0.3560635528559888,0.31697129484255115,0.345353287078809,0.3683358206585591,0.3019917885378847,0.28068734168549325,0.23853147578386974,0.24978614200171084,0.2342238365185512,0.1702533369654045,0.20773916411393964,0.1703319580604868,0.19374369323915236,0.17016207938061004,M
Maine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05039899202015959,0.0,0.0,0.0,0.0,0.0,0.0,0.046235647684364646,0.0,0.0,0.0,0.03872966692486445,0.038690706492300546,0.0,0.044662795891022775,0.06006006006006006,0.07007162877608222,0.06570841889117042,0.0526592943654555,0.06437373551590951,0.07793472966390648,0.1393312101910828,0.17190818080695724,0.21430758240636802,0.23084994753410282,0.2445247714224963,0.24218174160261136,0.3136152265599654,0.2839667977282656,0.3363715277777778,0.27957951241333034,0.23715415019762848,0.3202928391672386,0.27251331599157685,0.3075345976422348,0.19029495718363465,0.22412102535369097,0.41535376682898884,0.32367220832720317,0.27590435315757206,0.2985074626865672,0.2044989775051125,0.22518621167503897,0.1611170784103115,0.0,M
Maryland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008282533792737874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009645806003549657,0.0,0.0,0.0,0.0,0.0,0.013271400132714,0.0,0.0,0.0,0.013657470636438131,0.0,0.015460331366435622,0.014900908955446282,0.0,0.013604825177996462,0.011196703690433536,0.010937089859130283,0.01261935809531822,0.028982506986854364,0.02814579521923564,0.03298473001028347,0.033419357234362526,0.03446024376088218,0.03337907502874309,0.030844562681934726,0.03443805202171623,0.04335886688827865,0.07401924500370095,0.08428241090916949,0.10317834152031044,0.1477534755647093,0.1425952332450601,0.14711782800588472,0.1461387404667306,0.1596039970392302,0.1750039773631219,0.15306477422945802,0.204247417894859,0.19832223944560956,0.15625,0.20504843385420352,0.1844473956027741,0.21156558533145275,0.243821061006596,0.2680825590172041,0.31667465006120604,0.24369153368445878,0.2578842744318487,0.26191723415400736,0.239067055393586,0.16995139986284624,0.18894067262879455,M
Massachusetts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008835092989353713,0.0,0.013134563604124254,0.0101710430404638,0.0104907943279772,0.0,0.0,0.008243207596940121,0.008034709946970914,0.007888675018143953,0.009265550682562233,0.0,0.007505253677574302,0.011507148816202064,0.014439390657714244,0.00701803635342831,0.022010675177461067,0.013213356060305756,0.019771181525807983,0.023824205392678963,0.021398613369853634,0.02529648974004137,0.013682594219864086,0.024947376627426524,0.06703054677774585,0.06049705689993459,0.09838807536526574,0.06345389573523028,0.08885908290720093,0.09061842802674099,0.07848472164085392,0.08030981742901505,0.07213139010135386,0.06188597509089503,0.08512154564890333,0.10938481171632872,0.09910802775024777,0.12792518582236045,0.10817529000184127,0.1427617490616869,0.12286753934124096,0.1291248206599713,0.13837198205935683,0.17315806160524838,0.16314020170061302,0.13864284063775706,0.13245033112582782,0.08694470859937509,M
Michigan,0.009314456035767511,0.0,0.0,0.0,0.01849853553260367,0.011774575747317604,0.015272538448615544,0.010290031899098887,0.01503204558809462,0.010823242914158154,0.00794333752565036,0.0064688074106657705,0.009113159402176744,0.010232010845931496,0.006352917259605611,0.0,0.0,0.009083477155054956,0.0,0.0,0.0,0.0,0.008572233311698648,0.0,0.0,0.0,0.0,0.005491890308644235,0.0,0.0,0.006577649148194435,0.0,0.004412608292761852,0.0,0.004877912810792731,0.009698568491290686,0.011337154374252062,0.003683716132834804,0.004096585788358674,0.0028691111493659265,0.006053302076282612,0.005448552047293432,0.004503819802169715,0.0,0.003533319200056533,0.0,0.0037853217838959793,0.005835440575763471,0.007281248138317237,0.005603771338110549,0.006361547976674324,0.008715736261820716,0.0059688574860664485,0.007287461194269141,0.004946542013807919,0.008363429005892417,0.01357151339338728,0.015186571497485282,0.022013299701903234,0.010444161713602096,0.01924575871592298,0.015569191317886253,0.014578056380633052,0.011430782217220032,0.01648919090143803,0.01860564016691917,0.01616103574282405,0.013073848567479734,0.01379462561386084,0.022595193550427953,0.03420921244845504,0.030075462068462688,0.04136941972493932,0.0490161753378615,0.03623313433865903,0.04035078280518642,0.05218513387858891,0.05189464408107314,0.07879583796343065,0.09676815183235178,0.10318819612140039,0.13799200077620502,0.20086020566338453,0.2157113470840051,0.20473660911907923,0.2246263867241221,0.21976446981821657,0.1970893271322301,0.24739136824572577,0.26503671202302903,0.25158708432729787,0.23039922391840362,0.2201792888494917,0.26386815639088673,0.27342468321797414,0.251288048803616,0.1843944099378882,0.2556203709772564,0.2537534362444491,0.23861936849888252,0.21553210566245948,0.17395085888236572,0.15637363879573457,0.15526404841053407,M
Minnesota,0.0,0.0,0.0,0.0,0.017869450897301714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010158884960786704,0.0,0.0,0.0,0.008677693122060431,0.0,0.0,0.010895619960775768,0.009189346484309191,0.014303696075065797,0.0,0.007190623427051126,0.012684989429175475,0.014019150159117352,0.009621331867225622,0.006676191366349325,0.00948483780927346,0.011747200250606939,0.011811178624391397,0.010711512197734516,0.008186097278122655,0.011512613507173797,0.016533894483691566,0.016296996463551768,0.02603624244948969,0.010842459069717012,0.014425590998431216,0.014226521793253073,0.02070429096430235,0.030316236239270895,0.04197359860647653,0.028641931788137835,0.046858359957401494,0.04181388639167068,0.03537392317616214,0.04489907468863468,0.03048083517488379,0.052489637821499034,0.048499125283633274,0.041331565260819395,0.05155170636148056,0.0359460090943403,0.06202704379109291,0.04978220286247666,0.056924602445921624,0.09176373646953069,0.07414959681156734,0.11802730970366065,0.10030456112195212,0.08751512894516339,0.09484911248330462,0.0988708943861106,0.1250378138549965,0.13145814205825893,0.1683147485798443,0.13639415813328856,0.1677139945652174,0.15932361813315205,0.23203813863224065,0.14468967304452987,0.1706963980899289,0.19003288209420507,0.20165661997484713,0.16473017197829953,0.16530723219140836,0.18643725151059098,0.1990026455645822,0.14950247536885447,0.14594735470419598,0.17290160326941215,0.2135135135135135,0.163265306122449,0.1552149449818454,0.12372061635361602,0.13951055048538047,0.10141676142475184,0.10207662126383618,0.07647547797173732,M
Mississippi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03291157756161779,0.01904907040536422,0.02284148012791229,0.03695764653706852,0.02975526296213643,0.04233048564611714,0.056442509272697956,0.05393071976768306,0.059304443597238105,0.06996982551274762,0.07691263629371578,0.09532455742169768,0.13837432486720527,0.12740592437548345,0.1358880282647099,0.15281757402101243,0.18446601941747573,0.19219680953296175,0.22298705705560135,0.21421810392068946,0.1736600018774054,0.16244314489928524,0.18572825024437928,0.18840276324052752,0.1604492579221821,0.1838235294117647,0.1998062484863163,0.1746041302908062,0.17507848345810192,0.16434353886420353,0.15936762924714734,0.11926058437686345,0.14569168863604828,0.21380123857269243,M
Missouri,0.0,0.0,0.0,0.0,0.011657502574365151,0.014698587098315173,0.009647108761504177,0.0,0.0,0.0,0.009342651070667812,0.0,0.0,0.010020240886590913,0.0,0.0,0.0,0.0,0.00997307270370001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006576783952647156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00568808800609763,0.005744155321959906,0.006828890760510801,0.006880181636795211,0.005789248208227679,0.010847163466753445,0.008777429467084638,0.006506942908082924,0.0,0.007353049309548669,0.0,0.010862312431140697,0.0,0.012993762993762994,0.015052533341361352,0.024665373104877163,0.02452440177977087,0.02236251354652263,0.026331958219959622,0.020910294835157175,0.021462770348357273,0.014959609055550016,0.01576391954095466,0.02148359574010987,0.02675269494059328,0.014152723613033085,0.0239097169089518,0.030686736869306806,0.023550098910415426,0.05645070240802568,0.06171636458130318,0.0771158665895508,0.04859772061013654,0.07384131971720347,0.07834359261331841,0.0735220399024162,0.06979911474293497,0.1232090681874186,0.10703391191109049,0.13101220387652548,0.15937409446537235,0.18372989885760024,0.19387793147160806,0.18273354465784075,0.20627301293543848,0.22118650762303502,0.22286649705145653,0.2599309496408588,0.21812214840310576,0.21765799992085164,0.2014666774115561,0.17651700793288203,0.2195823543620035,0.19305906688117674,0.18855472800980486,0.2227764728672785,0.16056122322950372,0.16290318538382498,0.17428300484404236,0.15779507679360402,0.12293593361459584,0.11475456866626502,0.10373127497940629,M
Montana,0.0,0.0,0.0,0.0,0.05292685508627077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11138613861386137,0.0,0.0,0.05992329817833174,0.0799543118218161,0.06365372374283895,0.14869888475836432,0.07018247443352717,0.09992006394884093,0.09906875371507827,0.05806638923836253,0.10008006405124098,0.16999999999999998,0.14893617021276595,0.1726320635285994,0.1441095232376606,0.1937984496124031,0.2706534347209692,0.3444164790038416,0.21586616297895306,0.2322721683290067,0.23759608665269044,0.15955903684363215,0.20961221739781402,0.35681042506981075,0.20385761329778895,0.5321722302854378,0.22969647251845776,0.20927237604636187,0.3024701730801546,0.235650563878135,0.23011176857330704,0.21713713044930685,0.13668204339654877,0.20923869306293258,0.15238740264138165,0.11828320378506252,0.36068530207394045,0.1647748077627243,0.13235016071090944,0.13484877672895396,0.23072486060373007,0.15444015444015444,0.15628052353975386,0.18442622950819673,0.0,0.0,0.0,M
Nebraska,0.0,0.0,0.0,0.025033795624092525,0.027264052346980504,0.04841762401514151,0.0,0.0,0.0,0.0,0.0,0.023783475241402275,0.0,0.0,0.0,0.0,0.03593798131224972,0.0,0.0,0.0270929287455974,0.026619815790874725,0.0,0.0,0.0,0.027757730527952034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02104377104377104,0.0,0.020698934004898747,0.0,0.028638934631631707,0.0,0.0,0.020621391256530106,0.02448751136920171,0.0218539428155163,0.023320895522388058,0.030177616830488016,0.0,0.0,0.03526803708182184,0.029446407538280327,0.0,0.024213075060532687,0.05265097667561733,0.060092870800327776,0.026106934001670842,0.04758380035952205,0.036458333333333336,0.04935346954890929,0.08379750579188643,0.06154720196951047,0.054220133742996564,0.05883151559035163,0.07339786228726088,0.08456659619450317,0.11775788977861518,0.09206318441709468,0.13228859265289508,0.11637748624629708,0.12769353551476456,0.14772607365199958,0.17965653896961692,0.11982570806100218,0.11920304251575183,0.11126727570859686,0.2273135131901657,0.11840625185009768,0.18207197912241307,0.2198204799413812,0.2398229000122986,0.21044813072542706,0.23652131724179754,0.19987507807620236,0.1855517070757051,0.2889285055634106,0.1733960862026257,0.19100980516999871,0.1958183311224812,0.16107209587011145,0.1740178033598822,0.11022320198401765,0.13996316758747698,0.12151591098959522,0.1000538751635496,0.12399256044637322,0.12249272699433472,0.11832452472982566,0.10453522032807976,0.05100306018361102,0.12574097359439554,0.06633813495072025,M
Nevada,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10003334444814939,0.0,0.0,0.0,0.0,0.0743052459503641,0.0,0.07062146892655367,0.06523866478199412,0.07146503318019398,0.048628671464695586,0.0,0.047773743550544624,0.06573387172504461,0.08128612716763006,0.08586639189421261,0.12072434607645875,0.16316843432470518,0.15639874881000954,0.1432851374234727,0.12518943137642485,0.20648771065076935,0.22650056625141565,0.2386780905752754,0.15982951518380392,0.2044153720359771,0.21684737281067556,0.2893171024619248,0.24554620970691188,0.2032414404085674,0.20899174227750028,0.15570847355467377,0.15494867325198527,0.21361567753320332,0.14741588622962193,0.17729729729729732,0.1795745464591583,0.1317844591956267,0.1960986685932501,0.19932123040456823,0.10463131229693265,0.18756551001268826,0.16960280118174856,0.1154797910365686,0.11325669630216886,0.08195761620419155,0.10398189491712032,0.12270731077241023,M
New Hampshire,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04029658284977434,0.055458722864839174,0.037017842600133265,0.04338394793926247,0.0,0.036010082823190494,0.0,0.04915212582944212,0.05971677188193141,0.09673731422038519,0.0548747027620267,0.1587449808572229,0.18311488049344643,0.23172733417012648,0.22881018702745723,0.14912019087384432,0.16049754238138228,0.1546551190844417,0.1973001038421599,0.21865889212827988,0.2152389151958674,0.19765015921818382,0.22675736961451248,0.23386342376052385,0.3830470777214877,0.1923570146191331,0.19579689335595873,0.23480662983425415,0.2339664189375172,0.11519078473722101,0.2762430939226519,0.16467065868263472,0.15780337699226762,0.1471550032701112,0.11713520749665328,M
