state,1914,1915,1916,1919,1920,1921,1922,1923,1924,1926,1928,1929,1931,1933,1936,1938,1941,1942,1944,1948,1951,1954,1955,1956,1964,1967,1969,1970,1971,1975,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,gender
Alabama,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011856207910461918,0.0,0.0,0.011792730960635864,0.014550745725718444,0.01959967660533601,0.027758150802462904,0.05407075544569751,0.07259339918591688,0.04163522339899555,0.06497894682122993,0.09723280687462224,0.13438735177865613,0.13271767080487737,0.14354204346453076,0.14681751446584335,0.1579362990260595,0.13694239678331052,0.171151202267052,0.2111962153638207,0.2104898936016839,0.23849564286806296,0.31023447194827247,0.3396899068375206,0.41604027549557737,0.45649273123112577,0.5936881574835955,0.5839313353032222,0.6559374887988817,0.7241237729088127,0.7367503762972352,0.7154116648478234,M
Alaska,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09674922600619196,0.0,0.0,0.0,0.09604302727621974,0.09493070058857034,0.1130156338293464,0.0,0.13722799451088022,0.15866719555731854,0.4584288393415295,0.30144694533762056,0.346797225622195,0.29270332427346857,0.3968253968253968,0.6399212404627123,0.8062418725617686,0.49532195927352773,M
Arizona,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009978048293753742,0.017763742228362776,0.019250760405036,0.0,0.026721636891128414,0.027764923646459973,0.02681252681252681,0.018158707100054475,0.023093457445863608,0.020851433536055602,0.029077723043240286,0.02857431001445524,0.05241506377166093,0.04846291779073712,0.05965468459716044,0.050523006680264215,0.12244816026657566,0.12401049955562905,0.18006457488202668,0.1929570670525808,0.25240936209270304,0.3263763634802027,0.3546335084336281,0.3547189443564216,0.37751677852348997,0.412205428667721,M
Arkansas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02995164948012494,0.0,0.03966505068312032,0.038892009852642496,0.04795744866373109,0.0612503828148926,0.04883679630616231,0.07800988125162521,0.0669762457581711,0.10785547366528853,0.0898391878537418,0.13439655944807813,0.09470124013528748,0.18164097111465533,0.15289144707257846,0.1738885233574584,0.1427024899124102,0.1996637242538882,0.2651113467656416,0.35749642503574963,0.4038137969713965,0.4879401164402551,0.5746799431009957,0.7664428732695622,0.6857502359232462,0.6302521008403361,0.6416448185456051,M
California,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016932679054614663,0.001881198549219679,0.00245096036797085,0.0,0.0024441938175863236,0.0,0.0,0.0027522935779816515,0.0018087761820352352,0.00382324829056687,0.006183770413469376,0.003591815082307824,0.007187924287197507,0.004301554126202537,0.004069390285647261,0.004710569171343589,0.007254245433792542,0.006478347281060782,0.005527583845035389,0.009942235611099512,0.010004822837675597,0.006875378476363243,0.016476952862184018,0.015597147950089128,0.01611234544868642,0.015345339899278769,0.011698242410408581,0.0134348282199996,0.012983054291746163,0.015297927130873766,0.01823174831071457,0.029311462472872803,0.026710008865449754,0.03765908740466617,0.04317966206398785,0.06339258733724856,0.07698899392121683,0.10816092728620527,0.13565437743592568,0.16835475823711438,0.18069679219164428,0.20352634655773436,0.22517356332385235,0.2420933137488658,0.23484683809207188,M
Colorado,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012275360895610331,0.0,0.015078028799035007,0.017825311942959002,0.025572831423895256,0.022712933753943218,0.03284404133296279,0.024384891121461142,0.023785172323573484,0.04140882007867676,0.04547211422595093,0.05147486683675753,0.04694520823553081,0.041629084853951295,0.06485384722286562,0.08580705009276438,0.0691793893129771,0.09319207376888367,0.1054743774439185,0.19012439567602804,0.21221936780967274,0.25299184172375566,0.2998068551990544,0.3607295394205241,0.43936985113455695,0.40831913518594676,0.45623574263304273,0.4159706527791425,0.45126353790613716,M
Connecticut,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01751211254450995,0.0,0.021327158613125344,0.0,0.028857252789534438,0.0,0.03638769434336751,0.0,0.024192990944909103,0.030875844797420154,0.0285591889190347,0.0,0.022710927741398237,0.04613432778439891,0.06541826805135334,0.06038907820385628,0.10372508343104536,0.16164788472196565,0.13636149903606526,0.19961977186311788,0.28099096145740643,0.3508940588348395,0.39169604386995693,0.3162619873495205,0.406611395680414,0.4577037608911437,M
Delaware,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09185548071034905,0.0,0.1841620626151013,0.20884093282283328,0.1564945226917058,0.2908033442384587,0.24691358024691357,0.2911208151382824,0.338409475465313,0.42097206276310756,0.48889794255449176,0.3955174686882004,0.6077606358111267,M
Florida,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005581959108162419,0.005378120270135298,0.0,0.0034827915270647727,0.003416864275317256,0.004256919267526092,0.006554941333275067,0.006610064925526601,0.008232547000359238,0.017485707334874104,0.022368258669628535,0.013109090768886729,0.030061047049392615,0.027183410352996,0.022839567266332194,0.03447536160823732,0.027799013135033707,0.030986894810828787,0.04763925176600195,0.049433334060294126,0.04393610839463129,0.06634279966614591,0.07679971087167672,0.08292474780410437,0.11637057749945583,0.1454192922927775,0.19795333465302223,0.24536323129744328,0.2879005985301917,0.35571476174608463,0.3828348329103037,0.37547478830539777,0.3943096415942409,0.3747323340471092,M
