state,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,gender
Hawaii,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06277463904582549,0.06419662509170947,0.07426661715558856,0.0744393784311901,0.07582219694815658,0.11205528060509852,0.07714065312419646,0.15086748805632386,0.21730045967404932,0.21605451221538974,0.21448999046711154,0.20898641588296762,0.28052805280528054,0.2767152274761943,0.16047500601781273,0.2282206657747698,0.2231971061340722,0.2338709677419355,0.4133256179217988,0.3444925359950534,0.4284740481059499,0.3888722704157942,0.43343653250773995,0.49932782792394853,0.5497526113249038,0.6089775071211079,0.5149330587023687,0.4927141209770416,0.5656227087043051,0.4566683964711988,0.6358322223361706,0.3643355935634045,0.3873203547039038,0.3215111021802472,0.2277255906632508,0.29033194619181263,0.17532527452246932,0.09810916874777025,0.1187214611872146,0.07568590350047304,0.11937922801432552,0.06815305228312725,0.09617234083477592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07948072592396344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
Idaho,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12226599646787122,0.0,0.0,0.0,0.05832264084917765,0.0,0.0,0.07432575918454025,0.0,0.057247538355850704,0.0,0.05681357032708384,0.09014176841760223,0.11329610746945051,0.08032128514056225,0.04744958481613286,0.06236357966947303,0.09237164190593487,0.11442520405828056,0.12125805229253506,0.10974367014188288,0.1630561378989052,0.1961553550411926,0.14668416583030958,0.20322025949663908,0.21598272138228944,0.2484266313348791,0.14542810398109435,0.2142161635832522,0.3050704818009678,0.32747516646654296,0.35398230088495575,0.4183179216204315,0.44500953591862685,0.41816590489156863,0.35831591519856676,0.3404084901882259,0.3820907220534927,0.2919175332968436,0.2773203917150533,0.18715924810806414,0.15007128385983343,0.18191079094811904,0.11141285425806002,0.12351609140190764,0.08470388932025129,0.07761236153249136,0.0966542750929368,0.06924674924982688,0.08055421298533913,0.0,0.04513042693383879,0.0,0.054392167527875984,0.0,0.06129597197898424,0.04294057025077293,0.04331254331254331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
Illinois,0.0,0.006640914675314613,0.006218325404968442,0.0,0.005725026955335248,0.0,0.006862206885734452,0.0,0.006767011784267664,0.009436811112788768,0.011700959478677251,0.01193503667728579,0.013938836385938501,0.007374971191518783,0.01227955831373327,0.01043079169708981,0.013124097718281868,0.021168501270110076,0.024134819198724,0.020841560265016892,0.015960163432073543,0.02609085880670848,0.024861964302362923,0.025139271564467148,0.02946852096542677,0.027315207741910305,0.016593226276295652,0.028828217737832795,0.038248512353533944,0.042997679607979775,0.044710721631047126,0.04245188786042485,0.05131410150981875,0.05663605205845775,0.05544295843626216,0.05321120663884538,0.07429113871806513,0.0764534526825675,0.08491136016024298,0.11404613980970588,0.141554516570661,0.16216741611545094,0.22309860267224743,0.20693841073212227,0.24723576677426,0.32295849260328646,0.36127553572208976,0.39932164619116167,0.4123763890304822,0.37536274551036714,0.546793074667751,0.5445737321911219,0.5845162829535966,0.6494626836241744,0.628385426485189,0.614083908125043,0.643129494666731,0.6220194899440182,0.5396914607696909,0.4841724634572365,0.4686049989646207,0.4842839075850582,0.34528736695260775,0.33004532522905294,0.26950290000303667,0.22957206897300897,0.21414769913294598,0.16158538755578966,0.12322947190439686,0.11875526884873365,0.09028980826261855,0.07093183962091684,0.0627020820113015,0.04887694119215303,0.043112267266828395,0.03251228045375835,0.01810875000870613,0.022093934858527547,0.02651191563319292,0.01568568867642665,0.012167485437040867,0.012482154419852867,0.011216061399924692,0.009841147477795912,0.01814298320124692,0.007528293837673255,0.01000934205258241,0.0,0.0,0.007872156183578682,0.0,0.0,0.0,0.007574825068883565,0.0,0.0,0.005457740713654176,0.0,0.0,0.0,0.0,0.008439937785601466,0.0,0.0066693344004268365,0.007087875480203563,0.0,F
Indiana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01182802058075581,0.0,0.0,0.0,0.0,0.010743677345881948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012835322808368629,0.0,0.014148273910582909,0.017078122924533673,0.023138260002847785,0.012688141345894592,0.018864958339883667,0.019657951641438964,0.01869000084954549,0.03103034227816678,0.02625831015838535,0.032149172158816915,0.03501020124829476,0.04704406460718206,0.03907296597302849,0.06390399237484565,0.07748934521503294,0.07399841580856298,0.12542985857783445,0.1664744521887379,0.15284187275667574,0.2006927465362673,0.27038376058747016,0.31308703819661865,0.3442038348235051,0.30623935925303297,0.30288782216001664,0.5048779143471311,0.549267246514953,0.6302778117733447,0.5750229130309232,0.6102035299115591,0.623502402428774,0.6993173898515442,0.7202250703344795,0.5853927930415573,0.5579665220086795,0.5006787627541711,0.4944485566247225,0.36481986073266726,0.2863474156786002,0.2794767492903339,0.2222659876768984,0.21821396016904673,0.15585315169706765,0.12854955657624867,0.1388113523545121,0.1049174345406441,0.08791475300501721,0.06230820754863935,0.04427647496007211,0.051534672224327394,0.034428045385145045,0.030949714083593705,0.026924342597301584,0.03270773304259793,0.022101889711570337,0.019436660781677707,0.0,0.01800946315427561,0.01164492946499867,0.0,0.01326809851563148,0.02143163309044149,0.0,0.01051635292880429,0.0,0.0,0.010720028586742897,0.0,0.009098518761145686,0.0,0.009925755349982133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
Iowa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01249781288274552,0.0,0.021087036744161528,0.018150232063681385,0.0,0.0,0.013975068477835542,0.01424826171207113,0.0,0.0,0.0,0.03308171182821569,0.018403214428120113,0.0,0.014551380926049882,0.017033840563252328,0.022886568445143755,0.013720808978897396,0.0,0.0,0.015192565771149318,0.0,0.0,0.01763535132139168,0.023420422608514624,0.016392434891297665,0.03237293622531564,0.03588087549336204,0.0571333787943014,0.049183015465325976,0.06724949562878278,0.04788677438234929,0.06719819836181688,0.12309920347574221,0.15553489702517162,0.21668472372697722,0.21871246481776951,0.2573406894508831,0.35966672088778034,0.3291079727310537,0.4087168490313594,0.3850406008158286,0.36904809659432786,0.5142953104664344,0.5333941189879189,0.6153112330073933,0.5943866226014897,0.5984109423715176,0.6332282124443109,0.7531483066389534,0.7435339104572734,0.6786333323540644,0.5510242201606376,0.5544566325001499,0.43344193623458227,0.39870565121923035,0.34632731958762886,0.2691065662002153,0.23016725487187356,0.22820744307352792,0.21666795635688307,0.17271616091831854,0.12619335015911334,0.09826216345209017,0.06987509826185694,0.06876719179794949,0.03848620910840282,0.04511908214895743,0.04433606739082243,0.04074085681155787,0.029127156218647855,0.0,0.023732836073910833,0.01757345705047097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020223264843876394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
Kansas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025128785023244126,0.0,0.0,0.0,0.020521941375654138,0.0,0.018094962362478286,0.0,0.02182155424020076,0.0,0.0,0.033225350942769336,0.012824129882787453,0.03166946819654559,0.03310710147326602,0.03664261994732623,0.057807477975350886,0.09101251422070535,0.08358874338255781,0.09191176470588235,0.11823405613752985,0.11771341687716115,0.19170618504691755,0.19913106444605358,0.14346410638415272,0.21168376797106986,0.27841467409105797,0.384985563041386,0.3629360788089771,0.4088397790055248,0.4009284659210804,0.39307633956278876,0.4025854108956602,0.45270816491511723,0.3931902789977831,0.40708910728237185,0.3610251527414108,0.29003205617462985,0.2071848755040882,0.16982316240262857,0.17190991920233797,0.18190086402910413,0.1398868188465696,0.13212593857755148,0.10922641994345926,0.09830264106428993,0.06705783738474434,0.07778153533987149,0.05958222346838637,0.045372050816696916,0.0,0.024661781285231114,0.022145124381781945,0.026135981779486988,0.03848374061958822,0.019539645941615537,0.0,0.020408996285562676,0.0,0.0,0.0,0.019618614141097074,0.019911592529170484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
Kentucky,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009297655131375867,0.0,0.0,0.0,0.010187597327938757,0.0,0.0,0.01074938574938575,0.013560752169720346,0.01833965032400049,0.027948574622694244,0.008952685059460749,0.02569567254644115,0.04717124684256977,0.04857611269658146,0.05271399556582273,0.07107869647851414,0.09333818480960593,0.0905811752907494,0.1301482701812191,0.09986966162804475,0.16233766233766234,0.17011946166641465,0.23573026010920156,0.24095393043227545,0.2875958652884295,0.2663334084530126,0.3466002025079835,0.3061383667420638,0.2500160266683762,0.2945702352165311,0.31570813555580085,0.2200291919918088,0.21048562039562707,0.1855287569573284,0.15713058599233204,0.1488975462500255,0.10705989294010705,0.13613420738475715,0.059115380555262324,0.0861878453038674,0.05042864346949068,0.043978427424021485,0.052373470456601436,0.04052250190694127,0.02185845436440472,0.02113469847830171,0.02573219799756714,0.02817496654222723,0.033739817804983856,0.03493362611039026,0.020181634712411706,0.0,0.0,0.015516706320471706,0.0,0.0,0.0,0.0,0.016272510305923193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
Louisiana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01227505953403874,0.0,0.0,0.0,0.014452657224263947,0.0,0.018046632498375802,0.011542964563098793,0.00998535481294102,0.01123325042124689,0.01581953079271669,0.019635682566534755,0.020949616173103685,0.04004576659038901,0.06261043785566206,0.06560580681183696,0.08311883311883311,0.07527733755942947,0.06829137653990358,0.11396698979660246,0.12444614627208578,0.13689445158406435,0.15448502629080035,0.14955353870064367,0.2387683653888409,0.2802815555626334,0.32322227747389354,0.3517237863830221,0.34219211394823695,0.4114297618220957,0.457802898244502,0.534278265339845,0.41891918849368626,0.43333754049392065,0.47728099651135414,0.4470593197106767,0.3481197365129659,0.24780971336026067,0.25241248082635964,0.18730374423857357,0.1885968741814372,0.18102824040550325,0.13869393757101797,0.11281472744987438,0.07817521671907302,0.07026789635485288,0.06520726595249185,0.045484209069155776,0.0501534696170281,0.03240243828348083,0.029023363807865334,0.038028436819977605,0.024381594112953278,0.025428822414351102,0.033654655159979806,0.022211801870727313,0.0,0.02290018065698074,0.0,0.020714655618850338,0.0,0.013851566612183838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
Maine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04258218361437575,0.0,0.0,0.0,0.0702247191011236,0.06130670870555263,0.0,0.08926977325477593,0.04278257893385813,0.10356433934581859,0.05028073409871785,0.14534883720930233,0.06889424733034792,0.11122518822724162,0.18131583491624934,0.12987012987012986,0.16267123287671234,0.09434771421219658,0.08409014463504877,0.07165605095541401,0.09992862241256245,0.11312217194570137,0.06270466104647113,0.09687756166629406,0.14309563558311472,0.08555611474584801,0.10346329775648008,0.14829461196243204,0.11335298118340513,0.11279679657097738,0.12631116480861113,0.11920242739488512,0.17777777777777778,0.12109724635391986,0.24803637866887143,0.14120020171457387,0.19833197721724982,0.28770442156268927,0.25165301490180597,0.29038291170390784,0.2708939500351159,0.21731064822176288,0.29563122741705905,0.35231943628890194,0.4288823454103188,0.2995207667731629,0.4377912724191499,0.4123855455371497,0.4650526603747777,0.49106533897149096,0.5294161509208859,0.41477227406875644,0.4447054874979023,0.3947921041579168,0.23622711549818612,0.28735632183908044,0.3403014098201264,0.2810743285446596,0.1632208922742111,0.1853138753764188,0.13870694305309395,0.09955582784499924,0.08351681725001897,0.060989555538614015,0.08520526723470179,0.0,0.0,0.0,0.0,0.05450015571473061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
Maryland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022209390130147024,0.0,0.0,0.022692202959063264,0.026954177897574125,0.03222836095764273,0.022021581149526535,0.0,0.042156738754689935,0.02345765892563922,0.03107627499050447,0.025857610756766073,0.032263268269075655,0.02272404487998864,0.03431610855329006,0.043279634527530655,0.04580470539246304,0.04449784185467005,0.029151250140150242,0.06798096532970768,0.03837298541826554,0.0540040117265854,0.07152268021833239,0.11593272334885048,0.14444757609921083,0.18449554135775054,0.17540085714758494,0.26935573475194025,0.3097667638483965,0.2970875406826337,0.35150848784713545,0.35483593144432,0.34485078895131716,0.6444034233931868,0.6881750944467108,0.6792550344242022,0.8006018982946215,0.7624141785087019,0.6635502911698293,0.7189802828121888,0.9115361625821877,0.7161174819760971,0.6529528865295289,0.6493683664838613,0.6188466947960619,0.45942686498593005,0.3851406719475553,0.3136762860727729,0.29632301785668275,0.32285302736800275,0.2547525775673532,0.19046755249195046,0.1500358294518094,0.1465570041123458,0.11567744920708367,0.08487734189007348,0.0583020043827024,0.034925008246182505,0.027849464361968772,0.03627394080092861,0.020398323628676336,0.028916777514313804,0.03241228425573292,0.018582371523547993,0.021148355715343133,0.012966524755256845,0.0,0.0,0.015843914805006677,0.011145290000445812,0.018267342558341323,0.01387860843819393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
Massachusetts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00777049078419793,0.009338230716553571,0.011136920482387756,0.015077649896969391,0.008327781479013991,0.022827041264266903,0.021016866034993083,0.022605255721955354,0.02401670084427941,0.03163967988088591,0.018835938971557734,0.0242664078249832,0.023737788733680272,0.029019678969801396,0.02237405985921553,0.0286880020400357,0.024093482712926155,0.029862373409504026,0.03547759944371124,0.04627955745173187,0.039685689340423845,0.04400417527988702,0.03507810359002466,0.025842696629213482,0.03830122789230596,0.03763764624913971,0.05261908938022967,0.07760841896128892,0.09304373055336009,0.10844927309676411,0.11293218277639429,0.13049354522999487,0.15007972985648627,0.18405897477253538,0.16937605268636097,0.22483488687994754,0.18822657408129828,0.20876622103736228,0.3464098882451578,0.3904379927018947,0.4198810896754039,0.42267672159924236,0.46064104877022066,0.4908517651554961,0.5064314415463991,0.5262612122154819,0.5183254553754177,0.4377162903149345,0.36120049911341695,0.4170127646590158,0.3094784326753274,0.24019215372297836,0.20585505779127647,0.17970192561329465,0.13498312710911137,0.11990786027578808,0.11273086663784052,0.0814833036098641,0.08255779045331732,0.050343776070884035,0.04187423290737131,0.02807214541371324,0.030264678369008972,0.023784040908550363,0.01845310275742078,0.01681708615953809,0.009986019572598362,0.013392259274139548,0.0,0.012473688313713262,0.009575792396820836,0.0,0.008199006280438811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
Michigan,0.0,0.014987688684295043,0.0,0.010534077741493732,0.011199462425803561,0.008750896966939111,0.010790812394018807,0.011774575747317604,0.016799792293477098,0.016170050127155396,0.0191316943848477,0.01894067509977677,0.017210564638909114,0.015525137785597847,0.019528198718950163,0.016627017624638682,0.033035169749949175,0.033110755477070805,0.0402316191789876,0.030278257183516517,0.02445620899988491,0.04653199759128483,0.056724561735231355,0.05445775634043878,0.052658004629005994,0.03968352389692204,0.03873603155225843,0.04954760878931495,0.06671546779588773,0.06590268370373083,0.05756354712636713,0.07058318074408994,0.0920870880747221,0.10603404399705933,0.11693411975818907,0.11684504053734383,0.09895194559036682,0.1040979684731867,0.12092964665868866,0.15103236144622695,0.18200545431136395,0.241579158776611,0.2889075990953065,0.29258724493965726,0.30682272402281185,0.42377278859791745,0.4245871905401267,0.519364092756395,0.4750578838789454,0.4681320106334695,0.7585736696828685,0.7298912167888989,0.7796430464746422,0.7263113551517264,0.7520760432443725,0.7280173733074872,0.735621462339149,0.7428245580688082,0.5784857583931328,0.5511832125852012,0.5283191928456776,0.49087560053929846,0.3983872054196057,0.3223738437585859,0.297939027279188,0.2356499718626899,0.2186987424822307,0.195802213185197,0.13108395658068397,0.11579694445482051,0.0892052456363001,0.07320842710338657,0.052700678636809106,0.04283474900659837,0.04045009928660734,0.02975982074084448,0.030194278615549193,0.03228062624414914,0.023720515399358596,0.017624596103005975,0.013132639660571774,0.00832414209310553,0.005318979181515484,0.014014812578833321,0.007641420867628758,0.005559570801134152,0.011066843736166445,0.005730264967452095,0.01194372118577264,0.0,0.00734825846274433,0.0,0.009124920156948626,0.0,0.0,0.007539090182596764,0.009374560567473399,0.0,0.0,0.008192960608245396,0.0,0.0,0.0,0.0,0.0,0.0,F
Minnesota,0.0,0.015263447096892363,0.0,0.0,0.0,0.0,0.012763893498072651,0.0,0.01954604314789025,0.0,0.0123734811551882,0.01284191601386927,0.015371608638844054,0.018364509274077186,0.0,0.0141047702332929,0.013782077786047025,0.025038949476964167,0.025101801751547945,0.0,0.0364963503649635,0.030470070081161184,0.03726774210722462,0.028731128872172593,0.03479817061045933,0.03919551211386296,0.025219524497329022,0.039982230119946685,0.03657198585883213,0.03482108109215297,0.029821497039151365,0.039245612122533524,0.0763636994741318,0.055786276575962315,0.08916629514043692,0.07782585686268406,0.07198321412708866,0.09440439409543426,0.1091765787507901,0.16250808945135542,0.222692036645525,0.312627048548317,0.35186585114425123,0.35650861896305397,0.35229397577301425,0.5495079228339468,0.4540742004488248,0.5221862196395576,0.5716624599222321,0.49648145749687,0.611754095896588,0.6518798585420706,0.6995070471429563,0.6089847844157722,0.6509547938042087,0.6081838066615689,0.6418330198933728,0.5096917217727419,0.4575122248105941,0.46267735965453427,0.4366347177848775,0.43695511279295857,0.3474967747305339,0.26549018076757896,0.22860626381162844,0.1846187261307897,0.1420331526163546,0.14293832986033375,0.10482180293501049,0.07548661909811463,0.06202704379109291,0.07111743266068095,0.025707884975577508,0.03370912768268475,0.03707479840578367,0.03631609529343405,0.014589754345011217,0.009310120100549298,0.023228354077543988,0.011864507326333274,0.0,0.0,0.0,0.010491858317945274,0.0,0.0,0.0,0.0,0.0,0.01281120553444079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
Mississippi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012163378500012163,0.01259313674047644,0.00962334237927517,0.011731352038322417,0.0,0.0,0.0,0.00972781571625907,0.01742767514813524,0.024780312994414896,0.02520552194819296,0.035658392598902515,0.014108352144469524,0.022959236918452967,0.056975419176298225,0.05021550822278947,0.06758326469408013,0.05944672087641452,0.05072112203943016,0.08201202843083652,0.0958966335234442,0.13646215182083324,0.11390154461606845,0.1921808220749792,0.1668799020971241,0.15468758632119772,0.17245215843346684,0.15357745121657432,0.1172630177796089,0.15625,0.14827295703454085,0.11393847322445878,0.10292164674634795,0.10957027906180448,0.09034935082318298,0.06940719941950342,0.06859382655561,0.04877572919715149,0.0375618917534574,0.03113109650639917,0.017708517797060386,0.018284209756454325,0.022858884486437064,0.0,0.0,0.033474670832403484,0.0,0.0,0.0,0.021180158427585038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
Missouri,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012855535915153463,0.014072614691809739,0.0,0.011971746677840296,0.012537612838515547,0.012435026984008557,0.009207497533706019,0.013087634802638467,0.016826954191853167,0.018418919914536213,0.018369521290275175,0.0313373830874554,0.05622254758418741,0.04206541171521716,0.08221993833504625,0.07280752647804967,0.09075765408696651,0.12519633060936466,0.13072345109910902,0.1713617469635393,0.15186028853454822,0.18934169278996865,0.27329160213948284,0.3479412303314598,0.4044177120251768,0.3939421809374904,0.44535480967676855,0.4863943056276414,0.5255255255255256,0.5719962669717313,0.5048179695464861,0.4904880355954174,0.44553007758072005,0.4335995786886685,0.3572175367672684,0.313686643552914,0.22605631461720022,0.20650734598650608,0.19335236166098885,0.13848453851601228,0.13995471128443832,0.11954858454475897,0.0952903934362685,0.08164034288944014,0.06290221125465718,0.03573052686285974,0.0449842555105713,0.04232704698302215,0.03613511390416339,0.03997122072108082,0.03174815359422518,0.02553626149131767,0.01408103636427641,0.014271188254812066,0.008973438621679828,0.018110692552883223,0.010914647456887142,0.014913687036277544,0.0,0.017350066508588283,0.0,0.015778159083288956,0.011905234334695822,0.012006723765308572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019557989438685704,0.0,0.0,F
Montana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06428387760349705,0.062119517952540684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05871415989822879,0.058616647127784284,0.0677678949597628,0.05754212905877518,0.0641025641025641,0.07912018355882586,0.08348512446873103,0.08274409508048744,0.12986076040689704,0.14922191430398635,0.2046432855832334,0.16551724137931034,0.19178284281183153,0.27761542957334895,0.2461767997016039,0.2389664700171757,0.3595435360325152,0.2667333500041677,0.3809017627779254,0.3651796288985393,0.5216095380029807,0.6142506142506142,0.6325474410580794,0.5789224952741021,0.550478916657492,0.5705808513066302,0.6188118811881188,0.5269761606022585,0.6612700946300308,0.4793863854266539,0.3883495145631068,0.4137492043284532,0.27615507169410514,0.180469219971927,0.19984012789768185,0.1486031305726174,0.1741991677150876,0.1801441152922338,0.11,0.15957446808510636,0.11508804235239958,0.06004563468235859,0.07751937984496124,0.0,0.0,0.0,0.06831534362617844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
Nebraska,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025999108601990787,0.022814555686528005,0.029919964096043083,0.0,0.03148945103390364,0.04502476361999099,0.07169229666272359,0.08417508417508417,0.08885243660720388,0.08969538068789458,0.08142169357122629,0.13245507267129664,0.22462591146283306,0.17978149633522336,0.24401979653560626,0.23787868187224517,0.24403569477326534,0.3303793532338309,0.46559751681324363,0.4842956554447997,0.4827274098657414,0.4534461910519952,0.5447585394581861,0.5405405405405406,0.7070217917675545,0.552835255093982,0.5790767549849768,0.4855889724310777,0.533995981812414,0.2864583333333333,0.3059915112032376,0.2513925173756593,0.25092320802954265,0.18525212362190493,0.17196904557179707,0.11009679343089132,0.13624618275781067,0.10362694300518134,0.09690861517588914,0.0559682507377633,0.03702920016927634,0.0,0.026379656009285636,0.0,0.0,0.02838167678946472,0.02928086202857812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
Nevada,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1985440105890139,0.22662889518413595,0.12297097884899164,0.3028185418122525,0.23314963967782956,0.276478094427903,0.27594990447887924,0.29350104821802936,0.3337914784999019,0.28094820017559263,0.5031868500503187,0.3825554705432288,0.30272452068617556,0.4849219578724049,0.7511430437622469,0.6073899105787076,0.4269854824935952,0.6132989025177534,0.6533961404041939,0.6600153491941674,0.5501833944648216,0.4732690622261174,0.6437021572720947,0.35921997947314405,0.40848389630793397,0.26749888542131073,0.21947873799725653,0.1765536723163842,0.2827008807219746,0.14293006636038796,0.15561174868702587,0.12988310520531524,0.09554748710108925,0.0,0.09934971098265895,0.05151983513652757,0.0,0.04450048208855596,0.047599619203046374,0.03256480395988016,0.032944587204322334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
