state,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,gender
New York,0.0016251759252939129,0.002553349036429907,0.0015839877842862076,0.0027798626747838656,0.0018603439776014587,0.001560593150244545,0.0015714177959922561,0.0025171955923905176,0.001941571637521519,0.0048685965783503244,0.005288679251519669,0.0051996131487817305,0.005465635726310113,0.0057394738050415535,0.005893330714075238,0.003870658089288341,0.006129681065032085,0.006095941409294568,0.008887133405747013,0.005838269324671465,0.012790517962683665,0.009284036917699743,0.010487850653006702,0.006023700523514337,0.015192864980446221,0.012850956837547143,0.015991618186329923,0.01573828854252594,0.016537831623534935,0.017991702650071967,0.014788602213008688,0.01798773750237695,0.015793522617852794,0.019410034490138207,0.012680823668269654,0.023073816986174937,0.018552273349195528,0.02539871185401012,0.03105467594692115,0.03824852360698877,0.07157747347192543,0.10686774438537486,0.13531418261776562,0.17230668245167793,0.16578151180897233,0.21612484530169943,0.20004472298942966,0.21738037796542017,0.22380752552804586,0.24568157641456867,0.2593730952288319,0.2744678002409961,0.2625658932948326,0.3311547426329825,0.34972098952926994,0.4376024517140617,0.5383501323931711,0.6929955290611028,0.8321848828580515,0.9280402382201377,0.9985968194574368,1.1070930085014592,1.1639376602880254,1.2230240490923738,1.3586883362798503,1.4044652373631141,M
North Carolina,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0070204012861375155,0.02538787023977433,0.03055428246045304,0.03976088625644401,0.037392163670842124,0.0583036294009302,0.07631451756505812,0.07509782479809225,0.08686703997220255,0.08281352264682704,0.08822467884880161,0.1447254862909115,0.10972980648825892,0.19130278480362575,0.2116360385940006,0.3578237683401951,0.3965708287163935,0.5401705331765897,0.6865998842980239,0.8177660049589577,0.8407977660110174,0.9068336392097592,0.8353637312913331,0.9417025721373546,0.9900482199651175,1.2155088279655752,M
North Dakota,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11594202898550725,0.0,0.19098548510313218,0.1322501416965804,0.09428625306430323,0.1899335232668566,0.26727758686521574,0.34749034749034746,0.6838294448913919,0.9179804430253442,0.9971509971509971,1.1627906976744187,1.1314350367716388,1.2330009066183136,1.1795543905635648,0.9577464788732395,1.2551440329218106,0.9061488673139159,1.4465702286514233,M
Ohio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006155882330309257,0.0038381233112257432,0.0,0.0,0.0,0.007589902393855215,0.004741209008297116,0.009001268360541713,0.01756440281030445,0.028285875919290968,0.04320416170700525,0.06354434231605702,0.06899369070854705,0.0926061761901269,0.09884407347409462,0.10069441146016396,0.11612915924456997,0.14231262999711394,0.14371037772387224,0.16512860173698568,0.1980135449690867,0.23144893522674426,0.26843677696161017,0.45668566573441427,0.6114874962638238,0.8010425050783796,1.000247779762914,1.0427240011073176,0.9583394085601049,0.9384761646068178,0.9695388025985324,0.9614112458654906,1.0446140434057782,1.0217031598901187,M
Oklahoma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016433853738701723,0.0,0.041626641050272174,0.050769474853244484,0.03579563944028637,0.029159241859711648,0.019683102056884165,0.059695552681325245,0.046921607400207795,0.05756857433118863,0.08889800663315896,0.10420868629823854,0.10469082435581373,0.15962541236564862,0.25745159184857497,0.434583714547118,0.44363463518973306,0.7633587786259541,0.8209133657447996,0.8464574939974769,0.8248443106363674,0.9264422045893203,0.9110988404196576,1.0666666666666667,1.2074081653535251,M
Oregon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015456906145665885,0.0,0.028749401054144707,0.06696215044163133,0.10074297947361792,0.08064255991742202,0.08913790907933274,0.1329916636932758,0.12963443090484833,0.15054698738750794,0.17603249830737983,0.1714516237477308,0.2542256424350694,0.22927015666794037,0.26553191489361705,0.27547272479934704,0.46833422032996275,0.4878597965999925,0.645984528271792,0.8712369109947644,1.0110636887249824,1.0941284556919737,0.8821439023370542,0.9671848013816925,0.8361276836650264,1.0188750117381913,0.8530476615582998,1.0381334155617226,M
Pennsylvania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003008314982611939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00721228974171989,0.0,0.00390927357878359,0.005514763810544229,0.008374380486170853,0.0037668472242102804,0.008948212221766526,0.008874623752930475,0.006789122317353752,0.00988375187221069,0.00525521580168317,0.009826301229043523,0.00678692084942085,0.008213491032361155,0.012421452579278094,0.00726717779150467,0.014949359046230893,0.01403322756437743,0.013684074956532937,0.03663705171652914,0.0588321812031181,0.10051874854158066,0.1336608966575363,0.14049711462301515,0.16002913105140096,0.15411456818842686,0.20873265160714105,0.190441086128517,0.24182192926963655,0.2686670951292236,0.2779967194256865,0.284760513208835,0.33762351752094016,0.3826303612742481,0.5119845715860042,0.6975329986764758,0.7690723896956411,0.9680051429136585,1.0272934040940107,0.9976097622342432,0.9863743309977506,0.9548680862461497,1.0103547405732787,1.0776018989092921,1.1518784246056974,M
Rhode Island,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.049657364187108956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.067374094660603,0.0,0.0,0.0,0.0,0.1419014798297182,0.1797990481226864,0.30877812086457873,0.13094718463553034,0.24724657226342997,0.2626770214709913,0.34965034965034963,0.38291947087491296,0.3223578171770665,0.40193876344721596,0.4383294776573725,0.37008677896886166,0.37938252223966507,0.4911591355599214,0.6042296072507553,0.6407251132989529,0.8420718144264379,0.9312780989081566,1.36986301369863,1.4222069910897874,1.2197216973028688,1.2800280554094337,1.1489922772650216,1.4120415767797607,1.1565468814539448,M
South Carolina,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019462194686820852,0.026079869600651995,0.025979086835097746,0.05114762483217185,0.044745589363334184,0.025717684122544767,0.0388299249288118,0.06687844841999666,0.04602991944764096,0.10459567235405634,0.10431607771547789,0.089459234352346,0.08720024914356898,0.16564052879957494,0.23875053884670228,0.36399272014559714,0.4804635059704656,0.5999710857308082,0.7002698956889635,0.7786751656948318,0.8168748184722626,0.7855666228152604,0.9176852181480164,1.033210332103321,1.0510638297872341,M
South Dakota,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0964940495336121,0.0,0.11250401800064287,0.12422360248447205,0.10946051602814699,0.14195583596214512,0.09468202619536059,0.1764800256698219,0.26542800265428,0.37970314118053156,0.7028293386195711,0.7083181983290956,1.3165112452002194,1.4764133957508103,1.0530205061888047,1.0215664018161181,1.1808699074985238,1.0816326530612244,1.2753999135322092,1.421159485675615,M
Tennessee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008935113207884343,0.0,0.010850105788531437,0.02167042889390519,0.023620044333006286,0.014194967883885164,0.03550505947097461,0.0655702842560431,0.04204368887670231,0.05622188905547226,0.04843697604232647,0.06172377674696992,0.08402419896930316,0.09090909090909091,0.1120726083521652,0.1699316454729446,0.2735307926269162,0.34945544978989795,0.4920049200492005,0.7379584622182943,0.8109934669970713,0.8704430734716769,0.7396683933135787,0.7836074009964679,0.8097846981930027,0.9691762002298047,1.1657964121387583,M
Texas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002583256194433083,0.0,0.0,0.0,0.002129100114545586,0.0,0.0,0.0,0.0,0.0,0.0,0.0034356439470395487,0.004334051341172188,0.009558692544654301,0.022335810317426225,0.02800118897356257,0.02131123784193881,0.03193612774451098,0.03761565792647774,0.045448160175843064,0.051773020503759704,0.051194050022730156,0.06258180628272252,0.06526102357195336,0.07245910086306839,0.0894913839461286,0.10892041848371312,0.1850271626633773,0.29917394257103164,0.41153586470758446,0.5685071762005763,0.6724482382855067,0.7328634690949916,0.7749562560508763,0.8229904894796753,0.9001953115439403,1.089840980451737,1.155109498550257,M
Utah,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051248261219708616,0.03158781412326267,0.08048430556041572,0.054257519753128286,0.07343859531995861,0.0657483809461192,0.05909195364564525,0.09766578767457759,0.11002168074296995,0.14929732887605077,0.1456876456876457,0.18471925857511387,0.18352107328186304,0.26670094148645607,0.364441416893733,0.638267355134825,0.7209405501330968,1.0001136492783271,0.9785037368056091,0.997525518094649,0.8719793540314382,1.018485103652913,1.1276290227215138,1.0369641979171322,1.2068571428571429,M
Vermont,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08605851979345956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13220018885741266,0.13768686073957515,0.0994233446013124,0.22261798753339268,0.2959927140255009,0.35570310647379655,0.2142857142857143,0.39447731755424065,0.600450337753315,0.46826222684703434,0.45236828100053217,0.7186585041256321,0.32485110990795885,0.7074136955291455,0.5570214013485781,0.5649717514124294,0.7276178424549193,0.9348914858096827,1.1934011934011934,1.4996342355523042,1.5048908954100828,1.3328396890040726,1.7010495837857402,1.5898251192368837,1.0577346848832083,1.3717421124828533,1.5129331381161544,1.5593561368209254,M
Virginia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007753380473886614,0.0,0.0,0.0,0.0,0.011068374885857383,0.0,0.007260266016146832,0.014947683109118088,0.012037315678603671,0.026550469318590012,0.08101796692560645,0.07455550333068607,0.10142314379547941,0.11381305804465959,0.1227264145005979,0.1434948979591837,0.12791813239526703,0.13360053440213762,0.15179731146617423,0.22197383542450527,0.23200401304238777,0.26558546666038063,0.30458189960322035,0.4408885862626607,0.5987604608004482,0.7137695846037257,0.8863048179529903,0.923518335873756,0.9297428484751147,0.9283603198491414,0.9012216143296111,1.0643709645861867,1.0143210074919156,1.2353608666795126,M
Washington,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013484358144552318,0.010969242244745733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02020573108008817,0.00881445570736007,0.01351419835464635,0.018596787827557058,0.008537085097664253,0.0,0.03502497833981603,0.08090462661574066,0.09986998059130565,0.1251611924448153,0.09783079035990443,0.1342865789075503,0.21052631578947367,0.14033719910340123,0.204958809249015,0.22812028882012217,0.2561760266899674,0.22426014176444675,0.25939332933273973,0.34494787023758766,0.4104849586583006,0.578324865961164,0.7282783078611839,0.8221162037825864,0.8772307030746076,1.0224006669738257,0.889710680878834,0.7995793993296677,0.8975515322172603,0.9883408490852589,1.0660722506238947,1.01305775447349,M
West Virginia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0445547705429317,0.0,0.0,0.07424907188660142,0.04680708793045804,0.11000343760742524,0.07600884466556108,0.1310344827586207,0.07025925665706458,0.07236937328122739,0.08030369396992261,0.1446968600781363,0.20822086835813988,0.36820619546946287,0.5685193042002545,0.8337587204355963,1.2595789659120937,1.2999820692128385,1.173131504257332,1.2384202827888835,1.0750465164358074,1.5206127506195088,1.1646866992778944,1.6170525542080119,M
Wisconsin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013347570742124932,0.013834812340652607,0.030403145712143018,0.04322677590004323,0.06129264065604261,0.06528789857209047,0.08489324674222165,0.09142128202402466,0.08726955383440603,0.12168141592920353,0.1368955619342018,0.1172174383481358,0.17491651711683062,0.20736014583570697,0.2101373975291537,0.30792917628945343,0.565619315775048,0.6541614123581336,0.880639479745292,0.9789010867461216,1.1118268126697846,0.9576040009092975,0.8659876862880488,0.9467103304554927,0.8982130955025867,1.046727752959207,1.0693164626598817,M
Wyoming,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20611473720371004,0.17415534656913967,0.0,0.0,0.0,0.0,0.0,0.22172949002217296,0.24464831804281345,0.31705770450221943,0.3001000333444481,0.6211180124223602,1.0461061604029445,1.5292801193584484,1.2590614269362839,1.1778563015312131,1.444317749904979,1.6673979815708644,1.4698677119059285,0.8112493239588967,1.8149882903981265,M
