state,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,gender
Massachusetts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004900615517308974,0.005020433162973302,0.00638318244199283,0.006718097434806463,0.010393689875391207,0.006013590715015936,0.007165719199350308,0.0,0.01425830870534557,0.01325263948403057,0.015802032141333376,0.011492743153608721,0.0254276076011595,0.0157361914919658,0.018738394971296188,0.018560701932000337,0.013189132155104196,0.017676361883336014,0.026821495061689443,0.023163876706405583,0.026136153988069614,0.03002101471029721,0.027329478438479906,0.01877120785502852,0.01824689451891361,0.02613767677323502,0.029069383332672664,0.05272315073548795,0.05605695386512696,0.045650375189021083,0.04612889305536955,0.08817671830579078,0.16839479223512901,0.2218391905263494,0.3106605624591236,0.32960005247364016,0.3155996393146979,0.32358118869980723,0.3505052404807906,0.40463234268173576,0.39262577409740695,0.47532736553969074,0.4699466233464841,0.4374851532187822,0.4841290740778253,0.5103009088417013,0.6793268488497761,0.7227030012888971,0.7045983098850999,0.8269930532583526,0.8369201339072214,0.8970321595572097,0.8243299270785065,0.8552501483092744,0.9627975044288686,1.0463576158940397,1.15201738894172,M
Michigan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005315897190548335,0.006284847233320464,0.004669231631242762,0.0,0.0,0.0,0.0,0.004596602191659925,0.0,0.0043134683736498845,0.008070156561037285,0.0,0.016645451875061196,0.013132639660571774,0.03953967494225127,0.049998404306245546,0.0679179378820384,0.07859747178132437,0.09117696113860009,0.11066843736166444,0.11116714036857064,0.13018656092492176,0.15863287305764864,0.15798755694900307,0.20543515477383112,0.1981411234080273,0.23444131556609493,0.29881474915288164,0.4478219568462478,0.6140337171695076,0.7538641464108481,0.9187370600414078,0.9847938651110966,0.9466955121427525,0.8788586600346167,0.793158148837851,0.9259259259259258,0.8854892799276537,1.0291219619005911,M
Minnesota,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016133911465160834,0.03755946915950255,0.05259835893120135,0.08183649487997315,0.07642663043478261,0.11258869014742745,0.08437750495717841,0.09502008379043753,0.12532140619260604,0.11957125165478072,0.19515156771759398,0.2064618155461354,0.22838499184339314,0.23810058626653785,0.31372181771357666,0.4950737708935836,0.6020328381548085,0.8514094100387719,0.891891891891892,0.9306122448979591,0.9146594972144462,0.9082217973231358,0.8079986048944952,0.9250437936015243,0.9218794857890203,0.9509559434746467,M
Mississippi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022648004710784982,0.033428844317096466,0.03883495145631068,0.05765904285988853,0.04362790246740026,0.029890898221491553,0.04693513564254201,0.0556947925368978,0.06842619745845552,0.14130207243039566,0.18337058048249383,0.3044577205882353,0.42383143618309516,0.4876873983984587,0.5373098285438299,0.5965061780997017,0.5036017084209855,0.7619426224077387,0.8602747328985707,0.9657918018283692,M
Missouri,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012320906818741859,0.014271188254812066,0.043072505384063174,0.03803245436105476,0.05093502146547333,0.06338316990417957,0.06712660824165578,0.0848225473753205,0.07109566316454696,0.10255803404137821,0.09921028612246519,0.12206835828063715,0.1642328544857335,0.17326134257393827,0.19520704406695186,0.4018357084824663,0.5791772006435303,0.8154991986424059,0.9952296777005593,0.9732480300372995,1.0375679807523621,0.9739344388343542,0.8994319377235431,0.9583414824955995,1.0270533895630718,1.1593495438874821,M
Montana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07486150621350501,0.15513496742165683,0.14113219382154618,0.11288501854539591,0.19688269073010667,0.16097875080489374,0.33607797008906065,0.235650563878135,0.23011176857330704,0.21713713044930685,0.23919357594396037,0.370191533880573,0.37250253979004405,0.4562352145995268,0.7935076645626691,0.7506407909190773,1.1722442805823408,1.2906954344057022,1.5381657373582003,0.9652509652509652,1.0744285993358078,1.209016393442623,1.1694616063548102,1.2796649604467194,0.996168582375479,M
Nebraska,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07282879164896523,0.04884899554252915,0.09223957692780715,0.07427581084426838,0.11522833404087575,0.05621486570893192,0.11751608114794657,0.12294830023974919,0.1114689125588308,0.10187189609066599,0.2716189754279578,0.2061722827137427,0.20748276554447492,0.3513364563240562,0.5893186003683241,0.7670691881218197,1.1775571461556222,0.9919404835709857,1.140713520134742,0.8598248797033999,0.9488581537471856,1.0455627337640259,1.158613256691216,1.1182714177407127,M
Nevada,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06511572840821642,0.029202196005139586,0.07784264664998611,0.07096457230198155,0.057468261846298524,0.10422637969670125,0.09175247221939035,0.1205484956552313,0.09200077474336626,0.1300269341506455,0.16475893166840097,0.15567567567567567,0.20720139976056728,0.2586880124951191,0.4231602848591186,0.571028389807682,0.8040090313343246,0.7999117338776411,0.8151876572929204,1.0173219686554853,1.0816014496857127,1.1591148577449948,1.2722490672212368,1.3497804184965125,M
New Hampshire,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.050414115952466684,0.03922491566643131,0.04915212582944212,0.06824773929363591,0.14070882068419666,0.12804097311139565,0.3361658418152955,0.2602158828064765,0.29931447330308003,0.31834460803820136,0.29824038174768863,0.30093289196509176,0.44334467470873284,0.4984423676012461,0.4893794252394836,0.5058114507102884,0.5819699132535413,0.5442176870748299,0.6431244153414406,1.062646731743482,1.128494485765581,1.096462602793369,1.0911602209944753,1.2524084778420037,1.0223182145428367,0.9014248328002326,1.0479041916167664,0.9468202619536058,1.1772400261608895,1.2717536813922357,M
New Jersey,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004952750757770866,0.0,0.0,0.0,0.0,0.0,0.0,0.006779752945802655,0.0,0.0072017053638301545,0.008800363748368265,0.008562132541811747,0.0,0.012707377338510413,0.0,0.0,0.009456520270726666,0.010776442696265962,0.0,0.01021685269852622,0.009901970492127933,0.007177462766911898,0.015061985864905572,0.0120697411589146,0.027644775690290047,0.013710681763650699,0.03145423408939992,0.0349292381812707,0.048976993057511235,0.08763144717075613,0.11151415717087301,0.15484954660577668,0.17654808959156784,0.2294131852209611,0.20813471015563106,0.22297306540087275,0.25445642605633806,0.2258984283530076,0.2828254260057979,0.23285936749574304,0.2618686831536051,0.2696386841632213,0.36690602166792646,0.39864070056201806,0.5424923845706267,0.604430158619244,0.7263574253865517,0.9350366947540092,0.9433449818030383,1.049849497100066,1.082263325602881,1.134377063828134,1.3327159623940572,1.3349616777562536,M
New Mexico,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.040544454097885894,0.06376072339438905,0.05399244105825184,0.059626736628704304,0.10869565217391304,0.08697272783748525,0.131521262604121,0.09971953879713306,0.14524786864540576,0.10631644777986242,0.14470869510507112,0.08041071318117153,0.14808416116492873,0.23589416640102007,0.253026054845107,0.45629028753530815,0.4683486931560659,0.6144393241167435,0.9802319882372161,1.0059024025272258,0.9461551694477894,0.8861811132650235,0.9305514741894406,1.2449883941759865,1.4691262564895615,M
