state,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,gender
New York,0.0,0.004443566702873506,0.0037152622975182045,0.004796444236006374,0.005461198186882202,0.004967929256687385,0.005476091385013033,0.006189685732774387,0.0,0.002757175549367228,0.003256197629488126,0.0032008706368132135,0.0,0.003697150553252172,0.0,0.0066230901300673006,0.003981545536438607,0.0034140679106879836,0.002403522602726556,0.0055656820047586585,0.004312988805397946,0.004436382278131592,0.010709586609956856,0.005747096410154597,0.009764565476836282,0.010712372790573112,0.009377234419138935,0.009473229246226992,0.012074013704005555,0.025987683046965186,0.03266988339364696,0.04768626254148705,0.05825439440757813,0.07262446666407293,0.07430713616280626,0.11281603599368767,0.12561041961940714,0.14560096974425782,0.1624973273465897,0.20627002355281832,0.21385991058122206,0.23549544910723752,0.248403122782115,0.26894293732460245,0.2624984139068646,0.257282830275531,0.27254495277601604,0.3194802164568208,0.337675322347881,F
North Carolina,0.0,0.0,0.011975151560511937,0.007675657420058028,0.0,0.008213147606688787,0.0,0.0,0.009565106491518939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006435089254687963,0.0,0.010757604281526504,0.01536999776436396,0.01965712360118504,0.00846262341325811,0.006944155104648417,0.010968520346605243,0.013354344168157903,0.023851484754925996,0.01907862939126453,0.042160182342788635,0.05212022398332153,0.0814778206686524,0.10159205443195336,0.1168425944366992,0.17040393478176677,0.21826492225917032,0.2260956437153298,0.2597330828106435,0.3032600454890068,0.3050549843008289,0.319702828608836,0.398872684151356,0.35707200952192025,0.27297543221110104,0.390785684903332,0.40964877921399656,0.41038268185082594,0.3939313281873836,F
North Dakota,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1322501416965804,0.0,0.0,0.11454753722794961,0.15444015444015444,0.30168946098149635,0.2594292556375973,0.5698005698005698,0.32945736434108525,0.2074297567414671,0.3082502266545784,0.5055233102415277,0.3568075117370892,0.5555555555555556,0.3883495145631068,0.4199720018665422,F
Ohio,0.0,0.0035226648254871847,0.008203323091608745,0.006698970591519102,0.006809515162520429,0.0061961707664663235,0.004493944409907649,0.0,0.004349086691794723,0.004261151789328656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005250052500525005,0.004553941436313129,0.007111813512445674,0.007364674113170492,0.007527601204416192,0.006000034285910205,0.00969889344442975,0.00715992589476699,0.00544687031909582,0.014670285337049806,0.01738923514822035,0.025648576504004025,0.050191416283670076,0.06667794552312332,0.0754224677416067,0.11391783284386986,0.15377647641216308,0.1557413395918279,0.22463328616034325,0.2808557840950661,0.3113480123542891,0.3155621989702707,0.35341218815612735,0.3677876059531499,0.360537094230081,0.34904250984652996,0.36620785452708676,0.3866225652333701,0.3533028463056146,0.4369548105190445,F
Oklahoma,0.0,0.0,0.016400432971430446,0.0,0.0,0.01874297138573035,0.0,0.0,0.0,0.0,0.0,0.011353315168029064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016270745200130166,0.0,0.02296361906636486,0.023214937153848706,0.07373395448604082,0.054182187605824585,0.10941293124081103,0.11765496840123707,0.16547904494951202,0.21283388315419816,0.19218217419682354,0.2706617871302226,0.2495444822942248,0.2342582495254251,0.27895114369968915,0.32149106743173406,0.3258135027013651,0.30881406819644003,0.2944965948831217,0.34424242424242424,0.4092909035096695,F
Oregon,0.0,0.0,0.0,0.02298146162095909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015336482424391142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01944516463572725,0.020072931651667725,0.033852403520649964,0.053788744705170435,0.06183866978150337,0.06252822454580192,0.08170212765957446,0.1122296286219562,0.12417952811779316,0.16887454497692048,0.17944014674216446,0.1881544502617801,0.20304147847345957,0.26726801971101644,0.20903883941636356,0.20725388601036268,0.25258023777381006,0.2300685510376561,0.28269602737687843,0.3340528317401583,F
Pennsylvania,0.0,0.0,0.0,0.0,0.00560955868800436,0.004021490847086832,0.0,0.0,0.0,0.006026955558736449,0.0,0.0,0.0,0.0038014430277733425,0.0,0.0,0.0,0.0,0.0036533684056700277,0.0,0.0,0.0,0.007244510271105673,0.0066612821302780255,0.006056253947379805,0.004487444131320565,0.004706369600617476,0.004714668275940105,0.005749549618613209,0.02810894639914704,0.029102148541380244,0.03993119547856002,0.059180050201008104,0.07691254095856205,0.08840508702042903,0.13544788456000767,0.16128511983484403,0.2324701904253426,0.22614565157498392,0.287359748172702,0.27735051533905797,0.3276134902581347,0.3424311346980035,0.36608378412378917,0.3361170721617499,0.3040042855229677,0.34469284657679533,0.33347410114895665,0.3859776587049314,F
Rhode Island,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06087909411907951,0.14037774374680959,0.11773940345368916,0.23856300870053326,0.22658610271903326,0.23441162681669012,0.36542739116619,0.20873474630700067,0.38422986969595724,0.29129540781357094,0.2748668613640268,0.31562335612835346,0.43322659634582783,0.49029221415963914,0.45435770342833537,F
South Carolina,0.0,0.0,0.0,0.0,0.0,0.015199878400972791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012865376698229724,0.0,0.0,0.014760147601476016,0.0,0.0,0.0,0.016236929271936092,0.0,0.0,0.045005947214453335,0.03559409785141082,0.05015883631499749,0.1348019069538057,0.08171536902660653,0.11409571000130395,0.1912576734429466,0.20554344440984118,0.26252461168234525,0.27191033590874425,0.3289934201315974,0.3709460891683742,0.4264854705797311,0.38660733824494853,0.36217449567201476,0.40299157711298284,0.44728434504792336,0.3995095130730588,0.4387043870438705,0.3659574468085106,F
South Dakota,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11046236389458736,0.24065458045884808,0.14930325149303253,0.2416292716603383,0.27031897639214275,0.25426807119505995,0.4936917169500823,0.28808066258552395,0.31405874745981893,0.340522133938706,0.2755363117496556,0.30612244897959184,0.4971897968006917,0.428603654410106,F
