state,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,gender
Maine,0.0,0.0,0.0,0.0,0.0,0.0,0.05264820469621986,0.054071590786200927,0.09829619921363039,0.1193576388888889,0.21248042943413106,0.15810276679841898,0.24021962937542896,0.2601263470828688,0.23065094823167606,0.217479951067011,0.18209833309987392,0.27212832999140646,0.17654847726938355,0.16860821581851623,0.07855459544383347,0.2044989775051125,0.0,0.12531328320802004,0.0,M
Maryland,0.0,0.0,0.0,0.0,0.018107331205721916,0.0,0.018267342558341323,0.020817912657290896,0.04545557853587581,0.06493657088522461,0.07427178832540327,0.07978480897237167,0.14246323529411764,0.19326404110396192,0.19428459003492204,0.2443078782994157,0.24125452352231602,0.26287707243434577,0.32465804460056413,0.28299661976259727,0.23639391822919464,0.2371040224973119,0.17201166180758018,0.22362026297742926,0.15745056052399548,M
Massachusetts,0.0,0.0,0.0,0.0,0.0,0.008382932349735937,0.008548908304409526,0.0191851541788754,0.05353987828601003,0.06473329880890731,0.10249864624429489,0.11085596642647873,0.18028237486580104,0.17923792252704385,0.1433644323871281,0.200239366599153,0.1588800110525225,0.15831009876659893,0.18412242945958873,0.1956293539459872,0.13657537253371704,0.13595016808384416,0.146345220673188,0.1562913907284768,0.13313408504279312,M
Michigan,0.0,0.0,0.0,0.0,0.008895313281814645,0.011066843736166445,0.01260658292839461,0.042997396268781504,0.10214995613560707,0.08695439180914123,0.12047123273774046,0.1499094025784417,0.21153612956251094,0.2359063809101697,0.2080788890396707,0.22342702685811602,0.2670923286025856,0.25232919254658387,0.2720062921937471,0.2374871903313434,0.18820682585827353,0.23794744465135526,0.21019062114952525,0.19593805343079995,0.1691980014730179,M
Minnesota,0.0,0.0,0.0,0.0,0.0,0.0,0.02591456830648296,0.025928566798470217,0.06192082674979716,0.09757578385879699,0.12958773528959563,0.15443175638934203,0.16622116399739437,0.20836747594409197,0.18381451889613254,0.1667969768047954,0.1807607670543854,0.17027027027027025,0.16598639455782313,0.11918290418248842,0.08716679788550219,0.11335232226937161,0.11370970220350964,0.12440588216530034,0.09642560266001662,M
Mississippi,0.0,0.0,0.0,0.0,0.0,0.0,0.02387774594078319,0.0,0.10570824524312897,0.07271317077900044,0.10461814377522044,0.14549892049188023,0.2134967047247749,0.30303030303030304,0.31923801549089387,0.39539281416537736,0.5974264705882353,0.6902397674981835,0.5719790475043651,0.7003139338324077,0.5843325826282793,0.5227258239306432,0.48366792552839066,0.5342028583321771,0.4202300206428782,M
Missouri,0.0,0.0,0.0,0.010914647456887142,0.0,0.014917024053701287,0.023133422011451046,0.05727150643810727,0.06705717610397807,0.10119449184491447,0.1580885295765629,0.19589219992876644,0.23571601257152067,0.26789051792166796,0.252519707516304,0.2344288669271432,0.2781182238144621,0.2639416906797104,0.2618383024973446,0.2681637051702965,0.19478688776687084,0.19987376393856512,0.16205191249196726,0.16926298878274093,0.17390243158312232,M
Montana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1178252819390675,0.09861932938856016,0.11691999331885754,0.20502306509482315,0.2575245453082247,0.28784287165594313,0.3041568097330179,0.2344454463480613,0.2380080556572684,0.2647003214218189,0.19264110961279135,0.3268602191886176,0.17374517374517373,0.1367454580972846,0.12295081967213116,0.15445719329214475,0.11633317822242904,0.15325670498084293,M
Nebraska,0.0,0.0,0.0,0.0,0.0,0.0,0.06246096189881324,0.05566551212271152,0.14139054527571157,0.14862521674510776,0.152807844135999,0.18318489040490177,0.17395786353972037,0.18071079579680074,0.19289060347203085,0.3020257826887661,0.2658160552897395,0.20780420226275687,0.2092374457532548,0.1990506813657939,0.11832452472982566,0.14474107430041816,0.15300918055083304,0.15268546793605173,0.1042456406368461,M
Nevada,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035681516974207364,0.0954342257270581,0.13073794305636258,0.09287638153617535,0.11706555671175858,0.18594594594594596,0.2118058753108021,0.21964076532604454,0.25802456393848694,0.2531918332166137,0.28085246984966133,0.3144480609036244,0.3610898347740453,0.3079461094308496,0.23217622741944616,0.2868516567146704,0.2568964462658267,0.22603978300180833,M
New Hampshire,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05155170636148056,0.07268951194184839,0.19783423573511036,0.11838140335772708,0.21961128802020424,0.10204081632653061,0.2806361085126286,0.1729890028419622,0.25647601949217746,0.13053126223730582,0.26243093922651933,0.15139003578309937,0.12958963282937366,0.1308519918580983,0.08982035928143713,0.07890168849613381,0.0,0.08366800535475234,M
New Jersey,0.0,0.0,0.0,0.0,0.0,0.0,0.01094346333255817,0.024757922535211266,0.03719059491177565,0.04242381390086969,0.052393357686542186,0.060318067467965225,0.11085145904487986,0.1810909549004787,0.17317997647366357,0.1968032309956532,0.24631402417720633,0.24991010427903634,0.21745039412883935,0.22451972695504174,0.24410836208795242,0.17157833210777382,0.18258808904082982,0.18923761399553077,0.19161121873157583,M
New Mexico,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03116235587410408,0.07578149668455952,0.075046904315197,0.11325028312570783,0.1917486237397167,0.22829641512926513,0.2550207204335352,0.253026054845107,0.21003838632577676,0.37014654781689077,0.3456221198156682,0.3839241953929097,0.2909635048632472,0.1720282126268708,0.24000738484261053,0.2546772455676364,0.17936273475416756,0.23196730365624657,M
New York,0.0,0.0,0.0,0.005920768278891869,0.0036222041112016663,0.004230553054157123,0.0106805388017692,0.021617772352140796,0.06965199331340864,0.05317148452191054,0.06895166688981122,0.10408622368465231,0.14441839688862318,0.17346718404937894,0.17247523341173118,0.21504747136357655,0.2779433681073025,0.251397071072678,0.2237170981578054,0.23542251325226068,0.2172947595482807,0.1964555796672585,0.16798368158521743,0.20371350880814135,0.19713447589582997,M
North Carolina,0.0,0.0,0.0,0.00801260650089474,0.007950494918308666,0.006359543130421511,0.022397596869606462,0.05078380798374918,0.12021317803571667,0.12431659292331138,0.15136427006572395,0.207841162877761,0.25806617278878374,0.33914346557299474,0.30670608714873865,0.3776170758733306,0.42558890492700996,0.44149438236458305,0.41581322286048694,0.43184349869531385,0.3238691568606283,0.28952947504983706,0.3264133698916307,0.2479395369515406,0.23955283470854402,M
North Dakota,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17003589646703193,0.2828587591929097,0.2849002849002849,0.19091256204658266,0.28957528957528955,0.36202735317779566,0.23947315905008978,0.2849002849002849,0.23255813953488372,0.2074297567414671,0.2357207615593835,0.20595394120951133,0.22535211267605634,0.205761316872428,0.0,0.0,M
Ohio,0.0,0.0,0.0,0.0,0.0,0.012813120635530783,0.022798734670225803,0.041334107527728293,0.0925529691589622,0.11211447907536132,0.12332389243648297,0.1643091117828592,0.17953515536280162,0.22575645259114493,0.2489939934624326,0.21794360864800238,0.26445900885362766,0.23343461874519114,0.23728232642138705,0.237265220099943,0.22001901398886323,0.1824023796495068,0.1617052554208012,0.17129834972393437,0.1349419267779402,M
Oklahoma,0.0,0.0,0.0,0.0,0.016270745200130166,0.016199578810950913,0.019683102056884165,0.03979703512088349,0.12735864865770688,0.17270572299356585,0.18121516736759327,0.245394648379723,0.23302151227584345,0.2837785108722642,0.34810356080934074,0.3735895089966453,0.32876495286382,0.35138737428813765,0.37459153582529686,0.2685874740568917,0.3299377242545469,0.2702123096718851,0.20246640898214613,0.22303030303030302,0.16883249769773867,M
Oregon,0.0,0.0,0.0,0.0,0.0,0.03240860772621208,0.06021879495500318,0.06431956668923493,0.13111006521885293,0.1271128212175347,0.16326814186959393,0.14978723404255317,0.14623860699224595,0.19868724498846904,0.1913911509738432,0.16348991147619427,0.18406413612565445,0.20718518211577508,0.2088031403992316,0.2048580626280363,0.08203799654576857,0.12193528720114968,0.12207719034651142,0.07935327084263254,0.09764621235481549,M
Pennsylvania,0.0,0.0,0.0,0.008486402896692188,0.005749549618613209,0.011631288165164292,0.02207749199690915,0.04505057951427284,0.07448523559782054,0.07796613741004921,0.11290288221886118,0.16850996661796233,0.19569261206627744,0.21578572699768642,0.2077784920562035,0.21939499445550692,0.2470720747998595,0.25096429631094846,0.24260803639120548,0.20128318027424832,0.16030198826175762,0.14999330387036292,0.14792486533255186,0.16309650361870368,0.1362274089546817,M
Rhode Island,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0696217219772569,0.12664057103384757,0.08275209835677977,0.14610982588579083,0.19142419601837674,0.19623233908948193,0.15436429974740387,0.256797583081571,0.10939209251445538,0.31776294884016526,0.2890173410404624,0.2672903441363181,0.1370801919122687,0.15461260951726508,0.22795020164825527,0.1695234507440196,0.1765051970974701,0.20652622883106153,M
South Carolina,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06246917639322702,0.07190952474341374,0.12061546485852132,0.18817287225838294,0.22111491747119275,0.20314404475419567,0.2785422953211526,0.39899202015959684,0.4062742881367908,0.5963568020818274,0.543438616966956,0.4563398645467386,0.4066221318617485,0.3871452734448412,0.34808749653890275,0.3198031980319803,0.28936170212765955,M
South Dakota,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21739130434782608,0.12509773260359655,0.28391167192429023,0.20514439008994792,0.3529600513396438,0.38155275381552756,0.41422160856057993,0.21625518111371417,0.16345804576825282,0.4022673249222892,0.21606049693914295,0.1662663957140218,0.1513431706394249,0.0,0.12244897959183673,0.23778642455685256,0.20302278366794496,M
Tennessee,0.0,0.0,0.0,0.0,0.0,0.0,0.014623891783200805,0.0356071964017991,0.08010730653153993,0.07668711656441718,0.12323549182164464,0.13172541743970315,0.20944716970732513,0.21193722075839158,0.24699422319296166,0.3087213789554927,0.33386048146195746,0.34025629695095005,0.42351881054291507,0.34099831744251263,0.2827478567712457,0.30174732754789363,0.2763360246059208,0.25728131088574707,0.2403970428578814,M
Texas,0.0,0.0,0.0025847251360211604,0.005967146595742867,0.0,0.007359585246484776,0.015287108422783576,0.03328265603813124,0.05979465042654882,0.0850785340314136,0.10876837261992225,0.1344518871570269,0.17216055476631914,0.22725876788895033,0.2538843031065976,0.2712096126274485,0.3201344840415027,0.3541144618880302,0.318743189248093,0.2953729361762793,0.2726780178883885,0.25474608012337974,0.2197866747597766,0.21371416995847262,0.20561886071534544,M
Utah,0.0,0.0,0.0,0.0,0.0,0.02301193333114172,0.032828863136469585,0.052088420093108045,0.13267320324887552,0.14280614066404856,0.14245014245014245,0.17834962896907544,0.17719276041007467,0.18636933260499342,0.17711171662125338,0.15060240963855423,0.14788524105294293,0.14016744327006858,0.15409507666230063,0.12759047324466438,0.1485884101040119,0.11227394843417939,0.10558324182785708,0.08492379207079963,0.10514285714285715,M
Vermont,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15970188980569602,0.16242555495397942,0.1697792869269949,0.20521841102316035,0.23788284269997023,0.0,0.2671118530884808,0.2457002457002457,0.2926115581565472,0.33860045146726864,0.22213994816734545,0.2533478103510677,0.0,0.0,0.0,0.0,0.0,M
Virginia,0.0,0.0,0.0,0.0,0.011221005722712918,0.009440493423122915,0.009566326530612245,0.03517748640869843,0.09065750548716481,0.1095444515735278,0.12594260165929377,0.15048908954100826,0.1587226753414109,0.19756663758046725,0.21278406672908334,0.19958682026681604,0.26788389348090447,0.23930230084730741,0.24746704922442392,0.22128236700751291,0.25203532120904426,0.1948587274226186,0.183917041674819,0.16068451603832326,0.1648575160040251,M
Washington,0.015052023556416867,0.0,0.011378290222255937,0.013169529471525596,0.013239521864124679,0.017069701280227594,0.04482993860247539,0.04974728379830461,0.09719907958422598,0.11517991897688458,0.11613471627087421,0.2226136781586945,0.19572884771908067,0.19351433765319886,0.19277495532038794,0.206873258464916,0.19807462940875786,0.17200602021070738,0.1579674850259988,0.14139656297585382,0.11829393853096454,0.08139560463734959,0.12149816584499638,0.10660722506238947,0.11963244839259805,M
West Virginia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04836926478717524,0.09655172413793103,0.11241481065130332,0.2026342451874367,0.2701124251715579,0.2532195051367385,0.2853397084907843,0.34419274793884574,0.4072974119643614,0.3488174238557087,0.3082885580903726,0.25999641384256766,0.2270577105014191,0.24378352023403219,0.18606574322927436,0.3041225501239018,0.197996738877242,0.15925517579321327,M
Wisconsin,0.0,0.0,0.0,0.0,0.0,0.010630381630700542,0.026180866150321808,0.04424778761061947,0.08831971737690439,0.13525089040169513,0.16355830171963381,0.1663438532528199,0.25863064311280454,0.29590069284064663,0.2192709241771111,0.2653425809163514,0.19780517545048096,0.23228161380416446,0.1624331363598174,0.18470106842464196,0.18988434317279476,0.17564751414111343,0.193607769701971,0.15978087194704405,0.11002613120616146,M
Wyoming,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37199864727764625,0.3859649122807018,0.19175455417066153,0.34843205574912894,0.3363914373088685,0.3487634749524413,0.23341113704568192,0.3288271830471319,0.42619139868268113,0.5221932114882507,0.38153376573826786,0.23557126030624262,0.0,0.35103115401491886,0.0,0.0,0.29274004683840754,M
