state,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,gender
Alabama,0.0,0.0,0.0,0.0,0.0,0.0,0.017323349950917177,0.01130560946656366,0.013528138528138528,0.017800792944412978,0.02555453337422059,0.03503363228699551,0.044542745676281754,0.0578289364983202,0.08127994524298426,0.10011728024256986,0.13956734124214934,0.1591112911158041,0.2748865377181554,0.3417497007887641,0.4069759110385051,0.47593559680009256,0.6311609105737183,0.5643098989956712,0.491815312339426,0.450084852062274,0.46377859089608653,0.39182204875668913,0.4119028974158183,0.3697249051256576,0.34817695198737453,0.3770792218776431,0.325084089670594,0.304016526026543,0.21733928856276918,0.20925871088737535,0.1751913775374186,0.19628241113313835,0.20045695564081564,0.1652144392893516,0.14496755488057436,0.1510537799410171,0.15105004141694683,0.1426435062694122,0.1244287047450408,0.14372404982433729,0.13439956992137625,0.1608345012981642,0.13096964310772252,0.1608211337889932,0.14280953967725046,0.1207072021963977,0.13973209983617615,0.11261531089014018,0.1304182870150811,0.0819840131174421,0.08475158622901253,0.06132220099530649,0.07032860434097248,0.06369894896734205,0.07065711113354194,0.05149595756733096,0.06481553498742579,0.03903302193655833,0.044185683838436345,0.04204661918902583,0.05006587615283268,0.027649514751016117,0.025837567823615536,0.034545297521374904,0.05557017928694686,0.05827336033332362,0.03086333155635364,0.05068709168731696,0.03171765520025374,0.03669163736431738,0.04898439030762197,0.04035919685198265,0.04894591476418558,0.04916075567104432,0.02430302399055654,0.028141269171239623,0.021506147173733826,0.0,0.0,0.02829311668889697,M
Alaska,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16228497241155468,0.14433485686793363,0.2617274008455808,0.35165648713677583,0.30141843971631205,0.4287429257417253,0.37637047946326296,0.19692087361260296,0.29624143677096837,0.3133159268929504,0.2967877094972067,0.207648382073023,0.3411222923418045,0.26785714285714285,0.3843936190659235,0.22371364653243847,0.1266357112705783,0.14604631754642186,0.22935779816513763,0.0,0.16057091882247992,0.0,0.1141552511415525,0.15408320493066258,0.12257405515832481,0.21572857423024122,0.16489556614144374,0.12216404886561956,0.11464133639043562,0.09357454772301933,0.11711316059142146,0.1285677552069941,0.10853835021707671,0.12582932967284374,0.12531328320802004,0.10906446921958313,0.07678525723061172,0.06693440428380187,0.09095634095634096,0.07849293563579278,0.10692328254477412,0.06888950124001103,0.0739863865048831,0.0,0.1170177198261451,0.08557247989046722,0.0,0.0,0.12886597938144329,0.0,0.0,0.09674922600619196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,M
Arizona,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08147967082212988,0.055963623644630985,0.06563637448535116,0.11633994532022571,0.11850347045877772,0.137294744357186,0.21154739177545018,0.21079258010118043,0.2588130298973672,0.3029139468407355,0.27349577324714075,0.41764246682279466,0.33837213579020925,0.31926858469687625,0.4314427023045354,0.34339056509418237,0.2998400852878465,0.34483901986140125,0.23434315989675314,0.2650669642857143,0.205761316872428,0.22505626406601648,0.21680857773573006,0.18080339595943715,0.20061671062897055,0.2468384391695408,0.17073415687456062,0.15857147781722913,0.17653449212384573,0.15011585027575627,0.09346730313449278,0.11174653257082759,0.11684456514873998,0.11670761670761672,0.12655735860730657,0.09688146421931869,0.09575647616167725,0.10706904708548094,0.10087838004084344,0.09265418606861162,0.12881446275485275,0.1004016064257028,0.1025748377642872,0.09192302978306165,0.07663607945951396,0.0954407173960591,0.06285482562854826,0.06409999599375024,0.04888083260351535,0.06385950908002394,0.03157998618375604,0.051977053093597195,0.04056716763899084,0.04008245533669263,0.04997686256362795,0.044687544687544684,0.039949155620119844,0.060398273319950964,0.05039096437880104,0.053024083196496985,0.047063569435573334,0.03812004637938976,0.037154903639565126,0.05113258679756609,0.039295671862427724,0.04416163157155188,0.028935783229646777,0.028975908601705437,0.014681515971392018,0.02294630564479119,0.010736064588164562,0.01551521599397123,0.030742308510889868,0.0,0.015554921836517771,M
Arkansas,0.0,0.0,0.0,0.0,0.015460251692897562,0.0,0.014662326617987742,0.014195270135990687,0.01887453824790358,0.0,0.0334924223394457,0.047217139821755294,0.0807061790668348,0.09433962264150944,0.13230376945466793,0.1356293443774371,0.20073851949146243,0.23221181756228074,0.32904186143681613,0.3639551564741512,0.486159077626056,0.6032932060329321,0.7221108701024134,0.6984353947259878,0.6528866714183892,0.5941907756208717,0.5731242545020802,0.5502023230764752,0.6015733456732995,0.5395577971966454,0.5288647235344802,0.49351000540832884,0.52,0.4202476053458524,0.34769171334749854,0.31185421754649634,0.3072758532391996,0.26561874613397374,0.29789538842463636,0.2367517657735864,0.25153825316357725,0.19505592930217747,0.18883844268552372,0.20483883435108602,0.23229734059596283,0.18201122402548156,0.15056922511935367,0.17491351498425778,0.1881503667012249,0.15849698469151074,0.13978411120602624,0.14764161939544643,0.14722852254188054,0.1272264631043257,0.13644207231429833,0.11344521378554943,0.09029877115150564,0.10191602119853241,0.0719272265707637,0.06846091309742844,0.09262935027127167,0.05288673424416042,0.0734626852772136,0.05667698478440947,0.0306251914074463,0.04439708755105665,0.030337176042298693,0.0669762457581711,0.04493978069387022,0.06288743149761927,0.03135919720455156,0.05411499436302142,0.0708842814105972,0.07194891626944869,0.07989472694802144,0.03444542859954729,0.05779739386296763,0.04241781548250265,0.03849961500384996,0.0448681996634885,0.03326864430274466,0.03413940256045519,0.02970708811122334,0.0,0.0,0.048295846557196084,M
California,0.009385852391828051,0.0,0.0,0.0,0.0,0.015106793408789829,0.016911352802528246,0.016072154519584395,0.041970635816977506,0.06114255045958818,0.06780910748731048,0.07829370240816275,0.10123496051306513,0.13534271209935747,0.16186836921178174,0.1789199739752765,0.18092673157931083,0.23313148788927335,0.31569314626183353,0.3489434977034208,0.33951116271550136,0.39599398089149046,0.40880823733306143,0.4292894721401889,0.38508537270055154,0.3816287357698445,0.36826991428956163,0.3176745971787028,0.30260256946743197,0.2682587511619347,0.2485021461548986,0.228611831251473,0.20223666657205303,0.1750425103239358,0.16264231202302012,0.1412687941033231,0.13444547169364043,0.12453534395834275,0.10839489973471775,0.1177987007998361,0.11295814797928141,0.11437815050530634,0.11134981153159108,0.1122504702384564,0.10692377703617649,0.10894121015527614,0.11448553676986765,0.10870212172758058,0.10091743119266054,0.09526221225385571,0.10175722373354901,0.1017511313489052,0.10029452883674925,0.09983228176663206,0.09615238635040967,0.0902447139817069,0.08994943989089425,0.07798313841326983,0.07588921100671203,0.06609067640803182,0.06611586681381175,0.06695535283675208,0.06425834499062569,0.06453473204355409,0.056539661319073085,0.053990490889458,0.049942106217652715,0.05192878338278931,0.0514525336085091,0.04374724815697077,0.03824481782718441,0.05412550279743388,0.052140582283475664,0.0497260803346139,0.05900912120888636,0.05484132262141522,0.04532734224114146,0.04284604879093806,0.04043399150886178,0.03511864593518889,0.031012718622626334,0.02113412774171278,0.019847427412545016,0.02293788420956051,0.018309578350754557,0.019606088116579504,M
Colorado,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024013063106329842,0.0,0.06274736943720437,0.07440184829854721,0.11511494052394738,0.08975421154377243,0.1491657126998994,0.21156558533145275,0.24392561852567557,0.33950710843008275,0.45611733842117813,0.421174094908409,0.49453482817724576,0.556741709683522,0.5915241876671258,0.5670564614591529,0.6414196755485474,0.5631220534311158,0.4861986468757235,0.4432483773943328,0.44392713098557235,0.41541000398338357,0.3219392103020547,0.3262807359817014,0.3219553861822005,0.28602648155289884,0.17933337455939644,0.1937643121366919,0.20152056425757994,0.1376925293797432,0.11814292100389553,0.11732995084826384,0.13169859835063183,0.15731515469323545,0.11712687769025797,0.10895432519998853,0.10132252559726962,0.11124314211311405,0.10153756890049319,0.10782536878570283,0.09164432836162852,0.11349686146434114,0.0873703814406916,0.0827681342683067,0.11426394972386211,0.0822428098014078,0.06582957454589784,0.07562082255939893,0.05892173229892959,0.04900999803960007,0.037695071997587516,0.035650623885918005,0.06648936170212766,0.06056782334384858,0.048002829640484065,0.03901582579433783,0.03329924125300288,0.032206860061193034,0.022736057112975466,0.03804664070542948,0.04694520823553081,0.041629084853951295,0.03474313244082086,0.041743970315398886,0.016698473282442748,0.04414361389052383,0.036015641078411195,0.03530881633983378,0.022338880822070813,0.01989823474231786,0.03171034045374614,0.02020085420754935,0.020234137881196705,0.0,0.0,0.0,0.01671346436689397,M
Connecticut,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019741666196626994,0.0,0.02492108323641801,0.014319672365896267,0.03127665624111459,0.037047818148138345,0.05145923693302948,0.08560218761146118,0.11570397930940605,0.09196610392169743,0.10093201047974919,0.12860702515874928,0.1146765506931788,0.11581364162789279,0.13358971763991498,0.13030377066536364,0.08169078988709914,0.10733157199471599,0.08266170696424882,0.1040199371546213,0.08178472443091463,0.08342868039664379,0.08525149190110827,0.08923833871979162,0.09839685130075837,0.08380190311418685,0.11541220874013537,0.06694784762669881,0.09210301893228723,0.09404716291058553,0.09228366579115496,0.07308923847974384,0.07905138339920949,0.1018932421772285,0.08103990404875361,0.06947514684519673,0.06820647961556348,0.07894097643915472,0.06481454202633827,0.06544875078253941,0.05316916188610606,0.06408373608181357,0.06275658290406087,0.04897159647404505,0.02815531495559139,0.034629728289824184,0.04699637851436154,0.051053691465524575,0.052536337633529856,0.05099898002039959,0.04874779111571507,0.019346725566697837,0.02244452994741567,0.05891016200294551,0.016539861065167055,0.027043472381853832,0.0,0.020583896531613435,0.03569898614879337,0.022152482924127748,0.030281236988530982,0.038445273153665756,0.05724098454493417,0.0388215502739076,0.022548931180662035,0.023092554960280804,0.02351060328208022,0.02376425855513308,0.0374654615276542,0.0,0.0,0.0,0.0,0.0,M
Delaware,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07878978884336589,0.0,0.12398401983744317,0.13025921583952063,0.11098779134295228,0.07898894154818326,0.128783000643915,0.12021638950110197,0.09282178217821782,0.13388259526261587,0.1571503404924044,0.1540515559207148,0.12974375608173855,0.19163206643244968,0.14168937329700274,0.15404668799620808,0.1621756487025948,0.0768344218209758,0.10323912762937153,0.07633587786259542,0.0,0.0,0.0,0.11655011655011654,0.0,0.15177065767284992,0.0,0.0,0.0,0.07849293563579278,0.10396554284865588,0.08944543828264759,0.13260645351407102,0.075007500750075,0.0,0.0,0.09961576775295289,0.0,0.0,0.08479709267110841,0.09454029780193808,0.0,0.0,0.06734006734006734,0.06837139340899767,0.0,0.0,0.0742611020347542,0.0,0.07322788517867604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07654623392529088,0.0,0.10045203415369162,0.08701705534284719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,M
Florida,0.0,0.0,0.0,0.0,0.0197441162533565,0.0,0.028387920939640182,0.0,0.017723687708622576,0.022578460149017838,0.023253650823179237,0.04622033232418941,0.05342565286147796,0.05901277340998649,0.10234426292820453,0.08551556383261753,0.08522366679359553,0.09817298412592765,0.14672369119345674,0.18444335571630308,0.23379094739703682,0.26755247647606245,0.3224654926225607,0.3154397072360297,0.28517627594614303,0.2985358031984472,0.3018025467173805,0.31154260163948,0.27633632873475933,0.23011634254155472,0.25753031686008604,0.23439585049722092,0.1938031152947974,0.17613276937770556,0.1490422204847537,0.11950758235000639,0.1473429160800236,0.12625430911446325,0.09672320649225036,0.1141899197026203,0.10031288065155604,0.12516277482078966,0.09499967905513833,0.10263302584152972,0.10879571512260439,0.1095302493489656,0.10596134448644409,0.11532572248173201,0.10514568210955443,0.11778773222922206,0.08947287693644869,0.10659159146941798,0.09728557302797358,0.09142804459230007,0.08942642477551768,0.09264225461992295,0.07380426834685273,0.06740122173582978,0.06190777925870897,0.06022503598813126,0.0621183091845288,0.050936625714633255,0.06170554115759595,0.05166524008914182,0.05858050194240612,0.04427012543202206,0.05405364253031952,0.03524148075508703,0.041698519702550556,0.0415677857218435,0.042428708604095484,0.05524902042032873,0.0389755800274955,0.04565525998530471,0.03839985543583836,0.05474643544348638,0.033487935971066425,0.047622692212839414,0.02495933349972889,0.029818448247953176,0.01936173615846318,0.03415528157280906,0.02361095885790419,0.024392793671812383,0.02080073797400812,0.021601111987677977,M
Georgia,0.0,0.0,0.0,0.0,0.011153867603591546,0.0,0.0,0.02217824484782312,0.01257723206565315,0.021136222956957593,0.035016670980314545,0.05376599142906843,0.06848939784121418,0.07118835456710115,0.09917229278712286,0.11818398984120598,0.13507314338141596,0.19411233787910634,0.2769256478508421,0.34923641529537114,0.4267197492306461,0.4902745080112455,0.5488461883810721,0.5658348893792792,0.5593232189051248,0.5197039690770247,0.4717258578705283,0.4399435544118868,0.4233455150703767,0.38889358567132454,0.41563558609422674,0.39990741693241433,0.36882856251779733,0.3245333069943983,0.23642658110276113,0.20786893316740288,0.20964633574665348,0.18957089274349706,0.18755630381167576,0.15991802260588747,0.1740157731728344,0.1651738582569901,0.16264664151988095,0.17671313567641864,0.15533338841609517,0.1455604075691412,0.1490066225165563,0.14540607676229136,0.130980699165939,0.12423847800380199,0.11746395324934661,0.12171304027852473,0.10277635032846766,0.11690248720119321,0.09633911368015415,0.08374465493395593,0.10297367892304601,0.0846740050804403,0.10189363363283885,0.06734913793103449,0.06228083239686429,0.0567797755846965,0.058313782394662256,0.05023531278092115,0.058755940878466605,0.04695550648493616,0.054526302744903644,0.058474439205245275,0.04250903316954853,0.034513361601419976,0.05402883174930622,0.048956612202435586,0.03430207113539856,0.042945590322926976,0.0775213183625497,0.03966417663779996,0.05900450963037889,0.0360391529357494,0.0323543685750842,0.0316065139520183,0.049061148030863914,0.03010733264086468,0.029888312096901053,0.025918486360396554,0.020701433574275018,0.026869200730842258,M
