state,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,gender
Hawaii,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0681663258350375,0.08973975471133712,0.07223942208462332,0.13443441521029384,0.1557632398753894,0.18662213927904922,0.12358393408856848,0.13628262920641576,0.12569393526762335,0.13492475350285416,0.12306430109732336,0.16192693047262424,0.07134848639282439,0.1607555510901236,0.3226112534396053,0.2806542146520855,0.3691058410999354,0.43703175169461295,0.3470319634703196,0.38789025543992434,0.4078790290489455,0.42839061435108555,0.4039238315060588,0.524508868968148,0.3739170086639307,0.2759276879162702,0.317428826505307,0.3082930839584832,0.3834682573498083,0.3135524329346185,0.338368580060423,0.26493575307987816,0.21700800217008,0.08663008951775916,0.11407386282617994,0.16835016835016833,0.13568521031207598,0.11648223645894001,0.08975317875841436,0.0,0.12113870381586916,0.0,0.0,0.0,0.0,0.0,0.12039903680770554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
Idaho,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.048555474629764506,0.0,0.0,0.0545681322107889,0.0,0.0,0.0,0.0,0.03882288997592981,0.0,0.0,0.0,0.03999680025597952,0.05796621397813846,0.09089256498818396,0.06815968841285297,0.06311803071744161,0.21831677764436197,0.05530973451327434,0.18714222809335096,0.10595465140919687,0.1750461927453078,0.11943863839952225,0.09010812975570685,0.18614676202606054,0.13683634373289547,0.13866019585752665,0.13833509642769956,0.09004277031590005,0.11642290620679618,0.1253394610403175,0.1921361421807452,0.2470530105173996,0.22578141536724758,0.23791821561338292,0.25390474724936524,0.20138553246334784,0.24104683195592286,0.17149562234858742,0.257542310522443,0.2810261988940259,0.25456460674157305,0.16637478108581435,0.08588114050154586,0.18191268191268192,0.19482819695359546,0.15529289966353205,0.1362049885077041,0.11127278952323888,0.06701289998324678,0.05853821709315939,0.058386854616732,0.1331779590477776,0.05767012687427912,0.04012841091492777,0.0,0.0,0.04586104104563173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
Illinois,0.0,0.003706696517929291,0.0,0.0,0.006578730962797277,0.002919384126724626,0.003696197229084144,0.008968180894187423,0.005306509908433223,0.006138598390571113,0.005443035907707883,0.004344614849893557,0.0036163562627541134,0.006650398768141521,0.004442228814270413,0.006690849307736056,0.01079203743855897,0.011086634820709833,0.014081976526801886,0.012817731853049635,0.01733102253032929,0.02891449720317954,0.04387185139212875,0.04695588437399789,0.06739830609566981,0.08565020210982945,0.10431198079654136,0.12319198564219294,0.13996814518075196,0.12829151980095377,0.15275646152626762,0.18539515214660007,0.24619018767208387,0.21746506678182548,0.15260468450137576,0.18219696686852696,0.18751328535422548,0.15570345371986413,0.2469325260360354,0.2954094089676331,0.32168623770391974,0.2902906571857934,0.2862847579058637,0.28445861456223354,0.25005288127398545,0.22735183251501484,0.26086575278402946,0.2445488921087041,0.24028918280783132,0.2280664243460908,0.20178513565263498,0.15386913654018525,0.15817731068153126,0.16538854606305048,0.16743977375601862,0.11071290912520401,0.1039098128798687,0.07862884674903177,0.05588549312691846,0.0541977880527751,0.046314501682177656,0.05423040926465315,0.04310770640059632,0.025855302645551505,0.024179973402029258,0.027458740874702924,0.02280705233722706,0.022785885179853135,0.021830962854616703,0.01812599834600265,0.016252989389119784,0.020103117165696988,0.01534466477809254,0.009645643183544533,0.010064285624426022,0.009337068160597572,0.012758175864366415,0.012039127163280663,F
Indiana,0.0,0.0,0.0,0.0,0.00674572658221017,0.0,0.0,0.007243489913440295,0.0,0.0,0.007581829603795248,0.009686168151879117,0.007295618459999167,0.0,0.005014290728576443,0.008874689385871494,0.006112469437652811,0.013314351847110273,0.011291663672664935,0.012403741795441623,0.01177843689434742,0.02186915683465824,0.02976354516893568,0.048850232336470865,0.0391628931587321,0.06654195281798893,0.07595360393413922,0.07401738781347618,0.08950307890591437,0.08377618005626758,0.11735468728427446,0.15426981357862715,0.18830192535069407,0.12879348630643966,0.1029367241901302,0.12518706112582018,0.14924936349536155,0.1406746757448724,0.23064386929260006,0.2640845070422535,0.36831614524655515,0.29723735232433574,0.26913602773469575,0.26222848741151683,0.2663675872704332,0.22928888818608772,0.31527093596059114,0.30835553692782086,0.28591640629605614,0.23783169294283066,0.22583910910365235,0.16892158565271617,0.21704271206206774,0.2051298617392428,0.18828075115833592,0.18299174873569338,0.12450612570138452,0.11775437432622939,0.10221240396979787,0.08127740995986929,0.05082903915588741,0.041714464490562105,0.05269629369401019,0.026800071466857242,0.028639959904056135,0.027295556283437054,0.033984706881903144,0.0297772660499464,0.014616219827946213,0.021223762124074112,0.01742425892448762,0.02448688838431058,0.015618724619572493,0.020434575301409987,0.016429225244678106,0.012321644200202075,0.0,0.013424620754463686,F
Iowa,0.0,0.0,0.0,0.0,0.0,0.014387971655695837,0.0,0.009215061095855065,0.012751152157677106,0.013794768334109288,0.01773584236383307,0.019977842756215832,0.012671976828385226,0.01966533180778032,0.012639942217407005,0.010756350728742762,0.018513718665531156,0.027110556850837714,0.02893256903130142,0.021993731786440863,0.0400289733521406,0.038108227365718644,0.060875771442965694,0.07066332345566446,0.08347245409015025,0.0986533813446456,0.11063059438801165,0.12514391550282825,0.10514732852426947,0.09294173880715917,0.09988542554129087,0.17433534649150115,0.17083258406761373,0.11054223877123574,0.09534265572633768,0.077856529209622,0.10495156081808396,0.12531328320802004,0.1755441869796369,0.20119167375996283,0.25508848381782434,0.20849336113244818,0.16002695190768973,0.19797944507526133,0.19692423105776444,0.20205259781911483,0.19659028650617166,0.1520093739113912,0.19430254787050674,0.14563578109323927,0.14266281808831824,0.09832174944905916,0.1300435821734852,0.11929291833857499,0.11167549263301992,0.09339160969778476,0.08183001673795796,0.09767459333558737,0.037397157816005985,0.06637254519189474,0.04744958481613286,0.039766174891637175,0.04449118265652807,0.0,0.019929052572840687,0.020641539033150313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
Kansas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017052790567370704,0.014188757774256865,0.022901637467078895,0.013873794714084215,0.013651877133105802,0.013931457230426304,0.016931114551083593,0.014188086736503583,0.01226181425803762,0.02522449803248915,0.02327505948070756,0.03586602659603818,0.041160732661041366,0.04585653455617426,0.07129362278544185,0.08517887563884156,0.04788213627992633,0.11605824013504959,0.1448175987862906,0.1329639889196676,0.13338722716248988,0.19241226419040447,0.15214441383280564,0.119019281123542,0.12593497176003665,0.12949054719005512,0.10706242847122235,0.1512807288980574,0.17540440459949327,0.3624340306479303,0.34481647384873193,0.32767925983037777,0.2654171308735828,0.2380553227158424,0.30098072370645923,0.2768820972942661,0.23384056959374566,0.28138678524282634,0.306510710259301,0.23621466007234077,0.22028898928424748,0.18087358091206465,0.21493610535777094,0.2190973190455324,0.1632719702845014,0.10578566197412319,0.0796781004740847,0.1224473673816013,0.09024562504904653,0.07566405161084784,0.06766438465212546,0.04744208112595873,0.05256985725261838,0.04492179523828971,0.036698744087424566,0.02441108263151471,0.02519314746388982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
Kentucky,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011341297444427642,0.030221828219128406,0.014416047119879729,0.027092364121373794,0.03687693347810944,0.0350494586805826,0.046798221667576634,0.06196978438788812,0.11431083754671356,0.15895794237774588,0.11110384942160643,0.0945037479327305,0.09582254480213663,0.11941924535417234,0.09586554347604381,0.2120997879002121,0.1968710076025719,0.25546289454238363,0.23867403314917127,0.22234447347911795,0.1944309422956739,0.22139694329381515,0.2336003051106026,0.2890173410404624,0.28414427954161187,0.31346495742490876,0.2700100960296776,0.3373981780498385,0.21958279269388162,0.31281533804238143,0.34212218649517684,0.30274802049371213,0.19395882900589634,0.19227811105983697,0.1823296520108356,0.14094974500909765,0.10843405358229087,0.10577131698850076,0.07347538574577515,0.09654639744014124,0.047151494979752594,0.04674182018146824,0.049600440892807934,0.03460806367883717,0.02711741842176625,0.04155346012466038,0.03952178638474459,0.0271600746902054,0.0,0.0,0.021513858510523863,0.018634466308884913,0.0,0.0,0.0,F
Louisiana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006984410795105325,0.009921056734271582,0.007331055818659004,0.01171869277982041,0.015925088384240532,0.029835902536051718,0.044177866888688765,0.020844189682126108,0.034719811124227486,0.06338809360308488,0.06058825689420923,0.057850745077699536,0.12411123732592874,0.1755024292104531,0.10754728917568167,0.10214291670140915,0.1131729399598041,0.1203813370094946,0.08630662724718585,0.2549550336156466,0.28447294920864796,0.33921529309538134,0.2888740748337692,0.28143078018866285,0.29688186209925344,0.28691197019096415,0.3144343148693812,0.4152707284289927,0.4556592883614492,0.38352302174679187,0.3676082225931169,0.2814965865768242,0.31208100235794534,0.3485660712997909,0.31343320417581877,0.34455475868405605,0.27225770336632654,0.1742874718064384,0.16830657690315898,0.12931489496463633,0.13020472615452808,0.10529610973562138,0.09415121255349501,0.057907232613353406,0.055374392419860946,0.07779539810298913,0.05332227389874693,0.04044678136959024,0.031753087987806815,0.023752163143429133,0.037653179982200316,0.017284889549555777,0.02737382378100941,0.023761838487389254,0.0,0.0,0.022710927741398237,0.0,0.0,F
Maine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05830285683998516,0.06022117595532683,0.12331180270111568,0.07681474843169889,0.10649627263045794,0.1624064397683943,0.1747396379394702,0.30775543701272057,0.12958668667303233,0.2162403996719111,0.21536252692031585,0.40275213962074174,0.3023939521209576,0.20248038471273097,0.15964240102171137,0.17825311942959002,0.24203622735790134,0.3497590548733095,0.43239904254497724,0.4469445942821916,0.39822331137999695,0.35684458279553566,0.41167949988564456,0.39504260263361735,0.3017875106399443,0.41516106711770584,0.5582849486377847,0.37537537537537535,0.21021488632824667,0.32854209445585214,0.29840266807091453,0.2391024462019496,0.37993180711154406,0.1393312101910828,0.18202042673677823,0.18369221349117257,0.1888772298006296,0.0744205826068467,0.08423712751395178,0.10814318157240185,0.0764525993883792,0.07595486111111112,0.0,0.0564652738565782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
Maryland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008417366710998133,0.008282533792737874,0.01001418676458316,0.0,0.0223925587804668,0.016821989704942298,0.018459473065950666,0.033699295862081195,0.06091145689130073,0.06559148082413767,0.08781733993293948,0.10101810402883968,0.13543118900617407,0.1216804713517206,0.11854647505685392,0.2229595222295952,0.36288232244686364,0.1940928270042194,0.19812783552518234,0.18027861240098333,0.21002673067481314,0.18552397639722745,0.35513833010480306,0.4037588021822202,0.44215681828488507,0.3874059476890004,0.37842330912590777,0.3533420266689101,0.3063865024324604,0.2935204358577431,0.4016375948310988,0.32491041755630234,0.2829367382472432,0.26703260022994474,0.26796213829930793,0.2390405963860303,0.24157082980612393,0.23263191286877444,0.19017569641043372,0.17944059394836598,0.15223085361212474,0.11996106923790771,0.11145290000445812,0.06850253459377997,0.09021095484826054,0.06591058887701993,0.0556599179016211,0.05106185447371475,0.04103218747150542,0.0390625,0.030639421150628107,0.02213368747233289,0.01763046544428773,0.033364987295639456,0.023424689622862496,0.023950183618074404,0.026203390718759007,0.02954923977864933,0.0,0.01749271137026239,0.014908017531828618,0.022043078473359366,F
Massachusetts,0.0,0.0,0.0,0.0,0.0,0.009210176221371703,0.01205809810907098,0.0056179775280898875,0.01013856032443393,0.0,0.009285721655334648,0.012417347033806227,0.0,0.010747225261841489,0.006756626319955213,0.013049354522999488,0.015007972985648627,0.018975152038405708,0.024602108211426735,0.02435711274532765,0.0409612233752048,0.059787509311169475,0.09840048999427671,0.11915273891719949,0.2205775324428122,0.26330681017657726,0.3752480606169944,0.46816032102422017,0.47671128652607053,0.5353346813916109,0.4167218859978501,0.6052178310130683,0.6091153871412622,0.45939211066094826,0.36018393859388387,0.398616765753028,0.4842655867712815,0.3907280400949617,0.5286839145106862,0.6721151115458648,0.5775526592130459,0.5580837586864277,0.5073551486040228,0.5135065159230172,0.47361201357302724,0.3916064285212998,0.37968414681120344,0.3752593121126835,0.3400643222438973,0.27608049778575033,0.2781819738080972,0.2559409550168891,0.21740121927117378,0.21205270133312545,0.19949567493376744,0.19784172661870503,0.12626469671875767,0.1068697191330194,0.10394836113672562,0.08035973806144955,0.047090832984512346,0.04104724001927436,0.02589331952356292,0.04061267115339986,0.025734420777575425,0.02430773593696194,0.021086814414946337,0.013233639912657975,0.02071441723439514,0.0,0.014177023770143187,0.0,0.0,0.0,0.01730274866521653,0.0,0.0,0.0,F
Michigan,0.0,0.00457657525720353,0.0,0.0,0.0,0.0035344681332353106,0.005883477723682469,0.007885248134421976,0.008362136247073252,0.012931424655054246,0.018265415380739433,0.007367432265669608,0.009363624659105538,0.00860733344809778,0.008804803020047436,0.009807393685128177,0.011822526980695502,0.02306246468560095,0.019433255600310933,0.02032034425053789,0.033437009091081146,0.048628671464695586,0.05494032686184824,0.09246222707882405,0.1194557342286623,0.14308333696489012,0.14399868685135306,0.1705265919458979,0.2042215202843555,0.18855730849648356,0.17558145452694793,0.2349451943434488,0.2953451043338684,0.27819448928049223,0.19149529922343364,0.16668193057972341,0.21867084570949577,0.16091024198086662,0.30201254914212816,0.34376135165545896,0.3860691871896857,0.3063015950095252,0.3172763891187993,0.31814032519002555,0.28476857930065275,0.22966716488644232,0.30705302640288296,0.29322176318185,0.28210083163670246,0.19547712558956976,0.2077917148983813,0.1615587976108881,0.1586018789776745,0.13838886229787942,0.1638245587906769,0.12828943822162808,0.12226273388206013,0.09451270361928059,0.07304116865869854,0.07907765655083891,0.048969256861667816,0.037254689884750815,0.03919071180130309,0.031702955983615916,0.02216052038116095,0.025599913768711516,0.02430550591195688,0.028648542693867702,0.020311547896192366,0.01580427979896956,0.009704968944099378,0.011470144851543554,0.016266245913105715,0.020165017056243593,0.008621284226498379,0.016307893020221786,0.0,0.0,F
