state,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,gender
Alabama,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012995789364245985,0.05781410138491053,0.11067193675889328,0.12718776785467414,0.16650877041885567,0.2936350289316867,0.34219531455646224,0.43996387051659336,0.5218708790437979,0.7659382743861229,0.9918975808079352,1.0212505733068338,1.0482659525831102,0.9417145932129284,0.8530573716043771,0.7093194746822108,0.6110474603339929,0.6085549458280569,0.4552134485106993,0.5225635474599679,0.4079854234334152,0.5052342265874459,M
Alaska,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08888888888888889,0.12886597938144329,0.18625442354255914,0.1899696048632219,0.42569659442724456,0.3591380686352753,0.3682170542635659,0.32542113323124044,0.4033807145601229,0.6075564837668501,0.6780938029760784,0.6745037579495086,0.4116839835326407,0.7140023800079334,0.5834548864346739,0.502411575562701,0.4895960832313341,0.3763328454944595,0.3527336860670194,0.24612355402412012,0.18205461638491546,0.24766097963676387,M
Arizona,0.0,0.0,0.0,0.0,0.01197365795250449,0.013816243955393269,0.017325684364532398,0.019317698875709926,0.032447701939227365,0.07959278111985192,0.12333762333762333,0.17250771745051752,0.2167232160304123,0.26238053866203304,0.25998905309250137,0.3059132013312267,0.3732587874648581,0.5476309710353294,0.6204087198104685,0.6773825340094684,0.7828652869502378,0.7254614224004299,0.6995612219554599,0.7005180477778478,0.6800450582001751,0.5733058490079876,0.5208679655118913,0.4847825572871095,0.5230951440979076,0.4692401420682861,M
Arkansas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.056875355470971695,0.10655301012253596,0.11268093958568086,0.13841757456688694,0.20222901312241595,0.350372832629593,0.43006899023385,0.496054114994363,0.43859649122807015,0.786941271697095,0.8318450982235173,0.9693927763015451,0.903741067675494,0.9809119830328737,0.8469915300846991,0.7403252944475602,0.6210146936512337,0.6145092460881935,0.5406690036242647,0.45926391947153195,0.46612394957983194,0.40016558575962463,M
California,0.0,0.0,0.0,0.001682308126749901,0.0057167854763822195,0.0048741444593804195,0.007668691377482078,0.012632330527674417,0.01838235294117647,0.034486072714732335,0.05412719891745603,0.08902077151335311,0.12205684361574105,0.16906194610339026,0.20992155562921225,0.265214963707426,0.3198895183337561,0.5268123025164239,0.674305234316621,0.7649418965642226,0.8516941915310131,0.9556677288916262,1.0004043399150886,0.9120518929638759,0.8325722153305068,0.7689300143359833,0.6881644377404245,0.659846469095024,0.6412421217953151,0.6069362930002004,M
Colorado,0.0,0.0,0.0,0.0,0.0,0.0,0.03533123028391167,0.03284404133296279,0.0341388475700456,0.07611255143543515,0.11732499022291748,0.15460518836823317,0.2170896557898035,0.26602284666800796,0.32146904414995725,0.35206374206698476,0.3501855287569573,0.5367366412213741,0.5616048656072199,0.5762502572545791,0.540496496278994,0.5612643806545292,0.6481139316069245,0.5621378534982271,0.5252222093962831,0.42491689550513084,0.4288819693320016,0.3843629886566045,0.3439127444237005,0.28412889423719745,M
Connecticut,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045819014891179836,0.06946741647370162,0.11155432357514705,0.20391235224994814,0.32934234450581495,0.44266742824503785,0.45412589994461877,0.5337068019228586,0.8573295913267464,0.8586147681740127,1.0136738127075875,0.951564895823938,0.8082394236098281,0.9028071660318804,0.7034220532319392,0.5994473844424671,0.4902903287829264,0.5189972581276929,0.48459498061620077,0.5386280825896393,0.39152972317194223,M
Delaware,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10643150372510264,0.192193968066233,0.3026808878639377,0.5768377458955776,0.5816554809843401,0.5620537748746772,0.9338640538885488,0.9825673534072901,1.0714883643060438,0.7831534980856248,0.869414014953921,0.8178844056706652,0.7597340930674265,0.6004366812227074,0.5264147396127091,0.5740528128587831,0.44815644734161747,0.4614370468029005,0.7246376811594203,M
Florida,0.0,0.0,0.0,0.0,0.0037420668183451083,0.0,0.0,0.00462673791843061,0.006937164703705988,0.030290085821909826,0.07004133961675206,0.11568399117430743,0.16833846842881522,0.2849282766751818,0.3811140141280156,0.453623536082699,0.5640829400342985,0.9437798275087209,1.0925135340666952,1.1432343872022157,1.154496592602515,1.0995739469857386,1.0267753401785022,1.0001959498027724,0.8014075140372587,0.7314228590469843,0.7268802334111933,0.6925811060389588,0.6403009776346847,0.5785341297569405,M
Georgia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01436256332584739,0.02538135485672225,0.057004771051490176,0.09828682334498676,0.16003400722653566,0.2687111724681984,0.3131216385471156,0.4124594578055199,0.4400127745644228,0.8028439524258293,0.8977468803921078,0.942685264758379,0.9567159775782864,0.8966541250414451,0.8191537861964499,0.7329701092682339,0.6110342982025779,0.5449427207996508,0.5961931728802894,0.5653469837361498,0.45543153863405045,0.44782001218070433,M
