state,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,gender
Hawaii,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04032258064516129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05241639584862145,0.052372473028176394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08521516829995739,0.0,0.0,0.0,0.08137800081378001,0.0,0.0,0.09182736455463728,0.09045680687471733,0.0,0.10471204188481677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
Idaho,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05453553899291039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03751782096495836,0.0,0.0,0.0,0.0,0.04233401538135892,0.03717472118959108,0.0,0.04833252779120348,0.0,0.0,0.05518763796909492,0.0,0.0,0.0,0.05152868430092751,0.05197505197505198,0.0,0.0,0.051076870690389034,0.06847556278353163,0.08376612497905847,0.07526342197691922,0.0,0.0416181122024305,0.04119294776734223,0.048154093097913325,0.04757373929590866,0.05476879743369063,0.0,0.03789026977872083,0.04608294930875576,0.07563660811832927,0.0,0.0851063829787234,0.0,0.0,0.0,0.06886374815543532,0.0,0.0521593991237221,0.05563591854901524,0.0,F
Illinois,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0030997339395035257,0.0,0.0,0.0,0.0029432829377888095,0.0033741932063029926,0.0033990977823314898,0.004436907179901797,0.00611683148129269,0.006834335702569709,0.006420270935433476,0.007444225571487471,0.004175116306811404,0.004313319530710835,0.0056554688383667,0.00562806025776516,0.01266953038274048,0.009071117561683599,0.008646592161864206,0.009193148040327276,0.015338952502933574,0.01619420710077424,0.009248768757659136,0.021654557537652795,0.01594242507060217,0.011587233765199191,0.01116079213722194,0.007830128912395094,0.01432900836097638,0.0065975149360407576,0.011745015708958511,0.023400194514116898,0.026440636992717495,0.027400709456207,0.030690088562826998,0.03109870304272538,0.03273504809266108,0.031359133347587484,0.03608566294517925,0.052285628921422175,0.0448676025490882,0.042127271167003426,0.05207457078536464,0.0442851636500816,0.056078311712945014,0.05269805686371279,0.05838782864006407,0.05250410717612588,0.046314501682177656,0.041984832979086305,0.06106925073417813,0.048016990627452794,0.048359946804058515,0.04166153787885961,0.047597326616821686,0.041428882145187515,0.039295733138310064,0.045314995865006626,0.05108082379437647,0.049666524762310205,0.03659112370160529,0.03858257273417813,0.03396696398243782,0.03334667200213418,0.01984605134456998,0.015048908954100828,F
Indiana,0.0,0.006182533107464791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005168225748100677,0.00642460194237132,0.01093457841732912,0.008818828198203165,0.0,0.0,0.0075330512624138405,0.0077240953153361915,0.0,0.0,0.0087527352297593,0.011045147038519951,0.014417739586787583,0.01751645817215759,0.013323464100666173,0.010596427490160461,0.014389317370783928,0.026338122969769687,0.029541681906423208,0.02485981824710659,0.02020318633110136,0.010110639281277985,0.01810582856797984,0.01976705288446918,0.028799660467160808,0.04050033490661557,0.04269517228292667,0.037893141341417205,0.04640301769302158,0.05158285680598951,0.05534448200556437,0.05762791059886302,0.061569549910803094,0.07936636485851731,0.07752939656286342,0.06876340477087052,0.06654245408570668,0.08466416547694147,0.08790115266605854,0.06759207359293086,0.06095805746990196,0.07186174501349599,0.06778600479716342,0.07026172492534692,0.055386814364838305,0.08412988221816489,0.07096844633693634,0.04908902105163788,0.05756938102989637,0.06264094211976949,0.04456990046055564,0.06751900333238951,0.06010418057967143,0.026774956490695702,0.052221692436936626,0.04224657920060084,0.02710761724044456,0.012880622391673967,0.026849241508927372,F
Iowa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010028480885715431,0.0,0.0,0.0,0.0,0.0,0.0,0.014671720259200393,0.0,0.0,0.0,0.0,0.01454503141726786,0.014445856928232984,0.01610824742268041,0.016146393972012917,0.025574139430208174,0.01755441869796369,0.02063504346256029,0.0,0.01920333589377812,0.0,0.02911462427577372,0.02813203300825206,0.02565747273893522,0.03867349898482065,0.04116920543433512,0.05641041712369551,0.08090876727402181,0.06635479911084569,0.10171215460247499,0.06677913679178968,0.07229873838701516,0.057638963939623186,0.06724195898240502,0.13762320996838387,0.09391787820729554,0.07479431563201197,0.06637254519189474,0.05931198102016608,0.07555573229411063,0.06471444750040446,0.0651253663301856,0.07971621029136275,0.057796309292820876,0.06885274119975902,0.05478201323898653,0.047650814828933574,0.035040296340791914,0.035617971810919455,0.056314954180105466,0.04065247217846435,0.041489472046468204,0.0,0.02847056143947159,0.035735556879094695,0.03105204322444417,F
Kansas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014512383900928792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022150847269908073,0.020629190304280558,0.022737608003638016,0.02225472118013607,0.01933550320647095,0.0,0.0,0.016764459346186086,0.020290835306053433,0.028038693396887703,0.05235236632695798,0.03821302021816161,0.042277339346110485,0.040599394699933566,0.059739386924541685,0.03078699249567058,0.0468951502598773,0.06772098952316456,0.053063390342462956,0.10985434128082025,0.07569419545038047,0.07504838645969111,0.05885584242329123,0.051770140575843254,0.03582232128641936,0.039535067604965606,0.09705204415868009,0.06534079307387593,0.04485402055129669,0.09357581675413972,0.05878401074907626,0.06539081912899429,0.06774761754211643,0.028642352491884668,0.094863159891856,0.06458985442440503,0.0,0.04557885141294439,0.03125162768894213,0.04462542533608524,0.0,0.030554876558298704,F
Kentucky,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012940167898678486,0.011532125205930806,0.0,0.02050580997949419,0.018902162407379405,0.0,0.0,0.0,0.0,0.009735960744606278,0.02144918493097262,0.027779558518708468,0.019784568036931193,0.011038745998454575,0.023963575365444526,0.023625936983182626,0.018348997940834673,0.020950744798977603,0.014277846900687376,0.02221997778002222,0.0,0.0337802174601499,0.022099447513812154,0.0,0.023146540749484988,0.03808979669571014,0.028604118993135013,0.02671588866760577,0.039921097125681,0.0444465238139796,0.05634993308445446,0.04096977876319468,0.04990518015770037,0.047931382441977796,0.07202572347266882,0.06468974796874191,0.04913623668149374,0.07178382812900579,0.08074598874765576,0.05637989800363907,0.052894660284044326,0.06780212627467996,0.07619669632895201,0.06344477546066424,0.11094469407000611,0.06323893318669233,0.07715624138881234,0.06056411143796505,0.06026092982614722,0.07671408023014224,0.07575009057076046,0.07469020539806484,0.05873613654424213,0.04959790271725653,0.0358564308508731,0.037268932617769826,0.019524385958061618,0.0,0.034461962608770574,F
Louisiana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0097394014442141,0.0,0.0,0.0,0.006695232994108195,0.010726304922033171,0.013675400689240195,0.0,0.014172938191816547,0.011729689309854406,0.017578039169730615,0.03662770328375323,0.00828775070445881,0.022088933444344382,0.022581205488969948,0.02083188667453649,0.012325462645044284,0.033048140124114125,0.02992279917812045,0.02524296352391771,0.03638464995826467,0.012652622255962547,0.018760943883932294,0.03317137895373568,0.03300778595421626,0.02938097948840369,0.03667161442416834,0.02413709872073377,0.025065169440545414,0.02734902483633318,0.024321178534822716,0.021080368906455864,0.033535165346995806,0.04152906045444658,0.03209822055489799,0.05467911460337391,0.043535045711798,0.04647920055775041,0.03989715400301445,0.04161080031439271,0.05769369455996538,0.061699449640909204,0.03317934713253873,0.04834482583140378,0.06407627639942587,0.05178663904712584,0.06069882824870685,0.03324375986924121,0.06260849768063974,0.0456490727532097,0.028953616306676703,0.055374392419860946,0.04188982974776338,0.038510531149095,0.049780653993341833,0.047629631981710226,0.061076990940246344,0.0342301636201821,0.034569779099111554,0.03763900769888794,0.04073458026409586,0.0340506673930809,0.035210027815921974,0.030281236988530982,0.028254288597376387,0.0,F
Maine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041103934233705224,0.03200614517987453,0.039936102236421724,0.0,0.0,0.0,0.06138316737143637,0.03728282752963985,0.0,0.0,0.041999160016799666,0.04218341348181895,0.03991060025542784,0.04861448711716091,0.0,0.0,0.0,0.0,0.0382907030173074,0.0,0.06861324998094076,0.03872966692486445,0.06964327168614098,0.05381717536711002,0.1042131904123865,0.052552552552552555,0.04671441918405481,0.06570841889117042,0.07021239248727401,0.09196247930844216,0.0974184120798831,0.09952229299363058,0.0,0.06123073783039086,0.07345225603357818,0.0956836062088029,0.08423712751395178,0.09732886341516167,0.0,0.0,0.05591590248266608,0.0564652738565782,0.057195149851292613,0.0,0.0768836494105587,0.0,0.08404538450763413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
Maryland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008345155637152633,0.0,0.010335027129446214,0.013457591763953843,0.0,0.0,0.0,0.015433289605679452,0.0,0.009903735689101929,0.0,0.014943215780035862,0.012096579087434074,0.03715992037159921,0.013642192573190364,0.014064697609001406,0.02009992534313444,0.02185195301830101,0.01909333915225574,0.036074106521683115,0.017384393781353997,0.026436588238121558,0.018139766903995283,0.02239340738086707,0.015311925802782397,0.027341942539856137,0.04140358140979195,0.05026034860577793,0.05432779060517278,0.057555559681402135,0.03627394080092861,0.046359826428809855,0.04241127368766025,0.06482456851146584,0.05161769867652221,0.035952204716083326,0.04754392410260843,0.058318193033218946,0.05148984754527749,0.05884882641859623,0.07132985600285319,0.04110152075626798,0.06476683937823835,0.056819473169844766,0.06029824439342285,0.04177788093303934,0.059268715236618946,0.04825367647058824,0.07777699215159442,0.039348777728591806,0.07555913761837599,0.03849806226419937,0.04424663595429583,0.039916972696790676,0.026203390718759007,0.045667006930639874,0.0,0.014577259475218658,0.020871224544560064,0.015745056052399547,F
Massachusetts,0.0,0.0,0.0,0.005632533513574406,0.011828974535443909,0.0,0.0,0.0,0.0,0.004826161657110866,0.006524677261499744,0.013131976362442548,0.012333848824963712,0.0,0.009368120286664481,0.010727939455410783,0.01568196965538872,0.012049039591135922,0.014894092364649936,0.01903460939861831,0.010393689875391207,0.015635335859041432,0.011942865332250514,0.01783209301219715,0.03370145693990771,0.02650527896806114,0.0379248771392001,0.02626912720824851,0.033903476801546,0.0419631773119088,0.03577329949065635,0.04049607694254619,0.04121603798470061,0.03535272376667203,0.048909785112492506,0.03242942738896782,0.026136153988069614,0.03302311618132693,0.04171341445873249,0.02599090318388564,0.058951505368797806,0.055026687943652675,0.0700307871196205,0.06590393841935994,0.05045125847861427,0.039944078290393446,0.07291341160364866,0.069933259345972,0.06704607468620878,0.05585878898145488,0.0735775016350556,0.06559205024351049,0.06178405637377684,0.045267834688574066,0.04616410484381145,0.06453188223803544,0.04104724001927436,0.048087593400902566,0.03287692426703798,0.047509699897062316,0.06482062916523183,0.04217362882989267,0.04631773969430292,0.04833364021358866,0.025328697414170254,0.028354047540286375,0.014347202295552367,0.023857238286096004,0.01707192156671463,0.039549139806209214,0.01797222008267221,0.0,0.0,F
Michigan,0.0,0.0,0.0,0.0,0.0032328561637635614,0.003149209548403351,0.0,0.0,0.0,0.0,0.0,0.0039408423268985,0.00461249293712019,0.003533319200056533,0.0,0.0031544348199133163,0.0032419114309797056,0.005957384840441376,0.007705185589902004,0.0,0.0,0.0,0.005101222835988399,0.00918643516850042,0.0045618703668504085,0.005937537109606935,0.012506588292046704,0.006420545746388443,0.009494692466910997,0.013472031101146085,0.00732667826724059,0.020044827523370445,0.014947945976364658,0.013017782290608971,0.01063179438109667,0.01616103574282405,0.006536924283739867,0.012874983906270118,0.018979962582359483,0.02681262597311341,0.020050308045641792,0.034934176656615426,0.04463973111126672,0.035370440663929054,0.03855741468051147,0.04933867203066588,0.05189464408107314,0.05758157389635317,0.048904334796994985,0.0627639543418827,0.04851281277288457,0.08405562954391634,0.05893145049202202,0.05312084993359894,0.05386449069404969,0.06807921075890405,0.06249173787119492,0.08205555283397835,0.05706532077050864,0.06517800112106162,0.05658928306767808,0.042892069256394494,0.06031272146077411,0.05312250988234927,0.03634984353762999,0.051759834368530024,0.029494658189683425,0.029279242643590286,0.03864961602446689,0.03793365059659287,0.016307893020221786,0.026376276423376917,0.0,F
Minnesota,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006821747731768879,0.0,0.007515406583496168,0.00977819787813106,0.0,0.0,0.0,0.00889157612078317,0.0,0.0,0.0,0.0,0.021299254526091587,0.012544165917501203,0.010404095051812393,0.013664935774801858,0.011430313190581421,0.012669912577603214,0.013856892938180935,0.018943634077875558,0.012028731484345464,0.008986502273585075,0.019494213762914915,0.010667614899102142,0.03121671747034412,0.02621821041986591,0.044489758086940404,0.02178965717606043,0.03829810515565444,0.03351643236197747,0.03484253111631598,0.03361610409127761,0.05848542906120803,0.03964610633503046,0.0547022932884494,0.04826254826254826,0.0594429347826087,0.05735650252793475,0.056954815846095436,0.04319094717747161,0.056178561396685464,0.07046163043942434,0.04553536580077193,0.05051725274001186,0.03915171288743882,0.03369347918866102,0.04214173670779388,0.03676290377922651,0.023455824863174355,0.044535261448181915,0.040540540540540536,0.027210884353741496,0.030488649907148203,0.025306489708694185,0.01743881881067256,0.0,0.019139366486969282,0.01662510390689942,F
Mississippi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01046156421308114,0.0,0.0,0.0,0.0,0.020188764952304043,0.0,0.0,0.0,0.0,0.0,0.016688918558077435,0.03613587087448807,0.019015624504801446,0.022786458333333332,0.0,0.02762144805441425,0.0199203187250996,0.020544427324088343,0.020077633516262884,0.0,0.016331863465621425,0.0227620069586707,0.017073587160662457,0.0,0.0,0.04022526146419952,0.04571776897287413,0.030455306837216384,0.044349175844482225,0.03719407870267053,0.046178711613945975,0.04031607805192711,0.04978220286247666,0.059304443597238105,0.05685048322910744,0.04524272723159752,0.05901044030866999,0.0758826942820158,0.050052327433225643,0.07700321601666893,0.07163323782234957,0.07766990291262137,0.03363444166826831,0.09210334965340056,0.0747272455537289,0.04693513564254201,0.08818342151675485,0.09286412512218964,0.0680343311701905,0.07449429832101312,0.0861672794117647,0.15136837006539114,0.06622915286892649,0.09659502535619416,0.05478117962140117,0.06374705169885893,0.03975352812562115,0.055501595670875536,0.04423473901503981,F
Missouri,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005690742300425667,0.0,0.006947097849873215,0.0,0.0,0.0,0.007043344743551818,0.0,0.0,0.0,0.008897456810261734,0.0,0.0,0.0,0.01576568685842413,0.01204135344812757,0.008777319406653208,0.0,0.009905894006934125,0.00997307270370001,0.018916703449145596,0.01381088297578492,0.0,0.023587872688388474,0.0,0.012920731313392338,0.00942003956416617,0.012903017693263012,0.024361722861040734,0.030525030525030524,0.03292103654235056,0.05341712490180675,0.04157006954992405,0.03341910904655282,0.044262853251617294,0.044003238638363786,0.04994915889184223,0.05563531945441493,0.06338742393509128,0.08185985592665357,0.09507475485626933,0.06526198023494313,0.08675033254294141,0.0888695789556837,0.06508490621856695,0.06547878884082702,0.06603698070919715,0.09299932723890933,0.07655733741639133,0.05399343772064626,0.04611229441602073,0.0505630889450701,0.04242481380220609,0.038743734411700606,0.04446310797124719,0.01754341996441192,0.04357075121101059,0.05259835893120135,0.016763990947444886,0.028688642166566254,0.027458278671019312,F
Montana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06459948320413438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08203445447087777,0.08048937540244687,0.08401949252226516,0.08416091567076249,0.0,0.0,0.0,0.0,0.0,0.0,0.09017132551848511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
