state,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,gender
Nebraska,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02420135527589545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024646325232907777,0.0,0.0,0.0,0.0,0.0,0.0,0.024227153793972285,0.030528136766052708,0.04760897164621244,0.0,0.04220744961485702,0.04227212681638045,0.04357298474945533,0.02838167678946472,0.04684937924572499,0.047855476461087516,0.05328281333254396,0.06069065970747103,0.07937961775660989,0.06149305128520477,0.08665511265164644,0.042452544120322636,0.06246096189881324,0.08040573973280554,0.04303190508391222,0.061927173643794894,0.050935948045332996,0.06948392394668688,0.03221441917402229,0.03346496218459273,0.062000551116009925,0.06629834254143646,0.06075795549479761,0.07696451935657662,0.0,0.045934772622875514,0.0,0.0,0.06800408024481469,0.0,0.0,F
Nevada,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.060106474325948824,0.04024144869215292,0.037083735073796635,0.0,0.03256480395988016,0.04612242208605126,0.039965363351761804,0.06291682395872657,0.03671970624235006,0.05327650506126798,0.08176614881439084,0.09452321378926883,0.03821169277799007,0.057468261846298524,0.05732450883318568,0.06116831481292691,0.02511426992817319,0.058105752469494475,0.05108200984489644,0.052029136316337155,0.03027027027027027,0.06446265770328759,0.04880905896134322,0.07740736918154609,0.05925766309325002,0.07158984525579602,0.05516632647432008,0.08206587153955575,0.04399230134726423,0.03397700889065066,0.06439526987472192,0.04281607437763778,0.05812451562903642,F
New Hampshire,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0670690811535882,0.050787201625190445,0.0,0.0,0.0,0.0,0.0,0.06225542511561721,0.04341031429067547,0.0,0.0,0.037017842600133265,0.09399855386840202,0.049091801669121256,0.09362621534029529,0.06275986506629011,0.08192020971573688,0.05118580447022693,0.12312021809867206,0.07316627034936894,0.13073116070594828,0.07710100231303006,0.11586366708506324,0.07958615200955034,0.07953076846605031,0.06018657839301836,0.12372409526755336,0.0,0.0,0.0,0.0,0.07936507936507936,0.10523854069223575,0.06178178672927221,0.0,0.09137188356611409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
New Jersey,0.0,0.0,0.0,0.0,0.006495545138625759,0.0,0.00506498374140219,0.010536196624585735,0.0046991597902295065,0.004590778045063077,0.004419186339411188,0.010697189313507875,0.008926419523864783,0.010592004801708844,0.009566381994329744,0.012540645126615728,0.012474160667189394,0.016110698398775585,0.021797022337209412,0.008914951363987558,0.010334101501544948,0.01384702235761533,0.016731326271319368,0.014468788755684166,0.02343880796919471,0.03431708991077557,0.024407110604889558,0.045413260672116255,0.038889208964682835,0.04253509145044662,0.05279981734117244,0.05058242044107871,0.04235792446170138,0.03908431044109436,0.030660738923808065,0.02836956081218,0.02289994072956517,0.023870462954367632,0.028096344920947102,0.03465689672244777,0.05622345834080985,0.04402734329741629,0.041695469458068624,0.04976059624252209,0.043417158918227214,0.050093780216451736,0.04697380307136405,0.050201417883949016,0.05883825738607912,0.04229847340964149,0.053803656024041045,0.04743083003952569,0.03488153693418122,0.04834096493937237,0.04377385333023268,0.04538952464788732,0.026171159382360636,0.045252068160927666,0.048027244545997,0.04413517131802333,0.03295583917550483,0.045666414714033765,0.04084433407397726,0.04962864085977342,0.03843197540353574,0.04854368932038835,0.038053818972546886,0.039834145104926756,0.0201894134057705,0.045251428248204086,0.027193970708208694,0.02818432548869607,0.023161795670849826,F
New Mexico,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031845443447800006,0.032188841201716736,0.027821054974404628,0.0,0.0,0.0,0.029813368314352152,0.0,0.05591103932409766,0.03757750360117743,0.03116235587410408,0.0,0.050031269543464665,0.0,0.0,0.0617017338187203,0.03825310806503028,0.06154687820556658,0.0651843267907583,0.06043208943949237,0.04608294930875576,0.06534879921581441,0.05819270097264943,0.0,0.0,0.0,0.05275374551593163,0.0,F
New York,0.0031141114229067115,0.0033130135170951493,0.0043982304452841806,0.003633470072923744,0.005897024084140127,0.0036823658196109416,0.007414772248529685,0.005850633331058087,0.0031916862955373845,0.002217582898000691,0.001853241783189244,0.006821261251205348,0.007178728491124906,0.015085610841525657,0.009754132920513256,0.011649429825129115,0.007789754525360519,0.012891155675579195,0.019065248212199678,0.012024398597882248,0.018366316176132973,0.01689421471368235,0.019740356255370538,0.01800593812853175,0.031350555819229214,0.023699022415325368,0.028129843109780697,0.02824572716759309,0.024575391840969907,0.02704761484196465,0.03559459400258471,0.026446839040036012,0.027936862690319877,0.022057404394937825,0.01790908696218469,0.025073486655036836,0.014816696300059266,0.026936382602265826,0.02466889714611696,0.029549171349531035,0.029363898331234727,0.02731254328550387,0.026919453150537426,0.033394092028551946,0.03258702652967336,0.02661829366878956,0.03824852360698877,0.03291518853088542,0.038515786047520886,0.038339018408366926,0.04630009494449849,0.04262953160802146,0.041655347278819164,0.029009506657077414,0.03455468435866506,0.03687737636541665,0.038625196291981155,0.03112477142745983,0.03882715222921408,0.03223315314105362,0.043661375803537246,0.04876587503396195,0.03634808638015822,0.043887239053791126,0.039493293591654245,0.037861004679620176,0.03317184558891598,0.028843155597131274,0.024584443598528107,0.030413625304136254,0.017141191998491574,0.017948326767237125,0.020750997462718947,F
North Carolina,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006412037531793019,0.011738341692455448,0.0,0.01070354394339966,0.006571669532644768,0.008986138880776403,0.024031859379291403,0.01364662680197504,0.01438717187438691,0.0,0.006580938968372007,0.011666493829721042,0.013747250549890023,0.014283673760891302,0.011327594019030359,0.016465833395703913,0.009210788904069633,0.019541427826993224,0.014783665692039816,0.02207749199690915,0.030771224046901826,0.025506950644050504,0.017195291616513734,0.02350691886978734,0.02295438199152218,0.012468439263115241,0.022731061237478974,0.023451813851227556,0.03372582371658578,0.03683084725114388,0.03709657474959812,0.04161843696757663,0.054054749739378884,0.028032891926527127,0.052443320872441704,0.04331544824502571,0.06177953131801014,0.05782792665726376,0.038887268586031136,0.04661621147307228,0.07211345850805267,0.059628711887314986,0.06486733993029942,0.044795193739212924,0.05078380798374918,0.06544939693055686,0.05614297744923739,0.03983270264887472,0.06196506719336974,0.04493689575924095,0.04995136314641008,0.0718410654582631,0.06415116346882838,0.06398714304846653,0.07916450994123557,0.046201469206720774,0.03814871896601712,0.04164032016779507,0.03638895041609974,0.02448100274187231,0.02564891761567662,0.021293585307426137,F
North Dakota,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10468072379243307,0.09032063826584374,0.07887679444707367,0.0,0.0,0.0,0.0,0.0966183574879227,0.0,0.0,0.0,0.09428625306430323,0.0,0.09545628102329133,0.0,0.0,0.09978048293753741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
Ohio,0.0,0.0,0.0,0.0,0.0,0.0,0.0026474076584208743,0.0,0.0030000150000750003,0.0028694816281438756,0.0,0.004854133294500267,0.003436071882623784,0.0059469531776553146,0.005998620317327015,0.0036977364570402265,0.007572889057175312,0.008835092989353713,0.011229845382760414,0.0,0.006872251099560176,0.005007793378445206,0.00430822255046775,0.008214371629907354,0.010609086370444333,0.014090659301948739,0.015660889538525787,0.011164950985865172,0.013619030325040858,0.024010161720057006,0.019473759109599812,0.023369241555034566,0.017396346767178893,0.022015950911531385,0.020786146391811693,0.029156644070267513,0.01810214133246845,0.021840803139050603,0.03385138489776882,0.03616580869056688,0.03991648243674773,0.052059010419457825,0.04998106777735706,0.044250442504425044,0.05616527771452859,0.05452390359541683,0.06055398715273516,0.06858481097356976,0.08314333224761283,0.06789225411100824,0.077864194105591,0.09441241886432754,0.07885278368664271,0.07138738639795722,0.07599578223408601,0.07774748796882228,0.0806106505578058,0.059114907148826876,0.06688753488080432,0.08320781942849921,0.07678913271541514,0.058404654401689245,0.047202652789086745,0.03860715353193185,0.03960497234039835,0.029994392352734052,0.039547054403564506,0.030486592526808323,0.03123726741817194,0.023852618877243197,0.0308710033076075,0.021412293715491797,0.01124516056482835,F
Oklahoma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013481449525452978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018788751800588716,0.016400432971430446,0.0,0.019149139884466856,0.021866799950018743,0.017990465053521636,0.0,0.0,0.01565680288085173,0.017618927762396173,0.013623978201634877,0.01406271972999578,0.019639613099621936,0.0176065194426279,0.03996270147861995,0.028451930463481948,0.03184252424374005,0.04103405826836274,0.03517204994431092,0.05917685001627363,0.04561488869967158,0.059944472488642105,0.06795676655232671,0.06902218570254724,0.06637241562406665,0.09926352865834134,0.08884658099317785,0.061828831760494626,0.04535882067066256,0.06561034018961388,0.07959407024176698,0.07708549787176995,0.04740941415509651,0.08205969843060826,0.06386983998924298,0.07429671405896457,0.06385016494625945,0.08339981144390457,0.0953034461726136,0.07525944704111542,0.06866190072296942,0.09165537578704072,0.09766817238432426,0.04536643708500021,0.04289084280506112,0.041413583655438985,0.048484848484848485,0.05627749923257956,F
Oregon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022452568948097145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025016975805010545,0.0,0.019171779141104295,0.014982171216252659,0.020285739125394848,0.0,0.02428436997237653,0.015609877930754582,0.02481620498185315,0.02220741727737064,0.022595222724338282,0.02608242044861763,0.01600204826217756,0.030672964848782285,0.023672140849238053,0.021069106669877196,0.05564486212439718,0.04108593280869757,0.04472129052866954,0.03826408596664647,0.034630399194056166,0.03870842876036257,0.060486438303832935,0.048655486717052124,0.045372050816696916,0.04349135191194674,0.047393364928909956,0.043703355072950985,0.058403188126975404,0.04168548303053462,0.04085106382978723,0.04421167188137669,0.05321979776476849,0.03752767666153788,0.03588802934843289,0.03681282722513089,0.05801185099241702,0.033408502463877054,0.02508466072996363,0.038860103626943004,0.026128990114532076,0.0,0.029757476565987203,0.0,F
Pennsylvania,0.0,0.0024652765793794404,0.0,0.0029928172386272946,0.0032914380292749902,0.0,0.0,0.0,0.0027197316531435566,0.003104667201852156,0.0,0.0026698467507965044,0.005870373129947483,0.004140920112448986,0.004186416474013983,0.006434242046286948,0.008599148178498084,0.007722286002584392,0.006053968376270646,0.006339399946979564,0.009626607944358207,0.007358171249172206,0.007414226665266201,0.009623770713662747,0.020600106863054354,0.01654604837201272,0.01843445399451575,0.020227638734372205,0.019232772644586376,0.02252034874368626,0.02345564147270154,0.02836164245422746,0.026645756092361805,0.02260108334526168,0.01864210879534693,0.019228351464682696,0.01810432617961,0.02052779234997605,0.03002980458104669,0.03174651166306369,0.03996742277992278,0.041814136164747696,0.0394563787812363,0.04287634896987755,0.04036326942482341,0.05769215776466278,0.05715113658316698,0.052457596775939454,0.05364110639107827,0.04756690779199799,0.06212407872815068,0.06129068758722136,0.07091111196289625,0.061064262867112536,0.05519372999227287,0.06040873162141132,0.04591555619043732,0.05900140128328047,0.0500607119272309,0.0650576453398462,0.05376170661161468,0.028919736607937355,0.04247405638717972,0.025039646106335033,0.03996754151174198,0.03214321036494906,0.030326004548900685,0.04403069568499182,0.0245624014272048,0.012053033346725592,0.008373105584861425,0.01747462538771825,0.01362274089546817,F
Rhode Island,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03264986287057594,0.0,0.0,0.0,0.0,0.0,0.0,0.045529047532325624,0.05988621618924045,0.0,0.06961364427427777,0.0,0.06361997667267523,0.0,0.0,0.0713412148389727,0.0,0.06952030986195253,0.0,0.0,0.06666666666666667,0.0,0.07197480881691408,0.04475875033569063,0.0517063081695967,0.0,0.12192997735586135,0.044412861964825016,0.055944055944055944,0.08704061895551257,0.09122237989053314,0.0,0.0,0.09821038847664776,0.11238480557428637,0.0,0.0,0.09282896263634255,0.0,0.0,0.08523073176671131,0.0,0.07849293563579278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
South Carolina,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013896609227348526,0.013897988762483373,0.022529903326233,0.014566036165386936,0.025576537789334584,0.02073111740722825,0.021722864521734934,0.0,0.025193359030559546,0.0,0.0343752301912736,0.029587987277165474,0.026690154002188594,0.03894622638885025,0.023030861354214647,0.030546476463939886,0.03343973248214015,0.032469449200070846,0.02403773925062348,0.041035261013570946,0.039932684902592774,0.019994287346472437,0.025747389500786727,0.0318406808116479,0.023354254853306087,0.0,0.022829747160550196,0.050593063128899884,0.03540980034320268,0.05181078700585462,0.03087690407575134,0.0270175343798125,0.047572408003358053,0.05608856088560886,0.0531266602081315,0.048655486717052124,0.039119804400977995,0.058452945378969924,0.06073780448820408,0.0607261569930964,0.045005947214453335,0.0388299249288118,0.03678314663099816,0.055893473614992605,0.03922337713277113,0.05541791628634763,0.05244162013758213,0.03425724073497353,0.03437822295840235,0.043107736180654575,0.08049839003219936,0.07418921783367484,0.039757120138788495,0.03647239040046685,0.03621744956720148,0.0,0.04134561172711897,0.0355998576005696,0.0,0.0,F
South Dakota,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09057971014492754,0.06802721088435373,0.11134307585247043,0.0,0.0,0.0,0.07890168849613381,0.0,0.0,0.12859668863526766,0.0,0.09316770186335403,0.07818608287724785,0.14195583596214512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
Tennessee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011639411045801082,0.0,0.013261622338466074,0.01768261316872428,0.0,0.013785972772703775,0.0,0.0,0.00816033424729077,0.010049241282283189,0.020024028834601523,0.018788516458740415,0.01507329389154765,0.015729453401494297,0.017777777777777778,0.031638502196084266,0.009294716882923746,0.01989329957500678,0.03027712474175394,0.014531715469011117,0.019844133352576128,0.018383704684167952,0.01862925911436502,0.02375948094672393,0.03727240537468086,0.025520434576543075,0.030038519984450646,0.034600280262270126,0.05078548212351029,0.037653824430485906,0.057808531137777,0.04824961132257546,0.053770186224078295,0.05063382701314672,0.04695259593679458,0.05814164758893855,0.06742609744845453,0.05680809515355938,0.04253207627419012,0.07311945891600402,0.06184407796101949,0.06147770036141435,0.08042795151877899,0.06908656359698259,0.05009276437847866,0.06797846736114939,0.04773360827891702,0.05715568801159444,0.07289254780893577,0.05271481286241434,0.07733097657976139,0.05181347150259067,0.0717891194615816,0.045239657083399304,0.04210427826249678,0.0528642829680892,0.01998301443772793,0.025849144393320582,F
Texas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002932622986876512,0.0,0.0,0.0028618990608201248,0.004409063074096754,0.006817462443086363,0.003919704846225079,0.004012438559534558,0.007052044085349882,0.008852045864011747,0.013930486870516125,0.008721589422456348,0.007846450989859971,0.0054314699368139,0.006539755769848159,0.005585624835922271,0.007525020693806908,0.009754564323222907,0.009359845094563685,0.013153096059451995,0.014778994910114154,0.008250144377526606,0.013431441252043916,0.015141064248582628,0.01905135155731191,0.012199523201968189,0.015496959308741693,0.012691505756504398,0.01636062256474286,0.011267800958629835,0.018053722720610045,0.01933211737116825,0.0246975613287288,0.023085031317240597,0.0283787028749809,0.029975634091716878,0.03135635028806034,0.033302981249156885,0.03700804818703102,0.03263861749687571,0.04247370314348743,0.040407200302402274,0.03651045917271595,0.04307875226701934,0.05114697082065315,0.048324403823931085,0.055196889348635814,0.040077013973243425,0.03903521387188232,0.04791763082127543,0.04908376963350785,0.05499985634365881,0.04468311219889218,0.0533737850441036,0.048727555637450605,0.0722366319987158,0.08078584205924,0.07900018831440238,0.07741959127953053,0.07673447148565202,0.08954745123896249,0.07549717107658965,0.05967025300187273,0.06167732966532705,0.044565988048212296,0.04997319146499534,F
Utah,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024209557933472133,0.055474305310403954,0.0,0.04393029726167814,0.029439183553309455,0.024673081667900318,0.0364488414475397,0.03814713896457766,0.06485466658805496,0.05196604884808592,0.03436622945185864,0.028457598178713718,0.0,0.048227634434530986,0.028665615594094883,0.043891733723482075,0.03751465416178195,0.04783440598364933,0.054013628053847434,0.029304029304029304,0.03082297338949964,0.037044520778608474,0.0379710786950606,0.04044049026317426,0.03494393087455129,0.037503515954620745,0.03968778939013097,0.03766607314066566,0.01784821874776897,0.02581977794990963,0.04240555127216654,0.05742286195543985,0.053615196078431376,0.04559443747862761,0.046645417087771125,0.04609179950067217,0.06934545594637286,0.07881107858590408,0.06589062156819679,0.05264635687210444,0.04199181159673864,0.07121299467598087,0.056748005474513474,0.049311285709589404,0.08863793046846788,0.08464368265130058,0.038831181438695274,0.05842069390801987,0.08741258741258741,0.05095703684830727,0.04746234653841286,0.05141222968413612,0.06130790190735695,0.053786574870912214,0.044365572315882874,0.04167140205326363,0.04237614608213268,0.050262913702443554,0.054743098459372794,0.03608805485384337,0.0,0.0,0.0,F
Vermont,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1152073732718894,0.0,0.0,0.08620689655172414,0.0,0.0,0.0,0.0,0.15100671140939598,0.0,0.0,0.0,0.1343183344526528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
Virginia,0.0,0.0,0.0,0.007389890629618682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015358427297044782,0.006509738568899073,0.011521769743832653,0.008965738072366313,0.01159211221164621,0.01423948220064725,0.012720488466757123,0.008963652389560333,0.007631723548446182,0.0,0.009136592051164915,0.017680599961692033,0.015409032775012713,0.018846588767433094,0.01633986928104575,0.01647959277095197,0.020732029100229938,0.0208285995607059,0.02897343498180106,0.023683731098560756,0.015862384997708767,0.012009745050269362,0.02027849128024875,0.019773918201891706,0.01158575944653172,0.019463141675452114,0.031013521895546455,0.01996682435338207,0.032624008304293024,0.03346281989728369,0.033799960566712674,0.04704059326489388,0.051287896056530655,0.03775338328396353,0.05829596412556053,0.049653927174240144,0.0734042387043371,0.055600565537180895,0.06483087246146614,0.06600553802562946,0.059311030248625426,0.044055635974573605,0.044642857142857144,0.06236008954269268,0.0604383369914432,0.0923303234691163,0.06139701830890572,0.04702784048156509,0.059717442207659545,0.042806104809101235,0.049365903481147326,0.05427360901992367,0.04582224493752313,0.0638139468926153,0.037658029229803644,0.028552563484840372,0.03807727874381244,0.037472832196657424,0.019565642731363724,0.020085564504790408,0.025692080416211707,F
Washington,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014588424085488166,0.0,0.011175889880231714,0.0,0.0,0.010737217342753451,0.016367760188930717,0.0,0.011289230074508919,0.0,0.012713480527185659,0.014637920578825203,0.0,0.0,0.016157699143641947,0.020435793291950853,0.02784316703369023,0.0,0.01573175116864437,0.013163090693694878,0.011992085223752324,0.024551927326295114,0.018473702684229,0.018592890078833853,0.016704096215594204,0.015041835103882673,0.018517146878009035,0.028312036390404107,0.02620741295394983,0.02020573108008817,0.03878360511238431,0.025339121914961907,0.02704987320371936,0.03585575741018986,0.03040383446006367,0.04424207790292551,0.030104047112833734,0.041455463641674045,0.049305924296442386,0.05267811788610238,0.05484944772280224,0.049312470365101946,0.03898255530650034,0.043777609742508064,0.06347694993255575,0.05560409881642704,0.04004645388650835,0.034843880059621746,0.048447734583930854,0.03127504446920386,0.062250245988875276,0.04855188719074559,0.057505537570284544,0.030101053536873788,0.04607384979924965,0.041331303023711116,0.028478170387084053,0.024198693270563388,0.04205705740788336,0.024228914786906697,0.02036296993916563,F
West Virginia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03276942612542498,0.036163458833929366,0.0,0.025612567232988985,0.0,0.0,0.0,0.029236916479875256,0.0,0.02661839863713799,0.0,0.0,0.03272965306567751,0.03870611003594139,0.028310967668874924,0.09259795127032815,0.09523242664127135,0.07438631291842301,0.0891095410858634,0.07805893449554413,0.18783122023210572,0.08099898751265609,0.06018054162487463,0.04812650395324854,0.06218905472636816,0.06896551724137931,0.09133703365418394,0.06513243595310464,0.1387063804935027,0.0940529590507886,0.04627130407958664,0.08004482510205715,0.11879507848960542,0.0680619363620895,0.06165771161807451,0.04482696790389098,0.07568590350047304,0.0780107264748903,0.0,0.0,0.0,0.0,F
Wisconsin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006024749671651143,0.0,0.0,0.00967947122431483,0.0,0.0,0.0,0.0,0.0,0.0,0.011066639614880941,0.00945000945000945,0.0,0.0,0.01644827019025166,0.0,0.010463899546564353,0.008195646472593758,0.009586502204895507,0.008062305496879887,0.012885767669608918,0.009924080782017565,0.009899519873286146,0.024763917321534705,0.02557980900409277,0.028030342846130936,0.02642147537518495,0.03151205336041036,0.03314088364061328,0.03587637002888048,0.04089751454650233,0.06864464953092822,0.0652212581773623,0.034456898473762085,0.049402029600049406,0.04438432599230671,0.05896971483930753,0.05730294155099962,0.05102583182736261,0.06545216537580452,0.048672566371681415,0.07286376683594613,0.06537126369415265,0.04316121850934781,0.03645892674034408,0.062348458607551095,0.0529253271747498,0.04235915580694192,0.052543085329970575,0.03522557918981168,0.05253988883665626,0.0,0.039781768583769035,0.03452442603141723,0.014885382554331647,0.0,0.01630417060684123,0.0,F
Wyoming,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09352787130564907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16672224074691563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
