state,1978,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,gender
Alabama,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018324667292759465,0.011792730960635864,0.016975870013338182,0.0,0.050469365095387096,0.030897574540398577,0.03370407819346141,0.049441827786307214,0.05198315745698394,0.04204661918902583,0.06324110671936758,0.05253407802693063,0.07464186260155599,0.07484814462964562,0.09944137346085226,0.05827336033332362,0.08978423725484694,0.08729443568371255,0.08073584960064589,0.11619018498700505,0.0718437724511789,0.06726532808663774,0.07341887214627836,0.13694781936933773,0.05554976912127209,0.08442380751371886,0.0860245886949353,0.06345414504871039,0.023766141170878555,0.032334990501596536,M
Alaska,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08019246190858059,0.0,0.0739863865048831,0.0,0.13373453694416582,0.13691596782474755,0.21299254526091588,0.12444444444444445,0.12886597938144329,0.11175265412553548,0.1519756838905775,0.13544891640866874,0.23942537909018355,0.2131782945736434,0.19142419601837674,0.23050326546292738,0.1139168407062844,0.2260312676586928,0.23125843129697438,0.21564399137424034,0.15866719555731854,0.16670139612419255,0.1607717041800643,0.14279885760913913,0.18816642274722975,0.13227513227513227,0.0,0.0,0.0,M
Arizona,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017895134511761078,0.030413625304136254,0.03204999799687512,0.026477117660237477,0.027938535222510476,0.04539623013914931,0.057752281215108,0.06954371595255573,0.06871278057718735,0.06293382693197594,0.10010010010010009,0.09442527692028327,0.09947950899756632,0.10599478714161598,0.1043377120963328,0.11765892358893335,0.12547848599882463,0.13408073922103939,0.11419611051456426,0.12537190546584084,0.12646285404580765,0.1550131244445363,0.11797334216408642,0.10906269007319785,0.10012933372272519,0.08803572962294941,0.0642773234035951,0.06384940998415588,0.046881168574812476,0.04925725248230628,M
Arkansas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019630167641631658,0.04484304932735426,0.0,0.03423045654871422,0.048520135856380396,0.07933010136624064,0.06049868199299944,0.06975628896542704,0.131250820317627,0.09767359261232463,0.14735199791973652,0.14288265761743169,0.19773503505302895,0.2201060102416674,0.13439655944807813,0.16234498308906425,0.18607123870281764,0.14389783253889737,0.15978945389604288,0.21159334711150476,0.23118957545187052,0.2226935312831389,0.1869981300186998,0.14021312394840157,0.15525367341280844,0.09672830725462304,0.10100409957815935,0.05033029254482541,0.09191176470588235,0.03449703325514006,M
California,0.0018498923362660292,0.0017645761341077864,0.0014054023666975855,0.0,0.0,0.002277293360930755,0.004308766184802981,0.013907394696347738,0.018362308754287373,0.015039020473891105,0.020668356985784495,0.023115697795806363,0.029757934594112034,0.02935257734139692,0.03020774691400404,0.035093582887700536,0.032790036351712716,0.03710782193825593,0.04422506277105684,0.0463072802476582,0.04374724815697077,0.037111638039712284,0.04472475757472168,0.041430624841464446,0.04319065263349321,0.04714799131765292,0.05263506251595598,0.0532103582830791,0.05489650001338939,0.054248938607722896,0.047857762597953483,0.040895892689177586,0.039098136322168645,0.030673296910296844,0.023702480349879193,0.02481965065324507,0.025573158412929786,M
Colorado,0.0,0.0,0.0,0.0,0.0,0.0,0.019505059124710473,0.019515050983070693,0.04419129922419719,0.044108998235640066,0.06533812479581835,0.08912655971479501,0.05370294599018003,0.07318611987381704,0.08337333569136707,0.11217049915872125,0.08086958590014984,0.09201960017483723,0.13414273696655526,0.13204422362472584,0.1654259718775848,0.0925090774532251,0.14128873859267152,0.1924860853432282,0.1025763358778626,0.12752599568373554,0.1569252932702202,0.15753164213156606,0.1619568859600134,0.13075982830666022,0.12107584536884891,0.10677594366847512,0.08382714265067207,0.11456436167087715,0.06249804693603325,0.10153614359175919,0.08691001470784865,M
Connecticut,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013822464268929864,0.022690529540233147,0.026268168816764928,0.041999160016799666,0.03351410639205411,0.03224454261116306,0.038476337052712584,0.022909507445589918,0.03307972213033411,0.023663038334122102,0.027649132508467546,0.02401454595354901,0.04283878337855205,0.040612885360900866,0.041636700859230096,0.04997885509976549,0.049063701038515005,0.04744856144588708,0.04509786236132407,0.03232957694439313,0.032914844594912306,0.03326996197718631,0.04214864421861097,0.02403383964622188,0.03427340383862123,0.03570699857172006,0.036964672334583094,0.027572515716333956,M
Delaware,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07404116688879016,0.0,0.0,0.09122700319294512,0.08870490833826139,0.0,0.1922792486318592,0.0,0.12152514051344372,0.07654623392529088,0.20602218700475436,0.10045203415369162,0.13922728854855554,0.0,0.0,0.15194681861348527,0.16375545851528384,0.0,0.0,0.0,0.13183915622940012,0.0,M
Florida,0.0,0.0,0.0,0.0,0.0,0.0,0.007662141359542501,0.019817812796840084,0.024122542515981185,0.01747984355540018,0.03819148623637592,0.050143695365824456,0.05473786643960588,0.05862026409971616,0.052436363075546916,0.05626811370783746,0.0652401848471904,0.07384793416114076,0.10189384653101251,0.09806874078192446,0.09522801819913237,0.09825595676737901,0.0857813738105104,0.08716356987967176,0.08275015872336479,0.09411729273489794,0.08856041027622798,0.08958022872260268,0.07653646962777763,0.07659933384399556,0.08519556642272336,0.07576331540268202,0.045818060646451185,0.054811154491563305,0.045300902533365855,0.02984453709314209,0.03568879371877231,M
Georgia,0.0,0.0,0.0,0.0,0.0,0.0,0.007613150448541447,0.011301989150090416,0.019540155018563148,0.010586351546268974,0.02693965517241379,0.031140416198432146,0.03650128430444775,0.0420401687031286,0.035693511712759765,0.04308768997754217,0.03807203228508338,0.050808600285023854,0.05100961717904376,0.05376142430266431,0.07518982348880782,0.08963874358407622,0.0954653937947494,0.05441018180097701,0.0918558459684827,0.07251994298432068,0.0978383023732399,0.07726781023025807,0.07928613645864867,0.06617939026721767,0.08127389301947563,0.06541486404115189,0.04967709885742673,0.04404593361648577,0.06155640510594182,0.02587679196784377,0.037616881023179165,M
Hawaii,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07935720662632675,0.07193505292364608,0.06391137622496805,0.08129137150156776,0.0,0.0,0.0,0.12994513427663876,0.08555539711963497,0.13774104683195593,0.09045680687471733,0.0,0.0,0.08006405124099279,0.0,0.09669621273166801,0.0,0.11984249272384866,0.0,0.0,0.0,0.16992353440951571,0.10491344640671448,0.0,0.09338812103100486,0.0,0.11066843736166444,0.0,M
