state,1910,1911,1912,1913,1914,1915,1916,1917,1918,1920,1921,1922,1923,1924,1925,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,gender
Alabama,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013528138528138528,0.0,0.0,0.0,0.0,0.016522553285234345,0.025667351129363452,0.0,0.015992091183996276,0.028929325657418924,0.017180408607384713,0.01586180045855023,0.017196165255148103,0.02025257858723798,0.00992837387419332,0.01142906124548195,0.02789400278940028,0.010329816276839076,0.01656352110343166,0.013721394703541645,0.026624902114330464,0.029317393357981662,0.0357938922603843,0.04581336340569495,0.05261476595824642,0.06236236431313702,0.05383633753389696,0.07304313493238575,0.07807441825037133,0.12365791901387717,0.10777255679613744,0.14937195880955076,0.24161259146762393,0.2349725465749155,0.438532378307265,0.6372943747843092,0.7011078940441722,0.7300269197426654,1.039356674058643,1.3119500034464537,1.6371205388465315,1.7524773549653525,1.7970200409387345,1.9739177770940333,2.194757637082008,2.391278303582125,2.2621644693161342,1.9653389811209037,1.7683303937512884,1.6462652421047668,1.600582029829029,1.425876473038195,1.201170889270213,1.1612338431433131,0.917787975421949,0.8431132738296598,0.6627852575765452,0.5702572727511629,0.5032938076416338,0.45621699339176597,0.3818218356156518,0.30802890289892626,0.3012488666608172,0.26514378951662243,0.21884907830868944,0.18585266952016222,0.1585882760012687,0.14370891301024308,0.11756253673829273,0.10426125853428851,0.08740341922175995,0.059695203314839525,0.0590216296913516,0.056282538342479246,0.05376536793433456,0.04105856444328319,0.04753228234175711,0.02829311668889697,F
Alaska,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08528057308545113,0.0,0.0,0.0,0.0,0.0,0.0,0.12182387747998608,0.2676181980374665,0.19177498401875134,0.2968036529680365,0.4182258419546555,0.8171603677221655,0.8825259854873504,1.31916452913155,1.256544502617801,1.1955453652145431,1.8091079226450406,1.4639145073927682,1.6842375932116225,1.8330921369995177,1.795927705330588,1.8683071314650264,1.9146873485215705,1.9964166879959049,1.79384203480589,1.4553014553014554,1.478283621140764,1.4167334937182572,1.4053458252962248,1.2577685705830126,1.2025316455696202,1.0030090270812437,0.9412972787951396,0.8164714235001775,0.6933333333333334,0.6075110456553756,0.5773887129819333,0.4749240121580547,0.29024767801857587,0.25937749401436555,0.32945736434108525,0.5168453292496171,0.2689204763734153,0.284792101765711,0.15068751177246187,0.13490075158990172,0.09801999607920014,0.0,0.20837674515524068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
Arizona,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021331968087375742,0.0,0.0,0.018389789988598332,0.02539636469179697,0.021045985478270017,0.0,0.023320895522388058,0.01989455883815776,0.050944165194946336,0.04534040178571429,0.048634493078937524,0.0829154657085324,0.06307158625039419,0.05109661190158007,0.09287810677267154,0.17244877257050112,0.2008637139700713,0.30335413147643836,0.3055404671374253,0.37202623763991777,0.5140701672397102,0.7657924143824361,0.9505463272911009,1.0503685503685503,0.9730854684028462,1.2123275117174204,1.3909888116117326,1.4964766813575359,1.431980906921241,1.5917514016915328,1.5568782481233066,1.610790990047145,1.8442537157211638,1.6280589941577808,1.5730563678531813,1.4833078161970852,1.3463098134630982,1.328071791995513,1.3055255707855558,1.1873877469566954,1.069772031974736,0.8585839140646055,0.7495267163775452,0.7291189494579325,0.6163813049514114,0.6524381524381524,0.5919738514617758,0.45831630931021616,0.4326672458731538,0.43445539135194305,0.3328066695801257,0.2843120125796153,0.26816147844207877,0.23009664058904739,0.17589491214610506,0.16460244494851153,0.13227786619267098,0.13453100422220382,0.09228381467732126,0.07509700029204389,0.06441638752898737,0.08422545825298668,0.0804029607207889,0.07895775759968417,0.05962720037331812,F
Arkansas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020708697653014266,0.0,0.012109762890842597,0.012391266635275459,0.0,0.0,0.0,0.0,0.0,0.016474012245682436,0.0,0.0,0.0,0.0,0.02037786381764723,0.0,0.017594275995542783,0.020798050925513265,0.030421849648458628,0.05090909090909091,0.026502101238026727,0.05408537763183311,0.05260191621266204,0.05487068807842851,0.12371284066513845,0.18183225007737544,0.15783451051572425,0.16640222901590496,0.23884399506389078,0.48615854393507174,0.657030223390276,0.6728612624158924,0.6901258910966176,0.8446566287183254,1.375986317876161,1.4360864723726146,1.4883253440544302,1.6463461986487535,1.7561582096510997,2.013449524491664,2.1708015267175576,2.2512941931859225,1.8385948441106286,1.7784931883318285,1.6306563391765185,1.6162470911783373,1.36066064781139,1.2306470821754665,1.0709563684442485,0.9377295708914913,0.6714042812922353,0.6781292383077394,0.5993606819392647,0.5157319927190778,0.4911591355599214,0.37300017975912275,0.4222441829125865,0.3449511692500672,0.2976324689966178,0.23923444976076555,0.1978595197409839,0.1738885233574584,0.16238559196929436,0.09457755359394704,0.0848356309650053,0.0989990100098999,0.089736399326977,0.08871638480731911,0.04551920341394026,0.08912126433367001,0.03774771940861906,0.09847689075630252,0.048295846557196084,F
California,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006516016368233116,0.0071454941704676735,0.010458549283008343,0.007398716851106109,0.004727104270465998,0.005341717285797137,0.0033968083588660093,0.007900090192696366,0.005051206606978242,0.01590077913817777,0.0206058108386565,0.01993686658913441,0.023701087461660005,0.017033814423497457,0.018166089965397925,0.020779802032424483,0.01972289334845422,0.019474125134114256,0.01511977017949327,0.018690318415060997,0.0185797265846551,0.018824928168037252,0.016508113252130682,0.025991839188804093,0.026008446552642336,0.03747400241082749,0.05240403511070353,0.05409137624370392,0.07205144607925659,0.07273423973205416,0.08323449980709602,0.09758538721381209,0.1226171684759895,0.1865981231818536,0.22235766851776603,0.2848422365209312,0.33418979248649155,0.4657983265763823,0.5351263470069689,0.7058712434193442,0.8471876706510527,0.896827804621771,0.8914324023282691,0.9644340346802606,1.1784938960782654,1.3073394495412844,1.36653040552762,1.480773472538784,1.5678668802878264,1.6577608072189955,1.8347842291616752,1.6520498170574334,1.5738965369488669,1.4970637452165292,1.5859594079628947,1.4768318105361065,1.3446448527379564,1.3272884540817849,1.190573917683396,1.0180848897691723,0.8883823751527551,0.7946189839572192,0.7097912179237122,0.6950043943473347,0.6419767176443735,0.5731240549170042,0.49730742743601614,0.48443435914433597,0.4048017867113345,0.35624700543953103,0.29182105430656274,0.25264206668327227,0.2269296108472354,0.2079145481061054,0.1754010122379027,0.16207291596468765,0.1446061891448954,0.12302847717327589,0.11940782174067721,0.10789783266092655,0.10398507508334097,0.08625845800799925,0.0890798351383721,F
Colorado,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016790919470750218,0.022175056229606867,0.02728182121313165,0.0,0.020193278523005915,0.014049284891399028,0.0,0.0,0.0,0.0,0.01571503404924044,0.018007357291693466,0.03429898158408527,0.04872370949841648,0.03983383599840665,0.09784426979768329,0.07736553533586733,0.0854167351095634,0.07391695590692891,0.08348277781213283,0.13211203100228994,0.21678727367103295,0.27858721060552694,0.3672009706877834,0.5581100364674172,0.6145934589696153,0.8451833801165983,1.2093350121519135,1.1812942626946126,1.0612201365187712,1.2413723358531592,1.4626245043999613,1.5714973961320515,1.6564712351364357,1.679290297176476,1.6278481594739385,1.8530865616737557,1.7591887259569605,1.5626133862267484,1.4311837132756309,1.4002049080353223,1.3674752037709907,1.2056459517741618,1.1911642751237657,0.9829386299974535,0.9947831423895253,0.8454258675078864,0.7832040625552663,0.7534931356531493,0.6707418595247723,0.5797234811014745,0.511561285041948,0.4252271608253883,0.4292133324391389,0.3145308633409653,0.2594153888914625,0.23886827458256032,0.24570610687022898,0.18638414753776733,0.16207038485285039,0.13580313976859146,0.10052496369931867,0.059694704226953575,0.08936550491510277,0.05194505367655546,0.05781182251770488,0.0734386933787674,0.0499984375488266,0.052405751531230546,0.04011231448054552,F
Connecticut,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02492108323641801,0.014319672365896267,0.014216661927779357,0.0317552726984043,0.0318557181013992,0.021400546902865296,0.0,0.0,0.0,0.014066393376738203,0.020477955480924785,0.028445455838429813,0.024289039570893636,0.028503949833048294,0.025135627657568965,0.043345442536327605,0.04959702417854929,0.06284537869758369,0.08405652233177337,0.06912662090007628,0.09499451954694922,0.15435820751531523,0.2471920898531247,0.29736159169550175,0.3867868617236969,0.4619401486242217,0.7811700494627324,0.7976592706120031,1.2671257187477816,1.6149241264095782,1.3782436844818697,1.3969234814620037,1.5105838114687673,1.9705678014273986,1.9655867307394201,1.8186786495020646,1.6822319771381433,1.8610210005122074,1.9756541206100462,2.056019865958185,1.79379232800774,1.5335842053714108,1.4461593590826487,1.2946190729888118,1.1887319271279684,1.0352554102731373,1.0419706963983422,0.9509809803803924,0.9109743464749253,0.7190533002289362,0.6765422598435296,0.7232858779250532,0.6516705259675818,0.6287607328781015,0.47349139420750674,0.5180280627122714,0.38554905040696846,0.2879822780136607,0.2043983496725841,0.2422052208680943,0.16354567012838334,0.10783763964974334,0.1352935870839722,0.1200812857934602,0.108148775097569,0.06653992395437262,0.05151500960052451,0.04806767929244376,0.044065804935370156,0.04590899816364007,0.05280667476369013,0.0,F
Delaware,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09479796184382036,0.0,0.0768344218209758,0.09033423667570009,0.0,0.2204531537048377,0.28795811518324604,0.2564876282438141,0.2997002997002997,0.41480006636801064,0.5227655986509274,0.6736914838486785,0.821557673348669,0.9124379702257084,0.8163265306122449,1.1881776325560671,1.29695885509839,1.5912774421688523,1.5901590159015901,1.790168745414527,1.8425219519216929,2.248470186423794,2.560646900269542,2.035820126272388,1.6596002422774074,1.8435358071377923,1.4630577907827358,1.4084507042253522,1.441077441077441,1.4631478189525502,1.0941549093003167,0.8548268238761975,0.8911332244170505,0.82926106915445,0.7762155828939661,0.6338231057332181,0.5625665196898282,0.5470136014192786,0.46122801960219084,0.39934920869693835,0.2982848620432513,0.28862220871942884,0.3368034292712799,0.11093502377179082,0.1841620626151013,0.10442046641141664,0.12171796209354896,0.0,0.0,0.10917030567685589,0.1128031584884377,0.09567546880979717,0.0,0.0,0.0,F
Florida,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016177116313466293,0.0,0.02094001637128553,0.023172285946008574,0.011402075177682339,0.014506156049973708,0.01830343771839329,0.010926232322916993,0.010086746015735325,0.009514747859181731,0.02197290869610175,0.01427891480247501,0.011225612357154082,0.01088459068496729,0.02004303979070847,0.010335703654704813,0.017595429328475617,0.024258532675188793,0.031038948528860872,0.04020515495284044,0.03249051393030784,0.04694609625153477,0.05829746592078987,0.04397967161845191,0.06729553180874147,0.11023432980801764,0.15809235228245835,0.1993441694779306,0.22230590750616502,0.34273567555948314,0.4576659038901602,0.6778355478528788,0.8748243631254199,1.0341570723192617,1.0885965598560459,1.2735738520005297,1.577733413447561,1.591020189815626,1.8872807095818536,1.7945702745539138,1.8755238040993012,2.054958374533508,2.1151378719546394,1.8962800073300348,1.7274645974241272,1.5642404652402397,1.5261055574081037,1.3969308308023975,1.2948382737448223,1.2483534905999283,1.0575051696873858,0.929439713686289,0.8266438414262691,0.72608990565456,0.6081317230398819,0.576318414020449,0.562331453787693,0.44401201535123286,0.39527185331862086,0.3677154745688276,0.3264053969569421,0.2614907096390152,0.22328275586563084,0.19350515386295017,0.16504440096933395,0.13227734708571237,0.10800146269697511,0.09381266729208444,0.09030730040808677,0.08333964694295022,0.0574808397200933,0.058184148614121044,0.06795135380004878,0.04702775541949662,0.04789811788572073,F
