state,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,gender
Alabama,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008261276642617173,0.0,0.007151234303040705,0.0,0.0,0.0,0.01009387301907742,0.011464110170098735,0.011572902049850276,0.00851003474930856,0.010000428589796705,0.01761726491962123,0.016232568435032832,0.028609718269563777,0.022868991172569405,0.028191072826938134,0.040718601886085636,0.07646876982900282,0.070482097547223,0.1127459270533852,0.15980355855241363,0.1455575051842399,0.13226729839107687,0.17899988574475378,0.2747953755863937,0.4397120317282407,0.5228018558334276,0.6005798702195223,0.6305895892775794,0.5481654728840814,0.6672034970666053,0.8949295302816397,1.0516950312542774,1.043836659722689,0.8937803000712267,0.7928340895271061,0.6811248019298536,0.6402627695530062,0.5254313507372607,0.421605473643635,0.40493590511561045,0.34383002940339563,0.28922137960875405,0.26570767574501225,0.259440081133989,0.2206863101733964,0.13964769581301908,0.12617341273846774,0.10299191513466192,0.08296388478390501,0.08066824533555388,0.09356968342257108,0.03941870548971172,0.04479578392621871,0.06082893245223547,0.05167513564723107,0.04606039669516653,0.04387119417390541,0.04370502024999272,0.03647484638478157,0.01407974769092138,0.037484501600299876,0.033634000917290935,0.016328130102540656,0.016816332021659434,0.02447295738209279,0.0,0.02083116342047703,0.031658927817644573,0.017921789311444853,0.018662983837855997,0.0,0.0,F
Alaska,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16839066634592254,0.0,0.0,0.10638297872340426,0.0,0.08181966944853543,0.0,0.09257544899092761,0.08703220191470844,0.10474860335195531,0.0,0.08528057308545113,0.125,0.0,0.12202562538133008,0.2532714225411566,0.2712288754433549,0.2102446483180428,0.20884093282283328,0.23193577163247103,0.34093330492222457,0.365296803652968,0.286154523442659,0.5924412665985699,0.31378701706216905,0.21986075485525836,0.38394415357766143,0.3439240091713069,0.32751091703056767,0.27814375640462596,0.1928516328104911,0.2894356005788712,0.27453671928620454,0.2506265664160401,0.12118274357731458,0.16636805733299206,0.12048192771084339,0.14293139293139295,0.22239665096807953,0.12028869286287089,0.15155690272802425,0.11837821840781297,0.0,0.10030090270812438,0.0,0.12424565140220092,0.0,0.14727540500736377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10048231511254019,0.0,0.0,0.0,0.0,0.0,0.0,F
Arizona,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04197271773347324,0.0,0.0,0.0,0.049426107968586964,0.025798462411640265,0.02342139778902005,0.022311468094600623,0.038397542557276336,0.04972650422675286,0.0429352068696331,0.05516936996579499,0.03628052098828139,0.042091970956540034,0.040006667777962995,0.06663113006396588,0.059683676514473295,0.06113299823393561,0.0732421875,0.0823045267489712,0.11450230978797332,0.15373699148533587,0.15722034431255405,0.17089571646171564,0.2130249543517955,0.25777509959492484,0.2585404529628736,0.25801195002715915,0.38181640178833665,0.32045932503254665,0.27936633142706896,0.2842165098212594,0.31941031941031944,0.32061197513851,0.41109161844413605,0.4258643281927225,0.3187171634172456,0.36168589917082894,0.2565808229592321,0.18211699906720563,0.18988999476165533,0.16118903077245134,0.12869224169628632,0.1915901986487849,0.15906786232676515,0.14193025141930252,0.10015624374023477,0.11812867879182876,0.10377170225503891,0.06908121977696635,0.0750779655796404,0.06568017617741374,0.07634753397465262,0.07774178621008793,0.08758758758758758,0.05629199201016888,0.062174693123478945,0.05734144222415291,0.0735495347564313,0.060510303560022856,0.05559173430327674,0.06138636253493369,0.06476794327691705,0.06736400890701896,0.07828652869502378,0.05993840811855404,0.04760327841708751,0.05662870446108349,0.04589261128958238,0.04294425835265825,0.03989626969878316,0.0378366873980183,0.04194630872483222,0.04666476550955331,F
Arkansas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024747710836747604,0.019957234497505347,0.025959791167902157,0.03200186192651209,0.014555617012605165,0.02313743637204998,0.046918069321447424,0.07427875330540452,0.07098431584640345,0.06909090909090909,0.08329231817665543,0.1313502028201661,0.12399023107270338,0.14632183487580935,0.24014845540879817,0.3172392448158465,0.39853213905220375,0.3792422893850857,0.48166872337884636,0.48615854393507174,0.5256241787122208,0.6608458827298942,0.7507962991051115,0.7381564450973191,0.7113149609359816,0.6719655953615176,0.47935673418895935,0.4970101731769822,0.450695469733468,0.4735187616887509,0.34987277353689566,0.33307917653196356,0.21515471580017992,0.27482234698284325,0.2079086832450061,0.19885762640152316,0.1668734756749818,0.15879317189360856,0.11018069634200088,0.08210535413335637,0.10899420150847976,0.07000043750273438,0.08435446634700763,0.030337176042298693,0.058046079657081626,0.049433758763257236,0.035935675141496724,0.04031896783442344,0.0496054114994363,0.026581605528973953,0.049464879935245974,0.028198138922831094,0.03444542859954729,0.0367801597309794,0.04772004241781548,0.03849961500384996,0.0,0.060992514555031886,0.05689900426742533,0.05347275860020201,0.0,0.04595588235294117,0.05519525320822409,F
California,0.0,0.00951263595142214,0.011345050249118395,0.01526204938799182,0.019701488481422856,0.009216771891479094,0.019573425602040687,0.02703132453490221,0.03090871625798475,0.023259677687323475,0.02881308671809648,0.025780908316644795,0.02508650519031142,0.039561546177115846,0.05120366542387153,0.0551154484927762,0.052919195628226445,0.05301253950453665,0.052479578598762656,0.05647478450411176,0.05470335567862911,0.07139926909695582,0.08483707565980951,0.07213745464084291,0.09451442046751886,0.11104641358266275,0.1111073701222181,0.13446964321194405,0.19076061329179944,0.1590677557148219,0.16233822305271847,0.18863004466840735,0.2197239905488585,0.24409227421464635,0.2748636351996176,0.31176448842281673,0.29166428378853115,0.25102890373553044,0.26545719313148475,0.2811836351124365,0.29050989374740305,0.27752081406105455,0.26846604703324656,0.2495412844036697,0.21072242520710488,0.18057495772369678,0.1529077774966973,0.1364889731276973,0.14056385272741795,0.1161419614074685,0.10891603411585314,0.11013759348236676,0.11085393803514229,0.09324192693812484,0.09396892536560161,0.0855032262554558,0.07952551486357526,0.06002734285132522,0.06810473849702728,0.09163324420677361,0.08395379996947135,0.07365763151653809,0.07275736133302899,0.07146185223404042,0.06773767456563216,0.0804557649105213,0.06381111908750099,0.06651447253459598,0.0781409833829647,0.07739387254029818,0.06776370323910502,0.05977953831802714,0.06594274696730311,0.0613248871217737,0.059563977909683104,0.0681598211486293,0.06798144423584278,0.06820297783583652,0.060785393155335356,0.056149373608980646,0.0566871678153277,F
Colorado,0.0,0.0,0.0,0.0,0.024013063106329842,0.0,0.0,0.0234953205153307,0.0,0.0,0.0,0.0,0.019007191053948744,0.03031313468125739,0.020868113522537562,0.04615606519544209,0.06462671050043553,0.01891840761060512,0.02701023687977744,0.04069783216214016,0.02672581981452281,0.05500261917234154,0.025724796130990664,0.06859796316817054,0.0703786914977127,0.0796676719968133,0.07259413565634568,0.10427528675703858,0.15112191596307367,0.14140635043064662,0.1174942798837425,0.14091949973577594,0.21678727367103295,0.2689807550674053,0.2714094131170573,0.37735849056603776,0.2728042394405945,0.24676887010703602,0.2781763345143627,0.2781202511683918,0.3359641638225256,0.35901195863777713,0.3408761241659414,0.25694555965954713,0.2451485783673563,0.25478887267505157,0.18853608626675555,0.14944246465110933,0.13092744239192536,0.12336421470211172,0.11703035474826284,0.14636288237303022,0.08347245409015025,0.1298764948049402,0.11559822079260172,0.05602240896358543,0.04858837970540098,0.06056782334384858,0.05052929435840429,0.036577336682191715,0.06184144804129106,0.048310290091789554,0.05229293135984357,0.04923682914820286,0.03800326380971542,0.02775272323596753,0.04864038541714921,0.03710575139146568,0.05725190839694657,0.05150088287227781,0.041160732661041366,0.03259275354446195,0.039093041438623924,0.03411125955825919,0.04324137334601747,0.03463003578437031,0.037577684636508166,0.047000763762411135,0.05624824224242992,0.03930431364842291,0.043455007353924324,F
Connecticut,0.0,0.0,0.02040233402701269,0.02557953637090328,0.018155959693769482,0.0,0.0,0.0,0.020368672980955294,0.01938306473943623,0.0,0.028433323855558714,0.013231363624335125,0.019603518831630275,0.023778385447628107,0.05218022596306548,0.050362390242834315,0.047244770862861316,0.06430351257937464,0.0573382753465894,0.05485909340268607,0.04452990587997167,0.044791921166218746,0.04398734840074569,0.09081902245706737,0.1012605910312048,0.09968577310651208,0.09087191603434959,0.16685736079328758,0.14370965777615394,0.10370942067435242,0.10319669770567341,0.11624134948096886,0.14348544870395208,0.17741179621075182,0.20808459832850076,0.21596015186875198,0.17036984453751686,0.1531393568147014,0.2405911668671593,0.2300815145937418,0.1685630004214075,0.18947767321417294,0.17671678809486902,0.15484576147680348,0.12962908405267654,0.1195151101246372,0.0923464390653421,0.09879575979279591,0.08890515911408624,0.08763338316408062,0.0639893521717986,0.055940330314331384,0.0801702927597932,0.05956264004311201,0.04086159593718989,0.02699946001079978,0.03960758028151849,0.061264630961209814,0.02244452994741567,0.042546228113238424,0.026463777704267284,0.023663038334122102,0.01728070781779222,0.0,0.0,0.018460402436773122,0.02649608236496461,0.02691169120756603,0.040886417532095834,0.03450804468791787,0.0,0.0,0.02351060328208022,0.028517110266159697,0.02809909614574065,0.03845414343395501,0.02937720329024677,0.025504998979800044,0.0,0.0,F
Delaware,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.053659583601631256,0.07012622720897616,0.0,0.0,0.08381351492928235,0.0,0.07568385771434749,0.053231129564569366,0.07629427792915532,0.14219694276573053,0.08732534930139721,0.3073376872839032,0.10323912762937153,0.21628498727735368,0.1837109614206981,0.2356020942408377,0.24140012070006037,0.31635031635031635,0.38161606105856977,0.5059021922428331,0.36275695284159615,0.3286230693394676,0.35216904113974706,0.3767660910518053,0.4010099509876726,0.46213476446034585,0.4272874613231177,0.3000300030003,0.22010271460014674,0.2878940549877645,0.24192400740002845,0.12129380053908356,0.10307950006442469,0.10902483343428225,0.07090522335145355,0.08534503779565959,0.10337252875048455,0.10774410774410774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07206687806284232,0.0,0.0,0.0,0.09185548071034905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
Florida,0.0,0.0,0.0,0.01476973975718548,0.022578460149017838,0.018602920658543392,0.0,0.021370261144591188,0.02094001637128553,0.013517166801838336,0.011402075177682339,0.016319425556220422,0.014975539951412691,0.015608903318452846,0.031701201763739584,0.021747995106701102,0.027143004859890393,0.05830556877677297,0.039289643250039294,0.053334494356339725,0.05379973838558589,0.07234992558293368,0.050716237476194415,0.07172087921360165,0.09953869700634692,0.10431607771547789,0.14272618619385233,0.15648698750511592,0.27288175537391,0.2015734949179046,0.1984057920568067,0.20955436953603354,0.2887381156269899,0.27837410648989125,0.34742890462712134,0.4227471398887005,0.395716651706133,0.3581744656268053,0.3531064817643106,0.4315961885632988,0.4682976987471081,0.4411659823329835,0.428352683503576,0.3624759041145166,0.300715649706423,0.2973908004840057,0.2701405218919601,0.1993556824343721,0.1920757239334035,0.15173172072567345,0.1622980851612184,0.12984084246205574,0.1021660624206262,0.11070567585086781,0.0984165222245072,0.07558974973057118,0.07526456635445809,0.06324817968653584,0.04549625619790101,0.049330949004131465,0.05048347636984971,0.043395177806031165,0.047499387104682524,0.027026818325727214,0.03627734026633614,0.02903016904490744,0.02907843180017302,0.022676701106906474,0.032814718114437764,0.03011753367516734,0.02737321772174319,0.024278753579023156,0.0187089147979012,0.019795333465302222,0.02811453691949871,0.02357080923638996,0.036654448517160945,0.03288669269493798,0.03920270411541276,0.030748917005055484,0.03287125737255344,F
Georgia,0.0,0.0,0.0,0.009432924049239863,0.0,0.0,0.0,0.006848939784121418,0.0,0.010171517208935677,0.0,0.00637137468780264,0.009891074541610515,0.008355515236878858,0.005919261276192731,0.012584228529590097,0.010285479189047108,0.01683577264972614,0.023765065353929724,0.03262718776946562,0.03417554445177713,0.04234945357441152,0.04268994058983268,0.04342005282773094,0.06038720274399449,0.08769190111236576,0.11830058635942806,0.11932688787340504,0.21870722862665973,0.17169073151510034,0.19966358054237382,0.2408979634355956,0.4129937306197614,0.4386159230871472,0.48441187430132904,0.633800568345094,0.5772570922589654,0.6211717479323112,0.5645002945218928,0.7717094935140048,0.7990000632871338,0.8534015653220952,0.7452061434067433,0.6714642738851586,0.5119224033409673,0.4581094176724518,0.44863992753828297,0.3597172261496368,0.3238333266147996,0.3272890437353182,0.23981423912905558,0.2423648784408278,0.20712564319676935,0.18129127022985617,0.13469827586206898,0.12049987137654179,0.1054481546572935,0.07729966503478485,0.06081116810322035,0.054838878153235494,0.07233686134165841,0.057004771051490176,0.05100961717904376,0.045009564532463145,0.03328074154422641,0.03929369581767725,0.04038920506700937,0.037850561252853576,0.040559724193875484,0.02750756458025957,0.03437561975275997,0.03512173192284458,0.027389756231169543,0.03823698104328132,0.01806086511543903,0.0237872232876916,0.024085866112691746,0.029888312096901053,0.021058770167822198,0.029327030896889608,0.026869200730842258,F
