state,1918,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,gender
Alabama,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011900794973104202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012963106997485157,0.018215410237060553,0.01819410510994438,0.013139568496570574,0.0,0.019354660325711284,0.02296672695432492,0.017272648760687452,0.020473223947822528,0.017482008099997087,0.022446059313711735,0.047871142149132684,0.025950808800207604,0.033634000917290935,0.026125008164065048,0.016816332021659434,0.03146523091983358,0.038626308027249104,0.0,0.021105951878429716,0.0,0.018662983837855997,0.023766141170878555,0.024251242876197406,M
Arizona,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029834715675159617,0.029084986330056427,0.028215112013994695,0.027458948871437204,0.0,0.03278995690462807,0.022311468094600623,0.05119672340970178,0.02486325211337643,0.0195160031225605,0.036779579977196664,0.02902441679062511,0.024553649724648356,0.040006667777962995,0.019989339019189766,0.029841838257236648,0.04754788751528325,0.03138950892857143,0.03741114852225963,0.023690133059580683,0.04336171554714601,0.06681864633283548,0.022290745625441172,0.06086427267194157,0.06695457132335711,0.06549691475059465,0.0916621401412276,0.09137486538524296,0.08011483125813666,0.10517320712548478,0.06000126318448809,0.06449631449631449,0.07593441516438394,0.12306564373805347,0.13103517790545308,0.064739423819128,0.11318062150923898,0.07839969590420982,0.0888375605205881,0.10913218089750305,0.10885492987230479,0.11643583772521142,0.14117172532015732,0.14117272781500406,0.14395782643957825,0.1702656143583991,0.18533982362166235,0.21153462382757934,0.19540116451199052,0.1944326800908636,0.20090406830738325,0.1488776912505726,0.1962054604349838,0.17338767338767339,0.2015616488106047,0.19718259819160464,0.2033014769765421,0.21893814997263275,0.21514774599119238,0.17630521450467765,0.22777571361646448,0.17385079511172472,0.17402368967646561,0.15858040427966358,0.11160944960006614,0.14074012749399786,0.13213364374252815,0.10221536150861531,0.10736064588164561,0.12412172795176984,0.09459171849504576,0.1307737860244769,0.11147693982837736,M
Arkansas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02115506663845991,0.0,0.0,0.0,0.0,0.02179884030169595,0.0306251914074463,0.0,0.030337176042298693,0.031255581353813185,0.04493978069387022,0.031443715748809636,0.04927873846429532,0.05411499436302142,0.04430267588162325,0.035974458134724344,0.04699689820471849,0.029524653085326247,0.06305170239596469,0.04241781548250265,0.02749972500274997,0.0,0.02772387025228722,0.05689900426742533,0.0,0.05033029254482541,0.03939075630252101,0.0,M
California,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014078778587742077,0.0,0.01310520567892246,0.0,0.008336409865545619,0.0069723661886722296,0.010569595501580155,0.0056725251245591975,0.0,0.0061142550459588165,0.005266726795130911,0.004419805781105962,0.008480415540361478,0.007493022123147818,0.008069684095602022,0.010688725718003531,0.008286720530350114,0.01254325259515571,0.014386016791678488,0.010240733084774306,0.017636943517688384,0.014399781123326927,0.01359295884731709,0.017275886122574042,0.02080649955414644,0.028160899077164098,0.03319439703630402,0.0266276952800862,0.02685636839442637,0.03431216584629397,0.03213664118008292,0.03939261304333187,0.042930941500383187,0.04501093122615492,0.06469946917838823,0.06631689111940839,0.06874667696173553,0.08879257152316884,0.1071724008655292,0.12334719033026317,0.1314422085577093,0.14093022115832388,0.15030257245606995,0.1274194527031127,0.1594607193861317,0.13408148942187834,0.14991372579893847,0.16884854066618424,0.16055045871559634,0.15404743817000083,0.16263510036026763,0.16386991595693848,0.1480932987782303,0.17384127998296195,0.1745924910046912,0.18719195313977396,0.21264855116351059,0.21400024029688,0.22651078529137525,0.2136531320972374,0.22096618645668664,0.2478117656716571,0.23693611980082555,0.21420038720839224,0.2147393048128342,0.20493772719820447,0.19976842487061086,0.18089477288290345,0.18751590026212206,0.1809160391523759,0.17564286705818027,0.171207511480304,0.17445956991065642,0.1747516537473574,0.16279400775717895,0.14435244690004695,0.13959507574264582,0.12652973783573895,0.13039962261607926,0.10260153420280675,0.10973731204929318,0.10567063870856391,0.09201989073089054,0.0913692387680827,0.09236165079158411,0.10271885295860131,M
Colorado,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019212911076243237,0.0,0.015855398763278898,0.0,0.0,0.014640859711282246,0.022937752673681797,0.0,0.017697772608904507,0.0,0.025235724609419807,0.01603775746328499,0.023162624788641048,0.029889867334973445,0.027589378089435568,0.023804989525804607,0.01693234319440749,0.039010118249420946,0.0268331951017222,0.05646666011980752,0.03675749852970006,0.08292915839469253,0.08658008658008658,0.08439034369885433,0.07823343848580441,0.070741012101766,0.10485503182228291,0.10941179268843804,0.13802940026225585,0.10003865129709205,0.12085403518195247,0.11624527753560013,0.09482180438955573,0.12275906795756704,0.12059369202226346,0.08110687022900763,0.0809299587992937,0.09518419427865815,0.07604975827041122,0.044677761644141625,0.06822251911651837,0.05188964801522097,0.09234676209165416,0.0664835958953606,0.04112566829210975,0.05937314458923158,0.052405751531230546,0.06685385746757588,M
Connecticut,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018715493309211143,0.02008435428800964,0.020467337540508272,0.020899369535685674,0.024845602328387877,0.024363079493247945,0.0,0.01972127267946358,0.0,0.02842165098212594,0.015501472639900789,0.024289531212047608,0.02062280882656218,0.022764782880883273,0.01958863858961802,0.026701556700755653,0.0,0.025774524460023714,0.025595740868719446,0.021310602024507193,0.016586957122715837,0.014181580962645716,0.0,0.0,0.024373895557857534,0.0,0.025650891368475055,0.026182294223531338,0.01984783327820046,0.033804340477317285,0.0,0.01715324710967786,0.02498929030415536,0.03322872438619162,0.030281236988530982,0.02691169120756603,0.028620492272467084,0.02156752792994867,0.03156850365292685,0.0,0.028212723938496262,0.03802281368821293,0.0,0.02403383964622188,0.0,0.0,0.0,0.027572515716333956,M
Delaware,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07923930269413629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,M
Florida,0.036695003363708636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005612806178577041,0.0,0.005274484155449597,0.0,0.005175126273081063,0.00843775049571784,0.011773394269567916,0.015212761333507194,0.0069622529850659675,0.016852444808243255,0.008682601307351682,0.013438232994526973,0.010442410108252986,0.012005719088001921,0.016467953362756076,0.01297506428554578,0.018221795697226643,0.02866082304330173,0.013906974980087741,0.023108030040439053,0.01710550430692162,0.029888932725990223,0.027941390140042245,0.021396040713608903,0.0387649487333553,0.03873788288246742,0.035693252190673354,0.058796461986809136,0.03824278472566904,0.04625051832477433,0.041488356369615155,0.04984423676012461,0.055724664433036364,0.056036574115203,0.05463046393325151,0.06627774014755901,0.0477393577954699,0.05912465572985271,0.062340347889551145,0.05553498704183636,0.05629197800757242,0.06705925880249121,0.05592015844044892,0.05786023707470822,0.06741848492277519,0.07335850688411673,0.06499690131051891,0.0647596078694089,0.06833431473040659,0.06448686877276529,0.061349255605253214,0.06701151242724734,0.061187192554484786,0.06195268154647288,0.05952836526604928,0.04561533363743556,0.04770951719672509,0.0437743600104385,0.042485838053982004,0.04637866918516894,0.048785587343624766,0.04702775541949662,0.05071565423193959,M
Georgia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008181163688723084,0.0,0.0,0.0,0.0,0.010538676944385896,0.0,0.01761959298740199,0.008491607461292423,0.012499826391300121,0.020155601241585035,0.018475994404413124,0.016495159305173136,0.01506931886678722,0.010421416009900345,0.01720282126268708,0.013469827586206896,0.023016829364058546,0.02838988779234825,0.03932789975453966,0.04891333086563376,0.05745025330338956,0.04949364197060839,0.05204783443831712,0.04976548017467683,0.051260892939749704,0.059165762745291395,0.0699918956752376,0.05630010403280093,0.04849603160521865,0.06322545241986473,0.04876340993773288,0.04230845508031996,0.05198016324580997,0.04757168187518921,0.03382502169213347,0.03762680232383131,0.03716753638701813,0.03311806590495115,0.053484347962875566,0.04859716192574354,0.0379526282195042,0.042990721169347615,M
