state,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,gender
Alabama,0.0,0.0,0.0,0.0,0.0,0.0,0.007340527049842179,0.0,0.010540422520365602,0.012196795292037016,0.023492560689115115,0.029317393357981662,0.06182581390430015,0.040527206089653225,0.06576845744780803,0.06236236431313702,0.08972722922316159,0.16780179646629156,0.16376585291541304,0.1197322707912144,0.11208345906798294,0.06563313341631775,0.10584932578581618,0.1078955571007265,0.12425084052039176,0.10813298055907053,0.11246440621186381,0.10722270383720399,0.12991958425733038,0.08960779358040576,0.10758220683848636,0.08987063358796679,0.09520635978483362,0.0710042365861163,0.08913944299893997,0.09344674733437164,0.06876600588067912,0.08653868051285556,0.057264585289873327,0.03773673907403477,0.053352734327634294,0.03919935321067202,0.027758150802462904,0.02574797878366548,0.031111456793964376,0.03122641754924666,0.020793262982793572,0.018395395895198802,0.03689064558629776,0.013824757375508059,0.0,0.0,0.0,0.0,0.014028787071069835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
Alaska,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09257544899092761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08920606601248886,0.0,0.0,0.0,0.0,0.09805844283192783,0.14657383657017223,0.0,0.0,0.12476606363069245,0.0,0.11571097968629468,0.0,0.0,0.0,0.0,0.06398771435884311,0.06693440428380187,0.06496881496881497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
Arizona,0.0,0.0,0.0,0.0,0.0,0.022067747986317998,0.018140260494140695,0.017538321231891682,0.050008334722453744,0.04997334754797442,0.05636791670811367,0.07132183127292487,0.048828125,0.07856341189674523,0.03948355509930114,0.05912961210974456,0.09826271519534628,0.08173273395995095,0.0845337120443633,0.07699775702186067,0.07583853286910959,0.05092341118957089,0.04895082074209444,0.06676235938178054,0.06901991717609939,0.08842291416661403,0.085995085995086,0.06468487217706781,0.07331570265245739,0.06047777441790142,0.06224944597993078,0.054129862460940384,0.09027843770787798,0.05774441433838227,0.058931377684651655,0.06070755704416998,0.06128201985537443,0.03226782293032167,0.037778617302606725,0.0527169505271695,0.0420656223708986,0.05091753396199516,0.02594292556375973,0.017763742228362776,0.017325684364532398,0.013522389212996947,0.011452130096197893,0.016658954187875982,0.016087516087516088,0.0,0.0,0.012163336229365768,0.0,0.011765892358893333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
Arkansas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025959791167902157,0.014546300875687312,0.026200110622689295,0.026029615918556223,0.06157996598439975,0.07130760317318834,0.04056246619794483,0.06545454545454546,0.07572028925150494,0.11976047904191617,0.18410670674431712,0.11339942202875224,0.08368809809700542,0.10058805323429278,0.06313380420628971,0.0696567470299137,0.12340273078301023,0.09241030173972438,0.09662209167504057,0.09211791092598526,0.16684362202335812,0.0918105031215571,0.08940024099195398,0.08447567484544792,0.07731560228854183,0.10095519142657451,0.10101795011267385,0.06764553738410728,0.0715648854961832,0.10835105742606044,0.0899737902437116,0.05103843586824232,0.036689767631471665,0.05500317325999577,0.03423045654871422,0.03969829297340214,0.05288673424416042,0.038892009852642496,0.0,0.04812530078312989,0.0,0.0,0.031255581353813185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
California,0.0,0.0034135776949247684,0.004409235879422096,0.006839896033580289,0.00611683148129269,0.01988356704673616,0.027081475610158855,0.03722417694107898,0.043528501774021316,0.05697088292483559,0.05589872026281766,0.05178017754986181,0.06331872866174754,0.06296084306925694,0.06954102920723226,0.06430133032307847,0.07756787188790192,0.10362014237407563,0.09685492419239587,0.06019835357502973,0.06316244157474155,0.05335086086949099,0.04148644707602699,0.046976740386107954,0.054297787955334166,0.06484740003640556,0.06215638249853859,0.05062972907857384,0.05117405081976893,0.05168832877536253,0.04801223241590214,0.05185158388501007,0.0391147709727226,0.04497287573432274,0.04558842219852238,0.04525730106753987,0.0455458672186151,0.03590638487335818,0.029160666298793644,0.03196401894264839,0.029846671402030036,0.0273975894927841,0.020630138893031485,0.02360112054015782,0.01824619672573322,0.01675156874322042,0.01197638146167558,0.0121549272683073,0.010602234839501694,0.013980826295366353,0.011433896357446467,0.009313930252774423,0.0070823736717008185,0.0059822924144532184,0.0033820918237930163,0.00142074515241754,0.0020756977309658517,0.0028366201355904427,0.001970754010484411,0.0,0.0026955994339241188,0.0017215022517249451,0.0,0.002113412774171278,0.0,0.0,0.0,0.0,F
Colorado,0.0,0.0,0.0,0.016859141869678834,0.0,0.0,0.035271454540521475,0.04008872972178421,0.07595599790466212,0.06431199032747666,0.07387472956572212,0.10556803724656905,0.11950150799521994,0.08206293595934729,0.09082041104645296,0.09198725319491442,0.14783391181385783,0.16387360089048295,0.15853443720274793,0.10381362401148057,0.07044734061289186,0.10217766140877452,0.06976375455842715,0.05644225643598507,0.09562293716647645,0.12883956545928377,0.21217421223155664,0.05066126279863481,0.07331934366546153,0.08703220191470844,0.10553121200302829,0.1053909776158728,0.07875292428137957,0.08966960200492033,0.0827681342683067,0.06665397067225291,0.07256718511888924,0.06826770693648665,0.07562082255939893,0.07119709319453993,0.06616349735346011,0.06031211519614003,0.04074357015533486,0.05114566284779051,0.015141955835962145,0.0176852530254415,0.024384891121461142,0.026163689555930833,0.016103430030596517,0.0,0.017904301508437404,0.011177430532269243,0.016189088554314394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
Connecticut,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012567813828784483,0.014448480845442537,0.033064682785699524,0.021670820240546104,0.02726157481030488,0.03098779557589626,0.04627938131774449,0.07717910375765762,0.05039838725160795,0.05406574394463668,0.021834742194079666,0.02343174666934458,0.027289783387344363,0.03134905430352851,0.04614183289557748,0.04524571905888904,0.058429283382024404,0.029581909019195374,0.04538234626730202,0.02210572854165351,0.04030382886374206,0.036434296818071414,0.032407271013169134,0.0313015764612145,0.022387015530992024,0.03471202371098235,0.031378291452030437,0.02319707201402134,0.015357444521231669,0.029302077783697388,0.0,0.02836316192529143,0.0350242250890199,0.0,0.0,0.019346725566697837,0.0,0.016363933889707083,0.016539861065167055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
Delaware,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07633587786259542,0.0612369871402327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09419152276295133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09433962264150944,0.0,0.07268322228952151,0.0,0.0,0.06460783046905284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
Florida,0.0,0.0,0.0,0.0,0.0,0.0,0.018503804164444398,0.023207730283978226,0.014469985116586736,0.020700505092324253,0.029532126735012442,0.04388265136838951,0.04237840657191289,0.03829239141786282,0.051761080482461426,0.08558564145818087,0.08062939796716184,0.08585981644563566,0.11023432980801764,0.06477394989350724,0.0884663474014485,0.08624983296687277,0.06209844992715374,0.053099359014880464,0.07831054624815456,0.0953020954242776,0.082493454323733,0.05811809149128788,0.06928241754882883,0.0833446397767139,0.08116508794421745,0.06424785394321203,0.062204952536769095,0.04882057624553495,0.055819591081624195,0.09065974169656646,0.05204324720542423,0.05642122273844932,0.05261970983988574,0.04824508503196237,0.037872994370033726,0.03892593789476777,0.03966590827445815,0.028889429509791995,0.023910897198568433,0.02313368959215305,0.030831843127582168,0.017086715079026055,0.021316929448576712,0.012257906349595489,0.013127311758210362,0.014359780522091387,0.004466179853062683,0.0043617647700259525,0.008503762915089927,0.005706907498163089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
Georgia,0.0,0.0,0.0,0.0,0.0,0.0,0.009322053648418748,0.007070802300367681,0.01529285823520416,0.01778747524576362,0.010855013206932735,0.019323904878078238,0.027628955144991953,0.030861022528546445,0.039323633503735744,0.05220753199475103,0.0492555377297419,0.10666958412537779,0.12370435960206261,0.0988476797876806,0.10190066900004431,0.09936653831822133,0.08940259906127271,0.10557504342199367,0.08305360418036474,0.14235224818378167,0.11402131702883582,0.12182773242199862,0.13546056592414207,0.10299597103995638,0.11441992111047544,0.08532040055682788,0.08956626435262678,0.10189928953550907,0.09305426313523422,0.10346541970680319,0.08050254704780004,0.060905203588331576,0.07157926461723929,0.07294991206930242,0.0674879911074647,0.04714439655172414,0.04332579644999256,0.041908881979180745,0.04475243765171755,0.035693511712759765,0.019585313626155534,0.02918855808523059,0.024784683065865294,0.01741791806113689,0.017503719540402335,0.009860960457548565,0.019646847908838624,0.008567407135426228,0.00827981027406172,0.0,0.010002750756458026,0.006610696106299992,0.0070243463845689165,0.007207830587149879,0.0,0.0,0.007433507277403624,0.0,0.0,0.0,0.0,0.0,F
Hawaii,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03848225967828831,0.06451612903225806,0.0991981483012317,0.0618319936401378,0.0681663258350375,0.09971083856815237,0.061919504643962855,0.13443441521029384,0.13743815283122596,0.11786661428150476,0.1956745623069001,0.0,0.06284696763381167,0.08303061754021795,0.07178750897343862,0.08096346523631212,0.12231169095912751,0.10047221943132723,0.09488566277635449,0.11613277847672505,0.09227646027498385,0.0624331073849447,0.0,0.11352885525070955,0.18901711102268204,0.14604225489241554,0.1250240430852087,0.1907304978065993,0.0729594163246694,0.10466222645099904,0.0892768574546176,0.1027643613194944,0.05325948018747337,0.08129137150156776,0.10876132930513595,0.09272751357795735,0.09494100094941,0.08663008951775916,0.0,0.07652280379553107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
Idaho,0.0,0.0,0.0,0.0,0.0,0.04658746797111577,0.1569242840329541,0.13124372732185594,0.08597780209473191,0.167986561075114,0.11593242795627692,0.09089256498818396,0.12658227848101267,0.1051967178624027,0.1964850998799258,0.14380530973451328,0.18714222809335096,0.19071837253655435,0.15559661577360692,0.11943863839952225,0.08009611533840609,0.10776917801508769,0.1277139208173691,0.13866019585752665,0.1301977378143055,0.17258197643880843,0.19646365422396855,0.14622937121370377,0.17155012694709393,0.17646643608385684,0.15522472306498272,0.11895910780669146,0.08463491574978842,0.1127758981794748,0.18078512396694216,0.09928693925444534,0.09197939661515821,0.09065361254645997,0.11411516853932584,0.06129597197898424,0.07729302645139127,0.07796257796257797,0.07970244420828905,0.06901906651712536,0.042564058908657526,0.0,0.0,0.0,0.041704896154808574,0.0,0.0,0.0,0.0,0.046944683514591974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
