state,1933,1935,1938,1946,1948,1949,1950,1951,1952,1953,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,gender
Alabama,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012995789364245985,0.0,0.0,0.019354660325711284,0.020095886085034306,0.034545297521374904,0.02924746278260361,0.052446024299991255,0.04208636121320951,0.05068709168731696,0.04325134800034601,0.05503745604647607,0.06531252041016262,0.03699593044765076,0.03146523091983358,0.05267223821897605,0.031246745130715552,0.04221190375685943,0.05376536793433456,0.04852375797842559,0.07525944704111542,0.040418738126995674,M
Arizona,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016690589845445136,0.0,0.0,0.0,0.0,0.036657851326228695,0.020159258139300473,0.014939867035183388,0.017223138055753758,0.03326047705027084,0.022209390130147024,0.02182643617950061,0.020933640360058615,0.024512807942149776,0.03025108399717657,0.04573201041894498,0.03852392538523926,0.07411562036777374,0.0325872217356769,0.07383755737377769,0.07894996545939012,0.0731528895391368,0.08692964494069466,0.07825622232401894,0.07589079130032393,0.10725010725010724,0.11621572544034864,0.10658518821167817,0.11468288444830582,0.1282840722495895,0.12942481594782668,0.12389015073301672,0.14377332277918678,0.14146682347326617,0.10104601336052843,0.1425216291627356,0.1033420829630242,0.10969451113502773,0.09438117410180583,0.10847344486628561,0.0687108133642532,0.08865837710840703,0.12060444108118334,0.12090406632451639,0.09851450496461256,M
Arkansas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022198543775528327,0.039004940625812605,0.0223254152527237,0.03145784648570915,0.035935675141496724,0.06271839440910312,0.02705749718151071,0.06645401382243488,0.06745210900260815,0.07989472694802144,0.059049306170652495,0.0735603194619588,0.07953340402969247,0.05499945000549994,0.07851934941110489,0.05544774050457444,0.03982930298719772,0.05941417622244668,0.06291286568103177,0.07878151260504201,0.08279287981233614,M
California,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015596439021042716,0.0,0.0016834450018517895,0.0,0.0021433776774359486,0.0032171006773784204,0.005181007118703781,0.0023705750676460526,0.0048911162279711646,0.006112494345942731,0.01280420660867784,0.012733463954028086,0.014297268813163292,0.018099262651778057,0.017065105272738305,0.025528514240471204,0.021299403267537965,0.028539374495640365,0.03226604765977176,0.030886850152905196,0.03436674745866946,0.04382030733034335,0.044410714787643704,0.04199660711621456,0.05723717487953571,0.059462659979858605,0.06175898198217607,0.08658474762564883,0.10541325395979789,0.09301055739237268,0.10574508225285092,0.10687903281931975,0.11082265297117586,0.1171458717318814,0.11533867003528814,0.10806595365418896,0.11702650904835399,0.11048644727480712,0.13324583428440995,0.12863133402127278,0.13237070571367285,0.13909781891220407,0.13844733873448878,0.15895831571827174,0.16423813961946762,0.16842804445551485,0.14151582676445654,0.16390104187195353,0.12150871649305091,0.11220432643709145,0.1167178526669513,0.09201575855064956,0.09651251668715502,0.10428920949500928,0.11621861332843991,0.1424078316169799,0.11081701978936241,M
Colorado,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01935124936503713,0.0,0.0,0.012275360895610331,0.012252499509900018,0.02010403839871334,0.015278838808250572,0.02813011456628478,0.04290220820189274,0.035370506050883,0.036577336682191715,0.03329924125300288,0.05061078009616049,0.05911374849373621,0.058188979902421556,0.05141618044843851,0.06244362728092694,0.08801593551674619,0.07189239332096475,0.09780534351145038,0.07357268981753973,0.06431364478287713,0.10049432342875766,0.050262481849659334,0.07390772904289492,0.0461241315690853,0.04617338104582708,0.060702413643590115,0.05581340696786323,0.08124746101684323,0.062231829943336286,0.08356732183446985,M
Connecticut,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024059116686715933,0.0,0.02269117313365101,0.0,0.03410323980778174,0.015180957007529755,0.02356892437321392,0.019919185020772865,0.02798376941374003,0.016020934020453393,0.02091886096802029,0.0360843342440332,0.033274463129335276,0.031965903036760786,0.01935144997650181,0.022690529540233147,0.01751211254450995,0.023999520009599807,0.01523368472366096,0.03546899687227936,0.02244452994741567,0.03600065455735559,0.03307972213033411,0.05070651071597593,0.03110527407202599,0.03430649421935572,0.017849493074396684,0.040612885360900866,0.06434762860062834,0.06535696436123178,0.053152342791724594,0.06038907820385628,0.05862722106972129,0.03694808793644929,0.06582968918982461,0.0,0.06088137498243807,0.04806767929244376,0.03427340383862123,0.0663129973474801,0.08449067962190421,0.08823205029226867,M
Delaware,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0894854586129754,0.07595321282090232,0.07654623392529088,0.14263074484944532,0.0,0.0,0.10432968179447052,0.0,0.0,0.12736535662299855,0.0,0.0,0.0,0.0,0.0,M
Florida,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008986456126837409,0.009774573889669498,0.010760015781356479,0.00894124484481352,0.019358322550408053,0.01938247436667765,0.013834958172309793,0.014277300876269342,0.016190330112309765,0.022782935581249643,0.021530413702912185,0.02228078397627481,0.02638812534359538,0.034131356965234776,0.03006840562279185,0.04044073304149787,0.0356880139256087,0.042598196186726986,0.04715004191114837,0.052457122004622304,0.05784894483524621,0.03932727230666019,0.05087254116051057,0.054366820705992,0.06318946943685241,0.0635878891885266,0.06023119512590636,0.06650845715494959,0.05657161147212731,0.08214656983548878,0.07228198477826439,0.09559070059423175,0.09035260102550202,0.10224701913709956,0.0870686335247727,0.07143403831925912,0.06541066710273778,0.08434361075849613,0.0648197254000724,0.0716427857380873,0.071676125104352,0.08276126424364916,0.08501171171985927,0.07513430256583643,M
Georgia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010421416009900345,0.00926305760298535,0.008081896551724138,0.017601104807809475,0.014870893605515748,0.013561344742944709,0.018507746814023583,0.022196688776309603,0.03553389679941115,0.018588512299398972,0.058474439205245275,0.06626408111723742,0.04067646188738783,0.07613153564674967,0.08689798665932318,0.08516376281892056,0.09782051129111145,0.09002475680812223,0.08329477093937991,0.08850676444556833,0.06342890916691894,0.06912069650131623,0.04816230697450408,0.05946805821922899,0.06473076517785907,0.05977662419380211,0.08261517527376401,0.11730812358755843,0.06090352165657579,M
