state,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,gender
Hawaii,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06781500067815001,0.0,0.08555539711963497,0.09182736455463728,0.0,0.0728013977868375,0.11967090501121916,0.0,0.0,0.0,0.07940289026520565,0.0,0.0,0.12050266827336892,0.0,0.0,0.0,0.12580877066858376,0.0,0.0,0.0,0.16401124648547327,F
Idaho,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.040277106492669565,0.060261707988980714,0.08123476848090982,0.08278145695364239,0.08158825129181398,0.08778089887640449,0.043782837127845885,0.1288217107523188,0.2079002079002079,0.2656748140276302,0.18980243292209473,0.3234868477057972,0.25678336043824357,0.2680515999329871,0.20906506104699782,0.20852448077404287,0.2247378058931247,0.1812489701763058,0.14446227929373998,0.21408182683158894,0.17213050622017056,0.19108767102346558,0.20460745680509246,0.20737327188940094,0.15127321623665854,0.18617021276595747,0.1702127659574468,0.13335873499714232,0.10640355968272394,0.13330794134450583,0.17707820954254797,0.08040201005025126,0.1669100771959107,0.10014465338822744,0.08865248226950355,F
Illinois,0.0,0.0,0.005314141690200723,0.003621010551624747,0.0,0.0,0.0,0.005864457720925118,0.004404380890859441,0.0,0.006799020940984498,0.005924477720260973,0.007307163943530238,0.004240732233098915,0.009054375004353065,0.01140332121730454,0.015465284119362536,0.03510606513295488,0.041065263350012926,0.035106059305836185,0.05047227629966112,0.053306215504727854,0.07092257069578341,0.06106282779446085,0.05588549312691846,0.0702877563809427,0.08214270109669244,0.057729145346243675,0.053884633000745405,0.04524677962971513,0.05579993862006752,0.061545453684678966,0.055530214386291965,0.05903615705689222,0.05785205156473427,0.0793012427637616,0.06501195755647914,0.08987275909370418,0.10623229461756376,0.09042790484572999,0.09183660632288744,0.07869814592503668,0.06946117970599493,0.06772009029345372,F
Indiana,0.0,0.0,0.007316145269380468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010903936321011885,0.007906513385727162,0.00909435392194013,0.008981229230907405,0.016211754996168132,0.02991593621922398,0.040495288528930765,0.06472696272674171,0.07774664312671083,0.07914459232458974,0.10805677892565366,0.09815011977641735,0.10956539061721837,0.11775437432622939,0.12034686273863299,0.09651692432734477,0.11743260770498126,0.10080995585219174,0.09485332864921833,0.10184027157405753,0.08949987470017542,0.11646104014266477,0.09817804210327576,0.10124270456981777,0.08143322475570033,0.11036356304518538,0.07623113279463332,0.09572147277503228,0.09594359409165959,0.06584474263787662,0.06806393315652358,0.05421523448088912,0.05667473852336545,0.05101355886696201,F
Iowa,0.0,0.01610824742268041,0.0,0.0,0.0,0.012896902164100183,0.01594303023861402,0.01920333589377812,0.02245992307476347,0.020380236993041603,0.034383595898974745,0.02565747273893522,0.022559541074478714,0.025334895651898535,0.05641041712369551,0.07767241658306094,0.0862612388440994,0.10510255975589083,0.1124701251230142,0.12290785525792575,0.12608523361792573,0.16810489745601256,0.1413427561837456,0.12772831436192192,0.14210919970082275,0.11322375356264396,0.07908264136022143,0.09941543722909293,0.09302701828183142,0.09768804949527841,0.03587229463111324,0.07018123271271105,0.11618900077459333,0.0821730198584798,0.09530162965786715,0.10011513240226261,0.05597109856001628,0.10239082578200993,0.12195741653539306,0.06742039207551084,0.048394902403613486,0.05694112287894318,0.05360333531864205,0.037262451869333,F
Kansas,0.0,0.0,0.0,0.0,0.0,0.0,0.01611291933872579,0.0,0.0,0.0,0.016909029421711193,0.03855320342072059,0.01745078877565266,0.020843465573542694,0.021138669673055242,0.029526832509042596,0.026135981779486988,0.0692707331152588,0.10160615889640079,0.1195076285702904,0.114290379199151,0.09357962405403207,0.0916298155451974,0.12639728245842716,0.10986423919014361,0.13938114770419338,0.15523005890781721,0.1423262433778762,0.09705204415868009,0.06942459264099317,0.11417387049420975,0.08137027543838235,0.1133691635875042,0.091547146780592,0.09484666455896301,0.11456940996753867,0.0996063178864488,0.09936900680677697,0.08465713858871571,0.06583611870758635,0.07812906922235534,0.08925085067217048,0.06415490493409541,0.06722072842825715,F
Kentucky,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013887924449690992,0.0,0.02145308924485126,0.014572302909603147,0.02113469847830171,0.028071488724618694,0.049306191448897654,0.0481997397214055,0.06986725222078052,0.10343087790110998,0.10289389067524116,0.13455467577498317,0.11896141512361642,0.166641029585192,0.17712023338195457,0.1845160298300915,0.23273650524979506,0.2142547190279887,0.2068196043214412,0.18205892088712347,0.16086980640150886,0.17596920538905692,0.17911270322402867,0.19899636615331373,0.16571755702190485,0.15342816046028449,0.15479366334024963,0.15956543880495672,0.1451128079328335,0.09919580543451306,0.103983649467532,0.1267143709004174,0.09762192979030809,0.08256615613260125,0.08615490652192642,F
Louisiana,0.0,0.0,0.0,0.009181556090126154,0.0,0.0,0.0,0.0,0.0,0.0,0.009315323707498836,0.0,0.010030693923405621,0.016201219141740414,0.0,0.014788836541102402,0.015515559890061176,0.04392251144297009,0.04086636697997548,0.05923147165527283,0.05359740690640872,0.06870054197094222,0.07432848062333401,0.08803728638011393,0.1689010873007495,0.1274344128320913,0.16790460741626115,0.1797432239657632,0.16793097457872488,0.18150495293176644,0.17055144968732233,0.2162514441449181,0.18978874334961576,0.18416791032927954,0.27823962539445557,0.23961114534127473,0.2558163653334255,0.22241231822070143,0.17991106283309005,0.23835467175156635,0.19013415020597868,0.16276164881335403,0.18163471241170534,0.11911345556642702,F
Maine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03892868265337901,0.0,0.0877654906090925,0.04598123965422108,0.0974184120798831,0.11942675159235669,0.0,0.051025614858659044,0.1783840503672613,0.1594726770146715,0.0737074865747078,0.10814318157240185,0.1201397990388816,0.07595486111111112,0.0782822634757325,0.09034443817052512,0.12582932967284374,0.0,0.0,0.1087399755335055,0.0,0.0,0.10298661174047373,0.13795217657878603,0.15710919088766695,0.15730690577316345,0.12125411397886715,0.08950948800572861,0.0,F
Maryland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010350895352447988,0.0,0.0,0.009283154787322924,0.014509576320371444,0.0,0.023133422011451046,0.01823190989384977,0.04542357483533954,0.0317225335730147,0.054027186480236855,0.049346163335800636,0.04925115852156977,0.04526832801430479,0.06687174000267487,0.08220304151253596,0.07864544781643228,0.06591058887701993,0.07421322386882812,0.08123476848090982,0.10941916659068113,0.10799632352941177,0.10841641330222253,0.15247651369829326,0.17378601652226475,0.182224161383877,0.12753442128002915,0.1836180744052371,0.17294237874380944,0.1638639660452372,0.1433652229053514,0.13119533527696794,0.1252273472673604,0.08817231389343747,F
Massachusetts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007928013636183454,0.01186270891548479,0.011211390773025394,0.02425176181916745,0.017856345698852732,0.013682594219864086,0.03898027598035394,0.05107089278304446,0.032701111837802485,0.05411344145089615,0.03840630531342885,0.038561488808785314,0.058132576469984786,0.04011441328310311,0.035693252190673354,0.04623807057779093,0.0444805445965808,0.025734420777575425,0.038487248566856404,0.03373890306391413,0.04190652639008359,0.04373043638372307,0.05296000368417417,0.03544255942535797,0.052606408417025345,0.09542895314438402,0.043899226885837625,0.04943642475776151,0.0641865002952579,0.03708609271523179,0.04347235429968754,F
Michigan,0.0,0.0,0.005466771142737394,0.0,0.0,0.004429914325456946,0.0,0.0,0.005517850245544336,0.0,0.0,0.006379643469067843,0.008273883944987865,0.005251733071913732,0.0112150177714897,0.021520417496099425,0.02941343909520466,0.057769509448741804,0.05657137084553995,0.09988970511726634,0.07446570854121677,0.09702562554576914,0.09169705041154509,0.08116973369655862,0.11730854360336432,0.09397634546621436,0.10152163007906742,0.09974642775594572,0.0796061333463969,0.083695803796746,0.0886420815246438,0.0821891968363896,0.08578413851278899,0.06785181164337087,0.10155773948096183,0.09482567879381737,0.08249223602484472,0.09339975093399751,0.11061047220911886,0.09242299484111648,0.1206979791709773,0.0688555483076031,0.06970873054749614,0.06568863586599519,F
Minnesota,0.0,0.0,0.0,0.012669912577603214,0.0,0.017221485525341418,0.0,0.0,0.0106332075070445,0.021335229798204285,0.0,0.0,0.018537399202891835,0.01997385241138873,0.016413473638137617,0.04096452844241691,0.07162075840576063,0.05932253663166637,0.10285368559040033,0.14397796511142644,0.1409636019356196,0.1489843881148229,0.1740828804347826,0.12533457959807962,0.1286756950596971,0.13821103096790913,0.13828568959184115,0.1387880599564419,0.10408083611605012,0.1032309077730677,0.08482871125611746,0.11455782924144747,0.11706037974387189,0.06862408705455615,0.07036747458952305,0.11264801425128367,0.11891891891891893,0.0816326530612245,0.09423764516754898,0.07310763693622764,0.0784746846480265,0.08297735025661514,0.07017767711888737,0.046550290939318374,F
Mississippi,0.0,0.0,0.0,0.0,0.0,0.02286460885187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025416190113102047,0.048104255040014,0.04524272723159752,0.04085338175215615,0.06249163058518948,0.11375528962096737,0.15400643203333786,0.18147086914995225,0.18446601941747573,0.15856236786469344,0.1987493334626012,0.19927265480994372,0.19712756969867645,0.15316067947646894,0.24437927663734116,0.15176889261042495,0.2464042175233511,0.2297794117647059,0.23613465730201016,0.1866457944487928,0.19922723979715046,0.225211516221316,0.21673997577612036,0.2053932286490426,0.17344248647148605,0.16219404305514598,F
Missouri,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016241148574027156,0.0,0.01567668406778598,0.017282010997643364,0.030378127748021424,0.0367610199512081,0.0749063670411985,0.05808427500264019,0.10881781044294199,0.09332376166547021,0.12677484787018256,0.1364330932110893,0.12676633980835914,0.14544098452358756,0.1407283172363272,0.09676909708507782,0.10453030392678934,0.10714710901226238,0.08604818698471144,0.09102061814871977,0.10476267225400919,0.0830668272625327,0.10759535363738171,0.1011261778901402,0.07542189120392194,0.09201636922778894,0.128448978583603,0.1152853311947069,0.10508239997949612,0.09204712812960235,0.075437959263502,0.0889347907163554,0.06406931689904506,F
Montana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06004563468235859,0.0,0.0,0.0,0.12142471667566108,0.13663068725235689,0.15373864430468204,0.17406440382941687,0.11977840994160803,0.32578343158547934,0.20385761329778895,0.20964360587002098,0.27891714520098443,0.24146812620734065,0.18484288354898337,0.13465746507322,0.13149243918474687,0.0,0.085426277122843,0.14485755673587639,0.13545546901456146,0.0,0.12623985572587917,0.0,0.15125732652675364,0.0,0.19227071716977504,0.17374517374517373,0.0,0.0,0.0,0.11633317822242904,0.0,F
Nebraska,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030528136766052708,0.04231908590774439,0.06384676775738228,0.05803524322042841,0.047556142668428,0.08169934640522876,0.07379235965260827,0.1229796205200281,0.10169288747981096,0.10656562666508793,0.20027917703465437,0.17707760884166818,0.1967777641126553,0.10522406536271353,0.1394869306810601,0.08119925046845722,0.16699653636813458,0.15983279031167394,0.15481793410948724,0.17190882465299887,0.11370096645821488,0.16107209587011145,0.16732481092296367,0.11711215210801874,0.14732965009208102,0.10632642211589581,0.06157161548526129,0.13949163050216987,0.06124636349716736,0.08677131813520549,0.0643293663557414,0.11050663039782387,0.06287048679719777,0.09476876421531463,F
Nevada,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037083735073796635,0.0,0.0,0.05271133952691573,0.07326983281156331,0.07550018875047187,0.08567931456548347,0.08287456342863908,0.07592570961336292,0.09452321378926883,0.08188219880997871,0.07314142416801629,0.07295846578769087,0.07136303394841473,0.0652971018132503,0.0726321905868681,0.05108200984489644,0.08237946583420049,0.05189189189189189,0.07827608435399208,0.07321358844201484,0.07224687790277634,0.05925766309325002,0.04956220056170494,0.09929938765377613,0.109421162052741,0.049491339015672264,0.09060535704173509,0.08781173164734808,0.0917487308092238,0.09687419271506072,F
New Hampshire,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05971677188193141,0.0,0.06402048655569782,0.05602764030254926,0.0963762528912876,0.04827652795210968,0.06963788300835655,0.08947211452430659,0.08024877119069114,0.08248273017836891,0.07268951194184839,0.11453561016243233,0.12914334911752046,0.06588338640606127,0.06802721088435373,0.09354536950420954,0.0,0.06411900487304437,0.0,0.12430939226519336,0.0,0.07199424046076314,0.07269555103227683,0.11976047904191617,0.11046236389458736,0.0,0.0,F
New Jersey,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00552895513805801,0.0,0.008154801430585166,0.0,0.007346548958626685,0.011266900350525789,0.01538126305805145,0.020996548692308704,0.02503293807641634,0.022807158764656953,0.02551328705133542,0.02462279249825589,0.020631602112676055,0.02754858882353751,0.03252492399066676,0.016009081515332334,0.022067585659011665,0.037449817244891846,0.03306878306878307,0.029407920533263625,0.03251531642536879,0.05764796310530361,0.03595828838547285,0.07610763794509377,0.054319288779445585,0.06423904265472433,0.06222071384128061,0.06798492677052173,0.060394983190063006,0.05474606249473595,F
New Mexico,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027821054974404628,0.028960324355632783,0.05216786459540923,0.04199412082308477,0.03577604197722259,0.06642512077294686,0.06212337702677517,0.05010333813490323,0.06855718292302898,0.050520997789706354,0.06879299562226392,0.07550018875047187,0.08041071318117153,0.06787190720059234,0.0637551801083838,0.07522396225124803,0.09415513869776201,0.1133101676990482,0.06144393241167435,0.1470347982355824,0.10807215894920608,0.11181833820746603,0.13846579894765992,0.10774806543246156,0.1582612365477949,0.11046062078868885,F
New York,0.0,0.0,0.003938890920856427,0.0,0.003308610659240674,0.002713498024573438,0.002667392197344344,0.0,0.0031689861885018616,0.0041114828576861604,0.004585216243892747,0.004976931920548259,0.006828135821375967,0.002403522602726556,0.00510187517102877,0.011022082502683637,0.010844490013210561,0.01682935038707506,0.026645628810716766,0.02712379299121189,0.029318072900515885,0.035750706222967193,0.03256422553390528,0.034410939056415825,0.042305530541571226,0.04649175713711299,0.048957896209260034,0.048756395319386046,0.04214812797468519,0.041504886865711604,0.041634489473860926,0.04298966232963667,0.050159185749218,0.03563537880407669,0.04754450897494039,0.07824143070044709,0.07496478926564795,0.08640108618508348,0.07951356407857811,0.06820200482172313,0.0698691392122049,0.06770770839404172,0.0673062253771392,0.06979880964732736,F
North Carolina,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007331700807953429,0.015582281529330104,0.010991577703584627,0.01430633770760447,0.01544421421125111,0.016018795386586928,0.03361751337977033,0.05030181086519115,0.051950969517417615,0.08885754583921016,0.10555115759065595,0.09186135790281891,0.09882214684436848,0.13913366107040165,0.15390094375620056,0.15151315529439666,0.12428668796022825,0.10151335034127185,0.11362269245678996,0.13277567549624908,0.12263919548687761,0.12710721943328154,0.13802350343086994,0.14782680776988755,0.13996617484108007,0.16666418654484308,0.1644185975702585,0.1355243096730476,0.169380312209116,0.15268117394858194,0.12340600575894693,0.11750881316098707,0.16757292842242058,0.0922722029988466,F
North Dakota,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05753739930955121,0.05975857535556352,0.0,0.0,0.10931948619841486,0.18304702900591382,0.2302820955670697,0.3589053387169134,0.3913894324853229,0.3155071777882947,0.5173807599029911,0.46672428694900603,0.45339136742836417,0.39481105470953193,0.5990338164251208,0.2529182879377432,0.267379679144385,0.34007179293406387,0.3017160098057703,0.20892687559354228,0.21000381825124095,0.23166023166023164,0.34191472244569593,0.19956096587507482,0.1221001221001221,0.15503875968992248,0.0,0.1631912964641886,0.16850777008050927,0.15023474178403756,0.102880658436214,0.10787486515641855,0.16332244517032196,F
Ohio,0.0,0.0,0.0,0.003624238909828936,0.0,0.0035838183434158087,0.005831328814053503,0.0,0.006025049141807063,0.005265770984097372,0.0038474264564432852,0.013049619258167526,0.0107180315569472,0.014388489208633093,0.01950019500195002,0.021251726702794602,0.043461082576056895,0.05400761016325028,0.0861492137838742,0.08914336653352305,0.11021469823215624,0.10650389768465897,0.13526394625754617,0.1292818895327514,0.1400291040883007,0.13204267163172445,0.1289230496698192,0.09354816237572525,0.09988380863077645,0.11182759737884472,0.1032198266328218,0.10599063388888288,0.11456297594177504,0.09912557085708218,0.09838597190395537,0.1264803955386915,0.1134570493342549,0.12391410379783546,0.12327187413013799,0.10321879668613337,0.08839499936860715,0.10143329658213891,0.08259027575975407,0.10441934810197753,F
Oklahoma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01227475818726371,0.0,0.0,0.0,0.0,0.03517204994431092,0.02051702913418137,0.044382637512205225,0.0608198515995621,0.041014639071176175,0.11326127758721119,0.1084634346754314,0.08628414031128663,0.08005123278898495,0.12692368713311122,0.18874064432150991,0.17495545115826988,0.12794016336974706,0.12934036414287137,0.1776317994436438,0.10497798848628515,0.12650870174718776,0.11093182734973779,0.10806794772213028,0.11351140434890568,0.14141707157879468,0.12198841110094541,0.12279172938287253,0.12116806009935782,0.10759544114130869,0.09766817238432426,0.10310553882954593,0.13296161269568946,0.06902263942573164,0.06787878787878787,0.05116136293870869,F
Oregon,0.0,0.0,0.04153885480572597,0.01797860545950319,0.01738777639319558,0.0319433151353235,0.015177731232735333,0.034341731447660076,0.015510128113658218,0.03489737000729672,0.06132989025177534,0.07172665623369849,0.09921269922550087,0.05827863321268634,0.10060659860926173,0.15651336383337347,0.1731173488314579,0.20859012041338768,0.27471649896182715,0.3156787092248334,0.29278428409520213,0.2806361085126286,0.24194575321533174,0.2432774335852606,0.22037853253824216,0.22080224816834496,0.2200406228842248,0.16136623411551135,0.19238697265356602,0.13547781984923749,0.11574468085106383,0.19045027887362262,0.13837147418839807,0.15011070664615153,0.11563920567828376,0.10634816753926701,0.13674222019641155,0.12110582143155432,0.1463271875914545,0.15544041450777202,0.10887079214388365,0.1502488496572448,0.1438278034022715,0.11306403535820743,F
Pennsylvania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005291085277177281,0.004524613899613899,0.0,0.0,0.010900766687257004,0.010464551332361625,0.012473980057224384,0.02253847639899543,0.04496365437937667,0.02855091146621908,0.043976952486941535,0.034827135044569316,0.0631765548975974,0.0632450458047453,0.08141901715615005,0.08529940089714899,0.09317278944997337,0.08979042099463298,0.06953736579815199,0.08094923630786273,0.0650576453398462,0.10214724256206789,0.08787150738565581,0.0918357975939021,0.11088986132805514,0.11626921167052211,0.11126495895559291,0.10866818296689411,0.1182538684111209,0.12281200713602398,0.12053033346725592,0.09908174942086019,0.0859169081562814,0.08930463475918021,F
Rhode Island,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07736943907156672,0.0,0.052882072977260705,0.0,0.0,0.06743088334457181,0.0,0.06993006993006994,0.0696217219772569,0.0,0.0,0.08523073176671131,0.0,0.09157509157509157,0.11226494527083919,0.0,0.07813720893889671,0.11121703209405784,0.08028259473346178,0.10023387905111927,0.0,0.12025425184676172,0.14027704716815712,0.0,0.0,0.12391573729863693,F
South Carolina,0.0,0.014758840545486747,0.0,0.0,0.0,0.0,0.0,0.0,0.020434972996642826,0.0,0.014268591975343872,0.0,0.0,0.018133775452049118,0.033449979415397284,0.016210520627887498,0.05596753882748006,0.07084870848708487,0.06562705084533892,0.0940672743196341,0.117359413202934,0.11690589075793985,0.12467233552841889,0.17259013040143187,0.1414472626739962,0.19738545172146,0.18725965557599064,0.2498767055729081,0.17323658233640585,0.15647411657321686,0.1511552580436191,0.15571473061351604,0.22814638872394288,0.21222270119706865,0.24849503009939802,0.22963329329470783,0.2313141535347694,0.18236195200233424,0.2607656368838506,0.26139994191112403,0.23679759443713588,0.17008820853605475,0.15990159901599016,0.18723404255319148,F
