state,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,gender
Alabama,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008134975513723703,0.008810262193402875,0.01127459270533852,0.0,0.0,0.01579311025565097,0.0,0.0,0.01508815795145924,0.020368903474029646,0.013806433798149937,0.0215791114201453,0.019490327924767334,0.02070631542620499,0.038285755306166395,0.036501345987133275,0.020159935488206437,0.04365507892378742,0.03508115440385425,0.02365016673367547,0.05236349788165849,0.04970296561028142,0.028910089621277828,0.021564634000239606,0.037939865313478136,0.02960533807018742,0.018324667292759465,0.03537819288190759,0.024251242876197406,0.017149717029669012,0.027758150802462904,0.05407075544569751,0.06740815638692282,0.06765723802336777,0.05458231532983313,0.052558273986282295,0.06851119894598155,0.07188873835264191,0.06315849912439354,0.09787834297722889,0.11698985113041444,0.10489204859998251,0.08697847984063298,0.13234962829466096,0.08361927280066896,0.07338327472863476,0.09796878061524394,0.08744492651262906,0.07691500891514877,0.08778706369829342,0.10762767767246467,0.08794146616012383,0.06451844152120148,0.06718674181628158,0.0871425176265547,0.06871185481589265,F
Alaska,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06863417982155114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11609907120743033,0.13966480446927373,0.0,0.1531393568147014,0.1536688436419516,0.20884754129485475,0.0,0.15417228753131623,0.1176239952950402,0.0,0.1250260470931444,0.0,0.10199918400652795,0.18816642274722975,0.0,0.2953482648289441,0.0,0.0,F
Arizona,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023773943757641625,0.0,0.018705574261129815,0.0,0.0,0.0,0.0,0.0,0.016738642830839277,0.0,0.0,0.0,0.020028707814534166,0.026293301781371195,0.018947767321417293,0.018427518427518427,0.019686700227803246,0.028802597470608256,0.03023888720895071,0.04730957894474739,0.029525379524149298,0.011878741803668155,0.04219784124727935,0.02400907979745067,0.027213732468076197,0.01838460595661233,0.024200867197741255,0.023860179349014774,0.016220600162206,0.020031248748046952,0.01629361086783845,0.0,0.02171124050133228,0.034651368729064796,0.036703627863848856,0.03817376698732631,0.04997686256362795,0.057200057200057206,0.038133284910114404,0.04973975449878316,0.09035621198957429,0.06670771756978654,0.06891451238780381,0.06512174589812417,0.0823869602442531,0.06306352371699818,0.07484889878557663,0.05821305979886385,0.05993840811855404,0.060021524960675546,0.06711550158350636,0.05006466686136259,0.03864983251739242,0.07979253939756632,0.0591198240594036,0.07155546782471378,0.062219687346071084,F
Arkansas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013283034907815737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017594275995542783,0.0,0.0,0.0,0.018930072312876235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01919901701032907,0.03092624091541673,0.027180243845616212,0.02719714041495066,0.019895746289443315,0.023854961832061067,0.02006501063445564,0.0,0.0,0.036689767631471665,0.02115506663845991,0.038509263617303495,0.026465528648934762,0.022036139268400177,0.03457067542457111,0.026158608362035138,0.04812530078312989,0.03995737879595098,0.04333882291756956,0.06251116270762637,0.02696386841632213,0.04941155331955799,0.04031896783442344,0.02705749718151071,0.07531454899875953,0.049464879935245974,0.042297208384246644,0.08857395925597875,0.0735603194619588,0.10074231177094381,0.08249917500824992,0.07851934941110489,0.07762683670640422,0.051209103840682786,0.07129701146693601,0.05033029254482541,0.07221638655462186,0.05519525320822409,F
California,0.0061142550459588165,0.009216771891479094,0.005682607432850522,0.015370753166905178,0.014986044246295635,0.017088742790686635,0.013477088948787063,0.007365973804755656,0.009515570934256055,0.00839184312847912,0.0064478689793023404,0.006613853819133145,0.006839896033580289,0.0040778876541951265,0.0035855612707229147,0.0049539284652729615,0.004531638931957441,0.0053236297133695135,0.007740609093048314,0.004059683594506311,0.006550504388837941,0.013681936343995697,0.009090603009999663,0.009934432743890324,0.013931954903333666,0.01036621329377491,0.007944210915345798,0.011514221757137972,0.007901033906722652,0.010594990199634065,0.015365047930413406,0.013554977757513771,0.02165014991707584,0.019673111578019625,0.015548207026272678,0.02256868650244556,0.031774519628622204,0.026571141771803097,0.0263140582856391,0.027217125382263,0.03044773239759312,0.027645026101021982,0.03513505916743964,0.024037531704675437,0.02209621169768123,0.02985784628775879,0.026091973007973612,0.026468912486597312,0.024936468678661866,0.019435041843182347,0.02595561109842704,0.025601256698581244,0.03206673986434486,0.037550143986291556,0.03405236924851364,0.04706996434937612,0.041835563621150706,0.04073490227808546,0.03338278931750742,0.04802236470127516,0.05983494586630841,0.06714090240772376,0.07435134857963287,0.07778811194723936,0.08666545429746994,0.06582927089634559,0.06870924328430184,0.0683194723634596,0.06761642074819912,0.07008558528202709,0.06886009006899782,0.06986381667734504,0.0831275691174036,0.08516350671564771,0.07569501789154968,0.08096902426222571,0.07885057177320019,F
Colorado,0.0,0.0,0.0,0.0,0.0,0.017260425296879316,0.0,0.0,0.0,0.015156567340628695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016426295213377573,0.0,0.0,0.0,0.0,0.019212911076243237,0.0,0.015855398763278898,0.01567840456555141,0.02159227613436565,0.0,0.017203314505261347,0.021331058020477817,0.015169519379061006,0.019340489314379653,0.027529881392094332,0.02520219029944784,0.030111412225233364,0.02529142620651599,0.03218760777100816,0.016663492668063228,0.02177015553566677,0.02438132390588809,0.02195443235595453,0.01964057743297653,0.024504999019800036,0.030156057598070014,0.015278838808250572,0.03835924713584288,0.05299684542586751,0.04294990020464364,0.0512082713550684,0.04757034464714697,0.0598127401136442,0.034104085669463206,0.0537129045253122,0.06035812487425391,0.053192719535604435,0.08106730902858202,0.07653061224489796,0.07872137404580153,0.0833823817932117,0.05659600740893188,0.07604975827041122,0.0698090025689713,0.06537991415333011,0.05477240623828879,0.08657508946092578,0.06359300476947535,0.047000763762411135,0.04687353520202494,0.04585503258982673,0.07688193608771225,F
Connecticut,0.0,0.0,0.0,0.0,0.0,0.0,0.014319672365896267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010120433154539015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01741614127973806,0.0,0.017402199638034247,0.0,0.02300815145937418,0.03565755778145159,0.04421145708330702,0.021702061695861107,0.03339810541656546,0.03535338655982088,0.0313015764612145,0.05037078494473206,0.037382179381057916,0.03399314907303297,0.02319707201402134,0.033274463129335276,0.02397442727757059,0.04976087136814751,0.022690529540233147,0.05545502305761485,0.03899922001559969,0.04874779111571507,0.0548157224389772,0.07053995126330641,0.042546228113238424,0.07939133311280185,0.08113041714556149,0.051842123453376646,0.07204363786064702,0.08924746537198343,0.08860993169651099,0.12869525720125669,0.11533581946099726,0.11448196908986834,0.09058361730578442,0.08568593848651573,0.11084426380934788,0.10344665444115297,0.07129277566539924,0.07024774036435161,0.0817150547971544,0.12240501370936153,0.11222199551112018,0.09505201457464224,0.12131906915186941,F
Delaware,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07206687806284232,0.13311640289897944,0.0894854586129754,0.12152514051344372,0.1837109614206981,0.15847860538827258,0.08371002846140968,0.15663069961712495,0.13910624239262737,0.14540167211922936,0.11396011396011395,0.10917030567685589,0.09400263207369806,0.0,0.16296598085149724,0.10986596352450011,0.11687704534829359,F
Florida,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007804451659226423,0.0,0.0,0.0,0.005949547834364588,0.0,0.0,0.0,0.0,0.006210151527697276,0.005273594059823651,0.006421851419764318,0.0,0.0,0.0,0.009922972922687637,0.0,0.011602677898058873,0.008731432064001397,0.00658718134510243,0.010615961688173818,0.018221795697226643,0.01194200960137572,0.01896405679102874,0.014121573913601642,0.012218217362086871,0.017933359635594132,0.022353112112033797,0.03566006785601483,0.02422809295834706,0.026747585799798933,0.02052362000963718,0.022155188574739675,0.03824278472566904,0.019935568243437212,0.018439269497606735,0.025655121861828844,0.014627724413672046,0.023234677072157338,0.024122542515981185,0.023306458073866904,0.03598813126120039,0.03068494791042989,0.037252159104731786,0.05553498704183636,0.047809625157116314,0.05472652155145835,0.05203681410430663,0.05481496143919727,0.06282177004167688,0.06409216917243882,0.08162401559925632,0.0952785035320039,0.091597060170545,0.10346244880026077,0.13411232620683258,0.11369368962375671,0.11754381727572076,0.1188821726972858,0.10204862617037018,0.11877200079181334,0.11671792599913101,0.12290493387546195,0.13578807064311896,0.12901702518783362,0.13241802278983866,0.15103144528953721,0.12209324166948421,F
Georgia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00637137468780264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00961007135477981,0.0,0.00949191153538449,0.007055071891182571,0.0,0.0,0.006510755768529611,0.006770389026553466,0.007384106449278573,0.013973419450999877,0.019157699798844154,0.02383952593399857,0.013842267363394124,0.016362327377446167,0.016524828554903743,0.01423960508828555,0.019566526189042744,0.02120505286116749,0.02860498027761886,0.023949586121214846,0.01761959298740199,0.02264428656344646,0.02638852238163359,0.018811894492146035,0.02111542217647214,0.015226300897082894,0.020092425155716295,0.02475086302351332,0.021172703092537947,0.024245689655172414,0.03520220961561895,0.05002027849128025,0.058313782394662256,0.04494738511977156,0.058755940878466605,0.06852965811315008,0.04833013197843732,0.059718576209612205,0.06876461248015203,0.07518982348880782,0.07613153564674967,0.07465883360871428,0.09344357309298226,0.12048623951710069,0.09502613218635125,0.11634825147087988,0.09553111083013725,0.10090962822009832,0.11029898377869611,0.13395141627283946,0.10258240042817003,0.09935419771485346,0.08966493629070316,0.07775545908118965,0.08625597322614591,0.07165120194891268,F
