state,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,gender
Hawaii,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08354994430003714,0.06513445612729134,0.07582219694815658,0.074703520403399,0.07714065312419646,0.13410443382784343,0.06686167989970748,0.058168522519528004,0.08738481093104544,0.048227634434530986,0.057755775577557754,0.05697078212745178,0.07221375270801572,0.11017549382230267,0.03848225967828831,0.04838709677419355,0.0,0.0,0.07790437238289999,0.14956625785222855,0.09287925696594426,0.10562704052237373,0.10078797874289902,0.06875552499754445,0.13388259526261587,0.13628262920641576,0.08379595684508222,0.0726517903476907,0.0922982258229925,0.05060216577269508,0.0,0.05023610971566361,0.12335136160926084,0.13548824155617925,0.10150410630248223,0.1337852301105958,0.1004566210045662,0.12298959318826869,0.1392757660167131,0.058416901956966215,0.1346412771686863,0.09536524890329964,0.1094391244870041,0.06660323501427212,0.0892768574546176,0.0,0.06391137622496805,0.0,0.060422960725075525,0.0,0.0,0.07219174126479931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
Idaho,0.0,0.0,0.0,0.0,0.0,0.0,0.06684491978609625,0.04058112166220275,0.0819470621978202,0.0,0.048192771084337345,0.07908264136022143,0.04677268475210477,0.10776691555692403,0.06102677549774964,0.08336491095111784,0.07838833581563064,0.0,0.04707728520988623,0.038601096271134096,0.0,0.0,0.0,0.04544628249409198,0.0,0.07363770250368189,0.0654950332933086,0.0663716814159292,0.08806693086745927,0.06357279084551812,0.06807351940095302,0.07962575893301484,0.060072086503804564,0.058783188008229646,0.10034665207079,0.04333131120547708,0.07323622752054683,0.045021385157950025,0.05821145310339809,0.05570642712903001,0.08920606601248886,0.09882120420695983,0.09172369999294433,0.03717472118959108,0.06924674924982688,0.040277106492669565,0.08608815426997246,0.0,0.07358351729212656,0.045326806273229985,0.061446629213483143,0.0,0.0,0.0,0.044279135671271695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
Illinois,0.0,0.0,0.005148838201437261,0.009637410946616156,0.0203230552868396,0.039954717986282216,0.046708989835860665,0.06597808126397654,0.05667502417929021,0.061581508806753636,0.07311191429396885,0.05692154871256851,0.059329091394015925,0.06788460702958683,0.052695476971559935,0.04092553088087089,0.0380057354109802,0.0411009314618072,0.028942282221589958,0.028921656054025652,0.0179666597066093,0.02267752558616474,0.025996533795493933,0.033645960381881654,0.02621610631968669,0.030922167758486416,0.04473338900155076,0.027112294193039534,0.04273020900099285,0.04002176183299669,0.056107920266422126,0.04470765083972631,0.036027467341100856,0.05132840989182729,0.04755075275909408,0.05089607945957617,0.04084872867966119,0.03957557067226201,0.04175397042300568,0.05214255194339637,0.0509211141260751,0.08826690773972651,0.08095889723951653,0.11289081112780854,0.08735355433537892,0.09140700982076913,0.05665850784153749,0.0651692549228707,0.07161020664659631,0.060783828674417784,0.055022740411068624,0.05559119093435963,0.04786873655993166,0.03361219002091425,0.035741988471307544,0.028864982095909757,0.026437859014108202,0.019682294955591824,0.015668940037440522,0.011710679303047287,0.014179901241158414,0.0042342021916230545,0.0,0.012245576285566839,0.01077692660014908,0.006463825661387876,0.009299989770011253,0.0,0.0,0.006214332321778128,0.0,0.0,0.0,0.0,0.0070821529745042485,0.0,0.0,0.0,0.0,0.0,F
Indiana,0.0,0.0,0.0,0.011004559031598804,0.0163816263678658,0.04417636564438025,0.03777606886037695,0.04416170344819355,0.05564279796718311,0.06639865753986937,0.05790038720883946,0.06474948646959007,0.06498711088967354,0.05704076800551036,0.06253387251427857,0.053307689895579644,0.05415433986862558,0.030568374551335147,0.024449877750611245,0.03379797007343377,0.024636357103996222,0.014471032094681896,0.03961837864462314,0.034990650935453185,0.023149424020283305,0.044084356010961515,0.05384897809325664,0.03640974776833356,0.045057222672794446,0.058963003851413225,0.06682896558308273,0.05626758361988121,0.05660637857241474,0.04902031459507779,0.04671055512575357,0.04293116210214656,0.056009688162276715,0.04460688384943018,0.05706593310116766,0.04501589623835917,0.07319835372759163,0.10967444008312167,0.12421642545570097,0.09052914283989921,0.09731472189277134,0.07427280857320419,0.09657772170039099,0.08855294992014422,0.09700644183402804,0.09280603538604316,0.07811118316335554,0.04636970113979717,0.05295537730706331,0.05367601787095654,0.04373248675877484,0.024227936425894818,0.031107254539203325,0.018299174873569336,0.01826089843620306,0.01326809851563148,0.019783045929638303,0.018626073115803377,0.014021803905072386,0.010428616122640526,0.0,0.0,0.014319979952028068,0.0,0.0,0.009925755349982133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
Iowa,0.0,0.0,0.0,0.014741652539249651,0.020154687224447635,0.023420422608514624,0.03893203286683196,0.06114887953670731,0.05476554680565785,0.07924952542435357,0.08925806510373974,0.0758712258376011,0.07626412216448221,0.08717604111803273,0.05430847212165098,0.0607837528604119,0.07583965330444203,0.04123267779351392,0.03147332173140297,0.032532668221005256,0.03074085459575776,0.02382654276864427,0.01524913270557737,0.028079746480003206,0.04198329065032117,0.03647139275131069,0.05246839971380873,0.03452868347062595,0.04777230212209595,0.022525904790509085,0.03178872722826751,0.045143130277763024,0.06169393930491495,0.031131311873482347,0.03296769166217107,0.03490807540144287,0.028891713856465967,0.04832474226804124,0.02960172228202368,0.04091862308833308,0.05767880429330926,0.06964327168614098,0.05845777754158474,0.04389333918577856,0.03649737499649064,0.04076047398608321,0.04063515878969742,0.04490057729313662,0.06445583164136776,0.025334895651898535,0.034473032686702806,0.019418104145765235,0.026541919644338274,0.0305136463807425,0.01757345705047097,0.0,0.018012176231132247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
Kansas,0.0,0.0,0.0,0.0,0.0,0.021713954834973945,0.048808761172630485,0.054553885600501895,0.048376540223670356,0.058407965733993435,0.06645070188553867,0.06155582343737977,0.06333893639309118,0.0756733747960366,0.05267376617428146,0.050870580618308785,0.05005688282138794,0.05108200984489644,0.014512383900928792,0.052022984700513135,0.01716653996125267,0.03783674704873373,0.03361953036102203,0.03034817635049385,0.03822068032810984,0.062233868326236494,0.046340854810537194,0.06295829938523073,0.05156537753222836,0.0422029964127453,0.041376456796083025,0.0443213296398892,0.04446240905416329,0.06274312962730581,0.07812821250873803,0.03173847496627787,0.07250801404365746,0.07399459839431721,0.0627607339314062,0.04813477737665463,0.10719158058857922,0.10173586825205061,0.0999000999000999,0.07710100231303006,0.07536535814928894,0.09723386420787929,0.06425431180250255,0.05958222346838637,0.06980315510261063,0.04168693114708539,0.0528466741826381,0.05167195689082454,0.04480454019340627,0.0346353665576294,0.03517136269490797,0.0398358761900968,0.0,0.028480755146879325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
Kentucky,0.0,0.0,0.0,0.0,0.0,0.009915323140381146,0.0,0.01891982360902912,0.015094795314575535,0.01980439352853356,0.016891891891891893,0.028628254580520734,0.02750947548600073,0.024843177442394882,0.020889598472075083,0.02871869284602246,0.009129918743723181,0.018216042261218045,0.02170576288004465,0.02163264675433039,0.011074021926563414,0.01941025184801773,0.023064250411861612,0.013541649034311154,0.022214627477785374,0.04158475729623469,0.028207039671186512,0.041188706056799224,0.025008336112037347,0.03277949642498617,0.05062699587195264,0.029248888542235396,0.055559117037416936,0.05275884809848319,0.05077823159289104,0.05664117813650524,0.03866062415429885,0.04281432852861424,0.05447193647734177,0.061190772431517326,0.100999899000101,0.09424675895867804,0.11611949751926527,0.11933701657458563,0.12377939760693166,0.09721547114783695,0.12141122696757604,0.1072654462242563,0.10686355467042308,0.09158369340597408,0.13567886216899036,0.12209152168298468,0.07229960958210825,0.08234354726020561,0.08577194752774975,0.059163987138263666,0.049164208456243856,0.05948070756180821,0.04358303850689638,0.046884767659929154,0.033315394274877626,0.023802597127819947,0.013560425254935995,0.029934416414945438,0.027584684982897494,0.03050979086925168,0.024745669507836132,0.013777900248002206,0.01442002653284882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
Louisiana,0.0,0.0,0.0,0.0,0.0,0.0,0.010827979499025482,0.011542964563098793,0.0183064838237252,0.02246650084249378,0.018983436951260025,0.013593934084524062,0.02394241848354707,0.018592677345537757,0.023652832078805672,0.023729759910664436,0.025471900471900476,0.021130480718436345,0.01205141938939475,0.010726304922033171,0.015042940758164215,0.009778175113147455,0.01275564437263489,0.010263478146122605,0.017578039169730615,0.01911010606108864,0.039781203381402286,0.039080420709224684,0.05905853743269064,0.07291160336087771,0.05458419171376754,0.06058825689420923,0.07979413114165454,0.05469308763515503,0.07704984697044283,0.06958942240779402,0.08546652213791378,0.09756287927569318,0.10290662679843891,0.11568760673558955,0.1431939229896097,0.15516706320471707,0.1721141634917452,0.15383826470437414,0.16329934159095252,0.1616161616161616,0.15463437354448067,0.1621610932030771,0.15046040885108433,0.11745883877761802,0.13060513713539398,0.11619800139437601,0.11082542778615126,0.08090988950020805,0.07692492607995385,0.03948764777018189,0.05870192184987622,0.055978219383730696,0.030756612671724422,0.038839979285344384,0.018473556423519475,0.024932819901930907,0.017075044821992656,0.02282453637660485,0.026058254676009036,0.0,0.0,0.0,0.021779036122087054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
Maine,0.0,0.0,0.0,0.0,0.0,0.0,0.06558549964226092,0.025163563160543533,0.09257242430842953,0.09886307464162135,0.06801178871004307,0.10715695674242852,0.07688505684002417,0.10836584308625921,0.08366013071895424,0.10003685568367293,0.0878462174452253,0.07060010085728693,0.04576891781936534,0.035332121946295175,0.049343728412118815,0.06398267546018309,0.03511588241195947,0.037101817989081465,0.032847914157451,0.07046388725778038,0.0,0.04659211927582535,0.04942804688603305,0.034947927587894036,0.04103405826836274,0.06138316737143637,0.03728282752963985,0.0,0.0,0.041999160016799666,0.07593014426727411,0.07183908045977011,0.0,0.0,0.0544069640914037,0.061771291792139596,0.06164753024581952,0.0382907030173074,0.045554627590919446,0.060989555538614015,0.0,0.038690706492300546,0.04612900745752287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
Maryland,0.0,0.0,0.0,0.0,0.0,0.01715805427664503,0.021639817263765328,0.02290235269623152,0.031148489298269036,0.029151250140150242,0.021929343654744412,0.04443187785272852,0.02893072056781361,0.03576134010916619,0.0338880268250486,0.019377113866967305,0.030749256892958418,0.018201975741730513,0.008417366710998133,0.013252054068380597,0.013352249019444212,0.009995502024089161,0.018947549737318062,0.02186858661642499,0.011746937405604967,0.02128376580763023,0.03322443103161858,0.04051238521490856,0.023950183618074404,0.04951867844550965,0.05377414857598088,0.05123388267440868,0.053224947984709926,0.047777040477770406,0.05729720880739953,0.05344585091420534,0.045942686498593004,0.060092870800327776,0.07091811685123561,0.07214821304336623,0.08443848408086227,0.10334302674902066,0.12244342660196816,0.14107846649946257,0.1356199142532155,0.09674841206410634,0.09108787910154229,0.10856235298848033,0.08149168590775918,0.09468817883069383,0.0888711549622751,0.08901086674331492,0.07518362153721589,0.06685033627744916,0.04542357483533954,0.03383736914454901,0.03457739934735159,0.02018706681919117,0.0402964024267389,0.022634164007152395,0.017832464000713297,0.02055076037813399,0.02313101406365655,0.018182231414350325,0.02319163245900879,0.016246953696181964,0.0,0.01838235294117647,0.014141271300289896,0.01229649304018494,0.02014910336490026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
Massachusetts,0.0,0.0,0.0,0.009088548428979486,0.019867455688478294,0.03904837659989876,0.04875670404680643,0.05219099858777298,0.06906001644286106,0.04719101123595506,0.05632533513574405,0.06667240192704749,0.06396830473674979,0.060017177330063426,0.04902304082918972,0.0410348600906675,0.0434354549139978,0.043808547327212566,0.023449957790075977,0.025616455251847706,0.02081716848659185,0.017799428544662512,0.014629008348287429,0.030383816207315638,0.019077646019298546,0.03191591220996415,0.030231438456629085,0.028871360764975578,0.03006795357507968,0.0394114555964267,0.028531348819515443,0.03370145693990771,0.03239534096096361,0.022122844997866726,0.03283640901031063,0.0254276076011595,0.0157361914919658,0.011924433163552118,0.023622711549818612,0.028026905829596414,0.05302908565000804,0.03155470007257581,0.03551794428315523,0.04304778303917348,0.04353047132993095,0.050343776070884035,0.023103025052342793,0.03087935995508457,0.030264678369008972,0.026426712120611512,0.03558812674645437,0.03223274847244801,0.019972039145196723,0.019344374507090457,0.012162305973212521,0.010914477274499105,0.007979826997350697,0.01144538914323087,0.008199006280438811,0.0,0.0,0.008548908304409526,0.012208734477466164,0.008923313047668338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
Michigan,0.0,0.0,0.010192640913260624,0.015560355874492,0.01918784904212238,0.03171128410241721,0.042754719463263834,0.05372391562517673,0.042655213496697895,0.07670195912574103,0.05505073029323224,0.05883798218049682,0.05605592996157965,0.05586969468132785,0.05208516216627456,0.040741378320996155,0.04512461547774311,0.043588416378347455,0.02026718910976372,0.022485903068460926,0.022966574800367463,0.02569925890509204,0.020819269811427888,0.023341762303053883,0.02118181276601378,0.037124985114982384,0.04523767450079519,0.03195769962667597,0.042528109588223444,0.035708559851918786,0.060771801883925856,0.03649496293480327,0.04750029687685548,0.041986403551871075,0.04677826186654437,0.05127133932131938,0.045227532982419,0.028390878285557287,0.030978369808845233,0.05803320202588633,0.052071129162435885,0.05936085196112307,0.06823548424747933,0.06536924283739867,0.08736596222111864,0.08405412000759199,0.07766415799108711,0.07017607815974627,0.07630359638155476,0.057769063791051053,0.05089892680906863,0.07621814529868547,0.054082775110537606,0.0411240575736806,0.03434690372764926,0.030175015087507546,0.01808452921715264,0.017249000097025628,0.015282841735257516,0.008895313281814645,0.016600265604249667,0.005730264967452095,0.013138093304349903,0.013219406088137386,0.011022387694116493,0.010144945914757092,0.0,0.0,0.008578413851278898,0.007539090182596764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009059940566789881,0.0,0.0,F
