state,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,gender
Hawaii,0.0,0.0,0.0,0.0,0.0,0.0,0.04757373929590866,0.0,0.07193505292364608,0.0,0.11613053071652538,0.10876132930513595,0.10597430123195126,0.10850400108504,0.11550678602367889,0.15685156138599743,0.2907866544230181,0.15076134479119555,0.21840419336051253,0.10471204188481677,0.14411529223378705,0.18170805572380377,0.209508460918614,0.2540892488486581,0.1369628488272556,0.16722408026755853,0.13771733516956447,0.0,0.1869158878504673,0.24479804161566704,0.23364485981308408,0.1494209936496078,0.26804123711340205,0.37627268702965916,0.18744142455482662,F
Idaho,0.0,0.0,0.0,0.0,0.0,0.0702247191011236,0.05253940455341507,0.05152868430092751,0.11261261261261261,0.10626992561105207,0.15529289966353205,0.11917936494424108,0.07703500813147308,0.05863628748534093,0.0669008195350393,0.1668195846192343,0.1831196936906942,0.21420332839017958,0.15248796147672553,0.11893434823977164,0.1643063923010719,0.09172208209126347,0.11367080933616248,0.16897081413210446,0.15127321623665854,0.16843971631205673,0.11347517730496454,0.08573061535530577,0.20313406848520024,0.10474195391354027,0.08853910477127398,0.05025125628140704,0.06259127894846651,0.0,0.07757092198581561,F
Illinois,0.0,0.0,0.0037027985751631083,0.006576447549177214,0.007774675760681345,0.015322788468905186,0.022093934858527547,0.0316670103396471,0.043322378249178374,0.04714900606853336,0.03900673256204021,0.03364818419977408,0.06888803234457137,0.07009788964118127,0.05186157977063798,0.06255838782864007,0.06097251155937198,0.05942237951675624,0.08309498193777498,0.05568078743410359,0.07110208227526664,0.06416992941307766,0.087110488292161,0.09122820934890824,0.11703659206015472,0.112429458701276,0.12121761393889272,0.13350669855348396,0.12653138451350457,0.14046270066100094,0.10730778041693292,0.12077142749311225,0.11337868480725624,0.13750478431594915,0.11136192626034613,F
Indiana,0.0,0.0,0.0,0.0,0.007484357692422837,0.025054530448623474,0.040386513895952374,0.03738026633439763,0.03631024738329413,0.0664085910040655,0.05976224318387388,0.050753941616594904,0.07985094490284801,0.07304359374481224,0.06799900489261132,0.07088924791453724,0.07958413058570533,0.08588354891856838,0.057357388674522884,0.08958369927981732,0.06074682865820976,0.0644399097841263,0.11464133639043562,0.11894647408666101,0.10521300670981062,0.13989810406748518,0.14856633486851878,0.16117439505151046,0.14692133030586352,0.1271810433308046,0.1294189769089299,0.089187222756824,0.10350181128169743,0.1133494770467309,0.07786280037588937,F
Iowa,0.0,0.0,0.0,0.0,0.0,0.03760694474913034,0.0355998576005696,0.04644835937759198,0.06441769791490083,0.07029382820188387,0.09398835990311968,0.11527792787924637,0.1120699316373417,0.08926910916868142,0.14275517487508924,0.08227374719521316,0.08979814937726936,0.09094503756425465,0.15508808207738498,0.09302701828183142,0.10989905568218822,0.0956594523496353,0.12797754200553194,0.13340218607453308,0.15521570417712852,0.13818736300390738,0.12013815888271512,0.1272070421818552,0.10751036707111043,0.10671273946846892,0.07779276008712789,0.15593912996719902,0.10249402118209772,0.07742703990470517,0.13662899018755434,F
Kansas,0.0,0.0,0.0,0.0,0.03821302021816161,0.017615558060879367,0.029526832509042596,0.059739386924541685,0.08081585530113526,0.0468951502598773,0.06373740190415489,0.04081799257112535,0.0976483033607291,0.09561372056890165,0.07109847138286526,0.07062701090794946,0.09159332563418422,0.10746696385925808,0.17395429746184865,0.09705204415868009,0.11026258831216564,0.09786331756646549,0.10984987184181619,0.13856231105139402,0.17873490561925107,0.14001174292037397,0.14798548787473745,0.1517810558269696,0.1043374571471158,0.11453612867885064,0.08609338600222831,0.10417209229647377,0.11156356334021308,0.08748396127376647,0.07944267905157663,F
Kentucky,0.0,0.0,0.0,0.0,0.0,0.02105361654346402,0.018783311028151485,0.026509856846773025,0.03493362611039026,0.017658930373360242,0.020578778135048232,0.0439890286187445,0.04913623668149374,0.03589191406450289,0.04167534903104814,0.07431895645934242,0.055539393298246545,0.040681275764807984,0.07619669632895201,0.027584684982897494,0.06379319909025351,0.08523508386032444,0.06888950124001103,0.08363615389052316,0.1386001386001386,0.19498162058494486,0.16796759213516452,0.12561534544219996,0.12783747365511522,0.11336663478230062,0.11474057872279393,0.11553369111508646,0.09371705259869577,0.11146431077901169,0.09907814250021539,F
Louisiana,0.0,0.0,0.0,0.0,0.0,0.022804071563322762,0.016901527475545602,0.024381594112953278,0.04161080031439271,0.019231231519988463,0.037019669784545524,0.030627089660804983,0.04580036131396148,0.05895017428747181,0.07509062661833248,0.07653330518315211,0.10527190625259718,0.09391274652095963,0.11697574893009986,0.08975621055069778,0.11074878483972189,0.12866161993955896,0.15404212459638,0.1337855076071062,0.17464198393293748,0.1934104713107801,0.2567262271513658,0.2903861444325371,0.2429426860564585,0.2817475134933297,0.26559520566603106,0.22886518080349286,0.253605359778947,0.16145307769929365,0.17867018334964052,F
Maine,0.0,0.0,0.0,0.0,0.0,0.0,0.04671441918405481,0.0,0.0,0.04598123965422108,0.05845104724792986,0.0,0.11123470522803114,0.0,0.13641133263378805,0.0956836062088029,0.08423712751395178,0.12977181788688225,0.1419833988641328,0.06510416666666666,0.0782822634757325,0.0564652738565782,0.08007320979180965,0.09909575126966431,0.12813941568426446,0.12233247247519369,0.12606807676145118,0.08593526210254941,0.1176989848462557,0.1072961373390558,0.10997643362136685,0.12584552461853074,0.13857613026156246,0.0,0.16936394429808055,F
Maryland,0.0,0.0,0.0,0.0,0.009283154787322924,0.010882182240278584,0.0,0.013494496173346441,0.022283445425816385,0.030970619205913322,0.04018187585915195,0.04754392410260843,0.03813112621402777,0.06716067071123151,0.06790249202145718,0.06687174000267487,0.13472165136776726,0.09483715766099186,0.08409282029137026,0.10436234606553955,0.09748172217709179,0.10486003464940274,0.1516544117647059,0.16733837705343044,0.14755791648221928,0.15867418899858957,0.16682493647819727,0.1691783139428958,0.13837883868220768,0.17032203967193354,0.13700102079191961,0.1654214110446362,0.13119533527696794,0.08348489817824026,0.1291094596296763,F
Massachusetts,0.0,0.0,0.0,0.0,0.0,0.01054463014709759,0.0,0.01283916802191218,0.020832403315328183,0.018243458959818784,0.026506587666640682,0.014363688595231256,0.03597122302158273,0.04919403768263287,0.06011421701232341,0.05029759409841563,0.05129344982645716,0.06976419701409237,0.049970553066942695,0.06843234445513058,0.03674479771021892,0.06928497901654922,0.07900014179512631,0.08645593910127997,0.09263547938860583,0.07595286319278217,0.12894609592668493,0.0732479561457398,0.05499760879961741,0.07872888634411682,0.06828768626685852,0.04943642475776151,0.05648412025982695,0.045033112582781455,0.06520853144953132,F
Michigan,0.0,0.0,0.004556888192191317,0.0055159226299919106,0.006127021917232687,0.02156734186824942,0.02510715374544933,0.037004004022999415,0.040144913345735826,0.06566319830285887,0.06867417226812061,0.07446570854121677,0.08516693797906402,0.07968910333384276,0.09340078945905377,0.08853474988933156,0.08939213349225268,0.12182595609488092,0.14180817440001922,0.12002155489149072,0.10525381386560483,0.11862396204033215,0.14821002708201406,0.16013039189053943,0.17490689223624492,0.19061606487195915,0.17068622182887125,0.1439570393374741,0.1720521727731533,0.14476958862664085,0.16300055453796905,0.16035588661286984,0.12140320359498441,0.1243453031387769,0.12142444811593048,F
Minnesota,0.0,0.0,0.0,0.0,0.0,0.016413473638137617,0.031654408341867606,0.025164050250672653,0.05141286508077752,0.06453564586064334,0.07929221267006092,0.1051967178624027,0.11331206983380897,0.08067255434782608,0.09771848578833325,0.08859638020503734,0.07774370491944889,0.08858926989477324,0.11530084980996712,0.08022897783945532,0.07907048254958378,0.08047852093529091,0.07187942226914351,0.07960105822583288,0.10538699083378267,0.11467292155329684,0.11788745677459918,0.08378378378378379,0.06802721088435373,0.10255273150586214,0.09841412664492184,0.10463291286403535,0.05839146869909954,0.10526651567833105,0.10640066500415628,F
Mississippi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03318813524165111,0.0,0.0,0.031669909062118265,0.04085338175215615,0.058027942686247384,0.027301269509032174,0.04982561036372695,0.08118433619866285,0.11650485436893204,0.09129348452815683,0.1163410732464007,0.10959996014546904,0.1314183797991176,0.22742040285899934,0.2297165200391007,0.23550345405065942,0.34381983840467595,0.29871323529411764,0.2542988617098571,0.31308326810765247,0.38638010142477663,0.3043398867855621,0.2741123223050934,0.21864440469091634,0.21506868322464268,0.2285461515777057,F
Missouri,0.0,0.0,0.0,0.011246063877642825,0.0,0.029850746268656716,0.03677352306339436,0.03341910904655282,0.03575076608784474,0.0545640159115711,0.0642203471466543,0.06819813352476668,0.05614314691393799,0.08004074801717238,0.08388948957906119,0.06712660824165578,0.1041003990515297,0.13429180819969982,0.09861349427055598,0.10714710901226238,0.12206835828063715,0.10091416359966758,0.10879200580224031,0.14952028907255888,0.1339452361608221,0.18156745575729716,0.1249175073064957,0.12833862023875828,0.15809105056443445,0.1654093882358838,0.1563421072865674,0.13149589732800335,0.10896594115839178,0.1118857044496084,0.09762943527473533,F
Montana,0.0,0.0,0.0,0.0,0.0,0.09272751357795735,0.06745817593092283,0.1093045498018855,0.08385744234800838,0.0725268349289237,0.07486150621350501,0.09308098045299411,0.1254508389524855,0.11288501854539591,0.16406890894175555,0.19317450096587252,0.16803898504453033,0.0,0.09861932938856016,0.1002171371304493,0.10251153254741158,0.08047642040882022,0.15238740264138165,0.11828320378506252,0.1623083859332732,0.0,0.13235016071090944,0.17337699865151224,0.09613535858488752,0.15444015444015444,0.1172103926548154,0.0,0.0,0.13959981386691486,0.15325670498084293,F
Nebraska,0.0,0.0,0.0,0.0,0.03165558721114277,0.04227212681638045,0.05991285403050109,0.08514503036839416,0.10541110330288123,0.1375844948256266,0.08880468888757327,0.19421011106390726,0.1221224888563229,0.1352847128274505,0.18568952711067097,0.11522833404087575,0.14366021236727047,0.12988619495299358,0.13524313026372412,0.16101065147386673,0.07003692856233286,0.18318489040490177,0.154629212035307,0.147245833612208,0.16533480297602646,0.16942909760589317,0.1670843776106934,0.2001077503270992,0.1162430254184749,0.0842137498086051,0.14987773132444585,0.0964940495336121,0.11900714042842571,0.08083348302496857,0.06633813495072025,F
Nevada,0.0,0.0,0.0,0.0,0.037083735073796635,0.03399972800217598,0.039077764751856196,0.0,0.033304469459801506,0.09437523593808984,0.1101591187270502,0.0887941751021133,0.0992874664174746,0.09452321378926883,0.08188219880997871,0.16195601065775037,0.1354942936057116,0.112141910490366,0.15068561956903911,0.0726321905868681,0.10680783876660166,0.10839403399236906,0.15567567567567567,0.07367160880375725,0.12690355329949238,0.1857776860357106,0.12390238646770457,0.1707142463792059,0.1544657141280962,0.109421162052741,0.10998075336816059,0.09626819185684353,0.09366584709050463,0.0672824025934308,0.12916559028674762,F
New Hampshire,0.0,0.0,0.0,0.0,0.0,0.04321209938782859,0.0,0.0,0.0,0.04397150646381145,0.0,0.0,0.0,0.06758713913295356,0.05968961400716276,0.07953076846605031,0.0,0.06186204763377668,0.13499480789200416,0.0,0.06457167455876023,0.06588338640606127,0.0,0.05846585594013096,0.0,0.14106181072069762,0.13053126223730582,0.08287292817679558,0.11010184420589045,0.08639308855291576,0.07269555103227683,0.0,0.0,0.0,0.0,F
New Jersey,0.0,0.0,0.0,0.0,0.005486245981324818,0.0,0.014853238577288255,0.011649716329407379,0.015657934357121348,0.01346867309081559,0.032548823234852274,0.021790122665572887,0.03936852879807882,0.057971014492753624,0.04829751267809708,0.0698258382457601,0.08891563957703513,0.09077904929577464,0.0798909075882588,0.0820193735416814,0.0727685523424197,0.10298206640872111,0.13332134939181498,0.0944822373393802,0.10782904195529995,0.13690659547523704,0.10306757040039131,0.16181229773462785,0.1232218900063423,0.14485143674518822,0.11195947434109096,0.10935761826649319,0.09906375043704596,0.08857930867875909,0.09685841825991746,F
New Mexico,0.0,0.0,0.0,0.0,0.0,0.0,0.0368537432873539,0.02653786953983334,0.02682403433476395,0.04451368795904741,0.0,0.028982146997449575,0.06599076129341892,0.059626736628704304,0.09057971014492754,0.049698701621420135,0.07515500720235486,0.12464942349641632,0.0884117461319861,0.05628517823639775,0.10066691833396249,0.1113379105585452,0.09255260072808046,0.10838380618425247,0.12309375641113315,0.12312595060476571,0.08309412297930201,0.1228878648233487,0.16337199803953603,0.06650594396874221,0.11181833820746603,0.1292347456844826,0.07836222940542659,0.1266089892382359,0.08836849663095106,F
New York,0.0,0.0,0.0024884659602741293,0.0,0.002884227123271867,0.0055656820047586585,0.011980524459438736,0.010351558648973717,0.01835929133135461,0.01985360578053406,0.0244114136920907,0.028754263806275195,0.045127940642106124,0.039077070640686336,0.04708865344562166,0.06104083692426706,0.06973763570566949,0.07884128740192525,0.07281799300947267,0.05317148452191054,0.05891016200294551,0.05775106604438773,0.09874188066338423,0.08081202148485123,0.07554700306464257,0.08850593209181211,0.09463487332339791,0.08102255001438717,0.0910297158021415,0.09276582475834112,0.07851161020175104,0.08302097718156112,0.07799242359313667,0.07269072340731035,0.07923108122129052,F
North Carolina,0.0,0.0,0.0,0.0,0.0,0.012870178509375926,0.012014096539940197,0.010757604281526504,0.013972725240330873,0.029485685401777564,0.023977433004231313,0.0166659722511562,0.03427662608314139,0.034721294837210544,0.04372772205069766,0.0635954313042151,0.06192276781597081,0.07216646397690672,0.06945650286508073,0.06550014035744363,0.053110270198499634,0.07487445619198843,0.09115770282588878,0.1235638983095407,0.1685501920366942,0.16620983262378258,0.17708069820389577,0.15832901988247114,0.16632528914419478,0.16022461965727192,0.17118798291204637,0.14239154510647722,0.1550463506985246,0.1299545159194282,0.13485937361369887,F
North Dakota,0.0,0.0,0.0,0.0,0.0,0.0,0.12298442197321673,0.07040270346381301,0.1295336787564767,0.07477194556602364,0.1806412765316875,0.14197823000473261,0.17784963621665317,0.22471910112359553,0.14508523757707653,0.1692047377326565,0.2318840579710145,0.19455252918287938,0.30557677616501144,0.1889287738522577,0.18857250612860646,0.11396011396011395,0.0,0.2702702702702703,0.16090104585679807,0.2195170624625823,0.0,0.15503875968992248,0.2074297567414671,0.1269265639165911,0.11233851338700616,0.15023474178403756,0.12345679012345678,0.10787486515641855,0.1399906672888474,F
Ohio,0.0,0.0,0.0038381233112257432,0.0,0.004543733434305188,0.02100021000210002,0.01593879502709595,0.018964836033188465,0.02864039932899636,0.04014720642355303,0.047143126532151615,0.042322444121148,0.07070426821082401,0.06990150242839635,0.06968385535098658,0.063150380275116,0.07314594040030778,0.08365236047278346,0.1005145148930665,0.07746091281570418,0.0742033590083923,0.09795350894747375,0.127621375498859,0.10557764449536132,0.13098736148971574,0.16190096642423035,0.1367010335620201,0.148667857748334,0.1529152770271161,0.15773497872566045,0.14667934265924215,0.1571466655441905,0.12348401323043,0.09329642261749996,0.10281289659271635,F
Oklahoma,0.0,0.0,0.014225965231740974,0.0,0.014655020810129551,0.02344803329620728,0.02071189750569577,0.05777885901958399,0.05363452801615346,0.04854054753737622,0.036154478225143796,0.05309793249925331,0.06404098623118795,0.08567348881485008,0.08135372600065083,0.08423780981694476,0.07873240822753666,0.09949258780220874,0.12400710527197775,0.06434134778191669,0.10941293124081103,0.154632244184483,0.12495356455371315,0.1383420240502288,0.12691275654507214,0.1906068923452272,0.20993424700942723,0.20598570216890827,0.15940065354267952,0.12208521548040532,0.11960242504227327,0.1072271070126528,0.1518498067366096,0.10666666666666667,0.08697431699580477,F
Oregon,0.0,0.0,0.0,0.0,0.0,0.029590176061547565,0.05417770286539851,0.03709657474959812,0.04424638917859739,0.06388755789809934,0.06377347661107746,0.08815010703941568,0.0677397503306345,0.050935948045332996,0.061630283174932694,0.08750324086077262,0.09367368104111606,0.08801624915368991,0.08404491360182882,0.08245155970867116,0.06252822454580192,0.07148936170212766,0.11563052645898518,0.12417952811779316,0.13885240364769016,0.10766408804529866,0.11452879581151831,0.09944888741557205,0.08352125615969264,0.12124252686149085,0.1079447322970639,0.0479031485433088,0.0798197013804113,0.06447453255963895,0.08222838935142358,F
Pennsylvania,0.0,0.0,0.0,0.0,0.009498757854742072,0.01671450892046074,0.026161378330904064,0.020270217592989623,0.02253847639899543,0.04163301331423766,0.045854494173018526,0.03769453070309275,0.07341936576963262,0.06883415682872554,0.0900762773582736,0.08335756518367743,0.09232405744162009,0.09214891264283082,0.12244148317449952,0.10746683805168944,0.09266557314189548,0.1055853588302422,0.12687762760341065,0.10678056593699946,0.14349343374047205,0.16812333814253522,0.1622924412901038,0.15082583325091484,0.12004043467273187,0.11699584853440684,0.1215192491661711,0.1245480112494978,0.11582796059058303,0.09465422085014052,0.10444101353192263,F
Rhode Island,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05513895015438906,0.0,0.0,0.1027866605756053,0.08158508158508158,0.0,0.09210223347916187,0.0,0.08523073176671131,0.0638080653394589,0.06541077969649398,0.0701655907942745,0.0755287009063444,0.10939209251445538,0.1271051795360661,0.0,0.0,0.0,0.0,0.0,0.09417969485778867,0.0,0.0,F
South Carolina,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020664206642066422,0.025000781274414824,0.0,0.019559902200488997,0.022731700980710527,0.038360718624128896,0.044745589363334184,0.041791236699135245,0.07442402278022263,0.07356629326199632,0.05260562222587539,0.10786428711512061,0.10431607771547789,0.08637443316778234,0.17751479289940827,0.15938994280713817,0.23543455914049805,0.20649587008259837,0.27202713205680773,0.1987856006939425,0.17506747392224087,0.20281771757632827,0.21057217542840545,0.19921067468520953,0.1265772714686919,0.15990159901599016,0.1574468085106383,F
South Dakota,0.0,0.0,0.0,0.0,0.0,0.06321112515802782,0.0,0.0,0.09523809523809523,0.08350730688935282,0.11467889908256881,0.0890604126465786,0.10894941634241245,0.09468202619536059,0.1990202082057563,0.14474107430041816,0.176820446873493,0.2410800385728062,0.2484472049689441,0.09382329945269742,0.11041009463722397,0.2209247277891747,0.19252366436707846,0.14930325149303253,0.25888850535036245,0.2522977112993332,0.3632401017072285,0.25598829767782044,0.16204537270435723,0.2032144836504711,0.20809685962920924,0.1180869907498524,0.20408163265306123,0.19455252918287938,0.11279043537108054,F
Tennessee,0.0,0.0,0.0,0.0,0.0,0.0,0.013692299792903966,0.02452483139178418,0.017870226415768686,0.019715734948828705,0.02350856254181812,0.02347629796839729,0.029070823794469274,0.040810532666169845,0.03905556541807208,0.044304246118948044,0.05118362124120282,0.050599700149925035,0.04657401542531391,0.06172377674696992,0.06908656359698259,0.06493506493506493,0.10472358485366257,0.10119524955130407,0.11635265059503153,0.19723865877712032,0.14496573537163943,0.1524524966858153,0.16895697229105655,0.1525518788558609,0.1244090569793481,0.08420855652499357,0.12735486351403308,0.12489384023579957,0.11115132089127851,F
Texas,0.0,0.0025549201374547035,0.0030489664003902676,0.0039293588596127395,0.004710456785841223,0.012124455444716664,0.012225145015513288,0.015739054976093653,0.02061386368223729,0.025570902912915906,0.025200189435906795,0.0287788325243761,0.03963245208565779,0.05413054411852458,0.03865952305914487,0.05029049918431264,0.05123247147095036,0.06861979701688786,0.0724907748321859,0.06176374345549738,0.06731325701761227,0.07084889862166688,0.08828746398272776,0.09090350715558013,0.10603154755367056,0.1278369368849512,0.12033749615333385,0.11223550215079871,0.10034507809662187,0.11939660165195,0.1083606455452228,0.09317739507215511,0.08125743432098645,0.09368986123771904,0.09109696360806444,F
Utah,0.0,0.0,0.019275250578257516,0.0,0.030637254901960783,0.0417949010220753,0.034984062815828346,0.04993278279239485,0.04237777863389452,0.056293627561360055,0.11713888278790541,0.08072441387056016,0.06298771739510794,0.06782189969141035,0.09346730313449278,0.10519740951379074,0.10176947572305571,0.11068789269785462,0.11972947610264376,0.12008698192204083,0.08741258741258741,0.12739259212076817,0.09808884951271991,0.1317438385655988,0.06811989100817438,0.11115892139988526,0.0813368825791186,0.10607265977194379,0.10401417674705292,0.11599133931333126,0.10948619691874559,0.08019567745298528,0.05912661542359996,0.08939346533768382,0.08228571428571428,F
Vermont,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11856770215793219,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.1697792869269949,0.0,0.0,0.0,0.0,0.0,0.21945866861741037,0.0,0.18511662347278787,0.0,0.0,0.0,0.0,0.0,0.0,F
Virginia,0.0,0.0,0.0,0.0,0.0,0.009684828025125212,0.011397310234784592,0.01597258523552303,0.014947683109118088,0.025579295817032804,0.034359430882881195,0.03494892690908513,0.03241543623073307,0.05956597334020221,0.08175304169405126,0.06293662282081944,0.08450255102040817,0.06875599616245603,0.103381365906416,0.06729159168088136,0.09760551628595267,0.06113619262603461,0.11786337277827544,0.11030803931576089,0.122563622435952,0.1663223502223467,0.1674274334255653,0.15776225759563228,0.1111808482022774,0.13384014133518926,0.14324309622672302,0.12740762946863524,0.08021913519859127,0.13457328218209574,0.09848630826214486,F
Washington,0.0,0.0,0.0,0.009184423218221894,0.021154693697664168,0.03040694629795429,0.060862214708368556,0.059759595683649774,0.06259612977071932,0.0958578354563386,0.06961560894842801,0.07725790951402892,0.08912994007433817,0.10535623577220476,0.10024209411408685,0.08914177335229967,0.09550726050092584,0.1014844589485414,0.11505197175275728,0.08340614822464056,0.08209523046734211,0.09485278460674809,0.10270919731793342,0.14073770011141734,0.11245205727022632,0.10976948408342481,0.10649173624126768,0.09890346162115674,0.10092367098883258,0.09353926473787252,0.08105325417862384,0.07039619860527531,0.07710460524778616,0.08964698471155477,0.050907424847914065,F
West Virginia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028310967668874924,0.0,0.0,0.0,0.07001463942460696,0.0,0.08049909438518817,0.04724940938238272,0.04012036108324975,0.04812650395324854,0.0,0.08275862068965517,0.06323333099135811,0.06513243595310464,0.08030369396992261,0.03617421501953408,0.0,0.10405827263267431,0.10182435299109036,0.16164709885996256,0.13212366775301682,0.12551551013089476,0.07568590350047304,0.11701608971233544,0.12404382881951624,0.0,0.05823433496389472,0.12250398137939483,F
