state,1977,1978,1979,1980,1981,1991,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,gender
Alabama,0.0,0.0,0.0,0.0,0.0,0.0,0.14131422226708387,0.09269272362119574,0.0751860205854139,0.15873428920867053,0.11176378853251547,0.07883741097942344,0.08959156785243742,0.21013631210772252,0.23540895128183045,0.2303019834758327,0.16963528413910092,0.1981294251333003,0.19359726158076374,0.24780355936021625,0.2508578184020069,0.20486164195077208,0.2285938214355692,0.2959674435812061,0.22375275320770546,0.29145305147833417,0.29858000902683746,0.2638243984803714,0.18997096670131547,0.17916464484341757,0.23766141170878555,0.17380057394608142,F
Alaska,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09204712812960235,0.0,0.09498480243161095,0.13544891640866874,0.19952114924181963,0.1937984496124031,0.17228177641653905,0.13446023818670766,0.26580596164799697,0.18835938971557734,0.2505299672383889,0.15683199372672024,0.2380007933359778,0.2500520941862888,0.22106109324758844,0.2651978784169727,0.20907380305247752,0.3306878306878307,0.19689884321929607,0.0,0.1926252063841497,F
Arizona,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0375012335932103,0.0,0.04829424718927481,0.04389983203542526,0.025913928736695974,0.05541255541255541,0.09260940621027783,0.15632494271046135,0.12510860121633363,0.16762452107279693,0.14119070830672,0.14295017392271162,0.16315848989548162,0.1857817320311568,0.20396324919069625,0.24288897364353532,0.2976251989335097,0.3663382730358474,0.3083118353992324,0.2586674454503734,0.2748432534570128,0.3036549415962941,0.2766807765980088,0.24674299249901302,0.2592486972752962,F
Arkansas,0.0,0.0,0.0,0.0,0.0,0.0,0.10586211459573905,0.11018069634200088,0.06482001642107083,0.07847582508610543,0.056875355470971695,0.05327650506126798,0.04333882291756956,0.16074298981961066,0.22919288153873807,0.1347587817806127,0.17919541259743751,0.15783540022547915,0.12847776005670744,0.10792337440417303,0.1738885233574584,0.1673063674835154,0.2574611181168558,0.28101802757158006,0.2089979100208998,0.2523836231071228,0.19961186581646798,0.26173541963015645,0.19606678153407403,0.1446995910663731,0.23634453781512604,0.20008279287981232,F
California,0.0034130210545476607,0.0,0.0,0.0,0.0,0.0,0.028832483272188583,0.018983509999692158,0.014808507487551597,0.04091776627442365,0.030080213903743318,0.0243098545366146,0.0334807415984264,0.09130335539831089,0.14006523037871924,0.13095950416022217,0.12011705747204586,0.11337868480725624,0.12175530565654857,0.1349707894796663,0.1426300869420821,0.17524008837647623,0.18557933598728207,0.22795436895803764,0.24934294763798098,0.24410901929459725,0.2382185749144594,0.2504394137392964,0.26162517952900255,0.2603449857785118,0.24372083182448845,0.2975010762037499,F
Colorado,0.0,0.0,0.0,0.0,0.0,0.0,0.02291825821237586,0.017900981996726677,0.017665615141955835,0.04294990020464364,0.03901582579433783,0.04281331018243227,0.05291127010053141,0.09321783416319941,0.1544246005102726,0.1251872219614155,0.11794907375286201,0.13434011210450733,0.11595547309833025,0.15505725190839695,0.1961938395134393,0.18779584276600123,0.21185289803900267,0.16754160616553113,0.24446402683419086,0.23638617429156214,0.19335103312940088,0.1849978320566556,0.17625286410904176,0.1749945314208931,0.16049261406439358,0.21393234389624283,F
Connecticut,0.0,0.0,0.0,0.0,0.0,0.0,0.05837370848169984,0.02699946001079978,0.021327158613125344,0.06448908522232612,0.04488905989483134,0.029455081001472753,0.04631161098246775,0.13521736190926914,0.17280707817792215,0.13379532745548733,0.12494645152077682,0.11445449510799335,0.12491010257769031,0.21529352966052823,0.147191103115545,0.17685372902557908,0.15784251826463425,0.21245150563458343,0.23510603282080217,0.22813688212927757,0.2201095864749684,0.21149778888675258,0.1419898159028594,0.19383799224648032,0.18482336167291546,0.16543509429800377,F
Delaware,0.0,0.0,0.0,0.0,0.0,0.0,0.12306850813619583,0.0,0.07369196757553427,0.10396554284865588,0.0888494002665482,0.07322788517867604,0.0,0.16724950585373272,0.22176227084565345,0.18737388296339003,0.13311640289897944,0.19388516032811334,0.15190642564180465,0.26025719534598896,0.3486529318541997,0.25113008538422904,0.2958579881656805,0.3129890453834116,0.27262813522355506,0.24691358024691357,0.12736535662299855,0.3008084226358338,0.26789131266743205,0.3259319617029945,0.21973192704900021,0.2805049088359046,F
Florida,0.0,0.0,0.0,0.0,0.0,0.0,0.056131002275176624,0.0638608441795402,0.040879921016907315,0.10024598823266323,0.06705925880249121,0.05048347636984971,0.08146112324991817,0.18769919097818094,0.24169697531293194,0.17609625587617336,0.16599301787216303,0.16065833569595592,0.1736184928497527,0.18190767650394846,0.21157567406805056,0.2246214042460691,0.26371749577214804,0.30189385242067845,0.34082400227216003,0.3126677287713947,0.3165222954600938,0.29573475508163943,0.32549393282682204,0.2970693800745723,0.26860083383827876,0.26672677410871937,F
