state,1941,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,gender
Alabama,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007165068856311709,0.0,0.007091695624423799,0.01142906124548195,0.0,0.011805504316387515,0.01355197181189863,0.024393590584074032,0.028191072826938134,0.040718601886085636,0.045555862876852746,0.042289258528333803,0.03570287690023865,0.035078829926139574,0.10567873664061253,0.16977593524824794,0.27040408272079824,0.26694407914106816,0.36211579083502177,0.27158537965372864,0.2807308205623821,0.22298415134150143,0.1778492423135019,0.25767859197055104,0.20339307506400897,0.2555094219099329,0.18143941939385794,0.17462031569514969,0.18709949015388935,0.17737625050256606,0.17137144761270054,0.22721355707557214,0.17105136359256048,0.15095243800167726,0.1304182870150811,0.14802669035093713,0.137435004695696,0.10849312483784995,0.10185522008002909,0.07839870642134404,0.06813364287877259,0.05149595756733096,0.07000077778641985,0.046839626323869996,0.05198315745698394,0.06569784248285286,0.057971014492753624,0.022119611800812896,0.020095886085034306,0.014393873967239543,0.03802170161738469,0.026223012149995627,0.033669088970567605,0.022527596305474205,0.014417116000115337,0.0,0.0,0.016816332021659434,0.0,0.0,0.0,0.0,0.0,0.018662983837855997,0.0,0.0,F
Alaska,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10552975939214859,0.14604631754642186,0.22935779816513763,0.2784545770971111,0.46387154326494207,0.17046665246111228,0.228310502283105,0.26414263702399293,0.36772216547497444,0.23534026279662681,0.348112861854159,0.19197207678883071,0.3275466754012447,0.20274485339987522,0.33670033670033667,0.29570583697608643,0.361794500723589,0.09151223976206818,0.2734107997265892,0.15753756665050897,0.1151778858459176,0.13386880856760375,0.15592515592515593,0.11773940345368916,0.09355787222667736,0.16533480297602646,0.08878366380585972,0.09493670886075949,0.10030090270812438,0.0,0.0,0.0,0.0,0.09312721177127957,0.13297872340425532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
Arizona,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026652452025586353,0.03978911767631552,0.016981388398315447,0.020926339285714284,0.018705574261129815,0.023690133059580683,0.023651844843897825,0.05109661190158007,0.06315711260541665,0.14539798471630486,0.13390914264671422,0.23096280464683377,0.16634980988593154,0.16316940247364814,0.22365390392896484,0.17419312430158418,0.2652687424998421,0.2856265356265356,0.19686700227803244,0.1989997643423843,0.21923193226489265,0.19670824929658126,0.2558866225426273,0.21381735246602682,0.21765202327544086,0.16806355858215472,0.14862884655641614,0.15320504963843606,0.12302107492185137,0.11930089674507387,0.09529602595296026,0.0821281198669925,0.07535795026375283,0.06385950908002394,0.06315997236751208,0.0654525853771224,0.052157786964416794,0.07825622232401894,0.04997686256362795,0.03753753753753754,0.05266025059015798,0.03908123567761534,0.022589052997393572,0.02223590585659551,0.030255151780011428,0.020648358455502787,0.0274623200814177,0.010226517359513217,0.01684100222675474,0.016058775116927958,0.0,0.016557662058117394,0.01677887539587659,0.020860277858901082,0.0,0.011082297138550879,0.0,0.012337149624950652,0.012962434863764812,F
Arkansas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013728343538068696,0.0,0.0,0.0,0.014546300875687312,0.014555617012605165,0.017353077279037482,0.017594275995542783,0.03565380158659417,0.02366143861546782,0.03636363636363636,0.030288115700601973,0.023179447556499904,0.0751455945895172,0.11339942202875224,0.08368809809700542,0.25147013308573196,0.185455549855976,0.17027204829534462,0.19505592930217747,0.23303467395234842,0.25894720568910873,0.2923742390259532,0.2957682390414076,0.20198310686742565,0.25653982197691144,0.28414545175287026,0.2319468068656255,0.3106313582356139,0.23311834641386278,0.23079065695754247,0.21469465648854963,0.23676712548657652,0.20733090795290068,0.16096737466137961,0.16306563391765186,0.1184683731753755,0.1283642120576783,0.12350580036169555,0.09255178492728074,0.07778401970528499,0.11335396956881894,0.03937524609528809,0.0887941751021133,0.039004940625812605,0.05358099660653688,0.04493978069387022,0.04042763453418381,0.03135919720455156,0.04509582863585118,0.022151337940811627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
California,0.0,0.0,0.0031570041293614015,0.0,0.0,0.002373436498706477,0.003717817641044707,0.005524480353566743,0.005622837370242215,0.0039961157754662465,0.006068582568755144,0.008451035435559017,0.014399781123326927,0.011214191049036598,0.010756683812168743,0.014201261600449157,0.014565982281291776,0.01816297196326069,0.028485441462417795,0.028105501808120617,0.03244059316376885,0.03468211770919839,0.029628632032591497,0.032286906417643556,0.03429404283897518,0.05218852209969438,0.10396554284865588,0.11785144622011806,0.17194154739867865,0.16299984922513946,0.15535770685195777,0.14499718631522307,0.1572699569447962,0.1357444698883354,0.1577574176324252,0.14947130077029516,0.14176324142000676,0.1272790494748099,0.12749787764589424,0.14311926605504588,0.1434962437747953,0.14734210719800014,0.14531860471653033,0.11549066956959005,0.09876740409445466,0.09412812558513788,0.08832970678846112,0.0726773529293011,0.0748094060359856,0.05807375598379488,0.05215155192924692,0.045982839701335244,0.052589453377525575,0.043103334294123406,0.043663925084787655,0.04261363636363636,0.03731279998643171,0.029853661258596877,0.03566537320246519,0.030871520165105464,0.026812829515562735,0.03399539362416393,0.032190430611105415,0.030438826414137143,0.015912345707076447,0.017198638342288484,0.017019720813542655,0.015766032083875288,0.009707307929196904,0.016173596603544713,0.01790362341793943,0.016017557969927886,0.01972518589226526,0.013351905713893922,0.0164388170168517,0.01668206027513193,0.02258962326475465,F
Colorado,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016215777951947244,0.01350511843988872,0.016279132864856063,0.018708073870165966,0.01571503404924044,0.028297275744089728,0.01846868239143053,0.04872370949841648,0.025607465998975704,0.05050026828267525,0.057183221769988905,0.039423108512106175,0.06106183314050649,0.17314946509183107,0.1937643121366919,0.20152056425757994,0.243363540299081,0.33527045149754137,0.2885682574916759,0.2696685585274842,0.24676887010703602,0.3250270855904659,0.280987470252602,0.2293088737201365,0.20731676484716707,0.23208587177255585,0.2225332079194292,0.23140192911311203,0.24320756028073104,0.2000321890878992,0.19312564662604897,0.16663492668063226,0.1765801504559638,0.165793002560039,0.1073327804068888,0.09083767062751645,0.08821799647128013,0.09298117759404921,0.06366182836771073,0.07416121112929623,0.07570977917981073,0.05810868851216492,0.056085249579360626,0.05946293080893371,0.03910833007430582,0.05229293135984357,0.03580860301687481,0.04470972212907697,0.04625453872661255,0.046324176587761154,0.01855287569573284,0.019083969465648856,0.039238767902687856,0.02315291212183577,0.0,0.0,0.01989823474231786,0.014413791115339155,0.014429181576820964,0.01445295562942622,0.026437929616356267,0.0,0.0,0.02005615724027276,F
Connecticut,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015880938336585146,0.013138014845956775,0.0300648541854572,0.01607587814484366,0.024573546577109744,0.022350001015909136,0.024289039570893636,0.0305399462496946,0.0356088058482227,0.04128137384412153,0.03719776813391197,0.06501246072163831,0.07269753282747968,0.07389397406559878,0.09012300572402875,0.19777145337899765,0.2015935490064318,0.21626297577854672,0.25265915967435043,0.3682131619468434,0.3547671840354767,0.3970880211780278,0.2697522538510683,0.323680913267437,0.2783983502319986,0.3056797265316855,0.2658108852799118,0.293690393481968,0.2387226786544722,0.22467816371144037,0.20328197271897003,0.1536622844459621,0.13432209318595215,0.1548690288643828,0.15950631488115471,0.08763338316408062,0.09214466712739,0.12519978689397976,0.09675724988250906,0.06807158862069944,0.09047924814663476,0.05399892002159956,0.0761684236183048,0.05804017670009351,0.07374631268436578,0.045819014891179836,0.04961958319550116,0.037184774525049015,0.03110527407202599,0.04116779306322687,0.03926888476367271,0.02584456341148237,0.0,0.030756218522932605,0.03270913402567667,0.0,0.0,0.0,0.02351060328208022,0.0,0.0,0.0,0.0,0.025504998979800044,0.0,0.0,F
Delaware,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.053231129564569366,0.0,0.0,0.0,0.0,0.10323912762937153,0.10178117048346055,0.3306797305572566,0.3403141361256544,0.4677127338563669,0.382950382950383,0.3982080637132902,0.35413153456998314,0.3973052340646053,0.3286230693394676,0.2881383063870658,0.20408163265306123,0.2524877469181643,0.3726893261776983,0.2946810078090467,0.24002400240024005,0.36683785766691124,0.30228875773715275,0.15653906361178313,0.2560646900269542,0.27058368766911484,0.2180496668685645,0.09454029780193808,0.10972933430870518,0.14213722703191625,0.12121212121212122,0.08204567209079722,0.08638065073423554,0.0,0.0,0.0888494002665482,0.0,0.11524056467876692,0.10643150372510264,0.07392075694855116,0.07206687806284232,0.07395355716609969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
Florida,0.0,0.0,0.0,0.0,0.0,0.0,0.011402075177682339,0.0,0.0,0.0,0.0,0.008155498165012914,0.016802812532313104,0.01070918610185626,0.016838418535731127,0.016326886027450936,0.01687834929743871,0.025839259136762032,0.022770555601556677,0.04007931485465975,0.05244511992807526,0.05650454209588387,0.05801877487554973,0.044538604136071455,0.054576351074782,0.09406763096168883,0.11950758235000639,0.20082293747203214,0.25470434534396064,0.2618603883082875,0.26239385804006365,0.29138503427356754,0.2654967950744023,0.24006675653122792,0.27124442543832855,0.2546537068254367,0.21794284309232956,0.2017340981568839,0.24325005330180452,0.24257293328783172,0.21237485053450644,0.2411507064096665,0.21399685920959485,0.16985104143408503,0.14751415598085388,0.1561297416162727,0.15324282719085,0.12984084246205574,0.1021660624206262,0.10487906133240107,0.08005523076471106,0.0830738833672614,0.07374407006446904,0.06787609527335554,0.07094331474926936,0.05935129802059567,0.04194011883033669,0.05100836689480857,0.030644765873988723,0.033204376800179146,0.039300451955197484,0.03200762228028256,0.035621078955211945,0.02055076037813399,0.024254356867193128,0.013552890153825303,0.012881514221996796,0.023441555179746495,0.015307293925555528,0.016352666775684446,0.008519556642272337,0.007576331540268203,0.016661112962345886,0.010118982367673224,0.012196396835906191,0.01899197815018133,0.011270145384875464,F
