state,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,gender
Alabama,0.0,0.0,0.0,0.0,0.0,0.007528873228832572,0.007622997057523136,0.0,0.011401208528103978,0.013015960821957925,0.012334367070764027,0.018790987842230867,0.05066942100442383,0.05383633753389696,0.051327608330865665,0.06284038542103058,0.10402967790056332,0.1767469931456654,0.28516464863641505,0.42339730314326474,0.4579566979164169,0.5335477269405058,0.5452663062233981,0.5431791534062358,0.5543641921795867,0.5308783011894362,0.3997886175125796,0.2923429533654521,0.22704160064328455,0.21897462750511734,0.14910889683084425,0.12045870675532427,0.11501138133461124,0.11856207910461918,0.06148800983808157,0.03664933458551893,0.06603929337956084,0.029101491451436888,0.05144915108900703,0.027758150802462904,0.020598383026932385,0.025926213994970315,0.01561320877462333,0.015594947237095182,0.0,0.013175230566534914,0.019354660325711284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01834581868215869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
Alaska,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08701705534284719,0.12488849241748438,0.10654165778819519,0.15981735159817353,0.13207131851199647,0.3268641470888662,0.25495195136301235,0.4213997801392451,0.36649214659685864,0.22928267278087125,0.140361821584529,0.23422632118284292,0.06428387760349705,0.0,0.11439029970258523,0.0683526999316473,0.07270964614638875,0.06398771435884311,0.08032128514056225,0.0,0.07849293563579278,0.10692328254477412,0.09644530173601543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
Arizona,0.0,0.0,0.0,0.0,0.0,0.020003333888981498,0.0,0.0,0.04415160983562016,0.0244140625,0.018705574261129815,0.03948355509930114,0.04730368968779565,0.047166103293766214,0.044581491250882344,0.06424562115371611,0.06695457132335711,0.1482298596987142,0.17653449212384573,0.18927650686943184,0.22031578595987583,0.23335305330966935,0.24632097517842483,0.17813267813267813,0.2334280169868099,0.1780524207273965,0.1612740651144038,0.13196882547745326,0.1205619663902763,0.05226646393613989,0.07329098742948519,0.07202723939235202,0.054427464936152394,0.03268374392286637,0.03630130079661188,0.037778617302606725,0.02230332522303325,0.02604062337246104,0.01629361086783845,0.01197365795250449,0.01973749136484753,0.009625380202518,0.017385928988138934,0.0,0.014807959278111986,0.01966251966251966,0.0,0.0,0.008688097306689836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
Arkansas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04727272727272727,0.03786014462575247,0.027042688815916555,0.07890287431899305,0.12803160551633316,0.1309900665866172,0.2669452181987001,0.40642386457798996,0.3792422893850857,0.6886668524342183,0.6709791474145205,0.687949292726289,0.7489586670938801,0.6294554830881238,0.5251560778553066,0.4470012049597699,0.4031793572169105,0.37884645121385496,0.291216898345888,0.26031548682881345,0.2069157614102105,0.1630089058524173,0.14045507444118946,0.13691663732738724,0.10992893879313728,0.0978393803505911,0.10577533319229956,0.06418210602883916,0.061752900180847774,0.03525782282944028,0.038892009852642496,0.0435976806033919,0.03500021875136719,0.022198543775528327,0.026003293750541737,0.02679049830326844,0.0,0.0,0.0,0.0,0.0,0.0,0.028198138922831094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
California,0.001799972640415866,0.0023787677982804907,0.002281720808641855,0.0019815713861091847,0.003884261941677807,0.00876833129260861,0.013004223276321168,0.012491334136942495,0.014972581460201008,0.02036381223292383,0.018854584020740042,0.02909369589282166,0.025720532129231387,0.025736805419027363,0.03143144318680294,0.03691324033905997,0.04063388866314506,0.075387430266627,0.10328726664333455,0.12158404291588108,0.1372537806063676,0.15226988361387192,0.15017292640009708,0.1309723774076349,0.12849476069596671,0.10366025678876271,0.10275013235344793,0.0782874617737003,0.06843203222033305,0.06440702889493419,0.04722151952103887,0.039509965905386066,0.03221254958336661,0.02707448773551009,0.026091973007973612,0.019963840773789498,0.020175870112735507,0.012725325016369396,0.014900443408356267,0.012427794513874392,0.011287492432249392,0.008462004278600914,0.00933693995523761,0.010862299465240642,0.008197509087928179,0.008091179219619715,0.005991782698014152,0.0062886429965955575,0.00564480621380268,0.005099309043624588,0.004557937077678643,0.007327865618218201,0.003978086426769112,0.00296528247280836,0.0059884202862464896,0.0016422950087370096,0.004016817074150443,0.004043399150886178,0.0,0.003407991057431465,0.003170119161256917,0.0,0.003058384561274735,0.0,0.0,F
Colorado,0.0,0.0,0.0,0.0,0.0,0.01571503404924044,0.012862398065495332,0.02374544878898211,0.0,0.02845273999886189,0.015781333838336017,0.02354603249352484,0.04927888564013272,0.04820671037408407,0.046379321006740463,0.046973166578591984,0.07022686330188391,0.11207531461141888,0.17881090746535538,0.19977802441731413,0.21949766391771972,0.24985348098337393,0.260607302860824,0.1892364595578748,0.18664675767918087,0.17192121962935808,0.16922928150082198,0.12388446626442451,0.10768208582491352,0.06948787436592314,0.07357505805531925,0.06667433038280263,0.04522948009902875,0.06289156043637067,0.019505059124710473,0.0463482460847929,0.02700579397034273,0.026955498921780043,0.02010403839871334,0.017825311942959002,0.017900981996726677,0.020189274447949525,0.0,0.0,0.021406655091216135,0.016103430030596517,0.0,0.011190188442773377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
Connecticut,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018715493309211143,0.026779139050679523,0.0,0.024382597791633286,0.049691204656775755,0.034804399276068494,0.024059116686715933,0.03615566657901657,0.02269117313365101,0.02210572854165351,0.015501472639900789,0.0,0.0,0.014227989300552045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
Delaware,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11804384485666106,0.0,0.0,0.0,0.12558869701726844,0.0,0.0,0.0,0.0,0.0880410858400587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
Florida,0.0,0.0,0.0,0.0,0.0,0.007234992558293368,0.005175126273081063,0.012656625743576764,0.022476479969175112,0.019559264571652107,0.020886758955197902,0.019259936923706575,0.03224966199873482,0.03542806880375293,0.03132723032475895,0.029468583216004714,0.04720813297323409,0.09082544999882046,0.1154047060824354,0.14688671809692136,0.18964056791028736,0.17844534309005713,0.21259698210031155,0.17216025250170366,0.18776614174108391,0.17320604387207206,0.1385846917217452,0.11160199592329899,0.08120214873378187,0.1031068391362885,0.06916248301450785,0.05342732289241172,0.0545495055970866,0.04031519149715961,0.0369175901868866,0.024601422782284242,0.028379461783507275,0.016023189925783495,0.018361291459796116,0.016465094000718477,0.012924218464906946,0.007713192644699494,0.006168983891240814,0.011561941172843314,0.0,0.008374507997655137,0.005362834027948027,0.0,0.004534667533292017,0.004466179853062683,0.0050887255650302774,0.0035432345479541366,0.0,0.0037646917093959176,0.0040254731943739986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
Georgia,0.0,0.0,0.0,0.0,0.0,0.007058242262401921,0.0,0.008442788049836572,0.0,0.013213848112822238,0.03214689846723588,0.02983172196835126,0.03386434507767634,0.03518252694981564,0.030086292958439887,0.040366685764883586,0.07312020148677743,0.12700663092759146,0.17854924854055396,0.25543599731792205,0.40186629431597587,0.36335951828909574,0.3550625040905819,0.39329091960670903,0.35124359217771023,0.32209512341962676,0.2771803338281179,0.24690614555418383,0.1676471028485039,0.1571080374710011,0.13161991565003256,0.1013874807294343,0.08734093871353515,0.07258426373162298,0.0647117788126023,0.045207956600361664,0.048199049045789095,0.038375524355225024,0.033674568965517244,0.025724691642183075,0.016222793024199,0.006780672371472354,0.01321981915287399,0.015668250900924427,0.01522881291403335,0.008674639073052853,0.0,0.0,0.007395720343161424,0.011051351948721727,0.006119576525304448,0.005914150195758371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
