state,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,gender
Hawaii,0.0,0.0,0.06647831145088914,0.0,0.0,0.0,0.0,0.05616625210623445,0.0,0.0,0.05645161290322581,0.0,0.0,0.04869023273931249,0.06979758699770665,0.05159958720330237,0.0,0.0916254352208173,0.15715548570867302,0.07209062821833162,0.09434951252751861,0.06284696763381167,0.0934094447327452,0.12306430109732336,0.33397429409978746,0.2038528182652125,0.12056666331759268,0.1328399278868963,0.11613277847672505,0.08304881424748548,0.1248662147698894,0.0730593607305936,0.0946073793755913,0.04974134500596897,0.058416901956966215,0.07693787266782073,0.07629219912263971,0.10031919744642043,0.06660323501427212,0.09919650828290844,0.12331723358339328,0.06391137622496805,0.22064800836139822,0.14501510574018128,0.2251953901178964,0.13563000135630002,0.10106843777071904,0.11407386282617994,0.0,0.07538067239559777,0.0,0.0,0.08006405124099279,0.0,0.0,0.07940289026520565,0.0,0.0,0.0,0.0,0.0,0.0,0.10783608914450035,0.0,0.0,0.0,0.0,F
Idaho,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06252931061435048,0.03999680025597952,0.0,0.04544628249409198,0.0,0.0,0.0,0.08849557522123894,0.0,0.052977325704598434,0.0875230963726539,0.0,0.060072086503804564,0.048985990006858035,0.0,0.0,0.04882415168036455,0.1575748480528251,0.08004074801717238,0.08355964069354502,0.08920606601248886,0.08470388932025129,0.09172369999294433,0.07434944237918216,0.08463491574978842,0.10472047688094087,0.04304407713498623,0.0,0.0,0.054392167527875984,0.05266853932584269,0.07005253940455342,0.13740982480247338,0.12127512127512127,0.044279135671271695,0.16392028297817274,0.23835872988848217,0.20542668835059488,0.10051934997487015,0.05853821709315939,0.07506881307865543,0.0665889795238888,0.05767012687427912,0.07223113964686999,0.05550269584522677,0.0,0.05350454788657035,0.06062443164595332,0.07680491551459294,0.0,0.0,0.0,0.07620499142693847,0.0,0.047609979051609214,0.0,0.0,0.0,0.0,0.0,F
Illinois,0.0027153842811834727,0.005682845555756465,0.03222885556868583,0.02714695386498586,0.028675068461725954,0.024527357814906746,0.029403683654926082,0.018937830501561156,0.024156494646132003,0.018860230400652465,0.016822980190940827,0.02514606116378111,0.015461083879243208,0.02087558153405702,0.06223503894311347,0.04775729241287436,0.06065798277813562,0.10437279791495728,0.06414575990047688,0.05620284905211734,0.04979621855177275,0.04755075275909408,0.056294148493167585,0.07399015006127309,0.14784835836052598,0.11311530169141538,0.08618005112866899,0.09347163414923373,0.08470775823409239,0.06662988887854016,0.08063629366272038,0.07634260210823032,0.06215676667812301,0.06950110295228598,0.06442869520783809,0.06357232630871305,0.06714492702406614,0.061987644260570976,0.07055805003207184,0.08542728370695496,0.09187331939049895,0.09429801213706672,0.10219763931254534,0.17465009894168448,0.17139998523827876,0.15339067615599666,0.12128917849584689,0.11594154544241292,0.09738665040733024,0.06816096473980862,0.07084940565220814,0.07813271785108084,0.06648506394570387,0.05765993657406977,0.04166153787885961,0.06742954604049739,0.04660749241333596,0.06876753299204262,0.03738487158863047,0.05456360723490214,0.05084906106617473,0.033050047214353166,0.03978827813212119,0.04151517820075734,0.018674136321195144,0.04110967778518067,0.02708803611738149,F
Indiana,0.0,0.0,0.03135746464445861,0.03209146066288923,0.03549875754348598,0.02241238793806031,0.016386894581058797,0.027715901741995747,0.026874773890123518,0.020344572817509184,0.020775698992925327,0.014330595822080142,0.017872036220660074,0.029372169869049076,0.05900890155557508,0.021884936726785875,0.03763595990515738,0.07279583751014368,0.05501719287277274,0.05108380505315477,0.060554506264507854,0.043791145430393974,0.0384900074019245,0.027247956403269755,0.1438931737078393,0.10388926282520267,0.09987901977885942,0.08424716183741679,0.08081274532440544,0.07077447496894589,0.06337039998792945,0.059301158653407536,0.06366240734846074,0.07009673349221926,0.09171555527443509,0.051534672224327394,0.052390503846959854,0.06926840771090019,0.05983187243844796,0.08722062144692781,0.08998626525425067,0.1198594081536792,0.11306370332084248,0.1522618248497847,0.14472983763641203,0.1494073508416614,0.09287668960942036,0.09726664248738831,0.089743806830689,0.0683562940372279,0.05388118330030939,0.047426664324609166,0.04645345720921923,0.055489922314108764,0.027295556283437054,0.03776078542433683,0.02382181283995712,0.02088031403992316,0.03183564318611117,0.043560647311219045,0.044521615244201056,0.031237449239144986,0.040869150602819974,0.03285845048935621,0.012321644200202075,0.025761244783347934,0.029534165659820113,F
Iowa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011436849529183028,0.012034177062858519,0.0,0.0,0.0,0.019730676268929118,0.012571658453183143,0.01501726986033939,0.022007580388800588,0.013277391258165596,0.014689033167836893,0.0,0.0,0.0,0.017335028313879577,0.09664948453608248,0.06996770721205597,0.043476037031353894,0.03260106329621828,0.02321442389538033,0.01860020194504969,0.0411500054866674,0.03930486538083607,0.04076047398608321,0.02813203300825206,0.04169339320076972,0.025782332656547103,0.05383665326028438,0.04074085681155787,0.05501796174633483,0.04644835937759198,0.06441769791490083,0.1124701251230142,0.07229873838701516,0.12248279837169929,0.153162239904367,0.15250139482983077,0.08264773282242008,0.08975317875841436,0.07808534728458205,0.07908264136022143,0.05567264484829204,0.04853583562530335,0.0529143601432758,0.039858105145681375,0.04953969367956075,0.03442637059987951,0.0410865099292399,0.05241589631182693,0.025028783100565652,0.035617971810919455,0.0,0.04573403120077239,0.041489472046468204,0.0,0.02847056143947159,0.0,0.037262451869333,F
Kansas,0.0,0.0,0.036996785904224574,0.036405005688282144,0.01625336676883069,0.031443498452012386,0.028376173473007166,0.014714177109645144,0.04288164665523156,0.03879176580117927,0.01655355073663301,0.026460470996383732,0.0,0.017823405696360463,0.06295829938523073,0.05156537753222836,0.01758458183864388,0.0793048755258258,0.0443213296398892,0.04446240905416329,0.0,0.020560055923352114,0.051575021820201544,0.0763242253091131,0.1516889267083503,0.0922951969579503,0.08939315798521574,0.07470928344052491,0.07630190118903796,0.03544842254519674,0.05140066820868672,0.04587456583000197,0.06035205364626991,0.04734528238079134,0.07009673349221926,0.05235236632695798,0.04516084207600917,0.0528466741826381,0.06274451908171551,0.0746742336556771,0.08081585530113526,0.05861893782484662,0.13942556666533878,0.1265357769704886,0.14647245504109366,0.11553324568742282,0.08689813169016866,0.07455073373616888,0.07168173310501375,0.07562490049355199,0.09093065549142089,0.06874519794573172,0.0530893943725242,0.048931658783232745,0.032548110175352946,0.041988579106483036,0.04795326736126248,0.04968158619755205,0.023868627076570555,0.0332021059621496,0.03974760272271079,0.06473781186195907,0.030385900941962928,0.0,0.03904724716907458,0.029161320424588823,0.048887802493277926,F
Kentucky,0.0,0.0,0.04685681464351033,0.027389756231169543,0.018216042261218045,0.03720987922293369,0.02163264675433039,0.03005805951495784,0.035585461721365834,0.023064250411861612,0.00846353064644447,0.02563226247436774,0.017011946166641465,0.030221828219128406,0.10915007105051794,0.04168056018672891,0.04712052611091762,0.10125399174390529,0.0838468138210748,0.08974934290659657,0.08573312816003517,0.05298598079258196,0.03703461647386881,0.07517343585558109,0.17533486921242025,0.12360939431396785,0.12646092969180248,0.10503989496010505,0.09843550380128595,0.12667581547556211,0.09723756906077348,0.10773392013936645,0.09490081707288846,0.08094081797838404,0.08581235697940504,0.08257638315441783,0.08219049408228443,0.05614297744923739,0.06104576084149234,0.05060972670747578,0.12975346841002094,0.08577194752774975,0.11061093247588426,0.1656057547999793,0.17585600496534604,0.12562169922576014,0.11460720983538238,0.08200712436892955,0.07669725741186427,0.07322629637665437,0.07347538574577515,0.033101621979477,0.03328340822100183,0.04124278251306021,0.041333700744006614,0.05191209551825575,0.04218265087830305,0.03835704011507112,0.05269571517965945,0.06111016805296214,0.04491586912206751,0.028341658695575155,0.028685144680698483,0.02981514609421586,0.039048771916123236,0.041283078066300626,0.021538726630481606,F
Louisiana,0.0,0.0,0.04885538805136795,0.03887816387816388,0.02245113576333862,0.032137118371719335,0.03351970288135366,0.031453421585252446,0.02514387886237917,0.026928582564451436,0.03958770142075862,0.03808575153441634,0.025480141414784854,0.03812365324051053,0.18520721118719521,0.06426958485322216,0.11804735782237345,0.22361910798866058,0.1266845371424375,0.09575295736998543,0.10097185409567085,0.059927658754788865,0.10122097804770037,0.12090386058534144,0.18536947062381706,0.18445527445003204,0.13405071891584186,0.12049244739369598,0.09310023792283025,0.08522157609785443,0.09230295882262449,0.07817521671907302,0.07905138339920949,0.07452258965999069,0.07910297229418396,0.08024555138724497,0.08303124810141962,0.06219292244542571,0.0802822555088416,0.05762922244879865,0.08784502288594018,0.0913483497199452,0.07650731755472741,0.10974707128455119,0.09923411618024985,0.09995899118310438,0.0983946141895391,0.07917238467222633,0.06094689309360889,0.0398417712513162,0.028530670470756064,0.06369795587468875,0.03383990647880391,0.038897699051494566,0.03554818259916462,0.0528919448679257,0.03810370558536818,0.030538495470123172,0.0,0.020741867459466934,0.030795551753635585,0.027156386842730577,0.01702533369654045,0.0,0.0,0.024217961654894045,0.029778363891606756,F
Maine,0.0,0.0,0.0,0.0,0.0,0.025427176566314078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.061551087402544113,0.06138316737143637,0.03728282752963985,0.0,0.0,0.0,0.0,0.07982120051085569,0.05671690163668773,0.11711430356027483,0.077724234416291,0.03860705737008725,0.06164753024581952,0.09189768724153775,0.06833194138637917,0.0762369444232675,0.03872966692486445,0.10059583687998142,0.10763435073422004,0.0,0.08258258258258258,0.03892868265337901,0.08213552361396304,0.07021239248727401,0.2207099503402612,0.11690209449585973,0.2089968152866242,0.19213267266659925,0.10205122971731809,0.1259181532004197,0.0637890708058686,0.08423712751395178,0.11895749972964205,0.054608999563128,0.07595486111111112,0.0,0.0,0.057195149851292613,0.0,0.0768836494105587,0.0,0.09805294859223981,0.08593526210254941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
Maryland,0.0,0.0,0.03170800450958286,0.017082920496088012,0.026475601078880744,0.02188515344859514,0.021534587861118473,0.035049653676041057,0.024988755060222897,0.012057531651020584,0.02186858661642499,0.01678133915086424,0.02128376580763023,0.025841224135703344,0.07523728682768732,0.027941880887753474,0.05942241413461158,0.10754829715196176,0.06831184356587823,0.06290221125465718,0.06104844061048441,0.043655016234209164,0.0450070323488045,0.07178544765405157,0.19393608303742146,0.15001909333915225,0.11337576335386122,0.0918889385585854,0.0769064385108991,0.07482653847898053,0.10972769616624865,0.08749671887304226,0.08202582761956842,0.0828071628195839,0.10052069721155586,0.06985001649236501,0.07983513117097715,0.08705745792222867,0.06675815005748618,0.09831704354866692,0.06077303297949923,0.10323539735304442,0.10785661414824997,0.1836924340328053,0.18392660879707512,0.1589469206832479,0.11996106923790771,0.14711782800588472,0.09362013061149929,0.067079940784604,0.0750017045841951,0.08117071360653076,0.07427178832540327,0.0706665450898149,0.08501838235294118,0.07777699215159442,0.0614824652009247,0.06800322385653838,0.04619767471703924,0.08068504203430416,0.03725584118367129,0.03930508607813851,0.02954923977864933,0.03308428220892724,0.0,0.023852828050925787,0.05353319057815846,F
Massachusetts,0.0,0.0,0.00781616382679381,0.00579139398853304,0.005592580509856923,0.0,0.0,0.011354819174504645,0.008431308257998033,0.00975267223219162,0.008821107931156154,0.008032693060757282,0.007447046182324968,0.016795243587016156,0.025406797473178505,0.019243490288050995,0.01791429799837577,0.04041941082764688,0.04925597552755742,0.036812887455640465,0.01896243856960005,0.011492743153608721,0.023732433761082198,0.03846624586924973,0.12605829344326525,0.09786551927781996,0.0741888683724611,0.06909850554394986,0.058376195134265244,0.0555933040953734,0.06457167455876023,0.0720504353047133,0.06328931848911136,0.07508483142011407,0.05474068355674082,0.06190502393660926,0.08456547878595684,0.09621975009226552,0.0868882784909468,0.10699306684926818,0.1294585063166823,0.139866518691944,0.12317767209791845,0.2505665677168119,0.26487900588620017,0.19677615073053148,0.1486157031693551,0.14083326347556377,0.1282336245661429,0.10987861029719548,0.1481269965912944,0.11282089220980987,0.10249864624429489,0.0910602581360361,0.10533352239350173,0.10965143495772095,0.08822426608438651,0.08976247468237893,0.0851965276658454,0.07088511885071594,0.062171209947393585,0.05964309571524,0.07072653220496061,0.061795530947201895,0.028242060129913475,0.07417218543046358,0.046189376443418015,F
Michigan,0.0,0.0,0.03844608940150342,0.026964709248895272,0.0239736290080911,0.03040078366464558,0.021909341451320903,0.02237768826702471,0.015539086779823094,0.02208104373939321,0.018803086299682293,0.023829539361765503,0.018912728266123103,0.02756670789892207,0.06827326738426229,0.04327421677398175,0.045911005523895584,0.08691780967119628,0.06842805550275613,0.07294688448945663,0.05359966410877159,0.02935106626920431,0.02753460815404189,0.0413783812392344,0.13462771316054584,0.11115767990232703,0.07913618458075408,0.08504951096531195,0.06999264634221974,0.056563625099884184,0.06350155018490157,0.05701778587062481,0.06597796516724962,0.07119214482516319,0.06288505705224016,0.04596602191659925,0.08315244030530075,0.06987818765312813,0.0896684062337476,0.07116154619807578,0.09595613433858807,0.10405091423376098,0.10405177616381912,0.1904194546982543,0.1897390010672819,0.15610331201013034,0.12675821426585868,0.12726870296591414,0.09970661043366645,0.08838353677471752,0.08171996490848567,0.06980845539607114,0.0798914490787121,0.05083884087442806,0.06736819412818819,0.05861916131707247,0.04523454109558058,0.0703092042560505,0.05847583525618738,0.03720238095238095,0.05571213213606869,0.04391886396538543,0.03696919793644659,0.02931236637009449,0.04711169094730738,0.03014431591243076,0.02985847084817963,F
Minnesota,0.0,0.0,0.008411490095470413,0.0,0.006676191366349325,0.0,0.0,0.0,0.0,0.006821747731768879,0.0,0.0,0.0,0.0,0.016263688604575516,0.018031988748039022,0.016004837017409707,0.01897893338394382,0.024631941944407605,0.02308547923356209,0.013219353132986692,0.010649627263045794,0.014634860237084735,0.0,0.0839417483309257,0.04000609616703498,0.04162971275498199,0.04157067881454281,0.037887268155751115,0.02577585318074028,0.0359460090943403,0.03367182377230758,0.033780780513823445,0.027544162473833046,0.03932731562979887,0.04634349800722959,0.03450029052876235,0.06018273667317127,0.057722744623405646,0.06581366988637463,0.07118704395799964,0.07663607945951396,0.08346548702111677,0.14306753629286767,0.16157461809635723,0.11463994565217392,0.08072396652079705,0.10758131882040248,0.08638189435494321,0.07994641429528315,0.06832642951701755,0.06938722407736675,0.0724812756704518,0.06525285481239804,0.06963319032323279,0.049165359492426196,0.05636978579481398,0.06515506906437321,0.07859163784973279,0.051351351351351354,0.06258503401360545,0.06374899526040079,0.06748397255651782,0.04940998663023891,0.043025292725652295,0.05103831063191809,0.03990024937655861,F
Mississippi,0.0,0.0,0.04265549868155732,0.011886130866300837,0.02418574653337633,0.022959236918452967,0.018313527592381574,0.03347700548185965,0.016895816173520033,0.033969554786522575,0.030873726458783574,0.02050300710770913,0.012617978095190026,0.03210874160490194,0.11945771752416937,0.07744600292573789,0.10012794125827446,0.17402353461134745,0.13629283489096572,0.0963623223319682,0.0855703102716065,0.10742187500000001,0.10109519797809603,0.14155992127887304,0.2589641434262948,0.16435541859270675,0.1238120733502878,0.15143388964255292,0.10452392617997715,0.1365720417520242,0.10585624039610722,0.12798339674852993,0.10270940322295023,0.08045052292839903,0.0876257238646754,0.12182122734886554,0.10348141030379185,0.13017927545934685,0.18086662048795507,0.10885341074020319,0.12860402406139806,0.13978904562206124,0.08746228189093454,0.12667963624847306,0.12709940989559693,0.10266482167566844,0.06370296218774173,0.1268288263803959,0.04297994269340974,0.06796116504854369,0.06726888333653662,0.0339328130302002,0.03985453096198874,0.051628649206796204,0.03248862897985705,0.0,0.04710069081013188,0.057303306400779325,0.0,0.03632840881569387,0.0,0.05433470176285922,0.03652078641426745,0.04462293618920125,0.0,0.0,0.0,F
