state,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1975,1976,2016,gender
Alabama,0.5930545365615065,0.5094376591992685,0.4049504049504049,0.3292316556236882,0.4437218439860448,0.33322890262310956,0.2739011347332725,0.35198968213450843,0.28319621103000414,0.258988421694089,0.28241335044929394,0.21685978526629107,0.21592442645074222,0.21400118654123232,0.18911279663257213,0.179240022305425,0.19372183126433146,0.15629220854397405,0.13708848255145858,0.13402338192540053,0.14531908796921691,0.09393680614859094,0.11885097296643972,0.09386187025233564,0.0722644880261758,0.07659746018947793,0.07243077687181822,0.07050481447161677,0.06378313733306756,0.08375543413233358,0.06544376648124266,0.03956963313297281,0.03382034632034632,0.04692936321708876,0.05962724453984804,0.029778587443946188,0.032255091696617826,0.03304510657046869,0.034223134839151265,0.0314654309333791,0.02326122354035822,0.030375791940289873,0.034360817214769426,0.023071709757891246,0.024361234111459813,0.0188059658310067,0.014183391248847599,0.01571495921253768,0.011744843279747487,0.013281192355935957,0.021080845040731204,0.010672195880532389,0.009397024275646045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
Alaska,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3391812865497075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9316770186335404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08528057308545113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
Arizona,0.0,0.6610009442870632,0.5079006772009029,0.0,0.21606049693914295,0.19094380796508456,0.3194888178913738,0.1606748343040771,0.13986013986013987,0.22604764388801948,0.16899677369795668,0.1465798045602606,0.1555478741790529,0.09832841691248771,0.23069824669332512,0.14677821811243214,0.14692918013517484,0.07093204709887928,0.0,0.0,0.06078288353999514,0.0,0.0,0.07692307692307693,0.0,0.0,0.0,0.05841121495327102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
Arkansas,0.4233148811462064,0.26734989417400024,0.3437213565536205,0.2431775195893002,0.2438099366094165,0.23364485981308408,0.22170218007143738,0.21097046413502107,0.2228334668012952,0.20627474465182818,0.17287191471652205,0.17643352236925014,0.16305390370228276,0.13309671694764863,0.121098362144652,0.08171418195024514,0.10508097416244283,0.1221001221001221,0.1072601729570289,0.08091160407255074,0.08710239370281954,0.08959955889447929,0.06729043834914125,0.04580402421069851,0.04722327162825841,0.0619597880975247,0.046721174703821124,0.03865979381443299,0.04638075507869268,0.031123560535325244,0.03225711855957303,0.04258581040797206,0.026963626068433683,0.029185460334306183,0.03070138714449189,0.029510712388597062,0.015132408575031526,0.013805798435342843,0.0,0.0,0.012391266635275459,0.0,0.015668660068419816,0.013283034907815737,0.026566069815631473,0.0,0.021965349660909916,0.016498473891165065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
California,0.4458161865569273,0.47704865896321424,0.4316546762589928,0.35696821515892424,0.3451075923670321,0.26822876522275324,0.2872627121153789,0.3128491620111732,0.21124310353397285,0.2083281664641254,0.24368081942838263,0.19005264458254936,0.1919280543978943,0.15740203794217547,0.13774521675950593,0.12678724184284493,0.1063993831919815,0.13921043472997716,0.09234728635228219,0.08391608391608392,0.09193902366688417,0.06484283332304082,0.053709086313661066,0.03924967700786629,0.03910771829928354,0.04269594388533089,0.0407717510010921,0.02997367529387234,0.035727470852338364,0.02324122062890743,0.015854393252370234,0.02079925879005039,0.009157229632795092,0.008831701733051624,0.018433543782958188,0.013890818169190166,0.006360311655271108,0.011707847067418467,0.009493745994825909,0.00836508969235059,0.010588587344336257,0.009515570934256055,0.004395727353012872,0.007206441800396733,0.004776672202707271,0.008639868673996154,0.0037380636830122,0.00456344161728371,0.004293404669903233,0.002589507961118538,0.0018789281341304166,0.003405868000941258,0.0,0.0,0.001909107396836609,0.0023568230025925053,0.0,0.0,0.0,0.0,0.0016932679054614663,0.0,0.0,0.0,0.0,0.0,0.001804311582958638,F
Colorado,0.3711104767342278,0.5405405405405406,0.43698654081454297,0.3346516580468512,0.25827081539786,0.38738738738738737,0.3025842329080798,0.2747043113315529,0.1981686483531502,0.22305367678802707,0.21842236645032453,0.22380587784910774,0.20794961677856336,0.2058734483802604,0.16544552115339162,0.15263447096892363,0.15558148580318942,0.08261836669844295,0.055810492372566044,0.1085360403498691,0.05666792595391009,0.06310342651605981,0.059194948697711136,0.06152584085315833,0.07861635220125787,0.044894817855310416,0.07053995126330641,0.0477754553598089,0.04028545119705341,0.0,0.027578599007170437,0.038476337052712584,0.025227043390514632,0.0,0.0385375018064454,0.0,0.0,0.0,0.017260425296879316,0.0,0.016790919470750218,0.0,0.018187880808754435,0.0,0.0,0.0,0.0,0.01620614212786646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
Connecticut,0.7736063708759955,0.6898620275944811,0.6204556471158507,0.5356708059410762,0.4660103687307042,0.5583879582422918,0.4676336869452262,0.5312241766025263,0.4639392661324336,0.49357113231024474,0.5089058524173028,0.43979555449898966,0.3448129070707931,0.38392628615305857,0.3251697880222268,0.2457002457002457,0.3376304481276857,0.20207344930592164,0.2620126121325162,0.23537013106885732,0.18709500775759788,0.19176869744800118,0.12899231205820133,0.15417653212928803,0.1255938404412166,0.1191378750135384,0.12495925241768988,0.13264006791171476,0.10607132033538741,0.02526273241713824,0.06602216458382458,0.05304606847023299,0.04156674660271783,0.024207946258359307,0.05512299317852959,0.031419095828242274,0.016921428168537422,0.020368672980955294,0.02215207398792712,0.03150327920497179,0.014216661927779357,0.0,0.0,0.0,0.0,0.01094834570496398,0.0,0.010047423840527288,0.012286773288554872,0.012190909645041348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
Delaware,0.8695652173913043,0.7537688442211055,0.5166051660516605,0.5932762030323006,0.44096031357177856,0.46197583511016344,0.4324683965402528,0.3766478342749529,0.43691971600218454,0.27495188342040144,0.40453074433656955,0.2292263610315186,0.31976744186046513,0.6193868070610096,0.31928480204342274,0.26872690628149143,0.16857720836142953,0.2348993288590604,0.2695417789757413,0.17452006980802792,0.35575679172056923,0.0,0.27313076135199726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11494252873563218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
Florida,0.33517680576504105,0.411522633744856,0.5415994468771607,0.3772364733778832,0.40272869236459274,0.31917157245194694,0.2710215427380125,0.31615767523207317,0.3180233624854749,0.27272188296673977,0.2555555555555556,0.23040268104937947,0.2706843718079673,0.16159167802858154,0.16980963446241845,0.16287938979818847,0.1563694488845646,0.17902159219612,0.13659505774245623,0.16738736225414982,0.10536925050393989,0.06165812938721306,0.08971426008163998,0.08359970494221784,0.0553888760673898,0.10027029383555672,0.06079555323953448,0.08781099728204056,0.059232348760069505,0.08410428931875526,0.07806678258401051,0.04908698213233851,0.07680264673736449,0.04264820250370036,0.027904380987815086,0.02542118277830418,0.03205539171688678,0.02094001637128553,0.042482524234349055,0.03800691725894113,0.029012312099947417,0.01996738660188359,0.014048012986607562,0.023055419464537884,0.012233247247519369,0.01421776445041878,0.007139457401237505,0.015715857300015717,0.01088459068496729,0.007384277817629436,0.006201422192822888,0.005175126273081063,0.006328312871788382,0.007492159989725037,0.00543312904768114,0.005801877487554973,0.007222476346389965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
