state,1971,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,gender
Alabama,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026322716504343247,0.03787768421666035,0.03086333155635364,0.033791394458211305,0.06631873360053055,0.09478672985781991,0.1142969107177846,0.17825311942959002,0.1783029752123903,0.18259709249245032,0.20831163420477034,0.16181229773462785,0.22223018746191622,0.19036243514613116,0.22577834112334627,0.24251242876197404,M
Alaska,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2105666156202144,0.13446023818670766,0.20884754129485475,0.2448672066302505,0.34688764694546154,0.2940599882376005,0.43633478778262597,0.29172744321733696,0.3215434083601286,0.42839657282741733,0.41814760610495505,0.5291005291005291,0.19689884321929607,0.3381014304291287,0.27517886626307103,M
Arizona,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016087516087516088,0.0,0.014211358428223759,0.0,0.035919540229885055,0.03697851884223619,0.0698867516955479,0.08561782143030225,0.11419611051456426,0.15344024251043206,0.1846759138446715,0.1653473327408387,0.16971603609570327,0.2474884120891797,0.21694688973257123,0.20398522717512668,0.22607886162643795,0.17026509329108236,0.18505724437425977,0.2359163145205195,M
Arkansas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05375862377923125,0.03156708004509583,0.053163211057947905,0.08094253080312977,0.09399379640943697,0.16238559196929436,0.18915510718789408,0.3075291622481442,0.26949730502694974,0.179472798653954,0.39922373163293595,0.2731152204836415,0.2911294634899887,0.2956904687008493,0.31512605042016806,0.37256795915551266,M
California,0.001881198549219679,0.0019340542750888284,0.0013310970902217607,0.0,0.0011968794957786062,0.0,0.0015868661886421186,0.0018509563660173665,0.002643627056321273,0.005219673695827243,0.00461761054046566,0.0034376892381816214,0.0041192382155460045,0.0075200534759358294,0.005088109089058869,0.008649191579593488,0.0057064597123944304,0.011148048948510307,0.0132652946024363,0.03541186835850409,0.05412550279743388,0.0659507905639638,0.08155077174876679,0.09103417191521665,0.12607200602624188,0.14780655078633084,0.1887904024850708,0.19172450973785296,0.18041343598077425,0.17346674482326158,0.19549068161084324,0.17068787574788716,0.1433617763097532,0.15583485574086656,0.15727492423951822,M
Colorado,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012618296529968456,0.0,0.012192445560730571,0.011892586161786742,0.0,0.02046245140167792,0.0,0.022354861064538486,0.06013090034459631,0.08569972668735813,0.06493506493506493,0.10734732824427481,0.10300176574455562,0.210948754887837,0.23901352599272094,0.2485200491455378,0.22740839705506127,0.31710340453746144,0.2683827773288699,0.3006214770920653,0.25850420069326124,0.25311709009093464,0.15394189512298975,0.2607300441235459,M
Connecticut,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01715324710967786,0.021419391689276025,0.029536643898836992,0.05299216472992922,0.038445273153665756,0.05724098454493417,0.05607557261786654,0.09019572472264814,0.12469979678551635,0.08463817181548879,0.10456273764258554,0.1639113941834871,0.1393962699480869,0.10771641206423815,0.15813099367476025,0.13729735438559434,0.17094959744127053,M
Delaware,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19127108328986264,0.14540167211922936,0.24691358024691357,0.20014556040756915,0.1128031584884377,0.28702640642939153,0.12222448563862294,0.17578554163920018,0.0,M
Florida,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0037420668183451083,0.004561488869967157,0.004627915586819697,0.003855614932025509,0.0053955725473268795,0.004660013203370743,0.006090551271021918,0.0038305957342485903,0.004633168855838951,0.007557779222153362,0.018609082721094513,0.02907843180017302,0.03543234547954136,0.04565525998530471,0.05119980724778447,0.07245851749873199,0.07534785593489945,0.1173559200959257,0.13168200087787998,0.13546095061213015,0.14142485541833977,0.13328890369876709,0.16611996053596875,0.14809910443600377,0.1329438470512693,0.15684285660618355,M
Georgia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007931891491724394,0.0,0.0,0.0,0.0,0.0,0.0,0.028242343868955525,0.030597882626522247,0.03193641105709521,0.040559724193875484,0.06251719222786266,0.08593904938189992,0.09693598010705104,0.13262408280355778,0.1691251084606674,0.15652749766713825,0.1739440702912448,0.1550527631004531,0.14786849142677364,0.12311281021188364,0.15526075180706264,0.1952495253107871,M
Hawaii,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07948072592396344,0.0,0.0,0.09981462997290745,0.07652280379553107,0.13568521031207598,0.17472335468841002,0.16454749439042632,0.3042433947157726,0.257419745608722,0.338436744560838,0.38113387327298714,0.4108885464817668,0.5518394648829431,0.5336546737820623,0.6191950464396285,0.5947323704333051,0.681937401643644,0.41337167505391803,0.48561822936122523,0.24742268041237112,0.619743249225321,0.3983130271790066,M
