state,1951,1952,1953,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,gender
Alabama,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01142552462200556,0.0,0.03017631590291848,0.029421749462487268,0.04832251829352478,0.04795358093365622,0.046289528821322416,0.0897273668468883,0.1244287047450408,0.09809736734042067,0.05823981363259638,0.05284562185511109,0.07717853968847935,0.06385545018092378,0.05950397486552102,0.08520508390333956,0.06986604991808808,0.06469390200071883,0.06639476429858673,0.07742934572202864,0.054974001878278396,0.06132220099530649,0.06062810719049351,0.06124898939167503,0.047945896840617744,0.04892115968896442,0.046667185190946564,0.06765723802336777,0.07017726256692831,0.08146532467873754,0.04479578392621871,0.05806398097713385,0.04593345390864984,0.057575495868958174,0.04972068673042613,0.046618688266658895,0.08136696501220504,0.03097544492002703,0.06055188720048442,0.03669163736431738,0.042453138266605704,0.03699593044765076,0.03146523091983358,0.03160334293138563,0.027774884560636044,0.02462361052483467,0.021506147173733826,0.04105856444328319,0.03961023528479759,0.020209369063497837,M
Alaska,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11005943209333038,0.1634320735444331,0.0,0.23818248442652987,0.19197207678883071,0.1801506714706846,0.140361821584529,0.10247401551749377,0.08999742864489586,0.1447178002894356,0.12582932967284374,0.11392116655274549,0.19389238972370335,0.08958280010238034,0.13386880856760375,0.07796257796257797,0.11773940345368916,0.10692328254477412,0.16533480297602646,0.0739863865048831,0.07911392405063292,0.0,0.13691596782474755,0.08874689385871495,0.08888888888888889,0.0,0.09312721177127957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09801999607920014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,M
Arizona,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02008637139700713,0.04136647247405977,0.061108093427485057,0.06853114903893222,0.07677671328904763,0.055873266285413795,0.09789679782732268,0.0952088452088452,0.07874680091121299,0.07331570265245739,0.07307731075496421,0.07718931301511417,0.05166941416726127,0.06652095410054168,0.09772131657264692,0.07639252662825213,0.08373456144023446,0.07149568983127016,0.08470303519209438,0.059650448372536934,0.089213300892133,0.05809062136933617,0.06313774211287398,0.037916583516264216,0.05329122668508832,0.04812690101259,0.019317698875709926,0.04389983203542526,0.02961591855622397,0.03932503932503932,0.02905393136008716,0.035528396070559395,0.026064291920069507,0.025656814449917898,0.016808417655561902,0.01429501739227116,0.030693181267466844,0.023861873838864175,0.022454669635672986,0.024088162675391937,0.02066841659260484,0.02483649308717609,0.014681515971392018,0.02294630564479119,0.01932491625869621,0.022164594277101757,0.01891834369900915,0.014804579549940782,0.020739895782023697,M
Arkansas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01934385639121015,0.055242078680503494,0.0464378313532758,0.06767246526810239,0.06830326650327455,0.10435185900904383,0.10413329061198333,0.09100561201274078,0.08079324274697025,0.06219147199440277,0.08831547824751372,0.06571826194526055,0.08542362351479382,0.08159142124485197,0.09152043293143926,0.0914440203562341,0.09631205104538705,0.0977975980909909,0.10600290526481097,0.07745617611088464,0.08038925322614766,0.07701852723460699,0.08380750738829341,0.08373732921992066,0.08210535413335637,0.05667698478440947,0.0525003281270508,0.04439708755105665,0.07800988125162521,0.05358099660653688,0.07639762717957936,0.05390351271224508,0.05375862377923125,0.03607666290868095,0.04430267588162325,0.053961687202086515,0.023498449102359244,0.06397008168487353,0.026271542664985287,0.03711558854718982,0.032999670003299966,0.039259674705552444,0.0,0.03982930298719772,0.0,0.0,0.0,0.03449703325514006,M
California,0.003027681660899654,0.0019980578877331233,0.0018964320527359824,0.0,0.003058415740646345,0.0032596011552026498,0.003963142772218369,0.0019421309708389034,0.0021920828231521525,0.0037154923646631906,0.0037474002410827485,0.006862433169258795,0.005090953058230958,0.008417225009258948,0.00957963157446567,0.004286755354871897,0.005004378831477543,0.010707414711987814,0.012191528919322557,0.014673348683913495,0.022819978891519526,0.03243732340865052,0.0484693144056553,0.04248331304482807,0.06098664589186084,0.08229172987076026,0.09730433688759314,0.08589595416089081,0.06462364109932359,0.07643607406780882,0.07614678899082568,0.06692471873530369,0.07028894934196014,0.07279984259493494,0.05912680212414418,0.0678859516013098,0.06173995334078936,0.06295586147795468,0.057424081326855184,0.052593279394995925,0.04210925732689509,0.04518198968985448,0.03827760710273312,0.03642781648589576,0.03199695367845971,0.029383899270894836,0.035093582887700536,0.02346183635510479,0.03013266743858376,0.024823099748915774,0.02458287716850991,0.01975682174830938,0.023513480590046716,0.02193507218632847,0.01691045911896508,0.023584369530131162,0.01690211009500765,0.024584041175117168,0.0174083270926123,0.015063064028064161,0.02223869532987398,0.01480491936483453,0.017039955287157325,0.01972518589226526,0.013712768030485649,0.012998134385417621,0.01302014460498102,0.017048772275286526,M
Colorado,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012862398065495332,0.0,0.0,0.0,0.0,0.020182313565878435,0.0,0.0,0.018551728402696185,0.0,0.0,0.05763873322872971,0.03831662302829044,0.06659267480577136,0.0846633846539776,0.08945371541380055,0.09077333020994993,0.12042320153682942,0.08799061433447099,0.10113012919374005,0.09428488540760081,0.09406042808965565,0.11913762687011707,0.08801797419683598,0.07817349918377671,0.0896654787906656,0.08093696438773568,0.07982390363077817,0.07558210410825307,0.05610577157632824,0.06383187665717371,0.04165849833366007,0.06785112959565752,0.048382989559460146,0.03580196399345335,0.03533123028391167,0.025264647179202144,0.043892804018630056,0.03805627571771757,0.032206860061193034,0.022736057112975466,0.01342822613132805,0.017883888851630787,0.02775272323596753,0.016213461805716405,0.016233766233766232,0.028625954198473285,0.014714537963507945,0.0,0.016296376772230975,0.027923601027588514,0.01989823474231786,0.02306206578454265,0.02020085420754935,0.020234137881196705,0.0,0.0,0.016376797353509547,0.0,M
Connecticut,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019294775939414404,0.0,0.0,0.031192488848685238,0.02343174666934458,0.044345898004434586,0.027865826047580897,0.04614183289557748,0.08005011833495754,0.07561436672967864,0.06902445437812253,0.055107134753152445,0.05684330196425188,0.07130677414354364,0.06983240223463687,0.044191733199776095,0.0313015764612145,0.05316916188610606,0.048062802061360176,0.028763433831027897,0.054126501366049795,0.05119148173743889,0.042621204049014386,0.03870289995300362,0.025526845732762288,0.032105539664934915,0.029999400011999758,0.027420632502589724,0.03546899687227936,0.025650891368475055,0.026182294223531338,0.03307972213033411,0.0,0.03456141563558444,0.030875844797420154,0.02498929030415536,0.0,0.0,0.019222636576832878,0.020443208766047917,0.0,0.022548931180662035,0.0,0.0,0.028517110266159697,0.023415913454783874,0.02403383964622188,0.0,0.0,0.0,0.0,M
Delaware,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10364484366902746,0.0,0.0,0.12558869701726844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06738544474393532,0.0,0.06056935190793458,0.0590876861262113,0.0,0.0,0.06734006734006734,0.0,0.0,0.07369196757553427,0.0,0.0888494002665482,0.07322788517867604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10045203415369162,0.0,0.0,0.0,0.0,0.0,0.1128031584884377,0.0,0.0,0.0,0.0,M
Florida,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005175126273081063,0.0,0.0,0.008693006476289825,0.0,0.0,0.009922972922687637,0.0,0.009282142318447097,0.007640003056001223,0.015370089805239004,0.021231923376347637,0.046161882432974165,0.06209844992715374,0.04677800675120422,0.07445920790808139,0.09408027368806891,0.10520904319548556,0.07935354799771999,0.0723389947936301,0.08528288721338166,0.09500004611652724,0.07584816090518087,0.08180377319903881,0.08624968470044507,0.07256546840611144,0.06991556351175887,0.08502840388491845,0.07592485529001204,0.07722113262216998,0.08159095262758342,0.06482108651794233,0.06389729428009049,0.050143695365824456,0.05169687385962778,0.0593915833641861,0.052436363075546916,0.05780970586421656,0.045046794299250514,0.03958858326164247,0.040604314783035056,0.04247071451185705,0.04005622987741282,0.040195618677564146,0.03344019657019897,0.0389755800274955,0.028534537490815443,0.03011753367516734,0.04025473194373999,0.02679034877685314,0.023811346106419707,0.03442666689617778,0.03748604922599828,0.022728994620804608,0.024991669443518827,0.02192446179662532,0.023521622469247657,0.018087598238267933,0.009391787820729554,M
