state,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,gender
Massachusetts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008742328606647667,0.0,0.0,0.0,0.012855535915153463,0.020510555047174275,0.020075359812218176,0.007687104114138123,0.016511558090663465,0.01582232962227784,0.021659085986571368,0.05614429082742648,0.028889011170417655,0.0488894174231313,0.06590393841935994,0.07847973541117777,0.07703500813147308,0.11011413180959183,0.10794046551226112,0.12005925001949014,0.07820230457403683,0.1487900588620013,0.12462489546266993,0.11187923721737969,0.17771816581440186,0.15729991280113528,0.169178177759174,0.18382024878196776,0.2034475105422801,0.15084706428405661,0.17816137461398368,0.2248465574168979,0.1644771524365814,0.189682172081431,0.1726201436199595,0.14966957562918787,0.15358442417655122,0.1721664275466284,0.22664376371791203,0.17315806160524838,0.19774569903104605,0.18228966083853243,0.15894039735099338,0.144002173617715,F
Michigan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062018800556397245,0.004489176595228903,0.0,0.005517850245544336,0.005422846452102709,0.004622866547088519,0.004556888192191317,0.011031845259983821,0.014004621525103286,0.028468891266089234,0.027797205932461756,0.03320872155910204,0.0372074806619015,0.04646934033740782,0.05514744136682413,0.05744497516036722,0.05282506279714098,0.0709560509136956,0.08339356201701228,0.08853474988933156,0.12606582928394608,0.09674414160475837,0.1333958250712045,0.13716749130456082,0.11666687801970656,0.12774888219728078,0.12934693272612133,0.12724647212730367,0.11760980684850952,0.12499414089964533,0.1043082466731991,0.13910455486542442,0.17696794913810054,0.17730208045285228,0.17308306306609086,0.12931926339747568,0.13408712038849024,0.14130148083951918,0.13535840117841433,F
Minnesota,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009525260992151185,0.0,0.008660558086363086,0.0,0.0,0.0,0.0106332075070445,0.0,0.0,0.0,0.012976179442024286,0.010894828588030215,0.031003227983148834,0.029792384321757747,0.029035442596929986,0.02570643254038876,0.03630130079661188,0.0646857524413655,0.044182621502209134,0.056656034916904484,0.033967391304347824,0.05523218761949271,0.059064253470024884,0.06694596812508098,0.08426784209502819,0.10462484519793312,0.10624918686846785,0.12739133299655164,0.11963023382272975,0.1235427570250904,0.09364830379509752,0.10538699083378267,0.10424811050299713,0.13098606308288796,0.12702702702702703,0.15782312925170067,0.19956207211951552,0.1490271060623102,0.12788467127826542,0.12292940778757798,0.10207662126383618,0.10640066500415628,F
Mississippi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02231644722160232,0.0,0.032252862441541685,0.0,0.050832380226204094,0.03935802685092054,0.04071845450843777,0.04085338175215615,0.058027942686247384,0.05915275060290303,0.09059201884313993,0.05730659025787965,0.10194174757281553,0.08168364405150874,0.07271317077900044,0.08967269466447467,0.07040270346381301,0.092824654228163,0.06842619745845552,0.0680343311701905,0.0515729757607014,0.06893382352941177,0.11503996124969727,0.12041664157986633,0.1569669162038155,0.1886907298070485,0.13386880856760375,0.14576293646061086,0.10406549188289164,0.1916838690651725,F
Missouri,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012541347254228785,0.014139827179890024,0.01598848828843233,0.02005146542793169,0.015321756894790602,0.04224310909282923,0.0214067823822181,0.03409906676238334,0.028977108084613158,0.038201266099105,0.05033369374743671,0.048480328174529186,0.0848225473753205,0.07109566316454696,0.043389937479044634,0.08532084606532005,0.08604818698471144,0.09299932723890933,0.09267467160931582,0.08722016862565934,0.07026635339584111,0.09193288899103653,0.08013575940416706,0.11138823643363925,0.13338932391374156,0.15037217112353074,0.11789732680626394,0.13938565116768356,0.12572993210583666,0.11762343288292164,0.07932391616072246,F
Montana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09408812921436412,0.0,0.0,0.0,0.08401949252226516,0.0,0.14792899408284024,0.11691999331885754,0.0,0.11266698857234832,0.0,0.08448800270361609,0.09017132551848511,0.1647748077627243,0.22688598979013047,0.0,0.13458950201884254,0.11583011583011582,0.21488571986716157,0.0,0.176522506619594,0.0,0.0,F
Nebraska,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02642007926023778,0.0,0.0,0.035137034434293744,0.03589160734581564,0.0,0.0,0.06106124442816145,0.030746525642602385,0.0,0.05458184244041482,0.08119925046845722,0.07422068283028203,0.11065347021577426,0.08669804310131285,0.11460588310199923,0.12001768681700462,0.10308614135687134,0.1137808714276153,0.11022320198401765,0.14732965009208102,0.10632642211589581,0.11544677903486493,0.15499070055796654,0.19139488592864798,0.13410112802713575,0.15278224509488583,0.22101326079564773,0.14370396982216635,0.09476876421531463,F
Nevada,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05191722910331529,0.06119951040391676,0.06512960791976032,0.0790670092903736,0.11323519616332511,0.09437523593808984,0.11627906976744186,0.09471378677558752,0.12264922322158626,0.11676396997497916,0.169223210873956,0.1567316232171778,0.23450935431757777,0.1886023040065246,0.1908684514541162,0.2760023242300988,0.25541004922448224,0.22545959070412766,0.23783783783783785,0.20720139976056728,0.17571261226083562,0.17545670347817113,0.13467650703011366,0.18723497989977422,0.20963204060241628,0.39391618338986756,0.379433599120154,0.2491647318647715,0.26343519494204426,0.2752461924276714,0.31645569620253167,F
New Hampshire,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.054914881933003847,0.0,0.05971677188193141,0.0,0.1006036217303823,0.06536558035297414,0.0,0.04827652795210968,0.08953442101074413,0.11929615269907547,0.13040425318487311,0.13403443653984948,0.13499480789200416,0.12494793835901709,0.11838140335772708,0.12078620841111233,0.20408163265306123,0.10523854069223575,0.11120721611268998,0.08976660682226212,0.156637514684767,0.09668508287292818,0.0,0.12958963282937366,0.18900843268391973,0.14970059880239522,0.18936405239072118,0.13080444735120994,0.0,F
New Jersey,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006779752945802655,0.0,0.0,0.0,0.0,0.008671272075613494,0.008471584892340275,0.015354550530429927,0.012543029559739663,0.013509314672466665,0.012123498033299209,0.010609094646385613,0.021710811984368215,0.018566194672739875,0.013158681739338478,0.01853782875680686,0.025236731514094165,0.042020059049240874,0.058270397495515464,0.04776383695057025,0.06142728093947607,0.07224106475982907,0.06634952428642965,0.09356935026981299,0.09579675340865845,0.10144927536231885,0.10061981807936891,0.1396516764915202,0.17783127915407027,0.18018265845070422,0.188707833441232,0.18949303542388463,0.18483212294974602,0.2044929604401748,0.20222901312241595,0.1936885865457294,0.22709449745131355,0.19509189855221276,0.23059185242121444,0.2283351312477526,0.2536921264836459,0.3784243784968042,0.31018280596138315,0.3167599977374286,0.23114875101977392,0.25567209550460007,0.2484628990145709,F
New Mexico,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030528758090120893,0.0,0.0,0.0,0.0,0.04033477866290209,0.0,0.03056701818737582,0.0,0.0,0.0,0.04155844155844156,0.036467830164105236,0.05267316302343956,0.06844266610508581,0.06369088689560001,0.11802575107296137,0.15579790785666592,0.11004923255140459,0.1565035937862277,0.24596556482092508,0.35776041977222584,0.19927536231884058,0.23606883270174567,0.2755683597419678,0.30539108756622,0.23365961477739183,0.2939337085678549,0.2579589782307789,0.25978845796993877,0.3516998827667058,0.2613962384443736,0.21199480270806265,0.20279568334902587,0.2266203353980964,0.21505376344086022,0.3675869955889561,0.482168093773381,0.3784620677791158,0.3877042370534478,0.2546772455676364,0.24266722937328547,0.2761515519717221,F
New York,0.0,0.0018218785754367042,0.0034436842830249323,0.0023573322856300953,0.0,0.0030648405325160426,0.006531365795672753,0.004443566702873506,0.0,0.0031976294906709162,0.004368958549505761,0.006071913535951248,0.008761746216020853,0.010128576653630813,0.008381058807095963,0.014888747966583033,0.014652889332696567,0.01760478850247267,0.024870883075099486,0.01848575276626086,0.013876254644690791,0.025982892048725562,0.02538235279479612,0.033165231132397555,0.04662833849289519,0.0510187517102877,0.07380003067014261,0.059151763708421234,0.07037728343685934,0.0914310792524595,0.08571118585222957,0.1088151551884532,0.11194073587847105,0.11427082778261306,0.11953273566965499,0.15894792189190332,0.15769501407318054,0.18438688182708327,0.20515678030494908,0.19517825415969603,0.2088633016468068,0.21287311553570826,0.19949890174847015,0.200636742996872,0.20454707433540018,0.187983673947072,0.18181818181818182,0.208235525737911,0.23606011046996017,0.31025880885562834,0.2807384849638371,0.2819425264680739,0.25540376077752447,0.24948174206459603,0.25561455965440155,F
North Carolina,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006869736064740393,0.023410370794261857,0.012870178509375926,0.022693293464331483,0.024204609633434633,0.025150905432595575,0.044930568231280096,0.0535966149506347,0.04027609960696082,0.03564769112646704,0.06009454875671056,0.051678216969006326,0.07377070031288953,0.09486041027127443,0.07350287997647909,0.12021317803571667,0.11362269245678996,0.1009095133771493,0.10585698978867329,0.12197157420365402,0.1288219365354786,0.14782680776988755,0.14434011780486383,0.1473192363208881,0.15832901988247114,0.2109867093773582,0.24720369889979096,0.21282830307984146,0.21675157421763755,0.17626321974148063,0.16415307274033036,0.1667997515748381,F
North Dakota,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07196315486470926,0.0,0.0,0.11042751222590313,0.11317704122877931,0.0,0.0,0.0,0.0966183574879227,0.0,0.0,0.1889287738522577,0.0,0.13295346628679963,0.0,0.0,0.1005631536604988,0.0,0.10175010175010174,0.1744186046511628,0.09428625306430323,0.14505893019038985,0.11233851338700616,0.0,0.102880658436214,0.15102481121898598,0.0,F
Ohio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003728783223458521,0.0,0.0,0.003872606729041452,0.0,0.004523079010651851,0.003624238909828936,0.004971343754216765,0.0,0.003644580508783439,0.005279791221969966,0.00527191799908118,0.0,0.0053863970390205995,0.0038381233112257432,0.0107180315569472,0.021961378265808407,0.014250142501425015,0.029600619336035337,0.02449624654286843,0.02864039932899636,0.031783205085312814,0.0497145697975417,0.0405590089494335,0.04922449052652305,0.05083745631156098,0.06143181984889606,0.06864171769034348,0.07219599312238172,0.07774748796882228,0.0925529691589622,0.0886723607232403,0.09719594912366879,0.09795350894747375,0.11896907885486853,0.1111934766493699,0.08968504029926481,0.103367540101624,0.09709606122162176,0.11736936138026369,0.13050527953176289,0.20280211550442054,0.15754447915251935,0.17117761782492177,0.12936420433664095,0.12388541363963108,0.14618708734276856,F
