state,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1989,1990,1991,1992,1993,1996,2001,2002,2003,2004,2009,2017,gender
Alabama,1.2044509660063585,1.0515315786036183,0.9646009646009646,0.7778097864109634,0.7756664295633913,0.7376605622169691,0.6182339898265293,0.6771099228847033,0.6982251409877688,0.6877339601288412,0.6589644843816859,0.5612841501009885,0.5460396553513962,0.5318247309093991,0.5490371515139191,0.5576356249502111,0.5475606863287736,0.47466522594836563,0.4979537527972098,0.4762984803810388,0.41753653444676403,0.3778821520068318,0.35856734216993674,0.3863616519689164,0.32519019611779115,0.3265470671235638,0.3124870659327014,0.2920913742395552,0.3109427944987044,0.26921389542535795,0.2829480491983139,0.2430706035311187,0.23674242424242425,0.22170078485314348,0.19932536031892056,0.1664097533632287,0.20735416090682887,0.2368232637550256,0.2096167008898015,0.18021110443662575,0.16282856478250757,0.14609309456996558,0.1546236774664624,0.13410431296774286,0.10890904661593798,0.11138918222980891,0.10353875611658749,0.07571753075131792,0.07634148131835866,0.05017339334464694,0.08131183087139178,0.048787181168148064,0.0610806577916993,0.03746111373519879,0.05369083839057645,0.040527206089653225,0.05825206231091568,0.04092530158049617,0.045860583825171476,0.0276379429473892,0.02475530334767871,0.019628241113313835,0.012932706815536491,0.022632114971144056,0.0,0.0,0.0,0.011503508570113886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
Alaska,0.0,0.0,3.731343283582089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3824884792626728,0.0,0.0,1.3363028953229399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0460251046025104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6600660066006601,0.0,0.0,0.0,0.0,0.0,0.0,0.28653295128939826,0.0,0.0,0.0,0.0,0.10066438494060802,0.0,0.10638297872340426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08528057308545113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
Arizona,0.0,0.4721435316336166,0.0,0.3386550556361877,0.28808066258552395,0.0,0.3194888178913738,0.26109660574412535,0.3146853146853147,0.24343592418709792,0.19972345982485787,0.2768729641693811,0.20739716557207052,0.1802687643395608,0.2460781298062135,0.13210039630118892,0.23508668821627976,0.07093204709887928,0.1638448935008192,0.18111254851228978,0.19450522732798445,0.1372495196266813,0.13995801259622112,0.16923076923076924,0.15845577643330452,0.09427609427609428,0.10395010395010396,0.05841121495327102,0.16774770744799822,0.11298158400180769,0.0,0.09258306758563935,0.09760425909494233,0.046583850931677016,0.05460644356034012,0.0,0.06995452955578874,0.04773554508025539,0.05235297539410157,0.0,0.038442528420012084,0.041277539858624424,0.0,0.0535475234270415,0.042663936174751484,0.0,0.023419203747072598,0.0,0.0,0.0,0.0,0.0,0.01989455883815776,0.0,0.0,0.0,0.0,0.0,0.0,0.022290745625441172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
Arkansas,1.1831108216650386,0.9802829453046675,0.8554842652001222,0.6079437989732505,0.6555778295497643,0.5754586362062998,0.5090938949788562,0.617842073538276,0.5675289857595488,0.5256678976611106,0.5282197394115953,0.428481411468179,0.457190357439734,0.40562808974521486,0.33604795495140927,0.4267296168512802,0.3863271108913339,0.34438495976957517,0.34859556211034387,0.3641022183264783,0.2935673269243177,0.24812185540009649,0.26595744680851063,0.26828071323409125,0.2550056667925954,0.2478391523900988,0.2769898214583681,0.24484536082474226,0.2071673726848273,0.18985371926548397,0.17888038473945048,0.164665133577492,0.15638903119691538,0.15919342000530645,0.19258142845181278,0.1475535619429853,0.11601513240857503,0.11044638748274274,0.12508720021168604,0.1646927753154593,0.12639091967980967,0.12367803326686691,0.1018462904447288,0.10095106529939961,0.13017374209659424,0.08302200083022,0.063150380275116,0.04674567602496769,0.05987170349251603,0.04615073985404829,0.029092601751374625,0.04366685103781549,0.05784359093012494,0.035188551991085566,0.03268265145437799,0.030421849648458628,0.03272727272727273,0.02271608677545148,0.030905930075333207,0.0,0.0,0.0,0.0,0.03551276486603796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
California,0.594421582075903,0.5194529842043888,0.4556354916067146,0.36185819070904646,0.29638652050345105,0.30830892554339445,0.2813397695975361,0.2877094972067039,0.3181072617923356,0.25793011086034573,0.24368081942838263,0.2147594883782808,0.21020691672150324,0.19550989975975477,0.19526519738435458,0.13289747036539168,0.18195836545875096,0.15282884682312708,0.13019453485731586,0.11655011655011654,0.09638768610237855,0.09572037300067932,0.10899785163654746,0.0752285475984104,0.08447267152645246,0.07776761207685269,0.05678922460866399,0.05343133421951156,0.0524002905834296,0.060427173635159315,0.036993584255530544,0.033089729893261983,0.03815512346997955,0.0366855302757529,0.032258701620176834,0.02651883468663577,0.025971272592357028,0.025757263548320627,0.02610780148577125,0.018124361000092945,0.0193356812374836,0.018598615916955018,0.016384074679411612,0.015930029242982254,0.01175796234512559,0.01043984131441202,0.007136303394841472,0.007497082656966094,0.011228904521285379,0.005502704417376893,0.0053236297133695135,0.006811736001882516,0.004996533654776998,0.0046789317063128145,0.005409137624370393,0.005387024005925727,0.005322017541369816,0.009287969935555777,0.005004378831477543,0.002072402847481512,0.002709228648738346,0.003009917678751486,0.004482495853691335,0.005121682643471135,0.002875298312199891,0.005310414130603508,0.0,0.0030337964929312545,0.002959827738025647,0.0031425349083252733,0.0029523490857558997,0.0,0.0018348623853211008,0.00241170157604698,0.0,0.0014054023666975855,0.001657760807218996,0.002633134890712933,0.0026917538121963365,0.0,0.001156847728760854,0.0,0.0015866258022376712,0.0,0.0,0.0,0.0,0.0,0.0019114903507967092,F
Colorado,0.7136739937196689,0.7396870554765291,0.5943016955077784,0.4563431700638881,0.45504857951051536,0.40540540540540543,0.40071965979718677,0.4044257916825639,0.36900369003690037,0.2878111958555188,0.32451323015476785,0.25914364803580897,0.4218406511793714,0.35725098395398125,0.2540770503427086,0.21368825935649308,0.2528199144301828,0.20972354623450903,0.17363264293687214,0.1085360403498691,0.13852159677622466,0.16406890894175555,0.13812154696132595,0.1503964998632759,0.1310272536687631,0.14751154438173422,0.10260356547390022,0.10152284263959391,0.08632596685082873,0.08039508441483864,0.0882515168229454,0.09893915242126092,0.060544904137235116,0.0768418019402555,0.024085938629028372,0.06274736943720437,0.043074754278106274,0.05232497296543063,0.017260425296879316,0.02081382037673015,0.016790919470750218,0.015839325878290622,0.021219194276880172,0.014905795373241115,0.014423770373575654,0.0,0.0,0.0,0.0,0.013362909907261406,0.0,0.015434877678594397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
Connecticut,0.7963594994311717,0.7198560287942412,0.5428986912263694,0.5356708059410762,0.4485349799033029,0.38844379703811605,0.41134444684996757,0.38956439617518596,0.42559717802231506,0.3566984653670676,0.3271537622682661,0.33678037957129836,0.285215614490656,0.302875181298524,0.20991973657131097,0.2457002457002457,0.21924055073226345,0.2503953610964681,0.18651745270450307,0.17998892375853795,0.12320890754768642,0.17210011309436005,0.11867292709354524,0.0991134849402566,0.11467263692458908,0.054153579551608357,0.0869281755949147,0.08488964346349745,0.06566319830285887,0.04547291835084882,0.04715868898844612,0.06120700208103807,0.0319744204636291,0.0,0.031006683662922897,0.03840111712340723,0.031022618308985277,0.022914757103574702,0.027690092484908897,0.014319672365896267,0.028433323855558714,0.0,0.017153078977676494,0.0,0.0,0.0,0.021474895846755142,0.0,0.018430159932832306,0.016254546193388463,0.012144519785446818,0.014251974916524147,0.010473178190653736,0.0,0.0,0.0,0.0,0.0,0.0,0.012059234962134001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
Delaware,1.7391304347826086,1.6331658291457287,0.8856088560885609,0.7910349373764008,0.7349338559529642,0.8173418621179815,0.7651363938789089,0.5963590709353421,0.7646095030038231,0.6323893318669233,0.5393743257820928,0.42979942693409745,0.37790697674418605,0.5884174667079591,0.351213282247765,0.43668122270742354,0.37086985839514497,0.5033557046979865,0.4716981132075472,0.41884816753926707,0.16170763260025875,0.31185031185031187,0.0,0.29772981019724604,0.0,0.31545741324921134,0.29314767314034446,0.35807291666666663,0.15728216420257943,0.0,0.20479812755997662,0.25673940949935814,0.0,0.1027115858668858,0.1073652566029633,0.0,0.0,0.09380863039399624,0.11822327309576085,0.11467889908256881,0.1418216199180586,0.0,0.0,0.06512960791976032,0.0,0.056420672534416606,0.0,0.0,0.0,0.06179196704428424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
Florida,1.3742249036366683,0.9125067096081589,0.7835906890988706,0.6790256520801897,0.7068299498643873,0.5816015320235478,0.6393328700486448,0.5246872057042917,0.5932358877132897,0.5869449220371139,0.4555555555555556,0.5131696077917998,0.5617977528089888,0.43932737464020605,0.4513361337027438,0.39329413634196725,0.3648620473973174,0.3945782032077747,0.31872180139906453,0.34872367136281207,0.32985156679494226,0.2940618478467084,0.2781142062530839,0.27046963363658716,0.22617124394184168,0.2659342575638678,0.22146951537258988,0.288521848212419,0.20533880903490762,0.1796773453627953,0.17032752563784112,0.21598272138228944,0.15951318937760317,0.1329620430997717,0.15347409543298296,0.08781863141595989,0.08761807069282386,0.10089280615255752,0.15255088247788978,0.1178214435027175,0.11423597889354295,0.09151718859196646,0.09053163924702651,0.05907951237787832,0.05436998776675275,0.05945610588356943,0.05711565920990004,0.029186592128600614,0.03809606739738552,0.029537111270517745,0.03100711096411444,0.033120808147718804,0.020039657427329875,0.022476479969175112,0.019559264571652107,0.029009387437774866,0.018056190865974917,0.022326689076047183,0.007329945269741987,0.012762945687864758,0.009822861072001572,0.01207649913268779,0.0117955129868598,0.008503504658705767,0.013136210561513293,0.007585622716411495,0.0,0.0,0.007173343854237652,0.0,0.0050942954080021195,0.004845618591669413,0.0,0.0,0.004260613187449937,0.006509410166071326,0.0,0.004875908137890682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
