state,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,gender
Alabama,0.0,0.0,0.0,0.008134975513723703,0.0,0.0,0.0,0.0,0.0,0.0,0.009814120556656918,0.0,0.0,0.0,0.0,0.0,0.027608420568273322,0.014357158239812401,0.0,0.011199964160114689,0.04595271465661834,0.03508115440385425,0.021285150060307925,0.016661112962345886,0.028401694634446518,0.0168642189457454,0.045525338444950283,0.030826140567200986,0.03416000546560087,0.03893991799711387,0.047170923842543455,0.08487935006669092,0.10779822132934806,0.11355607146462098,0.0695195427158968,0.10889009877887532,0.06765723802336777,0.06237978894838073,0.09460489317530812,0.10276679841897234,0.0691237868775403,0.09186690781729968,0.1007571177706768,0.052645433008686494,0.04370502024999272,0.05330939087006538,0.05631899076368552,0.025950808800207604,0.04892218315242318,0.026125008164065048,0.03026939763898698,0.027969094150963183,0.02458037783552216,0.031246745130715552,0.0,0.0,0.02612817737299839,0.0,0.024251242876197406,F
Alaska,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06059137178865729,0.0,0.06693440428380187,0.10395010395010396,0.07849293563579278,0.09355787222667736,0.15155690272802425,0.10358094110683633,0.12658227848101267,0.15045135406218654,0.0,0.1419950301739439,0.10666666666666667,0.09204712812960235,0.16762898118830322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11562921564848719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
Arizona,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025199072674125595,0.0,0.012302241468395541,0.01663023852513542,0.019988451117132322,0.026191723415400735,0.027213732468076197,0.0,0.03226782293032167,0.03181357246535303,0.05474452554744526,0.06610312086855495,0.07739465162223264,0.10975853123129115,0.07302871804993585,0.09240364994417279,0.07533902561526871,0.07634753397465262,0.053678852383155944,0.050050050050050046,0.05992373343017977,0.046186914891727215,0.036490008688097306,0.03934044882320744,0.018489259421118096,0.031766705316158134,0.030693181267466844,0.022157454278945304,0.028068337044591232,0.02208081578577594,0.03720314986668871,0.04967298617435218,0.027265672518299464,0.025032333430681297,0.021472129176329124,0.024381053704811934,0.030742308510889868,0.02220686932491117,0.018147408809270734,F
Arkansas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024030759371996155,0.0,0.01836210062431142,0.0,0.01919901701032907,0.0,0.023297351867671044,0.0,0.0437706418367753,0.0357824427480916,0.06822103615714917,0.07823807847279271,0.07852067056652663,0.10191602119853241,0.17347154643537127,0.11552779085191049,0.1455604075691412,0.11018069634200088,0.18149604597899832,0.16131141823255002,0.1093756835980225,0.13319126265316997,0.12134870416919477,0.0669762457581711,0.07639762717957936,0.08534722846105472,0.07167816503897499,0.07666290868094701,0.03101187311713627,0.07644572353628923,0.042297208384246644,0.024603877571105204,0.026271542664985287,0.04772004241781548,0.0,0.0,0.03881341835320211,0.028449502133712664,0.0,0.04403900597672224,0.0,0.0,F
California,0.0,0.002498266827388499,0.0,0.0022272919629760437,0.0026935120029628634,0.0039028128636711987,0.0035722961290599146,0.004646923200657719,0.0027632037966420163,0.002709228648738346,0.004138636808283294,0.0028524973614399408,0.0038412619826033514,0.004107569017428416,0.0032679471572944663,0.0019673111578019627,0.0072052666707117284,0.005919655476051294,0.005935899271281072,0.008200969682655277,0.012843766544180991,0.018654434250764525,0.012962895971252518,0.01764576134107786,0.029513449700649293,0.03674703122668774,0.02475840587812475,0.024291129183261387,0.031118866890243756,0.03319829701708815,0.05191319388557788,0.06917949417989908,0.07642485490092407,0.06288464024020442,0.07157296337721773,0.07351366217034544,0.054099328564170865,0.05124777183600713,0.06360136361323586,0.050221112397639614,0.04622232367039489,0.042877111340424254,0.04854533343870305,0.03569516330537212,0.03788785195820371,0.037766692032355345,0.036371075901889025,0.032914635448172795,0.023008141099789145,0.03120360516600318,0.03347347561792036,0.03201024327784891,0.025822533775874176,0.031012718622626334,0.02500871782769346,0.02706467374437957,0.02676086491115393,0.02441277113433941,0.020032307423461668,F
Colorado,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017203314505261347,0.0,0.0,0.019340489314379653,0.02294156782674528,0.0,0.03474393718296157,0.02529142620651599,0.03908495229336705,0.033326985336126456,0.0411214049007039,0.0536389125929538,0.034151339220373715,0.08347245409015025,0.08821799647128013,0.0854421631945317,0.07384772090654444,0.09461947626841244,0.08832807570977917,0.07326747681968622,0.08047014070082177,0.0737340342030778,0.09201960017483723,0.04774571993724848,0.06042701759097623,0.06706458319361545,0.053192719535604435,0.05327280307592532,0.05102040816326531,0.047709923664122134,0.039238767902687856,0.025725457913150854,0.043457004725949266,0.05863956215793589,0.03695386452144746,0.025944824007610483,0.02308669052291354,0.03468709351062292,0.032313025086657655,0.03437392581481829,0.026202875765615273,0.04011231448054552,F
Connecticut,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015501472639900789,0.0,0.0,0.0,0.016790261648244018,0.013350778350377826,0.03399314907303297,0.025774524460023714,0.033274463129335276,0.055940330314331384,0.0801702927597932,0.08792580196840344,0.09923530441888974,0.12299754004919902,0.12186947778928768,0.12252926192241963,0.08336539694754393,0.10472917689412535,0.13231888852133644,0.06422824690690285,0.0725789728347273,0.09262753439226046,0.03926888476367271,0.059073287797673985,0.041636700859230096,0.06535696436123178,0.024531850519257502,0.04744856144588708,0.036078289889059256,0.0600406428967301,0.028212723938496262,0.02376425855513308,0.04683182690956775,0.033647375504710635,0.03427340383862123,0.04590899816364007,0.026403337381845065,0.027572515716333956,F
Delaware,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0731528895391368,0.0,0.0,0.06837139340899767,0.07198387561186294,0.08843036109064112,0.10396554284865588,0.16289056715533837,0.07322788517867604,0.12964563526361278,0.1520450053215752,0.08870490833826139,0.0,0.0,0.0,0.0911438553850828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
Florida,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0058977564934299,0.0,0.0,0.0,0.0,0.0,0.011955573090396089,0.00894124484481352,0.0050942954080021195,0.01162948462000659,0.012912627627489138,0.013384969571502507,0.014486084837329787,0.023596611852008557,0.02950464100028707,0.026122298454942877,0.02199010445299615,0.01950363255156273,0.0321185241879822,0.045407138853611646,0.07210435466602574,0.07711742413114368,0.07633816309424021,0.08286704780440336,0.08098852276934469,0.08251015954534588,0.06243448233335389,0.07844355559007417,0.09592618251859521,0.0758457955381221,0.06640875360035829,0.08389134936590233,0.06624833448709647,0.05161421644530711,0.04393610839463129,0.04494189654803433,0.03011753367516734,0.020932460610744795,0.03683672956817306,0.025512156542592545,0.02668066684453778,0.017891068948771908,0.034514399238999585,0.02165944685104965,0.019394716204707015,0.024392793671812383,0.021705117885921516,0.02817536346218866,F
Georgia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016362327377446167,0.009914897132942246,0.011075248401999874,0.015051173991571343,0.013631819696464815,0.021077353888771792,0.022452736988638915,0.019087892403018822,0.031135894024738882,0.03749947917390036,0.030905255237097057,0.030353419378678703,0.03806575224270724,0.042696403455897126,0.05340975705073927,0.1032169275761225,0.09159482758620689,0.06228083239686429,0.08787346221441124,0.09628554767490745,0.09121675215483052,0.08356400480493027,0.05583898068478896,0.06815787843112957,0.052253754183410675,0.048760361576835075,0.07518982348880782,0.052800903755003806,0.04528486628725292,0.029570750978791856,0.040559724193875484,0.03500962764760309,0.03173134131023997,0.033716862645930795,0.028831322348599517,0.020589143638689942,0.02558622558020529,0.0237872232876916,0.021075132848605276,0.028315243039169418,0.016199053975247846,0.024151672503320853,0.01791280048722817,F
