state,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,gender
Alabama,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011805504316387515,0.012046197166132117,0.0,0.0,0.009772464452660553,0.011388965719213186,0.029954891457569778,0.02630738297912321,0.05456706877399489,0.0638060296698038,0.09278452275194946,0.1161595003237232,0.1315092154592027,0.1465706772427469,0.19463618875183886,0.1633761332781076,0.1726328913611624,0.13399600448277543,0.13804210284136662,0.1292144241583116,0.1003787014646165,0.09631969177698632,0.08271488638191302,0.05846859067309042,0.06858548352765888,0.09044604179559194,0.07810466024472794,0.0987761395393659,0.0958428177788427,0.09484966328369535,0.07742934572202864,0.0824610028174176,0.09905894006934125,0.10670546865526859,0.09554842345101305,0.06056323811446452,0.06694474483753025,0.041481942391952506,0.057248432173618885,0.05718147320268233,0.06832575618216698,0.06060606060606061,0.035944369176320955,0.04880429477794046,0.03742407231482281,0.05849492556520722,0.040791352233326535,0.05611514828427934,0.022527596305474205,0.03460107840027681,0.04280691025837028,0.03265626020508131,0.03699593044765076,0.03496136768870398,0.03160334293138563,0.03471860570079506,0.03869424511045448,0.028674862898311768,0.02612817737299839,0.023766141170878555,0.02829311668889697,M
Alaska,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14604631754642186,0.32492354740061163,0.33066481030281936,0.35682426404995543,0.2983166418069465,0.547945205479452,0.44023772837332154,0.6332992849846782,0.5099039027260247,0.40307805056797363,0.19197207678883071,0.31116934163118243,0.3431066749844042,0.2635046113306983,0.1414245307276935,0.2532561505065123,0.2516586593456875,0.30758714969241285,0.3635482307319438,0.2047606859482979,0.2677376171352075,0.18191268191268192,0.27472527472527475,0.18711574445335472,0.2204464039680353,0.20716188221367265,0.22151898734177217,0.26746907388833163,0.154030463802841,0.1952431664891729,0.19555555555555554,0.1840942562592047,0.1490035388340473,0.1899696048632219,0.0,0.25937749401436555,0.2131782945736434,0.24885145482388973,0.21129466000768343,0.0,0.2260312676586928,0.2119868953555598,0.15683199372672024,0.21816739389131298,0.18753907063971662,0.14067524115755628,0.0,0.10453690152623876,0.0,0.0,0.0,0.0,M
Arizona,0.0,0.0,0.0,0.0,0.020719376761147025,0.0,0.018389789988598332,0.0,0.042091970956540034,0.0,0.03331556503198294,0.02321031864451739,0.04754788751528325,0.048828125,0.06734006734006734,0.05922533264895171,0.06701356039104384,0.10219322380316014,0.13374447375264703,0.18935551497937375,0.21090689966857487,0.17925471405425902,0.25122216186854973,0.24149071566099922,0.1936108422071636,0.20048642608295536,0.18947767321417294,0.16584766584766586,0.16593075906291307,0.15186824120866174,0.1360749924402782,0.17180847090460896,0.1427060010333883,0.16392663689062054,0.14880291387198508,0.19425528199755543,0.19886958342055683,0.18997426155166072,0.1855399818493496,0.20877656930387928,0.22100567721005676,0.19830936260566484,0.14460579645206623,0.1696268209938136,0.11250370077963091,0.115504562430216,0.1313603523548275,0.09352572911894946,0.1147616844053679,0.08043758043758044,0.10168875976030507,0.10303234860462225,0.06950477845351868,0.07183908045977011,0.06723367062224761,0.0937117806826665,0.07592523787215483,0.09203865623561897,0.07859134372485545,0.05419836601963185,0.05580472480003307,0.07037006374699893,0.06921286100799094,0.07718302807793401,0.0687108133642532,0.04654564798191369,0.04493106628514674,0.03701144887485195,0.04666476550955331,M
Arkansas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014255167498218105,0.0,0.0,0.014555617012605165,0.0,0.023459034660723712,0.020798050925513265,0.016901027582477014,0.04363636363636364,0.07193427478892969,0.11203399652308285,0.08266015404846891,0.18656033946665693,0.1928464869191864,0.21278242030331168,0.24858935406226573,0.28249680739909444,0.21894032880856654,0.22901683474627343,0.2009739506840844,0.23229734059596283,0.24268163203397544,0.1836210062431142,0.12438294398880553,0.12671351226817187,0.0927787227462502,0.1281354352721907,0.15929753671613955,0.17906171660498985,0.2385496183206107,0.18459809783699185,0.1330047334037476,0.17667150877468493,0.13860578883000407,0.17347154643537127,0.16259466860639255,0.14114948612765207,0.09695901278096078,0.1123546951298561,0.10899420150847976,0.1050006562541016,0.0887941751021133,0.08667764583513912,0.09376674406143955,0.0853855833183534,0.06737939089030635,0.08511782098378282,0.09470124013528748,0.0886053517632465,0.035974458134724344,0.07049534730707774,0.03936620411376833,0.07881462799495587,0.0848356309650053,0.02749972500274997,0.050476724621424565,0.049902966454116994,0.0,0.035648505733468006,0.03774771940861906,0.04595588235294117,0.0,M
California,0.002162629757785467,0.002397669465279748,0.0056892961582079475,0.012125398668410763,0.01043984131441202,0.010874367077853673,0.012386484389770067,0.011889428316655107,0.015537047766711228,0.0191024360303259,0.014861969458652763,0.017487867791719496,0.029009376579139448,0.03531848684147727,0.036025723039628296,0.04860776021117766,0.07716159638769415,0.0993726653679112,0.10362014237407563,0.12225394277431786,0.1681791503002393,0.17522483791702492,0.19718478177363868,0.1799115229633646,0.15767845033945802,0.15345027030855307,0.15889509131727445,0.14096179602347145,0.13338314833113937,0.11448553676986765,0.11183474771396618,0.10244648318042814,0.09978415270894381,0.09499301521946917,0.12761053489614074,0.1373178535313068,0.1514788488672364,0.157892339691199,0.14386491539258844,0.13727944442201317,0.12921624678942967,0.13350022789900257,0.128576406830171,0.11930682733319413,0.10825731378202826,0.10498174058139259,0.09693940600584931,0.0882909982174688,0.09215130905739953,0.10323228659514809,0.09957772198128281,0.10147583017233741,0.09088138004222315,0.08527177900727785,0.08574619127382947,0.07384233815281419,0.07331044986474507,0.0750216465620515,0.08919594426356613,0.07061868537569141,0.06962482928527435,0.05627063818316598,0.06472848466485794,0.055550254236132884,0.051778612967196304,0.04691210115692458,0.03440682631434077,0.04557050611743357,0.033245105936808725,M
Colorado,0.0,0.0,0.0,0.0,0.014049284891399028,0.024323666927920866,0.029711260567755176,0.0,0.018708073870165966,0.03404924044002095,0.030869755357188795,0.04749089757796422,0.056844327748152554,0.06259602799749615,0.11046933686835211,0.12109388139527062,0.14455139787772267,0.21532330633757552,0.26900006183909464,0.3346838118724679,0.32060089768251354,0.3746517659867431,0.40871064563509807,0.44712224512446486,0.366874666833903,0.3423918072735124,0.29867353811015784,0.280987470252602,0.22130972696245732,0.2452405632948196,0.2296683106082584,0.16747344513524054,0.20619973881366416,0.15518958608389502,0.19313452739521303,0.19082653178526268,0.2475718910683679,0.24189061706296414,0.20724125320004874,0.24881690003415136,0.20131591868800944,0.19849049206038033,0.18596235518809842,0.18079959256429845,0.1534369885433715,0.10599369085173502,0.1237967711780905,0.09753956448584457,0.08086958590014984,0.09432009017920817,0.07957619989541413,0.07833131909941363,0.08047749983233854,0.08557089664423322,0.08338351785797007,0.06261595547309833,0.07872137404580153,0.07357268981753973,0.06945873636550731,0.06246944429355207,0.050262481849659334,0.07675033400608317,0.07783447202283145,0.07214590788410481,0.037577684636508166,0.06168850243816462,0.05937314458923158,0.03930431364842291,0.04011231448054552,M
Connecticut,0.0,0.0,0.0,0.0,0.0,0.0,0.010047423840527288,0.0,0.0,0.0,0.014251974916524147,0.010473178190653736,0.016512549537648614,0.0,0.017336656192436885,0.022717979008587397,0.04528985507246377,0.029229082937522834,0.08923833871979162,0.11039646731304598,0.08109861591695501,0.1185314576250039,0.1606748343040771,0.17056114617090226,0.1149465324462712,0.19166607510470648,0.13573715717666712,0.12029558343357966,0.1183276360767815,0.1166974618302052,0.08842291416661403,0.06510618508758333,0.09412193344668449,0.10016792858615914,0.125206305844858,0.15111235483419616,0.17623027422498733,0.0993645895980964,0.13145007474612094,0.15869359338606057,0.17581246670218434,0.1520471069582285,0.18719686870692345,0.16052769832467456,0.1979960400791984,0.143196636402413,0.11608035340018702,0.13146081826343464,0.18000327278677794,0.23486602712537216,0.19606517476844026,0.18663164443215594,0.1612405228309719,0.12137655290589747,0.1513752999815396,0.15897649418978765,0.1576256199300296,0.19216616240085044,0.08627011171979468,0.10823486966717777,0.14779235174579716,0.0752339305026567,0.12832699619771865,0.0749309230553084,0.05768121515093252,0.08813160987074031,0.0612119975515201,0.06864867719279717,0.060659534575934704,M
Delaware,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06544502617801047,0.24140012070006037,0.21645021645021645,0.1991040318566451,0.16863406408094433,0.24183796856106407,0.13144922773578707,0.12806146950536257,0.10989010989010989,0.0742611020347542,0.08944543828264759,0.13260645351407102,0.12001200120012002,0.07336757153338225,0.12955232474449402,0.15653906361178313,0.16172506738544476,0.1932740626207963,0.23016353725015143,0.3072559678562987,0.25603511338697876,0.29719602015764307,0.3771043771043771,0.34185696704498836,0.14396775122372588,0.4863669859985262,0.2227833061042626,0.37020583444395083,0.26362038664323373,0.25929127052722556,0.19765850691804773,0.2808988764044944,0.2738541366388008,0.20706996006507913,0.22371364653243847,0.33419413641197027,0.27556644213104714,0.31695721077654515,0.3348401138456387,0.22624434389140274,0.20865936358894105,0.27262813522355506,0.1899335232668566,0.21834061135371177,0.1504042113179169,0.2296211251435132,0.1425952332450601,0.15381234893430015,0.11687704534829359,M
Florida,0.0,0.0,0.0,0.016310996330025827,0.006462620204735808,0.01070918610185626,0.005612806178577041,0.0076192134794771035,0.009494071479809274,0.017570696212998182,0.013455328310010763,0.017930219803400413,0.022476479969175112,0.0347720259051593,0.03365088942781884,0.03611238173194983,0.045893749767430325,0.08673768569194683,0.11254597561117106,0.12769719393602041,0.14930944382232175,0.19108731038712876,0.21623197560708948,0.18510114882132367,0.20101900198490463,0.18101290198343925,0.1722768648054249,0.1602046794113076,0.15758944038983827,0.1283762442816534,0.1046653615800593,0.13189326790935335,0.11332607570538789,0.12526202771102815,0.15459849144419402,0.1865969187585723,0.18208778628886652,0.17445482866043613,0.16369120177204433,0.19202777227282977,0.18162855541444659,0.17989672325766018,0.1792062046476101,0.18186444737157226,0.1535701252888943,0.14963593730717017,0.12954866171605708,0.13257692544860333,0.14057706496835076,0.13246949014472673,0.14556263790144644,0.12509555910765166,0.11563402209894644,0.11016576970887951,0.10250147209560988,0.09637597970435251,0.09202388340787981,0.09336435439301875,0.08131455852635477,0.07534785593489945,0.05697714961179002,0.07832066718880445,0.06048885216013358,0.05303432078187742,0.048317227590803064,0.04806516624644781,0.05749729936927205,0.028035777269315297,0.030053721026334572,M
Georgia,0.0,0.0,0.0,0.0,0.005714155105026171,0.0,0.0,0.0,0.008249269350428962,0.0,0.007114990098305446,0.00723667547128849,0.008454208384159228,0.013213848112822238,0.012858759386894352,0.02983172196835126,0.03809738821238588,0.06895775282163866,0.1053020253545396,0.11719360383353299,0.15301079200010834,0.18607948252182005,0.18320705502422058,0.18678757303873048,0.17028232809998978,0.15053465757691112,0.1472609463970155,0.12393621416177808,0.10284159230428455,0.10385310054184227,0.07270303838114568,0.0767817891662401,0.059873965303037104,0.04698558129973864,0.09482294998443205,0.10555408952653436,0.1128713669528762,0.11745453585662628,0.06344292040451206,0.09669479606188468,0.09900345209405328,0.1032169275761225,0.09563577586206896,0.07988193720467376,0.07705826686494524,0.04475243765171755,0.09518269790069273,0.06920144147908289,0.07360592908449454,0.06567941012454304,0.0895778643144183,0.07001487816160934,0.04930480228774283,0.05894054372651587,0.05874793464292271,0.0650556521533421,0.07157598387154497,0.07251994298432068,0.06346268262047994,0.054789901799637546,0.05045481411004916,0.048531552862626295,0.049667379067457336,0.029734029109614497,0.03612879916903762,0.026742173981437783,0.02753839175792134,0.024151672503320853,0.023286640633396628,M
