state,1966,1968,1971,1972,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,gender
Alabama,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017149717029669012,0.0,0.0,0.0,0.0,0.10136715704111869,0.13665151236433395,0.0922266139657444,0.12442281637957255,0.08038354434013723,0.09212079339033306,0.11991459740867479,0.1398560647999767,0.11503605398277265,0.1041901329128182,0.10957008160087656,0.07949854762268767,0.0718437724511789,0.08408166010829718,0.055938188301926366,0.08778706369829342,0.09026837482206715,0.0668355142816941,0.0609340836589125,0.07091933858385278,0.07922047056959518,0.032334990501596536,F
Alaska,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12886597938144329,0.0,0.0,0.0,0.19952114924181963,0.11627906976744186,0.17228177641653905,0.24971187091817135,0.26580596164799697,0.15068751177246187,0.09635767970707265,0.1176239952950402,0.15866719555731854,0.0,0.14067524115755628,0.0,0.10453690152623876,0.0,0.0,0.15604681404421328,0.0,F
Arizona,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024812948541762102,0.04627487274409996,0.03575003575003575,0.09260940621027783,0.0763860515517027,0.11989574283231973,0.14025725232621786,0.15295660066561334,0.13659683285948,0.15185047574430965,0.16021543863237375,0.1459553526318744,0.12847020093542366,0.11160944960006614,0.1386704197367332,0.1552045974118585,0.16271016729942844,0.12883277505797475,0.10639005253008844,0.08986213257029348,0.06908803789972365,0.07258963523708294,F
Arkansas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.056875355470971695,0.11987213638785296,0.09534541041865303,0.07144132880871584,0.05392773683264426,0.0943311472464289,0.10303736224352657,0.13528748590755355,0.11518695729222045,0.08993614533681087,0.09399379640943697,0.10825706131286292,0.1471206389239176,0.14316012725344643,0.13749862501374985,0.11777902411665732,0.07762683670640422,0.14793741109530584,0.07723842908918069,0.05033029254482541,0.07221638655462186,0.06899406651028012,F
California,0.0,0.0017872781540991224,0.0,0.0032599969845027894,0.0022753473696984407,0.0018498923362660292,0.0,0.0019682327238372665,0.002506100789108486,0.0018348623853211008,0.0021102388790411077,0.0014704801117564885,0.0,0.0019340542750888284,0.0,0.0017712281696128096,0.0019150071932457697,0.0013458769060981683,0.002720342037672203,0.001156847728760854,0.0014419783943570579,0.0,0.0012826695945737947,0.0018510634359439496,0.002746158810364003,0.023674242424242424,0.034768745441902275,0.04157192081804612,0.04936087651221182,0.05431100769787072,0.07281800015805458,0.06940726198266801,0.08660080447589422,0.08483413658014148,0.08240321884021731,0.07976609851854488,0.09203256439915658,0.08178629143510308,0.08736577136277214,0.08187883280544511,0.08573081213590228,0.06884141936011559,0.07361721163363284,0.0678421155192448,0.060403095085176016,0.06265944591147116,0.057539606429092026,F
Colorado,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019507912897168914,0.04281331018243227,0.06211323011801514,0.056840142782438666,0.07161720603374962,0.08718395815170009,0.0925090774532251,0.08338351785797007,0.12291280148423005,0.13120229007633588,0.13978811065332547,0.12090965219180902,0.10049432342875766,0.11169440411035406,0.15350066801216633,0.11531032892271324,0.12120512524529609,0.07804596039890158,0.09400152752482227,0.08749726571044655,0.09171006517965347,0.06351116459419709,F
Connecticut,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04488905989483134,0.06218294878088692,0.05954349983460139,0.08789128524102495,0.04838598188981821,0.10635013208000275,0.0856775667571041,0.14399113900683036,0.12491010257769031,0.09226865556879782,0.1799002371412217,0.23292930164344564,0.15784251826463425,0.1662663957140218,0.16927634363097757,0.1188212927756654,0.13581229803774644,0.1201691982311094,0.08813160987074031,0.08161599673536013,0.10561334952738026,0.08271754714900188,F
Delaware,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17574692442882248,0.0,0.0760225026607876,0.10348905972797162,0.11530700490054771,0.1922792486318592,0.11931394481730052,0.3038128512836093,0.09185548071034905,0.15847860538827258,0.16742005692281936,0.15663069961712495,0.13910624239262737,0.1272264631043257,0.1899335232668566,0.12736535662299855,0.24440684339161498,0.13394565633371602,0.18333672845793442,0.10986596352450011,0.0,F
Florida,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004100237130380707,0.0,0.0,0.0,0.0,0.005321737014961684,0.006941873380229545,0.007711229864051018,0.053955725473268795,0.06912352918333269,0.07004133961675206,0.09576489335621476,0.08957459787955305,0.14057469353205254,0.11165449632656707,0.1315799038957829,0.14527261646611958,0.1284054187086695,0.14682297666644079,0.17631572591358113,0.15404450546690554,0.13861605054808615,0.12049333413662222,0.15675984221781097,0.1279558215689741,0.10663112295901366,0.09697358102353507,0.09147297626929644,0.09315113092707986,0.09391787820729554,F
