state,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,gender
Massachusetts,0.0,0.0,0.0,0.0,0.0,0.0,0.007569879449669765,0.008431308257998033,0.013653741125068267,0.014701846551926922,0.028114425712650486,0.029788184729299873,0.055984145290053855,0.03926505064036678,0.054122316435143425,0.051354320928677206,0.07013956584797545,0.05444081505677399,0.06331816642370161,0.06478833177946684,0.03940369081237276,0.0457696936820871,0.027975451541272532,0.03406980903872034,0.030372057706909643,0.024729622790820364,0.016069419893941828,0.022088290050803067,0.010809809129655939,0.012299366582620996,0.015010507355148604,0.00719196801012629,0.007219695328857122,0.009825250894799634,0.009629670390139218,0.00924934924221403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
Michigan,0.0,0.003442933379239112,0.0033018011325177885,0.004903696842564089,0.0,0.008071862639960332,0.012366617200197867,0.017332058331341143,0.03217523516311582,0.032419114309797055,0.04832101037246894,0.058139127632896935,0.09188902632974023,0.07771531500123473,0.09102507666251335,0.09692323388377957,0.11801035947227463,0.12925299372742824,0.09924169168914448,0.10987931142298175,0.07979821141939922,0.07500807048859688,0.061586427890953525,0.050370913087279055,0.04737868323705742,0.05187816544738323,0.033846233955583324,0.0407552117942039,0.03860691871896857,0.030816928766202237,0.03862495171881035,0.037056117422701845,0.030510919210784224,0.020961685684080054,0.022063690519967642,0.015755199215741193,0.017253873494599538,0.014346944997399615,0.00948820615974344,0.004895721139723881,0.011112233558945347,0.0,0.0,0.0053903125303205075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
Minnesota,0.0,0.0,0.0,0.0,0.0,0.00913671130602762,0.01837294452683106,0.014728329271884957,0.027286990927075518,0.03309876383312467,0.0496016834510747,0.058669187268786366,0.08158022634173437,0.06324767790668256,0.0847503471157834,0.11736880479433784,0.11559895788402146,0.10989635636735699,0.12592079581942958,0.09253547193090685,0.08945686900958466,0.07317430118542367,0.06658620833159931,0.04685120837074923,0.045721252762325686,0.032579775199551124,0.03464223234545234,0.03960941670828526,0.042959755301233804,0.02516220636603821,0.028355220018785335,0.026669037247755358,0.03121671747034412,0.048690962208322405,0.027806098804337754,0.023605461940732132,0.014589754345011217,0.013034168140769017,0.011614177038771994,0.009887089438611062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
Mississippi,0.0,0.0,0.0,0.0,0.0,0.0,0.014646189898313594,0.0,0.016984777393261288,0.0,0.03189356661199198,0.022712360571342047,0.04548738394027774,0.03611512390265585,0.05163066861715859,0.06397062913723091,0.09667974145074858,0.08066310636404093,0.07227174174897615,0.07923176877000603,0.055338541666666664,0.060657118786857624,0.04833753409522494,0.033200531208499334,0.02739256976545112,0.02677017802168384,0.03154872700886519,0.03266372693124285,0.035768868077911097,0.0375618917534574,0.03804911795226565,0.024791924915884538,0.03656841951290865,0.049527583053946965,0.034262220191868434,0.025870352575947962,0.018597039351335266,0.0,0.020158039025963553,0.02074258452603194,0.025416190113102047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
Missouri,0.0,0.0,0.0,0.006825705607317156,0.006892986386351887,0.007967039220595934,0.012613666334124553,0.01968344390797411,0.03254149040026033,0.041379310344827586,0.045548600356580475,0.07747679217907,0.0779423226812159,0.0873723903246574,0.0744844280992505,0.08600874916586342,0.1328251328251328,0.07225216003853449,0.10852764166145953,0.10160109308762219,0.09461063423528805,0.07724041077854824,0.03659301596152506,0.03301964668978042,0.03490575446295004,0.036257014944195726,0.030690851057299823,0.037768510504366984,0.04717574537677695,0.02550369803621525,0.030686736869306806,0.02826011869249851,0.01935452653989452,0.027609952575846163,0.014459224985540774,0.023515026101678972,0.02199528672427337,0.017587337117275562,0.0,0.015321756894790602,0.0,0.0,0.010768126346015794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
Montana,0.0,0.0,0.0,0.034482758620689655,0.04425757911042266,0.043834015195791935,0.0,0.05974161750429392,0.04689698296076286,0.07501875468867217,0.07972362476747276,0.09869719699960522,0.12774111134766872,0.13401831583649765,0.14951121334100057,0.0945179584120983,0.2422107233292965,0.17117425539198905,0.13613861386138612,0.20075282308657463,0.10261087675293581,0.14381591562799617,0.17133066818960593,0.15913430935709738,0.1168348380244291,0.120312813314618,0.07993605115907274,0.059441252229046955,0.05806638923836253,0.0,0.05,0.0,0.0,0.0,0.0,0.07732955277741978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
Nebraska,0.0,0.0,0.0,0.01770036816765789,0.0,0.020734699519646127,0.020744018807910387,0.05499037668408029,0.07696075001749107,0.061919504643962855,0.08550995024875623,0.11208829108466976,0.1316531878879067,0.12068185246643535,0.14107214832728737,0.2846486062033765,0.2275960170697013,0.21307506053268765,0.26325488337808667,0.19666757716470912,0.22451963241436923,0.1586126678650735,0.11979166666666666,0.1036422860527095,0.07393897569872332,0.1041568033330177,0.09036688957166095,0.09051002398515635,0.03211156475067664,0.07047216349541931,0.0706547338671691,0.05814516910553348,0.09158441029815813,0.026449428692340245,0.042564511838254854,0.04748338081671415,0.02642007926023778,0.0,0.02838167678946472,0.0,0.0,0.0,0.0,0.04884899554252915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
Nevada,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11741026501174102,0.0,0.15856998702609196,0.21215335656917714,0.31025473546701504,0.16871941960519657,0.3415883859948762,0.19367333763718528,0.3342956997416806,0.23023791250959325,0.1333777925975325,0.0,0.0,0.0,0.0,0.0,0.06858710562414265,0.0,0.05436555398499511,0.06125574272588055,0.0,0.0,0.0,0.0751244248286224,0.0722543352601156,0.042933195947106303,0.048289738430583505,0.037083735073796635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
New Hampshire,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04982561036372695,0.07938082952966859,0.050751116524563544,0.06792159906850379,0.08428544671286758,0.10568793235972329,0.05336748852598997,0.06759040216289286,0.09751869108245746,0.0,0.0894254415381176,0.0,0.0,0.0,0.0,0.044571224817257976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
New Jersey,0.0,0.0,0.0,0.005303023607293425,0.0,0.0,0.009709337734899773,0.005218026542361679,0.010749124394242053,0.021384275429467532,0.02774620279789129,0.03411707844084951,0.057451908790142045,0.05580414810834272,0.05219262273255009,0.06797101297723494,0.06924348904505995,0.06696802276912774,0.062279163171407505,0.05423802356642124,0.044037101257809706,0.04897159647404505,0.04253509145044662,0.024259375535133285,0.02167818018903373,0.025414754677020826,0.011166945840312675,0.012543029559739663,0.014860246139713332,0.010776442696265962,0.01458750513878022,0.011493959285841997,0.019803940984255867,0.014354925533823795,0.020855057351407715,0.014264239551444529,0.01105791027611602,0.0,0.0,0.008431195423065342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
New Mexico,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03368421052631579,0.03446493193175943,0.0,0.037965072133637055,0.025863852679495137,0.09747706422018348,0.12295585884667404,0.09001478814376647,0.07340347443112308,0.09543122986997496,0.07709185791377572,0.038451679056652144,0.04577556892492807,0.05686485120363935,0.0,0.062421972534332085,0.0,0.03495688650664181,0.0,0.02604980723142649,0.0,0.0,0.030206917384080954,0.03056701818737582,0.0,0.025799793601651185,0.025751957148743305,0.0,0.03125814014066163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
New York,0.0016251759252939129,0.0,0.0,0.0015443681526577033,0.0021704013072017013,0.002809067670440181,0.009428506775953537,0.009754132920513256,0.013914596735570888,0.016877801471614457,0.0191714622867588,0.026344706620494103,0.034980068648384724,0.04132421139629919,0.039288871427168255,0.053028015823250264,0.06359544104970788,0.0500738044334911,0.03900464105855633,0.04935991338131329,0.04316799812405736,0.04150510622030473,0.03035956767975624,0.025190020371059954,0.026446839040036012,0.023466964659868694,0.02481457994430505,0.022250683801502195,0.014403917865659458,0.017462534925069852,0.019013917131011172,0.014390190001901561,0.018340864975570987,0.018912341298083384,0.011217651706546232,0.011056203972542158,0.01252278451070698,0.0038337678270203954,0.006901039099315812,0.005099803147598503,0.004179706480112434,0.0032548551589454268,0.0,0.0,0.0029603841394459343,0.0042259047964019435,0.0030218236101122306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
North Carolina,0.0,0.0,0.0,0.0,0.0,0.00746985380428983,0.00539176569542994,0.009633189549059694,0.017524452087052715,0.016849010401455755,0.03661997619701547,0.0421804828424683,0.06016453692925435,0.05788559701099827,0.05791226292167366,0.09203567354557711,0.11747650469906018,0.09609016893690513,0.11469188944268237,0.11675772771499139,0.07675657420058028,0.06350964043772798,0.062419921810834784,0.05519372999227287,0.06640106241699867,0.04463716362708838,0.05002266652076723,0.02664117471909232,0.033666426920899196,0.031171098157788096,0.037885102062464954,0.04543788933675339,0.03959118436294851,0.02833142096241837,0.03022683868485773,0.020809218483788316,0.028314392720627034,0.013348996155489108,0.009412903746335691,0.013972725240330873,0.016848963086730038,0.009873060648801129,0.0,0.013710650433256555,0.006677172084078952,0.007950494918308666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
North Dakota,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038476337052712584,0.05670311867152693,0.0,0.10730573191451309,0.10591180435201232,0.062415479038801625,0.1145737855178735,0.07030700726505743,0.1590728326326554,0.2886643721549906,0.1301775147928994,0.14582573824279985,0.06317119393556538,0.09966363523109506,0.15426604960246826,0.08038585209003216,0.0962875789023216,0.07561845090202009,0.0823045267489712,0.09028892455858747,0.06771790654928896,0.0,0.04911591355599214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
Ohio,0.0,0.0025000125000625003,0.0028694816281438756,0.006503400349325505,0.00436871996505024,0.013744287530495137,0.01932759782737977,0.033992181798186416,0.051240062333271705,0.05625574728187375,0.06626319742015285,0.08688354059293583,0.12784004847016056,0.1049580167932827,0.12895067949496403,0.137863121614968,0.17426202672017743,0.1635047428856715,0.12752046668263609,0.12006681979536438,0.11090517979292737,0.09155014829610798,0.07745213458082904,0.05692329585883023,0.05050771561894567,0.043490866917947235,0.058235741120824955,0.04443934745835603,0.03061447627378089,0.034695770887231206,0.03163150799448708,0.030090119909127837,0.030779411651546282,0.02149349054286416,0.022967210479172568,0.01893222264293828,0.013500135001350014,0.010625863351397301,0.013433425523508494,0.013911051102655374,0.0058548009367681494,0.007714329796170264,0.0,0.0062649351579211155,0.00544687031909582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
