state,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,gender
Hawaii,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07629219912263971,0.0,0.0,0.0,0.0513821806597472,0.1278227524499361,0.13935663685983046,0.09667673716012085,0.1722082395019208,0.16275600162756002,0.20213687554143808,0.24240695850563243,0.24487297214569942,0.24121815166591284,0.1310425160163075,0.10471204188481677,0.11208967173738991,0.09085402786190189,0.16116035455278002,0.1588057805304113,0.1712035610340695,0.08361204013377926,0.0,0.0,0.10195412064570944,0.10491344640671448,0.0,0.0,0.12371134020618556,0.0,0.0,F
Idaho,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03717472118959108,0.0,0.0,0.0,0.0,0.045989698307579104,0.0,0.0,0.06129597197898424,0.06870491240123669,0.07796257796257797,0.14169323414806942,0.18980243292209473,0.15323061207116712,0.25678336043824357,0.17590886245602277,0.14216424151195853,0.15013762615731086,0.1498252039287498,0.1812489701763058,0.2086677367576244,0.04757373929590866,0.15648227838197323,0.08407857525032485,0.07578053955744166,0.07680491551459294,0.08404067568703252,0.07092198581560284,0.05673758865248227,0.06667936749857116,0.0,0.057131974861931056,0.07870142646335465,0.05025125628140704,0.0,0.06676310225881829,0.05540780141843972,F
Illinois,0.0,0.0,0.0,0.0,0.0,0.004626916314506925,0.0,0.00522696216426102,0.0,0.0,0.0,0.0035591495056341337,0.003582252090244095,0.011728915441850236,0.015415333118008046,0.018281401964153825,0.012087148339527997,0.008146156865358838,0.01753719346447257,0.01696292893239566,0.023680673088308016,0.015679566673793742,0.025039031431348866,0.03734687780101584,0.07680725182132048,0.09517642745137811,0.10014340535647046,0.09759137915480945,0.10061108866146018,0.11376088465817363,0.11177098625383693,0.08891824602408414,0.08039498405208197,0.06822535359101525,0.06915194568428994,0.07017867860935408,0.05672993759706864,0.04734265668052229,0.05751343632865954,0.0424646041988172,0.05021121456561842,0.03398624689875497,0.037149690032273794,0.059126815193226434,0.042492917847025496,0.04461109972389347,0.051579463825183365,0.04668534080298786,0.038274527593099246,0.042136945071482315,F
Indiana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011705832431008749,0.0,0.0,0.0,0.007221885200912845,0.0,0.02128759541404373,0.018189259242417353,0.014019346698443852,0.011069118740018027,0.019704433497536946,0.01796245846181481,0.02210693863113836,0.017949561731534388,0.026477688653531655,0.04262507301517137,0.09070441698116263,0.1227548778912004,0.1146056746181175,0.17633750332712272,0.14442710581360602,0.14263205904303838,0.15002143163309042,0.1134497180689842,0.13495986258632173,0.1025480585392985,0.07553135429474794,0.05896015722708594,0.0859198797121684,0.058230520071332385,0.05852921740772208,0.05756938102989637,0.037584565271861686,0.04456990046055564,0.03267048548341429,0.040069453719780955,0.04685617385871748,0.034057625502349975,0.04224657920060084,0.03450060376056581,0.03606574269668711,0.04027386226339106,F
Iowa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01547628259692022,0.01860020194504969,0.02469000329200044,0.04491984614952694,0.01455731213788686,0.0,0.03527902501603592,0.03545070740275227,0.0380023434778478,0.04074085681155787,0.03883620829153047,0.026541919644338274,0.05085607730123749,0.16167580486433292,0.13736760293532876,0.16571202132641666,0.1830475550076581,0.1859773107680863,0.18783575641459108,0.2206432311144353,0.16397922929762232,0.11466982997232107,0.1391816121207301,0.06471444750040446,0.0691957017258222,0.08768783132049902,0.041283078066300626,0.06024614854978913,0.03195617438940881,0.06194605927761365,0.04505180958101817,0.03052969012364525,0.025597706445502483,0.035570913156156306,0.041489472046468204,0.0699037479163306,0.04555289830315454,0.02977963073257892,0.0,F
Kansas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019275250578257516,0.022937282915000985,0.036881810561609385,0.0,0.028038693396887703,0.0,0.020843465573542694,0.02818489289740699,0.01845427031815162,0.0,0.0346353665576294,0.12114580483801633,0.13942556666533878,0.14286297399893874,0.1830905688013671,0.11951715071112703,0.11059762215112376,0.14517774464411834,0.16327505873919795,0.11940773762139786,0.09488416225191745,0.08087670346556675,0.06534079307387593,0.05708693524710488,0.07323324789454412,0.05038629492777964,0.05667204324512838,0.06323110970597534,0.023868627076570555,0.0332021059621496,0.04968450340338849,0.05975798018026991,0.030385900941962928,0.052086046148236885,0.0613599598371172,0.046658112679342126,0.07944267905157663,F
Kentucky,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022099447513812154,0.022922110667950305,0.0,0.0,0.0,0.019429737212804197,0.014089798985534474,0.02339290727051558,0.025827052663708296,0.02409986986070275,0.032438367102505236,0.09586276488395559,0.1414790996784566,0.13714226569373286,0.19654494672597497,0.166641029585192,0.14325901229422797,0.17939058455703338,0.13223665071011081,0.14374050770232155,0.10885242332707432,0.12964801941961823,0.07488766849725412,0.07423700852350838,0.09920088178561587,0.05479610082482552,0.057247883334839864,0.03835704011507112,0.029641339788558443,0.0407401120353081,0.041460802266523857,0.053140610054203424,0.05019900319122234,0.052176505664877755,0.046858526299347884,0.024769846839780375,0.06461617989144482,F
Louisiana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011707545513083183,0.0,0.0,0.0,0.010344470880314472,0.008355056480181807,0.01880245457497906,0.010423362229209737,0.03162055335968379,0.014904517931998136,0.0,0.012036832708086746,0.0,0.01658477931878019,0.014788836541102402,0.011082542778615125,0.025428822414351102,0.07452102213995529,0.10118709741109108,0.10464255634108367,0.12722322587211524,0.10508509329505843,0.14500258933195237,0.1451493718990816,0.14128597944427515,0.07399186089530152,0.07417974322396577,0.08107012565869477,0.0646034578231711,0.04488196044403219,0.08887045649791155,0.04666936311875797,0.08255802876829772,0.050897492450205285,0.065037310878346,0.06913955819822311,0.0718562874251497,0.08146916052819173,0.05788613456823754,0.05985704728706736,0.07191793784776108,0.056508577194752774,0.05955672778321351,F
Maine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03892868265337901,0.049281314168377825,0.07021239248727401,0.1747287106860401,0.16561130053580128,0.19904458598726116,0.2932551319648094,0.20410245943463617,0.3777544596012592,0.3614714012332554,0.3053595872380752,0.20547204498756352,0.2402795980777632,0.2170138888888889,0.20129724893759784,0.12422360248447205,0.17158544955387783,0.11148272017837235,0.17939518195797027,0.09514747859181732,0.09805294859223981,0.07161271841879117,0.07356186552890981,0.09196811771919068,0.17282010997643363,0.07865345288658172,0.0,0.0,0.0,F
Maryland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010516131746098516,0.0,0.0,0.017462504123091253,0.012996416702252094,0.0,0.024107109742981123,0.026988992346692883,0.02430921319179969,0.07845890198831375,0.08670825843290685,0.09941002312363581,0.08747728954982842,0.07611542680606237,0.10638057083361627,0.10476572600419062,0.10275380189066995,0.0878978534418949,0.07954726243778268,0.10436234606553955,0.07195079494023442,0.08206437494301085,0.09650735294117647,0.089561384901836,0.07869755545718361,0.07555913761837599,0.06416343710699896,0.08328778532573333,0.08781733993293948,0.11267458009066374,0.08864771933594799,0.0744396349700863,0.10204081632653061,0.07752169116550882,0.03778813452575891,F
Massachusetts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009825250894799634,0.008254003191547902,0.013213356060305756,0.00922655137871039,0.008408543079769045,0.01283916802191218,0.026784518548279096,0.054730376879456345,0.08575660715677867,0.08777809697085767,0.1013734466971877,0.11642588918223111,0.13191730955482084,0.1223908123061447,0.10771624463556005,0.12906376447607087,0.08566380525761605,0.08507804986313532,0.10443258296588535,0.0969989706231689,0.10128223307067474,0.0948906648672585,0.06837380621539954,0.0713496593629166,0.0736834833866771,0.08269930532583526,0.09086561453849833,0.07395743868689761,0.06340999439065435,0.07662645837453035,0.05905158027163727,0.05562913907284768,0.04890639858714849,F
Michigan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005603077957491315,0.01655355073663301,0.0,0.010170306403594741,0.0,0.0064352430683238945,0.014004621525103286,0.006901549397839815,0.013450260935062141,0.015181129855589504,0.02545774992656418,0.08788766542074956,0.13734834453624123,0.11276235864812825,0.13907006328226912,0.1277208916446521,0.11563907266359037,0.13612217795484727,0.13179609425139818,0.11824283973914913,0.10335172032543774,0.09185323078430412,0.083695803796746,0.09124920156948627,0.07679974130613455,0.0872138741546688,0.07237526575292894,0.07968376482352389,0.06795840313556911,0.08249223602484472,0.09012256669069935,0.08133122956552857,0.07561881396091348,0.07241878750258639,0.06523157208088715,0.06405667131391538,0.06568863586599519,F
Minnesota,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008610742762670709,0.008591951060246761,0.026959506820755225,0.0106332075070445,0.0,0.009181387491277681,0.011236375894228249,0.009268699601445917,0.029052876234747237,0.023708350810643226,0.018620240201098596,0.023228354077543988,0.0316386862035554,0.06050216799435314,0.10433185877639596,0.08836524300441827,0.11331206983380897,0.10190217391304347,0.1380804690487318,0.09281525545289626,0.107977367943679,0.08642855599490072,0.10248964427552631,0.06505052257253133,0.048320850446967864,0.056552474170744965,0.03818594308048249,0.044482944302671315,0.04901720503896868,0.04951785248892363,0.02357749135491984,0.048648648648648644,0.04897959183673469,0.04711882258377449,0.03655381846811382,0.023251758414230075,0.030732351946894495,0.025519155315959045,0.03657522859517872,F
Mississippi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016331863465621425,0.0,0.0,0.03804911795226565,0.021250221356472462,0.0,0.022858884486437064,0.02284148012791229,0.0,0.02231644722160232,0.023089355806972987,0.028221254636348978,0.0373366521468575,0.07624857033930614,0.10932785236366815,0.04976699995475727,0.11802088061733998,0.12498326117037896,0.0910042316967739,0.1177696244960819,0.1146131805157593,0.10194174757281553,0.0768787238131847,0.07756071549760046,0.0697454291834803,0.1079508119778466,0.06033602524830595,0.06842619745845552,0.052334100900146535,0.06303363704085725,0.0861672794117647,0.05449261322354081,0.054187488710939855,0.07848345810190775,0.06695477509282366,0.09562057754828839,0.11263499635592658,0.06937699458859442,0.08109702152757299,F
Missouri,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007672712764324956,0.0,0.011007673921247955,0.02072175465442489,0.017766005555914465,0.04082017144472007,0.014515894904920888,0.022737608003638016,0.0192789666473877,0.014109015661007383,0.017282010997643364,0.02718043009033496,0.021722420880259333,0.047667688117126315,0.10032738409546942,0.10346611484738748,0.07717157214644652,0.12315270935960591,0.12188022993523977,0.14913687036277545,0.10255454036919634,0.1233782507277389,0.11256813334386603,0.06902944598938919,0.07143140600817494,0.04802689506123429,0.04748901816454945,0.06044000322346684,0.05191676703908294,0.0570914121341209,0.03907147782119053,0.05656641840294145,0.038743734411700606,0.041992935306177905,0.03508683992882384,0.04100776584565702,0.028929097412160744,0.053085971333575475,0.043032963249849385,0.051865637489703145,F
Montana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05013033888109083,0.0,0.0,0.05806638923836253,0.0,0.08,0.05319148936170213,0.0,0.0,0.0,0.0,0.06623393826996954,0.0,0.0,0.0978336827393431,0.15955903684363215,0.22458451864051507,0.23270245113248528,0.29794574251215306,0.29027576197387517,0.3281378178835111,0.25756600128783,0.2688623760712485,0.2524827470122875,0.23011176857330704,0.1837314180724904,0.20502306509482315,0.17704812489940447,0.0,0.16897600540723218,0.12623985572587917,0.10984987184181619,0.13235016071090944,0.0,0.19227071716977504,0.11583011583011582,0.0,0.14344262295081966,0.0,0.0,0.0,F
Nebraska,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02349072116513977,0.023551577955723033,0.02907258455276674,0.0,0.026449428692340245,0.0,0.0,0.0,0.027233115468409588,0.034058012147357666,0.02928086202857812,0.13160256026799066,0.15392812740512699,0.17600291315166594,0.20760823105574894,0.08609027179928669,0.1361723198811587,0.18800412396142882,0.21861336664584632,0.09896091044037605,0.13524313026372412,0.07431260837255388,0.14644085063033235,0.06316720358789717,0.03221441917402229,0.0,0.055111600992008826,0.05156537753222836,0.053163211057947905,0.06926806742091896,0.06199628022318661,0.06124636349716736,0.07888301648655044,0.0,0.0,0.0,0.0,F
Nevada,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.049955040463582776,0.0,0.0,0.0,0.0,0.0,0.0,0.03399972800217598,0.05210368633580826,0.04612242208605126,0.05328715113568241,0.18245878948030703,0.12239902080783352,0.12431184514295864,0.1635322976287817,0.13344453711426188,0.12555270484196737,0.10448774881145184,0.09901506071186618,0.10704455092262208,0.0652971018132503,0.058105752469494475,0.08823256245936659,0.03902185223725286,0.06486486486486487,0.06906713325352241,0.029285435376805932,0.06708638662400661,0.04309648224963637,0.044055289388182164,0.04964969382688807,0.0547105810263705,0.04399230134726423,0.05096551333597599,0.029270577215782696,0.04281607437763778,0.051666236114699046,F
New Hampshire,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03922491566643131,0.0,0.0,0.07035441034209833,0.06402048655569782,0.18675880100849754,0.12528912875867387,0.15448488944675098,0.20891364902506965,0.14912019087384432,0.18055973517905505,0.18558614290133002,0.14537902388369678,0.1457725947521866,0.11838140335772708,0.13176677281212254,0.10204081632653061,0.12862488306828812,0.07413814407512664,0.10259040779687098,0.0783187573423835,0.0,0.09633911368015415,0.07199424046076314,0.0,0.0,0.0,0.09810333551340746,0.0,F
New Jersey,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006630684153991009,0.007662639523894664,0.0,0.005981218972426581,0.008110300081103,0.0,0.008846328220892815,0.015995795390925813,0.013979659595288855,0.016862390846130684,0.056323542016137915,0.08012018027040561,0.0922875783483087,0.09973360628846634,0.08563899868247694,0.10464461080254366,0.10876717111358784,0.0861797737438956,0.09077904929577464,0.08264576647061254,0.07777699215159442,0.0727685523424197,0.08091448074970944,0.05093175145305291,0.05353993449231545,0.062083387792445426,0.08556662217202314,0.05415414715952764,0.08450197770586121,0.1032889372111987,0.07966829020985351,0.0789222524043756,0.06599166619529763,0.0641000738122062,0.04630282044571497,0.08843594710688116,F
New Mexico,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030959752321981428,0.03605274000824062,0.0,0.0,0.0,0.02632410234810993,0.04776816517170002,0.0,0.07789895392833296,0.06950477845351868,0.08694644099234872,0.04199412082308477,0.0775147576173156,0.0785024154589372,0.037274026216065105,0.04384042086804033,0.0747896540978498,0.06946637196084622,0.0375234521575985,0.03775009437523594,0.030927197377373664,0.0,0.08288173414089894,0.06154687820556658,0.07966973274426015,0.03777005589968273,0.0,0.08168599901976802,0.05819270097264943,0.07741269568209186,0.09231053263177329,0.0,0.0844059928254906,0.06627637247321329,F
New York,0.0,0.0,0.0,0.002653758783941575,0.0,0.0,0.0,0.0,0.0028134935148974483,0.0,0.0,0.005426996049146876,0.0,0.010583354500042334,0.006337972377003723,0.008222965715372321,0.006113621658523662,0.012940022993425475,0.008779031770340529,0.015382544657449959,0.008812329840867876,0.012459745437816286,0.01774552911252637,0.025499015737992514,0.05799342741156003,0.07214928935662362,0.07442280043977109,0.09846096140095882,0.08525906321604292,0.1056476199100486,0.09005034358134446,0.10554885404101327,0.08138455473747123,0.07345119294868548,0.06549170654528005,0.07162940152630874,0.06715240237719504,0.06784306086395786,0.0550357732526142,0.050602237901788895,0.06509940459645684,0.046199701937406856,0.048462085989913826,0.06017218502175456,0.055347676956657314,0.05234107346783403,0.041921483527322945,0.06170829119456967,0.06012689467024436,0.05753685660117526,F
North Carolina,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026495433434119885,0.010607828577490187,0.026383290582631,0.011730721292725487,0.011332568384967347,0.023357102620117337,0.009104033086657389,0.021879303465939075,0.012014096539940197,0.013447005351908129,0.03912363067292645,0.10951826006374524,0.12976022566995768,0.11249531269530437,0.14259076450586816,0.12686626959750008,0.16166006333894284,0.12973467986059883,0.11857551283909303,0.13096876795808998,0.10418475429762111,0.08822467884880161,0.07169886476797452,0.0722925783922647,0.08217032367404059,0.08018508294555302,0.06907794755602222,0.0670671254446842,0.05952292376601539,0.05785098803397984,0.08162259559854003,0.07477148917339356,0.08328064033559014,0.06961364427427777,0.06201854027940984,0.05642761875448856,0.04968503238399432,F
North Dakota,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0618174325159695,0.0,0.0,0.0,0.061957868649318466,0.0,0.0,0.0,0.08635578583765112,0.19440705847166143,0.27096191479753123,0.15775358889414734,0.2586903799514956,0.24200518582541053,0.29017047515415306,0.20680579056213572,0.15458937198067632,0.23346303501945526,0.17188693659281895,0.1322501416965804,0.0,0.17094017094017094,0.11454753722794961,0.09652509652509653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
Ohio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00527692551242716,0.0057987822557262975,0.004261151789328656,0.0,0.0065602449158101905,0.016593629554762748,0.01581575399724354,0.015045059954563919,0.015389705825773141,0.02149349054286416,0.008421310509029943,0.020446800454373346,0.014250142501425015,0.02049273646340908,0.022915843540102728,0.03355018207111002,0.09284041485446637,0.11142920816690381,0.12784904994930124,0.13872356421111043,0.1434342517361899,0.14578596053693244,0.1455204415035282,0.13869230257720697,0.14368523092972216,0.09752893524277739,0.09478769594553275,0.09301547819361851,0.08004802881729037,0.07787066979591395,0.07974481658692185,0.053102984387722596,0.05106107402610342,0.05621350912830734,0.04825184856744174,0.060638816752132244,0.060973185053616645,0.054325682466385986,0.06875166617558334,0.042631385520029395,0.0458834865331967,0.048193545277835786,F
Oklahoma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018165304268846504,0.03750058594665542,0.05155398438650759,0.052819558327883695,0.04262688157719462,0.028451930463481948,0.03473729917498915,0.05568907907849229,0.04103405826836274,0.06213569251708732,0.04257389611969347,0.0757193336698637,0.07119280305481845,0.13804437140509448,0.13938207281053994,0.1440922190201729,0.17134697762970016,0.2082655385616661,0.16523570387169934,0.14106223140766985,0.11275826617583656,0.07038241110031168,0.06772773450728073,0.07522139022805759,0.05378512841199408,0.05741109722738172,0.04966123940264624,0.06889549641018203,0.041933516315949985,0.05941535292719639,0.06058403004967891,0.047820196062803855,0.04883408619216213,0.02886955087227286,0.06433626420759168,0.05061660224553653,0.0,0.04604522664483782,F
