state,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,gender
Oregon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0182132774792824,0.015609877930754582,0.0,0.01903492909488912,0.0,0.0,0.0,0.027605668363904056,0.03254919366770232,0.027088851432699255,0.03400519352046494,0.05372775828829683,0.13416387158600862,0.17856573451101687,0.1448180329933258,0.12902809586787523,0.1559913408888323,0.16542865483797722,0.1912107855846513,0.17396540764778695,0.13540961408259986,0.07395952396960936,0.07214511474508727,0.06252822454580192,0.07489361702127659,0.05441436539246361,0.09224764945893206,0.08631365632153713,0.04785070579791052,0.05317408376963351,0.06215555463473252,0.037584565271861686,0.05435009824825452,0.0690846286701209,0.0566128119148195,0.046952765517889,0.04463621484898081,0.06681056634803166,F
Pennsylvania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011315203862256252,0.0068425974499920165,0.006756706030735506,0.007558693253110402,0.004524613899613899,0.005973448023535385,0.007306736811340055,0.010900766687257004,0.017191762903165528,0.025727583868025292,0.03219782342713633,0.0816007060959058,0.1176643624062362,0.11487856976180646,0.10824650081420195,0.1442688492437672,0.1705699720188585,0.159930212271009,0.16056357815933928,0.1331039849285334,0.13060424871946613,0.1106276274061509,0.12355409752252731,0.12691573435150325,0.09462060363644183,0.0900961025093433,0.09298374506382588,0.08346548702111677,0.09446873448229923,0.08283058055583029,0.09855951478392722,0.09309347087683986,0.09695684773896632,0.09240658899156287,0.08373105584861425,0.10193531476168981,0.08173644537280901,F
Rhode Island,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08704061895551257,0.1216298398540442,0.15864621893178213,0.15438906043228937,0.09821038847664776,0.21353113059114406,0.21699406121516673,0.1282051282051282,0.1972615456022279,0.11512779184895235,0.16550419671355954,0.15828564470960674,0.0765696784073507,0.11773940345368916,0.0701655907942745,0.10574018126888217,0.12501953430223472,0.1271051795360661,0.11239563262684649,0.0835282325425994,0.0,0.10307507301151005,0.0,0.0,0.0,0.0,F
South Carolina,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017515691139979566,0.0,0.0,0.01686435437629996,0.013619153978154877,0.018133775452049118,0.0,0.016210520627887498,0.041975654120610044,0.04428044280442805,0.06562705084533892,0.12326056634986539,0.117359413202934,0.16886406442813534,0.19180359312064446,0.14382510866785989,0.12215899958208765,0.1747346621796531,0.1638521986289918,0.08219628472793031,0.08171536902660653,0.0814969357152171,0.09871363790603695,0.08720024914356898,0.08438291089789668,0.08289949265510495,0.07699846003079938,0.056525118349466545,0.07589995662859621,0.06200306368079364,0.09054362391800369,0.07624164972407785,0.06013907160308213,0.07515525493453581,0.045100451004510045,0.05106382978723404,F
South Dakota,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20876826722338201,0.15768348623853212,0.19296422740092029,0.32684824902723736,0.07890168849613381,0.22963870177587264,0.24123512383403023,0.176820446873493,0.273224043715847,0.15527950310559005,0.07818608287724785,0.14195583596214512,0.11046236389458736,0.08021819348628269,0.1161247511612475,0.0,0.0,0.0,0.09142439202779301,0.09002520705797623,0.11084426380934788,0.0,0.1180869907498524,0.0,0.0,0.11279043537108054,F
Tennessee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009020060614807332,0.012868593278917567,0.02421803684867453,0.027414785707758384,0.0130453418811383,0.009114440920193955,0.02297063292928579,0.0276802242098161,0.037242686890574216,0.03594228695637291,0.03678724708767627,0.03752747547311424,0.09678633520334091,0.12115951463860106,0.12279909706546276,0.12718485410080307,0.12598033996948083,0.15977276761938575,0.12759622882257035,0.15355086372360846,0.12556221889055474,0.0856961883825776,0.0860392039503217,0.06161774591082232,0.0686456400742115,0.047768652740267134,0.05155229694123038,0.05307313886790912,0.04502186776434268,0.04832191179054648,0.05302695536897924,0.04730795224149583,0.0717891194615816,0.04750163993756927,0.05613903768332904,0.045655517108804305,0.044961782484887844,0.051698288786641164,F
Texas,0.0,0.0,0.0,0.0,0.0,0.0,0.0029198785330530248,0.003925461101484385,0.0038102703114623816,0.009657955868224816,0.006104862757989152,0.005892484815519899,0.012055195574021052,0.018201832317786656,0.029229836785749596,0.020592907634505307,0.016606980893455574,0.020907198174104694,0.01833700801152612,0.02312406058503873,0.020068064184358615,0.022342506407662215,0.021694373075156113,0.027914607069696333,0.06761120092228613,0.10036627171887016,0.07860487092478845,0.08400356692068771,0.0771466809878185,0.083622229225759,0.08667955956970957,0.07974086285397919,0.07724863376751448,0.06266151722782172,0.05358311518324607,0.047201369250154945,0.05233157284554941,0.0497620251539011,0.04422332780541736,0.04393339022144118,0.045275581813420215,0.03674427363460576,0.03893884768497098,0.04041046131492917,0.04232342222737033,0.04041319157629211,0.03809716153196489,0.036712696229361345,0.04000810290691786,0.02863047427682025,F
Utah,0.0,0.0,0.0,0.0,0.021742911810749693,0.0,0.0,0.0,0.016838418535731127,0.047463848368825744,0.015554034716605488,0.054004256806124716,0.04375410194705754,0.11244873660537108,0.10272565401999727,0.09281073748839866,0.05163955589981926,0.07324595219737856,0.09953296072276242,0.08425245098039216,0.10638702078346442,0.10106507035683744,0.11522949875168043,0.11942828524097546,0.24769196126998425,0.2562413060985431,0.3088586269830128,0.195961787451447,0.22042117399708366,0.1902727242380746,0.14135901903415626,0.17399297462328878,0.12696552397695088,0.11325761252952789,0.09412222907403199,0.08093758093758094,0.0764355552724609,0.07593975446146058,0.08354487323672118,0.07152588555858311,0.04302925989672978,0.018485655131617866,0.030306474220555366,0.046228522998690194,0.046396535725332505,0.04301243450379291,0.04811740647179117,0.04223329673114283,0.049166405935726104,0.045714285714285714,F
Vermont,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0983477576711251,0.0,0.11130899376669634,0.0,0.0,0.19047619047619047,0.27120315581854043,0.2752064048036027,0.2601456815816858,0.2660989888238425,0.2927867979771094,0.2165674066053059,0.1414827391058291,0.0,0.14867677668748142,0.15817779183802594,0.0,0.0,0.0,0.0,0.0,0.39811798769453494,0.0,0.0,0.0,0.0,0.0,F
Virginia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009930650954170046,0.009731570837726057,0.013956084852995905,0.010751366959513424,0.016312004152146512,0.0,0.011266653522237557,0.015219015468053904,0.011397310234784592,0.02323285125166986,0.028400597907324365,0.048149262714414685,0.11244904652579299,0.11278971866113838,0.11669557043063906,0.1384506407366862,0.16510908420563294,0.11800616778903643,0.1211734693877551,0.10873041253597697,0.1129242612208544,0.10484968936323374,0.08501125612002329,0.0783797341359418,0.08957616331148932,0.09549054149722583,0.05787726615031066,0.05952589376378725,0.06168379126205036,0.06735916616442726,0.06455662153680625,0.08922676089012617,0.07978096498703559,0.07119838117364911,0.08217569947172765,0.07230803221724547,0.057807180936476334,F
Washington,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013163090693694878,0.0,0.0,0.0092368513421145,0.0,0.014848085524972625,0.01316160571589734,0.027775720317013555,0.028312036390404107,0.009359790340696368,0.02387950036737693,0.019391802556192154,0.0270283967092927,0.02704987320371936,0.040978008468788414,0.05007690381657546,0.10323151510682618,0.15428324145327288,0.13190374795078105,0.1346431009633619,0.10723759712527985,0.13806929944015736,0.11379800853485066,0.1266933047461261,0.09153500218888048,0.09719907958422598,0.09134959091270158,0.08609987585599295,0.09098124237790124,0.06395100965078873,0.05473132782110675,0.05622602863511316,0.05277379042472346,0.04259669449650707,0.05375188131584606,0.06801377827508283,0.06090928866652165,0.052575083791539794,0.05059726774754163,0.030374541461249096,0.053303612531194734,0.04581668236312266,F
West Virginia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02708803611738149,0.023968170269881597,0.024364097066562715,0.03065134099616858,0.0,0.0,0.0,0.0,0.033176665745092614,0.028310967668874924,0.04051160368076856,0.11904053330158919,0.1549714852467146,0.14639424606963275,0.1821375138229363,0.18783122023210572,0.12149848126898413,0.2139752591106653,0.2062564455139223,0.11746821448313986,0.08275862068965517,0.07025925665706458,0.10131712259371835,0.05110235070813257,0.11575748806250905,0.09254260815917328,0.08004482510205715,0.07636826474331777,0.04253871022630594,0.052849467101206735,0.04482696790389098,0.04730368968779565,0.0,0.0,0.05631899076368552,0.0,0.061251990689697416,F
Wisconsin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01934953319251173,0.008053604793505573,0.01654013463669594,0.0,0.011556494750049528,0.010231923601637107,0.012263274995182285,0.017614316916789965,0.008753348155669543,0.019186827370881374,0.03408255152743645,0.0464744483482981,0.04385630386698192,0.11858410577702234,0.1418813466566674,0.11321298450011322,0.13526651730988715,0.13057579714418094,0.17190882465299887,0.1466992665036675,0.1679938911312316,0.14380530973451328,0.09715168911459483,0.08791307876110184,0.07950750778037755,0.09114731685086021,0.08313127814340146,0.06014241724403387,0.06727630628161363,0.05517023959646911,0.03522557918981168,0.04977463152946381,0.07001428291371439,0.048306433280290974,0.04027849703665343,0.05656445370646025,0.04126067223156759,0.0,0.03438316600192546,F
Wyoming,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.078125,0.08279516476237787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13796909492273732,0.2638522427440633,0.39370078740157477,0.0,0.1936108422071636,0.0,0.37787701820680175,0.38314176245210724,0.0,0.24717514124293788,0.0,0.0,0.0,0.19005384859043395,0.1529051987767584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19004180919802355,0.0,0.0,0.0,0.0,F
