state,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,gender
Alabama,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012200825589198203,0.011949334820361666,0.009883766901241401,0.009647667194072474,0.014112049674414854,0.026804676385080106,0.036841458921773304,0.06404782237403929,0.08662020063655775,0.09604470444425042,0.12445550715619166,0.08466035073573876,0.13037539836927278,0.13295193586076307,0.14351205899940203,0.11765644318589717,0.10586491636671606,0.1281302406210548,0.09300595238095237,0.10518650376244033,0.10221813349688236,0.08583239910313901,0.06758209688815163,0.07572836922399075,0.07700205338809035,0.07151234303040704,0.0639683647359851,0.06219805016345069,0.03579251793205149,0.02883963719736406,0.031526302967771515,0.026039029612163124,0.03829515637188852,0.060002571538780226,0.0616604272186743,0.054600457463292264,0.051196337956061495,0.06555777469469896,0.05951448707909162,0.05211981041418962,0.05043684818508696,0.04405131096701438,0.05261476595824642,0.04092530158049617,0.03389695326208327,0.025663804165432832,0.019042541036675936,0.0353308340039649,0.028020864766995734,0.029421749462487268,0.01840857839753325,0.02397679046682811,0.026799200896555082,0.02300701714022777,0.011964298533176999,0.018250672993566638,0.011199964160114689,0.0,0.016371205388465315,0.0,0.0,0.0,0.012045870675532427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
Alaska,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14093013891685122,0.0,0.0,0.12004801920768307,0.11454753722794961,0.10741138560687433,0.0,0.0,0.08729050279329609,0.1211282228759301,0.13644891693672181,0.23214285714285715,0.09609840476648088,0.12202562538133008,0.0,0.0,0.0,0.0,0.12488849241748438,0.0,0.1141552511415525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
Arizona,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1164294954721863,0.06078288353999514,0.12352456766401318,0.13995801259622112,0.1846153846153846,0.12964563526361278,0.06734006734006734,0.2079002079002079,0.24532710280373832,0.12301498546186534,0.06778895040108462,0.1927607624759049,0.16459212015224772,0.13309671694764863,0.10093167701863354,0.12481472813792027,0.12221950623319482,0.1049317943336831,0.11337191956560654,0.09888895352219183,0.07900231363918515,0.06590147729144928,0.0670760022702647,0.07494847292486416,0.05800981704596163,0.08532787234950297,0.04972650422675286,0.1092896174863388,0.09194894994299165,0.13786597975546927,0.05963029218843172,0.09001500250041673,0.10994136460554371,0.11605159322258696,0.08490694199157724,0.08370535714285714,0.11223344556677892,0.09476053223832273,0.07095553453169347,0.047166103293766214,0.07430248541813723,0.10144045445323595,0.053563657058685675,0.03102485435554483,0.05771319934818034,0.06853114903893222,0.05340988750542444,0.029579964504042593,0.05052737952377944,0.0214987714987715,0.025311471721461313,0.031421015422481734,0.015119443604475355,0.017429844874380616,0.017223138055753758,0.0,0.0,0.015278505325650428,0.014653548252041031,0.01838460595661233,0.010083694665725522,0.015906786232676516,0.014193025141930252,0.010015624374023476,0.0,0.0,0.013816243955393269,0.0,0.0,0.009543441746831577,0.0,0.0,0.0,0.010658518821167818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
Arkansas,0.0,0.02708999295660183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015844847255672454,0.0,0.018158707100054475,0.015453084435653356,0.021915406530791146,0.03687068445397868,0.05056975254534421,0.08387637912123364,0.0861534220139224,0.12496795693411945,0.19303124488794374,0.16055912353607857,0.17038941726819293,0.15684965793425662,0.19007731958762886,0.22571967471630436,0.15873015873015872,0.16128559279786517,0.17034324163188824,0.10785450427373473,0.1432740780047758,0.12001451338301376,0.09443427964351059,0.0832282471626734,0.09203865623561897,0.0697601693488249,0.07023662476688707,0.07186934648459765,0.04038466392387491,0.049617423549996084,0.026566069815631473,0.03187928377875777,0.022139200221392003,0.024711018368523654,0.06324414991613275,0.0684248039914469,0.0807637947445845,0.0698222442032991,0.06404471485546272,0.04627487274409996,0.03812093132367603,0.04456725198324271,0.030421849648458628,0.03272727272727273,0.03407413016317722,0.027042688815916555,0.030058237835806877,0.01829022935947617,0.03638612960739366,0.02321262766945218,0.027621039340251747,0.030958554235517202,0.03582659925958362,0.0,0.0,0.0,0.01895950250265433,0.0,0.0,0.0,0.0,0.0,0.019426528867821896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
California,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011403158674952963,0.010967317394165389,0.008284317786430287,0.019677888108500848,0.01680312843700354,0.030840400925212026,0.04388155007792758,0.07720838695026871,0.10567210567210567,0.13197698558633372,0.19144074600135863,0.21483634525464426,0.21423782033460348,0.2502893971154147,0.2317779810917963,0.21987622861303238,0.23978940235097873,0.20602841524848453,0.20219861947149464,0.18074008307702064,0.18813874996454671,0.15567290375751655,0.1827482897069913,0.15076005451062233,0.12375456187096692,0.1113054539672444,0.09319446265665099,0.09398808534877649,0.09294544102611767,0.07780309831273163,0.0726643598615917,0.06833357976047283,0.05916868004536266,0.05107364893663928,0.059399097133723565,0.06694532232303667,0.049545937559080266,0.08322599821658576,0.06991671495020053,0.07265188785304276,0.07276172547465415,0.06433037080525386,0.05552332291491207,0.06490965149244471,0.059257264065182995,0.0599613976327666,0.05036937541974479,0.039677575021000513,0.050083068814136544,0.047411501352921055,0.03536653272532996,0.03504496758340499,0.0367053922782098,0.04723704370042677,0.0396238592821954,0.029116205135469045,0.028821066682846914,0.02404860037145838,0.02548944981197166,0.01804213330184161,0.024434482693807737,0.02140672782874618,0.02140385148741695,0.020586721564590838,0.012648621300278268,0.017130195007929623,0.014109629156350664,0.012904662378607613,0.011011291361163175,0.013234456243298656,0.010427977811076778,0.008097934101325978,0.006969562239392446,0.006959564927769659,0.006669881891783731,0.007933129011188356,0.00741462878798281,0.007798573975044564,0.004522763634718994,0.005859129779724621,0.005421136726774709,0.004001863725106264,0.005362565903112546,0.005949193884228687,0.0059822924144532184,0.0036639328091091004,0.0034097883658020956,0.0038548672146508675,0.004097340195852861,0.003284590017474019,0.0036820823179712393,0.004043399150886178,0.0017215022517249451,0.004771187480404051,0.0038745900859806764,0.0,0.002676086491115393,0.004475674707962226,0.002557315841292979,F
Colorado,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035648505733468006,0.0,0.0,0.03663227303254167,0.0,0.08897362567524626,0.10541981892595807,0.12768945923514013,0.13222516055912353,0.29027576197387517,0.30912917653249145,0.3828274541974296,0.39308176100628933,0.30143663417136995,0.27574708221110683,0.2985965959988056,0.2935082872928177,0.29861031354082923,0.18753447324875896,0.22536140273731656,0.18163471241170534,0.2257227931995005,0.15896719495158726,0.1978955497634907,0.18013079061753534,0.13255659817909093,0.1208229770781552,0.1248829222603809,0.17462556249580227,0.1457217980802737,0.1091272848525266,0.10732172668733604,0.1211596711380355,0.08710556632667397,0.09459203805302559,0.0621235448234881,0.13565944054046722,0.09086778736937755,0.08905185961236249,0.08489182723226919,0.08706664555960107,0.0703786914977127,0.07682239799692711,0.09784426979768329,0.10091156782939217,0.05913466276815926,0.05463427175729528,0.052563230474305854,0.06165228113440197,0.0641201795365027,0.04803227769060809,0.03193051919024203,0.034881877279213575,0.0344924900442131,0.030846108763379503,0.026353547480308045,0.022937752673681797,0.021331058020477817,0.017697772608904507,0.016922928150082197,0.013764940696047166,0.018328865672325702,0.01853009983091284,0.013795323385372359,0.01609380388550408,0.016663492668063228,0.01693234319440749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011563634681653138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
Connecticut,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021924055073226343,0.0,0.0,0.0,0.02281646436068267,0.05408860697251316,0.03611784737629637,0.06607565662683773,0.07644842461639273,0.06498429546193003,0.11409323046832555,0.07427843803056026,0.07071421355692495,0.13136620856911885,0.14619193586418297,0.31827641082139796,0.211031175059952,0.28746936181801674,0.31695721077654515,0.2269156920928609,0.18895594788200124,0.229147571035747,0.26028686935814366,0.24629836469341584,0.18481660506113165,0.16142263621688852,0.17398122963071871,0.14980382832005706,0.17015291074912656,0.15327683986949572,0.14602929175793497,0.12458805562253839,0.16791923494358324,0.18083182640144665,0.15787875721080863,0.1486277384151804,0.14871913030728304,0.1238441215323646,0.1425914445133292,0.11268826525083975,0.13630787405152436,0.08342868039664379,0.07307270734380708,0.05547248082581641,0.04559854084669291,0.043252595155709346,0.021834742194079666,0.05021088572002411,0.047757120927852635,0.04179873907137135,0.024845602328387877,0.024363079493247945,0.024059116686715933,0.01972127267946358,0.03565755778145159,0.015789806101181077,0.015501472639900789,0.021253339810541658,0.0147305777332587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
Delaware,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1953125,0.15728216420257943,0.219435736677116,0.0,0.1540436456996149,0.2988505747126437,0.2875924404272802,0.17178441056474125,0.3243243243243243,0.1967799642218247,0.12507817385866166,0.10133423408208073,0.163826998689384,0.15757957768673178,0.10329054153755349,0.15153602424576387,0.11723329425556857,0.12331976815883586,0.12412547957571654,0.08585533376261,0.11019835704267683,0.13407590759075907,0.164778578784758,0.1466736511262441,0.11297114100852418,0.08649583738782571,0.07452358139039711,0.1307901907356948,0.08294821661334281,0.07485029940119761,0.11525163273146369,0.0,0.06361323155216285,0.07348438456827924,0.07853403141361257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
Florida,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027799013135033707,0.0,0.0331139533921106,0.060445436369554094,0.08704416345977643,0.10908745968506925,0.13008567711837796,0.11310548315711826,0.1938610662358643,0.21797889964251463,0.17804412020149385,0.14635166213673428,0.1737482230295372,0.24848994571450414,0.1880699762251162,0.14398848092152627,0.18019082503766284,0.17310152780913673,0.15114873035066506,0.12479489727531141,0.14318074966876093,0.1313510117835183,0.1332406441895493,0.14062559385808218,0.1486880995122305,0.08985323970847615,0.09677520057440764,0.06916625839361365,0.05436998776675275,0.07238134629304105,0.04283674440742504,0.06623111290720908,0.05659987156182992,0.07911726233174396,0.08888705143046138,0.06210151527697276,0.061173691093954354,0.053515428498035984,0.04455165819098535,0.05685839937803873,0.06018730288658305,0.033490033614070776,0.04520132916340892,0.03944910485340016,0.03492572825600559,0.05159958720330237,0.03184788506452146,0.027940086735747518,0.02866082304330173,0.024021138601969732,0.026959368380512227,0.023214612987965056,0.021520031562712958,0.02347076771763549,0.0254714770400106,0.02422809295834706,0.01660194980677175,0.014277300876269342,0.019598820662269714,0.0154598491444194,0.013556186405537305,0.019975875289073967,0.010262048744731538,0.013234607802846136,0.0061503556955710605,0.007094865445876819,0.013109882666550134,0.00954787155909398,0.007484133636690217,0.005321737014961684,0.011569788967049242,0.011566844796076526,0.00924955293827465,0.006213350937827658,0.005329232362144178,0.004596714881098308,0.007721948093064918,0.004534667533292017,0.006699269779594024,0.005815686360034603,0.0056691752767266184,0.004280180623622317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004998333888703766,0.0,0.0,0.0,0.0,F
Georgia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015148932947035544,0.019397136982581373,0.024201843373736966,0.05483744614179397,0.05440148294412766,0.08002591315283045,0.14908303720949231,0.17838646564621938,0.16333589546502691,0.19059102666329567,0.17841551835402195,0.17846188165746474,0.18914937344270047,0.19172051409500818,0.18083799645148083,0.18079771094376404,0.15097302112112565,0.1659485711675776,0.09804386672359537,0.13423921976877978,0.14974102167562658,0.13477260301839772,0.14081496661930926,0.10321626994240277,0.08036498065058544,0.08236150733494874,0.040250976678110575,0.04690485179210854,0.03199926858814656,0.04826254826254826,0.04866180048661801,0.08506373954182106,0.07306495710379939,0.088228028280024,0.07826489108135991,0.060305628927404084,0.06401043490863416,0.060062945967373806,0.055292665363645715,0.046103570314724666,0.05644057512946057,0.03658982802780827,0.03829164558346895,0.027345174227824367,0.023019322690281785,0.023629140637691434,0.023289032418333126,0.015964749832370128,0.013622586247999183,0.027684534726788248,0.014726094639701552,0.008262414277451871,0.009493070058857033,0.0,0.01211717306352428,0.009033151666616482,0.007484245662879638,0.007341497078084163,0.0,0.0,0.0,0.0,0.0,0.006278882861161341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007464822026201526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
