state,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,gender
Hawaii,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07652280379553107,0.07538067239559777,0.08736167734420501,0.11967090501121916,0.1921537229783827,0.1665657177468201,0.17727639000805803,0.23820867079561697,0.2396849854476973,0.3010033444816053,0.3442933379239112,0.29239766081871343,0.23789294817332202,0.19234131841230984,0.2695902228612509,0.28016436309301457,0.4123711340206186,0.398406374501992,0.37488284910965325,M
Idaho,0.0,0.0,0.060637560637560636,0.044279135671271695,0.05176429988784401,0.06810249425385205,0.11127278952323888,0.041883062489529235,0.07526342197691922,0.116773709233464,0.1165307141668054,0.21420332839017958,0.1926163723916533,0.1744370440849984,0.24254753149205852,0.22166169838722005,0.18945134889360413,0.16129032258064516,0.24371795949239433,0.24822695035460995,0.19858156028368795,0.20003810249571347,0.15476881408396206,0.17139592458579317,0.1869158878504673,0.1407035175879397,0.18777383684539956,0.10014465338822744,0.14406028368794324,M
Illinois,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0042342021916230545,0.0069908681784419105,0.017493680407952628,0.04041347475055905,0.038782953968327254,0.049289945781059635,0.07006713188717298,0.09816948614719473,0.1211794802746735,0.15063364369685525,0.184658608149902,0.1903921614154032,0.2199517525188023,0.22308781869688382,0.21340985543592278,0.20380178389462691,0.19207683073229292,0.18428476248529266,0.19714070729872085,M
Indiana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011540110125622342,0.02201263186413126,0.03505450976268097,0.09038133972955122,0.10890567363428773,0.12864034304091476,0.14319979952028067,0.17469156021399718,0.21712451618993678,0.23226267518958194,0.2860603023469473,0.2610522741261116,0.2461176573083876,0.21592983393437515,0.25213084028738453,0.2088867697477465,0.18541554204708147,0.21686093792355648,0.21381833170178782,0.20405423546784804,M
Iowa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018698578908002993,0.027329871549603715,0.03558718861209965,0.07157911480494691,0.10111632421938198,0.0651253663301856,0.1594324205827255,0.17751723568509267,0.22807470522420173,0.20543254964619947,0.2620794815591347,0.1651899684637333,0.18826642242914568,0.1279885322275124,0.1930992428477057,0.1815164402032984,0.21508845512717106,0.12527047033367497,0.20250148898153664,0.1676810334119985,M
Kansas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04744208112595873,0.07278903311901007,0.07350839220811042,0.11009623226227369,0.19528866105211767,0.20574403762176688,0.1482191900257204,0.19420983695406713,0.171854114951308,0.1802400037945264,0.13911660952948776,0.219112593994323,0.19244403929909856,0.17188395228918174,0.20639259217939424,0.12247754578327306,0.1344414568565143,M
Kentucky,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013223665071011081,0.02440876545888479,0.04626227991400658,0.08551252344698224,0.1164919287735064,0.12922738520758867,0.17911270322402867,0.21918440329930208,0.2561089517611257,0.32603484097810453,0.28653295128939826,0.32931590561874047,0.2729502815879487,0.2869592942926985,0.2940227329771595,0.2981514609421586,0.31629505252059825,0.30136646988399457,0.2627724648918756,M
Louisiana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.042687612054981644,0.05420827389443652,0.10133765707336846,0.13843598104965238,0.1855121031686664,0.22513848979470924,0.2675710152142124,0.38738767345124314,0.35628244715143703,0.4381460943383309,0.42175130500916097,0.44824636441402904,0.4243185444176652,0.41201307545627897,0.3626632865039964,0.3595896892388054,0.35923309788092833,0.32330795082315905,M
Maine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08680555555555555,0.21248042943413106,0.14680971202710333,0.14870738961336077,0.23535240926545273,0.24346488980010253,0.217479951067011,0.23812858943829668,0.22916069894013177,0.13241135795203765,0.18393623543838136,0.2356637863315004,0.18876828692779613,0.19054217910964838,0.12531328320802004,0.24463680843056076,M
Maryland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015909452487556534,0.01855330596720703,0.02785192062202623,0.05243001732470137,0.11029411764705882,0.12255768460251243,0.19182529142688506,0.20652830949022769,0.21815568616379644,0.3071237083886416,0.2847410719037735,0.2856169588344732,0.20415838392521357,0.2288329519450801,0.24781341107871718,0.25343629804108647,0.25506990804887264,M
Massachusetts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008382932349735937,0.0,0.0,0.014277300876269342,0.029592365169786194,0.05608416492612362,0.037611845751841004,0.07900014179512631,0.10965143495772095,0.11469154590970246,0.11277849383170688,0.1542747933408552,0.1464959122914796,0.1482544237207078,0.1956293539459872,0.17803575348145256,0.20268934150682222,0.17972220082672213,0.19072847682119204,0.17660643934248063,M
Michigan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02747055872727707,0.044465275023734846,0.05021309949541959,0.06847838492461036,0.0886420815246438,0.097010199544591,0.13582488597858258,0.15078180365193528,0.21092761276815147,0.21809906122577993,0.19895186335403725,0.2769220685586944,0.20658132309644256,0.21845435144263892,0.19656528036416301,0.20113068058273537,0.22608236934323073,0.21498099010689334,M
Minnesota,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012656625743576764,0.0,0.025928566798470217,0.034163214758508774,0.06288217182011363,0.08346328713567176,0.0543773790103317,0.07187942226914351,0.13344883290801393,0.11028871133767952,0.10946051602814699,0.14408466939117678,0.11081081081081082,0.13333333333333333,0.1385847723052191,0.10684962321448656,0.1511364296924955,0.13522234856633578,0.10207662126383618,0.1662510390689942,M
Mississippi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02387774594078319,0.0,0.028829521429944265,0.08240826021620049,0.0747272455537289,0.13611189336337182,0.19029054116773414,0.249266862170088,0.35063847603098175,0.37820182224514354,0.5112591911764706,0.4298861709857108,0.49370823047745194,0.46486355952668434,0.5112910097997444,0.46535347740167016,0.5432982177168224,0.5619536561676148,0.5529342376879977,M
Missouri,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009638925838104601,0.031598072517576424,0.04733447724986687,0.06151037739592841,0.10005603137757144,0.1345522181328901,0.1511000080586671,0.1869003613406986,0.2217781779056235,0.2597104113996782,0.2804751579145847,0.2615202072789791,0.28654002914803745,0.25563269091000224,0.2537355511700028,0.25510204081632654,0.271017853650359,0.25246005106578306,0.2471245080391738,M
Montana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11268512556342562,0.0,0.08416091567076249,0.09861932938856016,0.15032570569567397,0.085426277122843,0.12876227265411236,0.18625126989502203,0.2872592091922947,0.2164111812443643,0.14646649578908824,0.11344299489506524,0.2696975534579079,0.11536243030186503,0.0,0.15628052353975386,0.14344262295081966,0.22065313327449249,0.0,0.20434227330779056,M
Nebraska,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04948045522018803,0.10450605520378681,0.061927173643794894,0.08277091557366612,0.13265112753458402,0.1224147928612847,0.18740378823371928,0.18600165334802976,0.13259668508287292,0.1670843776106934,0.16162549064881088,0.1162430254184749,0.13014852243148065,0.16565433462175594,0.16886458668382115,0.13600816048962938,0.17962996227770792,0.12319939347990902,M
Nevada,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030137123913807826,0.0,0.046438190768087674,0.09972251127297954,0.12108108108108108,0.11050741320563588,0.13666536509176103,0.1960986685932501,0.17777298927975005,0.19824880224681976,0.2206653058972803,0.1641317430791115,0.19796535606268906,0.20386205334390395,0.15806111696522657,0.25077986421187837,0.21312322397313357,M
New Hampshire,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.062473969179508544,0.06457167455876023,0.13176677281212254,0.14739229024943312,0.09354536950420954,0.1729890028419622,0.15388561169530648,0.18274376713222817,0.08287292817679558,0.12386457473162675,0.24478041756659466,0.14539110206455366,0.16467065868263472,0.07890168849613381,0.1471550032701112,0.16733601070950468,M
New Jersey,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019797779820405856,0.010187597327938757,0.016182896149941887,0.037449817244891846,0.07086167800453515,0.07025225460724088,0.09070061950234452,0.13276500593948712,0.14203523912261776,0.17939657515629248,0.21908779807709716,0.20740033771382427,0.20740237947093537,0.22532147158230062,0.20534294284621424,0.2547797523793481,M
New Mexico,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04985976939856653,0.04420587306599305,0.043777360850531584,0.031458411979363284,0.0556689552792726,0.11723329425556857,0.07650621613006056,0.09573958831977022,0.09415513869776201,0.1133101676990482,0.06912442396313365,0.19604639764744322,0.11638540194529887,0.0860141063134354,0.17539001200036924,0.2154961308649231,0.2532179784764718,0.23196730365624657,M
New York,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004450717837205458,0.015829998480320146,0.022695145832522794,0.03146338197884589,0.043649061545176775,0.06649963391615672,0.08917188577638757,0.11118238186871926,0.13093026317714354,0.13710879284649777,0.17870394208780724,0.19825963526398618,0.23542251325226068,0.21967389925136405,0.20056552903268232,0.20912254238159722,0.23602049698916822,0.2697629670153463,M
North Carolina,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006682079997861734,0.020035529672619443,0.040102126749455284,0.06638783774812454,0.07100163949240282,0.13609459858512973,0.16431369456055947,0.19894448896134398,0.21286522423747595,0.2633889376646181,0.28468775690405873,0.3403508231561764,0.3814871896601712,0.31461575237889605,0.3259184254659368,0.3035644339992166,0.32317636195752536,0.308756986957679,M
North Dakota,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17003589646703193,0.15085800490288515,0.0,0.09545628102329133,0.19305019305019305,0.2815768302493966,0.1396926761125524,0.1628001628001628,0.1937984496124031,0.16971525551574582,0.34451495920217584,0.22467702677401233,0.16901408450704225,0.22633744855967078,0.15102481121898598,0.2099860009332711,M
Ohio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005491337415227479,0.01804899828059543,0.016730472094556692,0.04179811510404745,0.06930713251931427,0.08778988953105567,0.11901877968886596,0.12653983841836017,0.16959813105105914,0.18055014691825683,0.23039752914217393,0.20952307947823645,0.20344022639245707,0.2649652645038822,0.23328870803122886,0.21594458780388429,0.19503023670216496,0.22638735758912168,0.20953458850159826,0.21526450224099986,M
Oklahoma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04264672112324903,0.07296123105495307,0.0837885846432282,0.06772773450728073,0.11967039354463707,0.1579938147102326,0.21275877207794403,0.2766840481004576,0.22844296178112988,0.2935346142116499,0.2851936940505427,0.3029201502483945,0.29090619271539014,0.24417043096081065,0.24745329319091022,0.24018871970834227,0.20246640898214613,0.24242424242424243,0.16883249769773867,M
Oregon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022284477269833184,0.022705893801290993,0.01620430386310604,0.020072931651667725,0.040622884224779957,0.0705977274255362,0.0687096330905593,0.11463507833397019,0.09531914893617022,0.14283770915521696,0.15965939329430548,0.15011070664615153,0.1914028231916421,0.13907068062827224,0.14917333112335807,0.11275369581558506,0.19231573226305446,0.1079447322970639,0.1524191090014371,0.1831157855197671,0.148787382829936,0.20557097337855892,M
Pennsylvania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010238768071425645,0.036732444952349855,0.03792947225353745,0.05538631957906397,0.05759201390740484,0.1032224766943002,0.13125111229756184,0.1308660115713105,0.16216151764102688,0.18045950561362287,0.17555137968549103,0.23881728582259287,0.23524971694552774,0.23140367660366626,0.2035623409669211,0.23165592118116607,0.21843281734647813,0.25580480125934674,M
Rhode Island,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0974065505905272,0.0,0.09157509157509157,0.140331181588549,0.12084592145015105,0.20315674324113145,0.14299332697807435,0.17662170841361594,0.2672903441363181,0.17135023989033585,0.24050850369352345,0.3682272488164124,0.0,0.3333987056285546,0.20652622883106153,M
South Carolina,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.049317770836758174,0.03922337713277113,0.07823705828660843,0.09254403553690965,0.1339146683276238,0.22189580273150608,0.2254866200218855,0.2659946801063979,0.4274712075178408,0.44455688882463495,0.4559048800058356,0.5505052334214624,0.3993610223642172,0.3420409697425296,0.355998576005696,0.40590405904059035,0.4127659574468085,M
South Dakota,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08037293039704227,0.09643201542912247,0.0,0.12509773260359655,0.17350157728706625,0.09468202619536059,0.22461094176159155,0.26542800265428,0.12081463583016915,0.16219138583528564,0.2179440610243371,0.09142439202779301,0.16204537270435723,0.14779235174579716,0.18917896329928113,0.1180869907498524,0.36734693877551017,0.12970168612191957,0.18046469659372885,M
Tennessee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014992503748125935,0.04657401542531391,0.0561125243154272,0.0821569945477631,0.11873840445269015,0.12493339947454482,0.1890250887845114,0.21433383004347914,0.2615556127261813,0.2635740643120717,0.3181617322138754,0.3041225501239018,0.3387549074593382,0.34834535954217466,0.28771256812706136,0.29315647827758556,0.30474097017535096,0.27658584500853023,M
Texas,0.0,0.0,0.0,0.0,0.0021724301237850685,0.0,0.0,0.0,0.003361697657316945,0.00817731694053864,0.011568622590214598,0.01643587952500308,0.03235463961436546,0.04744764397905759,0.06813415039587584,0.06481064021641117,0.09029399725506249,0.12366152775218557,0.13011042488657582,0.13937777146484262,0.1538666458449116,0.16354316027687812,0.18479840174355247,0.17374878598604662,0.15632355422917388,0.16615870451290715,0.18209497329763227,0.17421249873392078,0.1613717641057141,M
Utah,0.046645417087771125,0.04993278279239485,0.04623030396424856,0.04503490204908804,0.06955121165531883,0.10880247086901586,0.11197816425796969,0.11190613449082709,0.14687719063991722,0.164370952365298,0.21667049670069924,0.20509815411661297,0.21033556612626603,0.22070039920807505,0.19748769748769746,0.17834962896907544,0.24680420199974687,0.2602744127759391,0.18051771117166213,0.18287435456110154,0.17006802721088435,0.1477440618252074,0.12327606132984052,0.18171976492421898,0.09384531164463908,0.15237178716067204,0.09291325280851423,0.12962052473964153,0.12342857142857143,M
Vermont,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1353546291283162,0.19807583474816073,0.20521841102316035,0.17841213202497772,0.34799114204365705,0.0,0.2808002808002808,0.21945866861741037,0.2257336343115124,0.2961865975564606,0.21715526601520088,0.0,0.0,0.36579789666209417,0.0,0.0,M
Virginia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014314342971657599,0.04068793915588176,0.04407991058075282,0.07210935540506647,0.07700407021513994,0.10207609608324142,0.11915907736828667,0.16107006547848315,0.1744770095697996,0.21448576594462368,0.19546310409755221,0.265895747452576,0.2465957099599282,0.21359514352094733,0.19761299158677365,0.21290698375077832,0.20553664332969365,M
Washington,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024656235182550973,0.02533866094922522,0.05969674055796554,0.061493295247163376,0.09333545158471682,0.13015097513115215,0.09291701349232467,0.12596410991822024,0.16028460290466975,0.18474266551537177,0.1477666131892257,0.18529562105980577,0.1376048161685659,0.1579674850259988,0.1522732216663041,0.13362833797016363,0.13859251600413577,0.13318068179163065,0.12599035689191482,0.1679945019981164,M
West Virginia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05620740532565166,0.0578954986249819,0.16060738793984522,0.15916654608594993,0.25449217243772654,0.2961658528776115,0.24607551972846842,0.24672451931257444,0.25543909098916584,0.3586157432311278,0.3216650898770104,0.24378352023403219,0.20673971469919372,0.3491777427348502,0.2445842068483578,0.3062599534484871,M
Wisconsin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017699115044247787,0.028703908147493927,0.040575267120508546,0.07269257854205946,0.08886863392958869,0.13855213023900242,0.16118167821401078,0.1569780479904318,0.18652795292139554,0.15986993632299146,0.1769764676603158,0.2408491332231775,0.21595817231188905,0.17837620116232233,0.22030366180410837,0.19678166756593773,0.24130172498125022,0.20973731261174527,M
Wyoming,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20898641588296762,0.0,0.1765536723163842,0.2029083530605343,0.21052631578947367,0.0,0.15837820715869497,0.3669724770642202,0.2853519340519975,0.4334778259419807,0.2922908293752283,0.0,0.29839612085042894,0.3433803891644411,0.39261876717707106,0.26605853287723297,0.0,0.0,0.0,0.0,M
