state,1921,1933,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,gender
Alabama,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015332720024532353,0.033281950672645735,0.016895524222037907,0.027537588808723906,0.02138945927446954,0.021453702909122116,0.029076529425447778,0.018804061677322303,0.01861210932466677,0.025955673477627655,0.020062192797672785,0.021699191343469267,0.02978512162257996,0.028572653113704872,0.03670263524921089,0.03394082490961411,0.01957507039496469,0.022868991172569405,0.03445575567736883,0.02605990520709481,0.03253990205489481,0.028192839018889203,0.018790987842230867,0.02923235827178298,0.023927261126176425,0.023689665383476458,0.026659557451346308,0.029442361669970756,0.025865413631072982,0.03621138395383049,0.03451608449537485,0.02397679046682811,0.03167178287774692,0.018405613712182217,0.019142877653083198,0.022813341241958295,0.0,0.0137858143969855,0.018709949015388933,0.0,0.019041271956966723,0.018934463089631013,0.012045870675532427,0.011980352222355337,0.014227449492554303,0.0,0.0,0.0,0.0,0.012249797878335009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013824757375508059,0.0,0.0,0.014623731391301804,0.0,0.014028787071069835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
Alaska,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11454753722794961,0.0,0.0,0.0,0.0,0.08652015919709292,0.11939280231963159,0.0,0.0,0.0,0.0,0.1043187982474442,0.0,0.0,0.08920606601248886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
Arizona,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.044365572315882874,0.03881987577639751,0.07800920508620017,0.04073983541106494,0.04197271773347324,0.04176860194522346,0.03490198359606771,0.050787201625190445,0.07139326706573672,0.07223569475259274,0.07026419336706015,0.05800981704596163,0.04693032979222663,0.045582628874523454,0.0351288056206089,0.05516936996579499,0.02902441679062511,0.05963029218843172,0.08668111351891981,0.053304904051172705,0.04973639709539441,0.08151066431191414,0.06277901785714286,0.06359895248784138,0.03948355509930114,0.04336171554714601,0.05502712050939392,0.02600586989634803,0.04057618178129438,0.06695457132335711,0.024130442276534866,0.03394894079304726,0.016316940247364815,0.03338117969089027,0.0394399526720568,0.018947767321417293,0.0214987714987715,0.0,0.031421015422481734,0.025199072674125595,0.014939867035183388,0.012302241468395541,0.01663023852513542,0.03331408519522054,0.01746114894360049,0.0,0.012256403971074888,0.01411717253201573,0.015906786232676516,0.0,0.02604062337246104,0.0,0.01197365795250449,0.01973749136484753,0.0,0.011590619325425955,0.030539013589861046,0.014807959278111986,0.010725010725010725,0.009079353550027237,0.008882099017639849,0.0,0.0,0.0,0.015883352658079067,0.011308014151171995,0.0,0.0,0.0,0.0,0.0,0.01048679712242287,0.0,0.012883277505797475,0.0,0.0,0.0,0.0,F
Arkansas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019873378190386964,0.024267263461590315,0.029185460334306183,0.03070138714449189,0.061972496016053834,0.055485498108448925,0.08513575701794754,0.05532703086286113,0.08961224539223522,0.042130306559936555,0.07572124485726546,0.06006319692894263,0.055788746612826096,0.06110196057595239,0.06088280060882801,0.03294802449136487,0.060494404267605245,0.07697790449037775,0.07787937350370648,0.07855002472871149,0.08151145527058892,0.07808884775566867,0.06744472464958068,0.06239415277653979,0.07098431584640345,0.08,0.0567902169386287,0.034769171334749854,0.05260191621266204,0.0438965504627428,0.06913364625404796,0.04642525533890436,0.043404490391824174,0.0386981927943965,0.027865132757453927,0.03616055285467476,0.023189302002009738,0.024030759371996155,0.01895950250265433,0.01836210062431142,0.0,0.01919901701032907,0.03865780114427091,0.023297351867671044,0.0,0.0,0.019879134860050888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02166941145878478,0.0,0.0,0.0,0.02239942657467969,0.0,0.0,0.0,0.023498449102359244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
California,0.0,0.0,0.0,0.0072806698216235895,0.027367268746579094,0.022627398206480964,0.017430915471680575,0.029594867404424435,0.031198888185075584,0.040444430878178325,0.043479146993484916,0.06320072154157093,0.06377148341310031,0.05724280489743998,0.051046213213944515,0.04794341727387084,0.0515847197694953,0.03913173583776443,0.033737024221453284,0.03636465355674285,0.03906650028636124,0.033069269095665724,0.037079436392566834,0.03907975668603663,0.054435339291884245,0.053172165527263116,0.050819093736951315,0.05605468933489075,0.05480351237878206,0.04871620313407573,0.05178017754986181,0.05250045341300675,0.043432881047776165,0.04364054383923249,0.048583227355214836,0.043252131329198765,0.045938263119173525,0.04063842973107519,0.02934669736782699,0.03545246720646783,0.02432799255648789,0.029163740023741752,0.019199189549104993,0.0263619695145463,0.018202778957587526,0.024418578838711586,0.021299403267537965,0.02033840481298509,0.02036206891150645,0.02110091743119266,0.017786299123346477,0.021174913609293435,0.021081035500463783,0.02099830355810728,0.01597316508266113,0.01644711871783323,0.021065079125703465,0.018617963867691326,0.020402565282541522,0.013188064107873737,0.015381102873141952,0.01565902108748173,0.01821390824294788,0.014808507487551597,0.01482925757596562,0.019774955436720143,0.016677690903026295,0.017298383159186977,0.018260671079662175,0.012577285993191115,0.010725131806225092,0.014731337237137702,0.015667908704520332,0.014655731236436402,0.012502557341274352,0.011564601643952604,0.010085760482099351,0.013138360069896077,0.012719920734809737,0.008760698160253386,0.005164506755174836,0.00988317406655125,0.009158122021408872,0.004330347799100731,0.004587576841912102,0.005696313264679196,0.0038359737619394685,F
Colorado,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04946957621063046,0.030272452068617558,0.048026126212659684,0.028903126354834045,0.06274736943720437,0.09006539530876767,0.05930163602748805,0.14153548743441038,0.07631734138134388,0.09067096514205118,0.08553235974276935,0.08790809057564643,0.08347245409015025,0.06923409779316314,0.07024642445699514,0.03783681522121024,0.0675255921994436,0.05969015383780557,0.08552262340647299,0.08119434258774227,0.06173951071437759,0.0817898791620495,0.05955120049806459,0.07682239799692711,0.07890666919168009,0.08745669211880655,0.04599362659745721,0.041779148990872865,0.06802300414321934,0.05578063531207798,0.042746786357668466,0.03522367030644593,0.05108883070438726,0.019026478515934676,0.025085447304882255,0.0246768870107036,0.023425375538051595,0.017203314505261347,0.01866467576791809,0.0,0.019340489314379653,0.013764940696047166,0.0,0.0,0.020692985078058536,0.0,0.01904399162064369,0.0,0.0,0.0,0.0,0.0,0.012565023999195837,0.0,0.0,0.0,0.0,0.0,0.01664962062650144,0.0,0.0,0.017904301508437404,0.01341291663872309,0.013876361617983765,0.0,0.0,0.011927480916030533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017625286410904176,0.0,0.0,0.0,F
Connecticut,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027561496589264795,0.0,0.025382142252806137,0.0,0.016614055490945343,0.025775410258613286,0.028433323855558714,0.013231363624335125,0.017153078977676494,0.011889192723814054,0.015880938336585146,0.013138014845956775,0.021474895846755142,0.022104332449160033,0.01433456883664735,0.014222727919214907,0.012144519785446818,0.020359964166463067,0.018851720743176724,0.01238441215323646,0.028931597437487085,0.021670820240546104,0.022717979008587397,0.02145308924485126,0.01948605529168189,0.014471081954560802,0.028799078429490258,0.0,0.018715493309211143,0.02008435428800964,0.0,0.0,0.01774685880599134,0.0,0.0,0.016434393899552983,0.0,0.018947767321417293,0.01860176716788095,0.015180957007529755,0.0,0.022764782880883273,0.016790261648244018,0.0,0.0,0.015464714676014228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
Delaware,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05156765676567656,0.0,0.0,0.0,0.08649583738782571,0.07452358139039711,0.0,0.0,0.0,0.0,0.0,0.10178117048346055,0.0,0.0,0.07543753771876886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07198387561186294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
Florida,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03022974607013301,0.027732199394513646,0.023507287259050304,0.034265481334830865,0.03475842891901286,0.024704496218311733,0.034452120618687555,0.02329528436886419,0.023413354977679268,0.034583129196806825,0.029903493271714012,0.023265432737048907,0.022608281770585433,0.028064030892885207,0.02938839484941169,0.023207730283978226,0.03720853315693732,0.02794568187463774,0.027422689111082983,0.04174203422846807,0.05433129047681141,0.04061314241288481,0.04694609625153477,0.044653378152094365,0.03664972634870993,0.03712856927378839,0.024011438176003843,0.028544452495443868,0.02241147467503362,0.019436582077041752,0.020301416322338724,0.026549679507440232,0.0,0.026880078196591117,0.017933359635594132,0.021235456506432108,0.012226308979205087,0.022289845521679296,0.010145635993027181,0.01695429479056984,0.015338207474819777,0.01627352541517832,0.011163918216324838,0.016134360810405892,0.010262048744731538,0.009751816275781365,0.015717575666459375,0.013480244347165956,0.007283268148083408,0.013220129851053202,0.008232547000359238,0.0060819851599562096,0.009255831173639394,0.007711229864051018,0.004624776469137325,0.014756708477340686,0.009135826906532878,0.013024025496445208,0.008494142902371412,0.009069335066584035,0.009676723014969146,0.01090441192506488,0.008503762915089927,0.006420270935433476,0.01054113678630857,0.004830567833248798,0.004185991996383303,0.005952836526604927,0.0051640000344266666,0.0076676009780451025,0.0,0.0,0.0059027397144760475,0.005227027215388368,0.008139419207220569,0.005635072692437732,F
