state,1980,1981,1983,1984,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,gender
Alabama,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016975870013338182,0.022049636181003012,0.05299283335015645,0.11586590452649467,0.10889009877887532,0.14832548335892165,0.24432084004782448,0.2575355425327832,0.33992094861660077,0.35944369176320956,0.2956966095369334,0.40014969628925934,0.40946447895645055,0.43122286646659475,0.4152520973036671,0.4139445821130885,0.4440471728035524,0.35774346430209447,0.44085951276859775,0.2757878451552147,0.29367548858511344,0.252826743451085,0.21178349477484984,0.16181229773462785,0.11111509373095811,0.10451270949199357,0.1267527529113523,0.1010468453174892,F
Alaska,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11837821840781297,0.07911392405063292,0.15045135406218654,0.1882594557590279,0.1774937877174299,0.21333333333333335,0.23932253313696614,0.18625442354255914,0.3229483282674772,0.30959752321981426,0.3192338387869114,0.2131782945736434,0.1339969372128637,0.3457548981943911,0.2468198215302829,0.32021096251648146,0.1927153594141453,0.15683199372672024,0.31733439111463707,0.10418837257762034,0.18086816720257234,0.18359853121175032,0.167259042441982,0.0,0.0,0.0,0.2201430930104568,F
Arizona,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012100433598870627,0.015906786232676516,0.01824817518248175,0.01602499899843756,0.0325872217356769,0.04190780283376572,0.061186223231027334,0.0750779655796404,0.09079318471583665,0.10306917086578105,0.10735770476631189,0.12333762333762333,0.17795532958053387,0.14389000408576555,0.16333622936576891,0.14196770662287903,0.14623323360338858,0.1397735033910958,0.1421578921861622,0.18919057115099452,0.20022080425141747,0.20474938274083143,0.1653473327408387,0.11797334216408642,0.09018645525283668,0.09595727815094497,0.10091900712874688,0.07757607996985615,0.061484617021779736,0.06662060797473351,0.062219687346071084,F
Arkansas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019559519618198178,0.0,0.0,0.02115506663845991,0.04278807068589277,0.09262935027127167,0.1366240634640811,0.18581738040706972,0.21798840301695951,0.3456271601697511,0.36849582667377023,0.35104446563231345,0.30362564743704235,0.28761459644076937,0.4087683047345252,0.30463220141564373,0.35625704622322435,0.3234095339358497,0.37773181041460563,0.32427859761255756,0.31492963291014664,0.2574611181168558,0.20148462354188762,0.2584974150258497,0.20751542344363433,0.1275298031605212,0.1422475106685633,0.09506268195591468,0.11324315822585718,0.06565126050420168,0.07589347316130812,F
California,0.0,0.0,0.0,0.0,0.0,0.001597316508266113,0.0,0.005505645680581588,0.006729384530490841,0.009067806792240679,0.009948890467343345,0.016102092070320477,0.026098368479136217,0.038993155675043356,0.04178114612559201,0.06123934147111728,0.08021390374331551,0.08762854542268053,0.0923510455756595,0.10186030586624058,0.11233803171191155,0.11769420955778588,0.12436648167506636,0.13588349912829453,0.11837321383275556,0.12360482826032598,0.14618842590945214,0.1588507275930648,0.1928054340257249,0.15263904881771684,0.1341060718377249,0.12773546707799094,0.0879261692817318,0.084888746429213,0.0757810864842628,0.06690216227788483,0.05411497601445236,0.059244483656620675,F
Colorado,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017066926734121662,0.017075669610186858,0.014730433074732397,0.01960399921584003,0.07287713919533587,0.07639419404125286,0.1099631751227496,0.11104100946372239,0.1616937419468937,0.16337877051378966,0.1760102751944438,0.22774851043272218,0.1750676397699111,0.19247124121570205,0.147542083025954,0.1503272508614908,0.14823736508083568,0.15306122448979592,0.17891221374045801,0.15695507161075142,0.13119983535706936,0.19827258406214351,0.1396180051379426,0.1250746183802837,0.12684136181498457,0.08657508946092578,0.0664835958953606,0.06756359790846601,0.05312333989562826,0.029478235236317183,0.07353924321433347,F
Connecticut,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023349483392679934,0.023999520009599807,0.04265431722625069,0.07416244800567504,0.04809542131589073,0.11127475045000818,0.10585511081706914,0.1284564938138057,0.1589825119236884,0.17153247109677863,0.1713551335142082,0.17721986339302198,0.15519133956622128,0.16531467456076276,0.25758443045220375,0.21567527929948668,0.21646973933435554,0.20783299464252727,0.20689330888230595,0.12832699619771865,0.1123963845829626,0.0817150547971544,0.1028202115158637,0.10712099571516018,0.07921001214553519,0.11029006286533583,F
Delaware,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08843036109064112,0.0,0.11846586702206427,0.1903925014645577,0.11524056467876692,0.27368100957883534,0.25133057362507394,0.24502738541366387,0.14790711433219939,0.3131991051454139,0.3038128512836093,0.27556644213104714,0.25356576862123614,0.4855181650761761,0.2784545770971111,0.3477656059815684,0.30897855325336243,0.2849002849002849,0.23653566229985445,0.2820078962210942,0.09567546880979717,0.12222448563862294,0.10986596352450011,0.21037868162692847,F
Florida,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007517101405697962,0.0,0.005098287703658385,0.011751226534269514,0.022452400910070648,0.05169687385962778,0.049364432926076764,0.08173903655894078,0.13257692544860333,0.14290707157003613,0.12637893887370483,0.15858666339789165,0.19227650751731648,0.19650225977598745,0.22405335596197792,0.23917010155642304,0.2536955936335162,0.22542284617744204,0.274822494785902,0.2664863254675587,0.3281817725164509,0.2559719706440119,0.21774866811832444,0.17550286683081012,0.12627219233780337,0.13662112629123624,0.11046555751376604,0.09408648987699063,0.10129055013430041,0.09110034186107668,F
